rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha25,eta_alpha27
1,1,1.78761989092453,0.0901816701760544,-0.0347227981899617,0.335989366676367,-0.0487225633726451,-0.00748072302748681,-0.880555403488392,0.095810005890078,0.0790742368084851,0.164321455047768,50.7144141727978,4.45183272186597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1.93321227438512,-0.015379593214859,-0.0466907716106791,-0.238436844358879,0.0104708579715034,-0.00494636162614145,-1.01409355802623,0.162491595321016,0.363821071317027,0.0337472768000126,-9.4798581010881,7.43826751687757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-0.0636244826158539,0.0938847186258747,0.00910048979079503,-0.290411970021728,-0.00647912828303188,-0.00287088504768085,-1.58131476588519,0.243156678933339,-0.139511028267036,0.162848302379859,-9.75080417407327,9.24318917251848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-2.09957792828644,0.00947355672822212,-0.0630813515885582,0.84615613711435,-0.0409343982841781,0.011416289431107,0.241721826264281,-0.025462469027431,-0.713206317447415,-0.0152585619384868,-25.7953825125694,9.72232601024784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-0.740049375121113,0.0987847539106327,-0.0371290676059614,-2.29770381477861,-0.067569192739044,0.00148942706935789,0.54803737721132,-0.0559816608295427,-0.203286012579359,-0.128607629477028,-61.4048769424824,7.2817010850815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-2.20766721322867,0.0543554488546401,-0.0210020882786845,0.185095892077167,-0.0800520068339585,-0.00375971165313097,0.914585251636195,0.0569703356166423,-0.476541895438118,-0.246004552608575,-46.4296639560272,-14.1564595130689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1.24400006338914,0.11020124286701,0.0478329474904628,-1.6317747171794,0.00576116421719419,-0.00352482958003703,-1.0243638496455,-0.0614207480269158,-1.058713602443,0.0497314949586538,-207.03048700406,5.51163977810469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1.14792463473792,0.0702180721252858,0.0357911430411833,0.316534876922206,-0.0195959941211674,0.00520843773923073,0.180762108177731,-0.00520365225852576,-0.616285007634423,-0.0105728439229987,104.259853478828,2.28968149106114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0.264845371417557,-0.169818573726176,-0.0668245062197158,0.871680413445022,-0.0365481860535057,0.00987797721196085,-0.283460549030271,0.0556736073721095,-0.746348892758538,0.0327408124964139,-137.248906169169,3.93652323462213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-0.292844354059749,0.0350516711702988,0.0412142816890676,0.485729389542409,-0.0261396830337084,-0.00181571609931301,1.49120848439732,-0.205628758520591,-0.504366971533162,0.0486965830572336,-138.789339964966,-5.90100071325472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0.233932827163078,-0.00586317172649686,0.0565092462558228,-0.413758315691569,-0.0590762149884325,0.00456736784237368,0.53126029241538,-0.110069081681142,-0.853315828347281,0.0819293336312164,-161.426884326955,-0.623896956013817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,-0.684059984307935,-0.150997230782292,-0.0839192639057683,-0.911431952083537,-0.0418356931720849,-9.01130160481248e-05,-0.00700625093787544,-0.0962823235122651,-1.32970464380132,0.132078958589291,-99.829156242603,-10.1289856985971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.146150024981099,0.0385555492607981,0.0925840276870884,-0.0499280306565735,0.0623680831936291,0.00112318960336902,0.047715195713379,0.140579475691441,0.111108332592698,-0.00124028852770153,-48.6452127835253,-10.462893397448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,-1.37317513495357,0.055393125041282,-0.104822010250887,-1.11871774101966,0.0220280337921297,0.00380781386786938,-0.120278053389612,0.142906054509329,0.0872398954187483,0.0113498014532561,-27.7835294389462,-10.9622220594488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,-2.10734361609708,0.0556577615288661,0.0010834060959051,0.352552089329142,0.0388793414945008,0.0014304006362704,-0.192041804699416,0.125008308779343,-0.16855344293359,0.0646180768524502,10.7769301532999,-14.7550637553055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,-0.8632055573958,0.162554169781785,-0.0315307699772878,0.128706910081487,0.0163110154905759,0.000961767800428011,-0.197999799177182,0.258249681013227,-0.959608244749274,0.209519987202529,-82.3215206251278,-3.7645687165315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,1.01206959515593,0.172199205308483,0.0836114787079094,0.181385884067223,0.0272041035677502,-0.00194363418820186,-0.109005548975744,0.229391052297585,-1.0159880189036,0.188914413146713,-76.4492485027139,-4.12685474111623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,-1.66039090968279,0.207100105456419,0.0779302649970704,-0.0205518771090589,0.0248521260725729,-0.000976180550968497,0.266851037861363,0.212602317036768,-0.738069401650698,0.18006437087078,-106.954933812025,-2.92503836267722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0.342272680013746,0.108588786492853,0.0055746790821615,-0.260185080731694,-0.000590750757289094,-0.00409481167116897,-1.00172475330865,0.159798419668114,-0.608134945905522,0.183315316195888,-70.1204813356635,2.36016843773219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,2.00899594371008,-0.00604758615005288,-0.0550932682526816,-0.0997966351401658,0.0108676442052236,-0.00516717048066378,-0.8674151197607,0.147157810248189,-1.15375801500949,0.230976828465933,-27.5577617426616,-0.163060433743035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,1.5577252305795,0.0643917440301953,-0.175023917508881,-1.83950836517139,-0.00857437378968751,-0.00433099105939362,-1.52605577586188,0.177409299777485,-0.696275852447592,0.197866776995782,-16.9161443688926,0.196473174980618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,2.62361616017944,-0.0239444357262669,0.0274059759301468,0.825979578101234,0.035454375598178,0.00732901496276341,0.588812206670687,0.181557252725343,0.621997636492089,-0.00661099511920103,-151.033078354767,-2.61815105298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,1.0108353110009,0.112284360713218,0.0958330496596794,-0.591953345137088,0.00097665231877464,0.00479935080156506,1.16889999817283,0.0534435582885797,0.724574248555439,-0.0745934550528908,-89.0477635656053,-8.98452531484427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,1.80804683368982,0.0342637777534208,-0.147523166656394,-0.041074866752612,0.0337275854704364,0.00584988680427928,0.516777701667313,0.112527263764182,0.66142351063993,-0.00642458522310895,-98.6590310648633,-11.9837354974482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,3.10082996962883,-0.153484202882219,0.0176578984288028,0.953896169927577,-0.0125849004714311,0.00576084521209154,-0.485650009382902,0.073354059951163,-1.16544419435309,0.0401997872445825,130.447056202075,-7.50372199398412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,1.03616277456785,-0.0822280936841724,-0.0446872060412642,0.221686886232838,-0.00656605963485912,0.00457929613275854,-0.91623228935641,-0.0938646948116733,-0.609142246097523,0.00893341992149283,39.9180368490515,0.584734347689429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,2.26913189903456,-0.0148011283165131,-0.0756808669986041,-0.658240294897262,-0.0185860657834525,0.00267812247655198,-1.43226703224427,0.0311126388928146,-0.402994400374095,0.0352606882744703,52.4830076609811,0.601273341411192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,-0.37238579145224,0.0328164186031635,-0.16233680295512,-0.904562982953355,-0.00442204715130057,-0.0036864904297085,-0.377239196433544,0.080975852941986,0.539973224971232,0.147002707411538,55.4915387034887,4.44088860405122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,-0.256126316721617,-0.0346469530027191,-0.0402744032241902,1.86101772840644,-0.0135199782749602,-0.00068848894104228,-0.539716891596088,-0.0346480840965594,0.786735334277835,-0.0520928767369964,-21.5875403553032,4.52324245130317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,1.15539108620536,0.0569363748975339,-0.036917496451515,-0.708736706417736,-0.0477627697494309,-0.00527594195789926,0.30318684189084,-0.037144294440191,0.783933435669482,-0.0959514330251724,53.5297024296333,-3.45244613899024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1.6979586143269,-0.0300769889675095,-0.0675047329057465,0.0793868331196457,-0.0563653486098765,0.010440915725353,-0.918434542170739,-0.0135598853842427,0.816323958501211,-0.0664191979182212,-60.2884482497311,-8.74296264833156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,1.33236399437248,0.136760072277312,0.0740893809455159,-0.508355851561994,-0.0180044263023378,0.00961577944009489,-0.939516779227348,-0.0206423243463881,-0.00513229605168508,-0.0233394086993693,-62.6315284182736,-8.57177448139278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,1.57953202518208,-0.163989092399741,-0.134191148980105,1.12923928111114,-0.0252659415668948,0.00711940329572506,-0.370994316670961,-0.0268814697829901,-0.0524662261943663,-0.0286668036846831,-61.7797676912584,-8.56843631510461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,1.32303880185236,0.210415135503694,-0.116259549919168,-1.53444969826157,0.0269107242416959,-0.00432773723646093,0.645156933948042,0.108804848699014,0.356484216972295,0.206657417807339,-104.419639908587,8.91856811400064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,-1.21788085872208,0.179645197826008,-0.0268556556751201,-0.466413669611792,0.0197145923856725,-0.00491598717668151,-0.0923482244138567,0.150747424652135,0.776955391143115,0.172496263139978,-97.3295621207505,9.16938943873283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,-1.07149047907495,0.163207470078173,0.126726699168754,0.834492122474245,0.022647541682189,-0.0055023175077379,0.651706825466181,0.107683547790613,0.419897512768688,0.178922693246737,-138.399450505564,11.0360829953887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,1.84188119951804,-0.0741105768739804,0.0216141274676521,-0.725229016614024,0.0212352033634131,0.00748054702880853,0.194246762912887,-0.178063435346051,-0.336483631845651,0.0903869880164105,34.9096509473393,-6.23279170383135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,0.634231892057847,0.0051133702537807,0.0416531772651494,-0.514110094327808,0.0480894669960881,-0.00183783462645449,0.460264029898482,-0.1344102855374,-0.541295688017033,-0.0019684753654117,27.2355784161172,8.9645866422769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,2.29001842312493,-0.213960759662637,0.0745332940532886,-1.63554245259673,0.0164621536867218,0.00627234342176183,0.175686677004288,-0.234241984300363,-0.320111215271645,0.0128134381802573,113.475852694853,4.19970510165522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,-2.39642300173078,0.0125433556476307,-0.015944265196962,-0.087918292110847,-0.00937364238701033,0.00978018123723529,-0.956437249135336,-0.0666664646323231,0.0373965295665322,0.157368929090038,211.009280271296,-1.2012733809455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,-0.191738456721426,0.153151638597392,-0.0352127954686406,0.418458534923116,-6.03230110307607e-05,0.00640709794961351,0.441662694148624,-0.0510472454912712,-0.169053130648802,-0.00305504869692348,310.354148253309,5.56496251638429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,-1.35634155523292,0.0638229360342659,-0.0342528573175427,-0.477098538588015,0.00704845152552558,0.00754183902763333,-0.137327770379346,-0.124721911515256,-0.225210256370584,0.0487880963584645,309.047261177496,2.21118420698691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,0.381069605868841,0.030016487531533,0.0263764758090831,-0.589909917102203,0.0253770126695274,0.00642814232039288,-0.0188452786323499,-0.201102686960198,0.289363907407806,-0.134348273537435,-43.8435450714384,0.148629936651655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,0.188494664079399,0.0406165388930012,-0.00723210045016887,-0.682146175790713,-0.00192369929968894,0.00514015185490106,-0.0981944918388606,-0.191155636335394,0.57976273898644,-0.155384207641376,-22.9187030483386,-1.99828228060479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,15,-0.106424882691678,0.0865378006647095,-0.00382162175345666,-1.3045585680726,0.00497371145368408,0.0053243643340205,-0.378979381182039,-0.188952913027243,0.62795153287045,-0.172854037704035,-35.0273906082101,-2.13602754721364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,3.07853124928298,0.100230923654988,0.107982237413498,0.633265318856867,-0.0952963454379798,-0.0100303377091986,-0.732649609912106,0.085847471045706,0.311379596816474,-0.185553021221197,-52.4675257208867,-10.004262434282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
