rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,0.0274443816848748,0.000141829623132516,0.279970888611881,-0.00903584456378145,0,0,0,0,0,0,0,0
2,1,-0.0115030590808614,0.000326834250999452,0.170889636339876,0.093117770642298,0,0,0,0,0,0,0,0
3,1,-0.00537711739055791,-0.000644118319216202,0.560855669699461,-0.0179243042853511,0,0,0,0,0,0,0,0
1,2,0.00540820844051382,0.0043583172684518,-0.246801542757073,-0.0625887175084386,0,0,0,0,0,0,0,0
2,2,0.0171133838433386,0.00229857525037389,-0.509307246252221,-0.0536378230685906,0,0,0,0,0,0,0,0
3,2,-0.00449054920994207,0.00501518105176162,-0.578419647755594,-0.0344034418942466,0,0,0,0,0,0,0,0
1,3,0.0322084562740281,-0.00763101704136603,-1.38114246786674,-0.0149119353261425,0,0,0,0,0,0,0,0
2,3,0.0393409486282614,-0.0075412310005629,-0.901022465194832,-0.173995681893577,0,0,0,0,0,0,0,0
3,3,0.0268461860007321,-0.00447773093976318,-0.379078279807606,-0.0951885281770652,0,0,0,0,0,0,0,0
1,4,-0.0542552233296005,-0.00128342052598837,-1.12136067467694,0.123251556341821,0,0,0,0,0,0,0,0
2,4,-0.00816872771537014,-0.00180413937003049,-0.140052843957947,-0.133420273356916,0,0,0,0,0,0,0,0
3,4,-0.0234668450818978,-0.00327571614075188,-0.40455732492525,-0.109543141408026,0,0,0,0,0,0,0,0
1,5,-0.00613336582052337,-0.00138077287331455,0.813997103681698,0.0719831047708423,0,0,0,0,0,0,0,0
2,5,0.0307282823655877,-0.0012617337428801,0.413448560771291,-0.0740562583092518,0,0,0,0,0,0,0,0
3,5,0.0407827919546122,0.00100922522798883,0.833511238602528,0.0125809946669498,0,0,0,0,0,0,0,0
1,6,-0.072206411692485,0.00163945663025222,1.12382723918422,0.412661237693536,0,0,0,0,0,0,0,0
2,6,-0.0269528056357071,-0.000964938360470283,1.71783121625416,0.402720829416954,0,0,0,0,0,0,0,0
3,6,-0.0188324451745281,-0.00184825796948408,2.43692841710513,0.326403337924374,0,0,0,0,0,0,0,0
1,7,-0.0284173825508933,-0.00638300324158814,0.0464115359770716,-0.100887483358996,0,0,0,0,0,0,0,0
2,7,-0.0691497434935426,0.000243133710059226,0.357036387457761,-0.0716982030973076,0,0,0,0,0,0,0,0
3,7,-0.0920915399969626,0.00232321486525464,-0.832801648093469,-0.00578652282446435,0,0,0,0,0,0,0,0
1,8,0.0037205479092064,-0.0100917702765007,-0.996479345005693,-0.0827958717999109,0,0,0,0,0,0,0,0
