b02_pop,8.5222e-06,-3.2008e-07,3.552e-06,3.0339e-06,-4.0774e-07,-1.113e-06,0.00042106,-3.8863e-05,-3.6095e-08,7.0291e-09,-1.7284e-08
b12_pop,-3.2008e-07,2.038e-07,7.0232e-08,-1.0797e-06,-7.8269e-07,4.3308e-07,-6.7267e-05,5.1726e-05,3.7352e-10,-2.6531e-09,6.9436e-09
p1_pop,3.552e-06,7.0232e-08,0.00090252,-0.0001143,4.262e-06,-7.7402e-05,0.1193,-0.018648,3.1771e-06,6.2058e-07,-1.5049e-06
g1_pop,3.0339e-06,-1.0797e-06,-0.0001143,0.00075672,-3.1887e-05,9.8242e-06,-0.011716,0.002019,-1.3369e-06,6.1741e-07,3.6868e-09
p2_pop,-4.0774e-07,-7.8269e-07,4.262e-06,-3.1887e-05,0.00073252,-5.9983e-05,0.0031042,-0.0037434,6.9061e-08,1.2465e-07,-8.0688e-08
g2_pop,-1.113e-06,4.3308e-07,-7.7402e-05,9.8242e-06,-5.9983e-05,0.0001563,-0.014293,0.011049,-7.3329e-07,-9.0838e-08,3.5935e-07
alpha12_pop,0.00042106,-6.7267e-05,0.1193,-0.011716,0.0031042,-0.014293,21.429,-3.422,0.00067727,0.00015443,-0.00029613
alpha22_pop,-3.8863e-05,5.1726e-05,-0.018648,0.002019,-0.0037434,0.011049,-3.422,2.6149,-0.00015851,-1.7906e-05,8.4178e-05
omega_b02,-3.6095e-08,3.7352e-10,3.1771e-06,-1.3369e-06,6.9061e-08,-7.3329e-07,0.00067727,-0.00015851,5.6981e-06,-4.9738e-08,-1.9689e-07
omega_b12,7.0291e-09,-2.6531e-09,6.2058e-07,6.1741e-07,1.2465e-07,-9.0838e-08,0.00015443,-1.7906e-05,-4.9738e-08,1.3922e-07,-1.8377e-08
a_2,-1.7284e-08,6.9436e-09,-1.5049e-06,3.6868e-09,-8.0688e-08,3.5935e-07,-0.00029613,8.4178e-05,-1.9689e-07,-1.8377e-08,6.441e-07
