b02_pop,7.356e-06,-3.0061e-07,-7.2311e-07,2.2342e-08,-3.5497e-07,1.4339e-06,-1.0547e-06,-1.1371e-06,1.0221e-05,1.6333e-06,-4.7431e-06,7.7392e-07,1.301e-07,-4.212e-08,-2.8491e-08,-9.4706e-08,2.6964e-09,5.6272e-09
b12_pop,-3.0061e-07,1.9797e-07,1.1081e-08,1.6146e-07,2.3275e-07,-2.8383e-07,-2.4578e-07,2.1449e-07,-8.297e-05,-8.1301e-07,4.0469e-05,2.5654e-07,-1.7908e-08,1.6176e-08,-9.3182e-08,6.9984e-08,-1.4909e-10,4.3821e-09
b03_pop,-7.2311e-07,1.1081e-08,0.0036659,-0.00011356,5.3727e-05,-3.1468e-05,1.057e-05,1.5211e-05,0.0074431,-2.3141e-05,-0.00098848,-5.3987e-05,5.8014e-07,2.3095e-07,-1.8881e-05,5.0237e-06,-5.3324e-08,9.0149e-07
b13_pop,2.2342e-08,1.6146e-07,-0.00011356,0.00016504,-7.7049e-05,2.5833e-05,-2.4674e-06,-1.2004e-05,-0.010356,2.7493e-05,0.0013744,7.004e-05,-1.9589e-07,-1.724e-07,4.6059e-06,-7.8466e-06,9.7163e-08,-1.3117e-08
p1_pop,-3.5497e-07,2.3275e-07,5.3727e-05,-7.7049e-05,0.0018549,-0.00060869,8.8244e-05,0.0001254,0.23358,-0.002203,-0.028515,-0.0012124,2.5827e-06,3.9203e-07,2.9763e-06,-2.0974e-05,-1.482e-06,5.8077e-06
g1_pop,1.4339e-06,-2.8383e-07,-3.1468e-05,2.5833e-05,-0.00060869,0.00035012,-3.253e-05,-3.4895e-05,-0.064129,0.00072239,0.0081641,0.00038673,-1.1979e-06,-4.7839e-10,-6.5964e-06,7.8898e-06,4.0965e-07,-1.6395e-06
p2_pop,-1.0547e-06,-2.4578e-07,1.057e-05,-2.4674e-06,8.8244e-05,-3.253e-05,0.00050777,9.6256e-05,0.018245,5.3003e-05,-6.1447e-05,-0.0003061,1.4921e-07,1.1082e-07,3.4852e-06,2.7441e-07,-7.3276e-08,6.8966e-07
g2_pop,-1.1371e-06,2.1449e-07,1.5211e-05,-1.2004e-05,0.0001254,-3.4895e-05,9.6256e-05,0.00018855,0.023079,5.1978e-05,-0.00056355,-0.00032584,6.2273e-08,1.0958e-07,1.7291e-06,-1.7175e-06,-1.2553e-07,1.1225e-06
alpha12_pop,1.0221e-05,-8.297e-05,0.0074431,-0.010356,0.23358,-0.064129,0.018245,0.023079,37.823,-0.18279,-4.6374,-0.1883,0.00042637,0.00010934,0.00071298,-0.003422,-0.00025191,0.00094868
alpha13_pop,1.6333e-06,-8.1301e-07,-2.3141e-05,2.7493e-05,-0.002203,0.00072239,5.3003e-05,5.1978e-05,-0.18279,0.007579,0.017799,0.0005869,-2.9438e-06,1.9255e-07,-6.1773e-06,-2.0729e-05,1.1752e-06,6.1231e-06
alpha22_pop,-4.7431e-06,4.0469e-05,-0.00098848,0.0013744,-0.028515,0.0081641,-6.1447e-05,-0.00056355,-4.6374,0.017799,1.4128,0.025678,-6.1603e-05,-7.062e-07,-0.00012589,0.00047554,3.7652e-05,-0.00011784
alpha23_pop,7.7392e-07,2.5654e-07,-5.3987e-05,7.004e-05,-0.0012124,0.00038673,-0.0003061,-0.00032584,-0.1883,0.0005869,0.025678,0.001926,-2.1615e-06,-4.3268e-07,-1.2581e-05,1.3537e-05,1.2293e-06,-6.4228e-06
omega_b02,1.301e-07,-1.7908e-08,5.8014e-07,-1.9589e-07,2.5827e-06,-1.1979e-06,1.4921e-07,6.2273e-08,0.00042637,-2.9438e-06,-6.1603e-05,-2.1615e-06,5.3699e-06,-3.3568e-08,1.3917e-06,-9.4663e-08,-1.9108e-07,-1.3735e-07
omega_b12,-4.212e-08,1.6176e-08,2.3095e-07,-1.724e-07,3.9203e-07,-4.7839e-10,1.1082e-07,1.0958e-07,0.00010934,1.9255e-07,-7.062e-07,-4.3268e-07,-3.3568e-08,1.2184e-07,-2.7615e-07,-2.0389e-08,-9.8799e-09,5.7457e-08
omega_b03,-2.8491e-08,-9.3182e-08,-1.8881e-05,4.6059e-06,2.9763e-06,-6.5964e-06,3.4852e-06,1.7291e-06,0.00071298,-6.1773e-06,-0.00012589,-1.2581e-05,1.3917e-06,-2.7615e-07,0.002326,-1.2946e-05,-1.5268e-08,-5.5593e-05
omega_b13,-9.4706e-08,6.9984e-08,5.0237e-06,-7.8466e-06,-2.0974e-05,7.8898e-06,2.7441e-07,-1.7175e-06,-0.003422,-2.0729e-05,0.00047554,1.3537e-05,-9.4663e-08,-2.0389e-08,-1.2946e-05,9.413e-05,3.1722e-08,-5.533e-06
a_2,2.6964e-09,-1.4909e-10,-5.3324e-08,9.7163e-08,-1.482e-06,4.0965e-07,-7.3276e-08,-1.2553e-07,-0.00025191,1.1752e-06,3.7652e-05,1.2293e-06,-1.9108e-07,-9.8799e-09,-1.5268e-08,3.1722e-08,5.9227e-07,1.0336e-08
a_3,5.6272e-09,4.3821e-09,9.0149e-07,-1.3117e-08,5.8077e-06,-1.6395e-06,6.8966e-07,1.1225e-06,0.00094868,6.1231e-06,-0.00011784,-6.4228e-06,-1.3735e-07,5.7457e-08,-5.5593e-05,-5.533e-06,1.0336e-08,0.0001747
