rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,0.0225060527726946,-0.00334646061222527,0.0946869272664879,-0.0588052601187388,0,0,0,0,0,0,0,0
2,1,0.00489978563542337,0.00437397748817647,-0.258579480373558,0.246563484180524,0,0,0,0,0,0,0,0
3,1,0.00312288484495404,-0.00390900947706697,0.133438701289249,0.0375016769132925,0,0,0,0,0,0,0,0
1,2,-0.0162841407568939,-0.000751432280113229,1.25369829866686,0.173617610128119,0,0,0,0,0,0,0,0
2,2,-0.0122427518133508,0.00519854231679579,1.07926922808799,0.0476868170392645,0,0,0,0,0,0,0,0
3,2,-0.00331544429446851,-0.00345444019672441,0.930757911991525,-0.0834644792217983,0,0,0,0,0,0,0,0
1,3,0.0449210194676652,-0.0016899403636819,-1.70285014237473,0.0165779384370318,0,0,0,0,0,0,0,0
2,3,0.100497533872161,0.000292531797246371,-0.840028653556799,-0.217318968008077,0,0,0,0,0,0,0,0
3,3,0.0931265052602823,-0.000727652744323425,-2.1149679646595,0.326715060406079,0,0,0,0,0,0,0,0
1,4,0.0321567942097136,0.00188004702514728,1.12880929338953,-0.131846310231879,0,0,0,0,0,0,0,0
2,4,0.0225386593538488,-0.00420010877869896,1.3709856794105,-0.106317665333547,0,0,0,0,0,0,0,0
3,4,0.0497843589580853,-0.00522598324325431,1.55438603955048,0.0753450179962795,0,0,0,0,0,0,0,0
1,5,0.00983214899538609,0.00353077028450213,0.830636223633982,-0.0461934359360803,0,0,0,0,0,0,0,0
2,5,0.0115820564126414,0.00362158316445896,0.658390306892408,-0.0420314869557004,0,0,0,0,0,0,0,0
3,5,0.000625694650179476,0.0069653012798691,0.418441685985312,0.0161013754461303,0,0,0,0,0,0,0,0
1,6,-0.0558273350607674,0.00032314713005504,0.212113594130407,0.0548657825932942,0,0,0,0,0,0,0,0
2,6,-0.0214252818228928,0.000681284097483372,0.45214221182092,-0.129034832878869,0,0,0,0,0,0,0,0
3,6,0.00797885490215222,-0.00348669128379786,-0.149243181466512,-0.0564174472498811,0,0,0,0,0,0,0,0
1,7,-0.0175572634427406,0.00279049956862027,-0.0413505224817428,-0.172052688790236,0,0,0,0,0,0,0,0
2,7,0.0432007865582831,-0.0027548205033175,-1.32773908239853,0.00859290487043328,0,0,0,0,0,0,0,0
3,7,-0.00199812263030807,-0.00289183941505324,-1.00792691647126,0.0557926662069659,0,0,0,0,0,0,0,0
1,8,-0.0138067968210285,0.00697315400581521,-0.0701142837058546,-0.0616634563487632,0,0,0,0,0,0,0,0
2,8,-2.57945093862233e-05,0.00799582501985192,0.212951795133429,-0.0565812674128408,0,0,0,0,0,0,0,0
3,8,0.033911828974448,0.00501522379959736,0.0152723594814681,0.0368291018585985,0,0,0,0,0,0,0,0
1,9,-0.027849520769629,-0.00256041073941836,-0.0582241949672708,0.308881097621816,0,0,0,0,0,0,0,0
2,9,-0.0040783588513893,-0.00346706427294735,-0.245241809056043,0.309844780125364,0,0,0,0,0,0,0,0
3,9,0.0198442150506519,-0.00338178964852744,-0.523442452823202,0.314141198643502,0,0,0,0,0,0,0,0
1,10,-0.0253214571443356,0.00322959512977478,0.439560545103014,-0.138000964532281,0,0,0,0,0,0,0,0
2,10,-0.0395598785715165,0.00508357780349718,0.198125587590256,-0.0345562333657417,0,0,0,0,0,0,0,0
3,10,-0.025984509971428,0.00372014441216936,0.166094589766844,-0.0538239083486945,0,0,0,0,0,0,0,0
1,11,0.0028121039648612,0.00977783290264827,-1.38690118578276,-0.00904054932569667,0,0,0,0,0,0,0,0
2,11,-0.0285598723085583,0.00100152630474615,-0.832489070324799,0.0139325586601707,0,0,0,0,0,0,0,0
3,11,0.0144319905479691,-0.000631596577450847,-0.267510436661716,-0.0938463515289195,0,0,0,0,0,0,0,0
1,12,0.0812239136513533,0.00144051336791804,-0.310319732362047,-0.13019652983343,0,0,0,0,0,0,0,0
2,12,0.0487388834082898,0.00452475011944933,-0.378088548845612,-0.133315440137725,0,0,0,0,0,0,0,0
3,12,0.0599217329341917,0.00124261209603951,-0.0232773778280908,-0.0989101006709194,0,0,0,0,0,0,0,0
1,13,-0.074745324752147,-0.0068908014362253,-0.320627466699082,0.0131093714708524,0,0,0,0,0,0,0,0
2,13,-0.0793515868954149,-0.00604687348328451,0.271246124798929,-0.0109462107378833,0,0,0,0,0,0,0,0
3,13,-0.110157627638848,-0.00350181323362881,0.320052705662397,-0.0178642577736479,0,0,0,0,0,0,0,0
1,14,0.0340534421757255,-0.0075981018692082,-0.0444039713863464,-0.096754977454173,0,0,0,0,0,0,0,0
2,14,0.0273045720144074,-0.00517421475283558,0.406173438254064,-0.1721996962087,0,0,0,0,0,0,0,0
3,14,-0.0195145687279661,-0.00260862684918366,0.108924759954767,-0.137350785799225,0,0,0,0,0,0,0,0
1,15,0.00713106719138423,0.00232861821783705,-0.742921416812957,-0.0481039653949342,0,0,0,0,0,0,0,0
2,15,-0.0422526462343304,0.00456782731849479,-0.0700511185127919,-0.105939425147287,0,0,0,0,0,0,0,0
3,15,0.00559539045495949,0.00167783143741077,0.500023780147297,-0.122895586731475,0,0,0,0,0,0,0,0
1,16,-0.0280851417998731,-0.00338161810001924,-0.221401595065196,-0.266534680221197,0,0,0,0,0,0,0,0
2,16,-0.081456066415126,-0.00188813112968001,-0.882842000217347,-0.146935131427849,0,0,0,0,0,0,0,0
