rep,id,b01,b11,b21,a1,b02,b12,p1,g1,p2,g2,alpha11,alpha12,alpha21,alpha22,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha21,eta_alpha22
1,1,9.07973792938576,-0.296514875635528,-0.130088685236852,3.40516494707276,7.3215079987158,-0.00292654192921462,0.0625187394749051,0.150259489126133,0.761714891038581,0.0959530810441124,0.103518980362256,-16.5593319804101,-0.0909296828075673,5.09422501623975,4.37168396706828,-0.16423885027583,0.0408686616102532,-0.165227573912307,-0.0773988061045801,-0.00620854481285882,0,0,0,0,0,0,0,0
2,1,5.14005689460416,-0.289535949125396,-0.315865944796117,0.799251056447822,7.3717247864945,0.00178603211635203,0.0625187394749051,0.150259489126133,0.761714891038581,0.0959530810441124,0.103518980362256,-16.5593319804101,-0.0909296828075673,5.09422501623975,0.432002932286686,-0.157259923765698,-0.144908597949012,-1.61460112419038,-0.0271820183258829,-0.00149597076729218,0,0,0,0,0,0,0,0
3,1,7.72997646333534,0.00762372345288448,-0.263620247092257,3.32844921037849,7.38591704552687,-0.00506317889707729,0.0625187394749051,0.150259489126133,0.761714891038581,0.0959530810441124,0.103518980362256,-16.5593319804101,-0.0909296828075673,5.09422501623975,3.02192250101786,0.139899748812583,-0.0926629002451524,-0.188014462016098,-0.0129897592935118,-0.00834518178072149,0,0,0,0,0,0,0,0
1,2,2.03965875838603,-0.0301781347355653,-0.0533801178094117,7.29983819659553,7.43942784239164,1.35789624660647e-05,0.0625187394749051,0.150259489126133,0.761714891038581,0.0959530810441124,0.103518980362256,-16.5593319804101,-0.0909296828075673,5.09422501623975,-2.66839520393145,0.102097890624133,0.117577229037693,0.597331228112494,0.0405210375712617,-0.00326842392117814,0,0,0,0,0,0,0,0
2,2,3.0898299173015,-0.040040050141009,-0.0721307881329297,0.736632535985723,7.4107735030909,0.00240311476862918,0.0625187394749051,0.150259489126133,0.761714891038581,0.0959530810441124,0.103518980362256,-16.5593319804101,-0.0909296828075673,5.09422501623975,-1.61822404501597,0.0922359752186892,0.0988265587141752,-1.69618706039915,0.0118666982705191,-0.000878888115015024,0,0,0,0,0,0,0,0
3,2,3.953306254208,-0.201926360934394,-0.183680131531773,15.3019533050771,7.45209867411285,-0.000897927129774591,0.0625187394749051,0.150259489126133,0.761714891038581,0.0959530810441124,0.103518980362256,-16.5593319804101,-0.0909296828075673,5.09422501623975,-0.754747708109472,-0.069650335574696,-0.0127227846846684,1.33745953230188,0.0531918692924673,-0.00417993001341879,0,0,0,0,0,0,0,0
1,3,3.48481629036262,-0.178102143539993,-0.149113047232441,4.96122628654118,7.36525971651042,0.00870680501389056,0.0625187394749051,0.150259489126133,0.761714891038581,0.0959530810441124,0.103518980362256,-16.5593319804101,-0.0909296828075673,5.09422501623975,-1.22323767195485,-0.0458261181802951,0.0218442996146639,0.211131990422728,-0.033647088309964,0.00542480213024635,0,0,0,0,0,0,0,0
2,3,3.11824971237646,-0.239206576039747,-0.0612641957773407,0.413012361768668,7.36565633995748,0.00858365056205037,0.0625187394749051,0.150259489126133,0.761714891038581,0.0959530810441124,0.103518980362256,-16.5593319804101,-0.0909296828075673,5.09422501623975,-1.58980424994101,-0.106930550680049,0.109693151069764,-2.27479870977206,-0.0332504648628973,0.00530164767840616,0,0,0,0,0,0,0,0
3,3,4.77968589683138,-0.17650473358983,-0.0958136073656536,10.0434790003779,7.38397179419831,0.00789893825808571,0.0625187394749051,0.150259489126133,0.761714891038581,0.0959530810441124,0.103518980362256,-16.5593319804101,-0.0909296828075673,5.09422501623975,0.0716319345139071,-0.0442287082301319,0.0751437394814513,0.916402613277066,-0.0149350106220671,0.00461693537444151,0,0,0,0,0,0,0,0
1,4,4.42005958107955,-0.05971929883822,-0.259193445190274,1.36755613624279,7.34703870037473,-0.000775869870913808,0.0625187394749051,0.150259489126133,0.761714891038581,0.0959530810441124,0.103518980362256,-16.5593319804101,-0.0909296828075673,5.09422501623975,-0.287994381237929,0.0725567265214783,-0.0882360983431694,-1.07749565020587,-0.0518681044456519,-0.00405787275455801,0,0,0,0,0,0,0,0
