id,eta_b02_SAEM,eta_b12_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha12_SAEM,eta_alpha22_SAEM
1,-0.000463469,4.4827e-05,0,0,0,0,0,0
2,0.0497109,0.000577218,0,0,0,0,0,0
3,0.0200446,0.00423715,0,0,0,0,0,0
4,-0.0203798,-0.00370305,0,0,0,0,0,0
5,-0.0597915,0.00114296,0,0,0,0,0,0
6,-0.025868,0.000704399,0,0,0,0,0,0
7,0.0126673,-0.000999422,0,0,0,0,0,0
8,0.0130196,-0.000399417,0,0,0,0,0,0
9,0.00123332,-0.00309386,0,0,0,0,0,0
10,0.0168156,-0.000319992,0,0,0,0,0,0
11,0.016051,-0.000158038,0,0,0,0,0,0
12,-0.0143772,-0.00110666,0,0,0,0,0,0
13,0.0391364,-0.00140437,0,0,0,0,0,0
14,-0.00787608,-0.00083869,0,0,0,0,0,0
15,0.0359142,-0.00119112,0,0,0,0,0,0
16,0.0379204,0.00233379,0,0,0,0,0,0
17,0.0479505,0.00363698,0,0,0,0,0,0
18,0.0276426,-0.000268508,0,0,0,0,0,0
19,-0.0321175,-0.00156011,0,0,0,0,0,0
20,0.0292496,0.00103627,0,0,0,0,0,0
21,0.0139688,0.00308895,0,0,0,0,0,0
22,0.0722666,1.8272e-05,0,0,0,0,0,0
23,-0.0129199,0.000241177,0,0,0,0,0,0
24,0.0137122,0.000215052,0,0,0,0,0,0
25,-0.000742516,0.000634785,0,0,0,0,0,0
26,0.0313751,0.003725,0,0,0,0,0,0
27,-0.034081,0.000363524,0,0,0,0,0,0
28,0.0407176,-0.00109366,0,0,0,0,0,0
29,-0.0107985,-0.00280096,0,0,0,0,0,0
30,0.000131955,-1.47186e-05,0,0,0,0,0,0
31,0.0295923,-0.00086488,0,0,0,0,0,0
32,-0.0171493,0.000708664,0,0,0,0,0,0
33,0.0148855,0.00262251,0,0,0,0,0,0
34,0.0153664,-0.000152716,0,0,0,0,0,0
35,-0.00484497,0.00542181,0,0,0,0,0,0
36,-0.0282899,0.000664083,0,0,0,0,0,0
37,0.0314453,0.00141498,0,0,0,0,0,0
38,0.0121625,-0.00588811,0,0,0,0,0,0
39,0.00265573,-0.00104181,0,0,0,0,0,0
40,0.0246873,0.00120115,0,0,0,0,0,0
41,-0.00499076,-0.0010237,0,0,0,0,0,0
42,-0.0578055,-0.00797313,0,0,0,0,0,0
43,-0.0113388,-0.00115469,0,0,0,0,0,0
44,-0.0303472,-0.00462983,0,0,0,0,0,0
45,0.0316308,0.00258046,0,0,0,0,0,0
46,0.0421452,0.00281891,0,0,0,0,0,0
47,-0.00477923,0.00492866,0,0,0,0,0,0
48,0.00441324,0.000298004,0,0,0,0,0,0
49,-0.0407851,0.00232217,0,0,0,0,0,0
50,0.0165448,-1.18632e-05,0,0,0,0,0,0
