id,eta_b02_SAEM,eta_b12_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha12_SAEM,eta_alpha22_SAEM
51,-0.0134814,0.000506884,0,0,0,0,0,0
52,-0.0323565,-0.000327246,0,0,0,0,0,0
53,0.0793136,-0.00197401,0,0,0,0,0,0
54,0.0176142,6.56852e-05,0,0,0,0,0,0
55,0.055839,0.0013268,0,0,0,0,0,0
56,-0.021932,-0.00094517,0,0,0,0,0,0
57,0.000466374,-1.28675e-05,0,0,0,0,0,0
58,0.00844681,0.000416951,0,0,0,0,0,0
59,0.0036505,-0.00618955,0,0,0,0,0,0
60,-0.00806214,0.000104645,0,0,0,0,0,0
61,-0.08361,-0.00436608,0,0,0,0,0,0
62,7.84472e-05,-0.00940162,0,0,0,0,0,0
63,-0.0343575,0.00208588,0,0,0,0,0,0
64,-0.017462,-0.000212255,0,0,0,0,0,0
65,0.00270153,0.000677513,0,0,0,0,0,0
66,0.0275409,0.00230863,0,0,0,0,0,0
67,0.0110447,-0.00115517,0,0,0,0,0,0
68,0.0115383,-0.00250948,0,0,0,0,0,0
69,0.0583023,0.000707222,0,0,0,0,0,0
70,0.040529,-0.00438276,0,0,0,0,0,0
71,0.000834934,0.000610346,0,0,0,0,0,0
72,-0.020384,0.000659929,0,0,0,0,0,0
73,-0.0192199,-0.00103635,0,0,0,0,0,0
74,0.0332283,-0.000690576,0,0,0,0,0,0
75,-0.0505115,-0.00335948,0,0,0,0,0,0
76,0.00637003,-0.00146754,0,0,0,0,0,0
77,0.00261434,7.231e-05,0,0,0,0,0,0
78,0.0385783,0.00578227,0,0,0,0,0,0
79,0.0577455,0.00416806,0,0,0,0,0,0
80,0.0425456,0.0109144,0,0,0,0,0,0
81,-0.0220017,0.00544225,0,0,0,0,0,0
82,0.0137406,0.000542832,0,0,0,0,0,0
83,0.0185811,-0.00112347,0,0,0,0,0,0
84,-0.0100524,0.000237022,0,0,0,0,0,0
85,-0.066742,-0.00263753,0,0,0,0,0,0
86,0.031132,0.00423009,0,0,0,0,0,0
87,0.0172159,0.000398728,0,0,0,0,0,0
88,0.0363296,-0.0025899,0,0,0,0,0,0
89,0.0224891,0.000431521,0,0,0,0,0,0
90,-0.00172956,-0.00242492,0,0,0,0,0,0
91,0.0497093,0.00121387,0,0,0,0,0,0
92,0.0437033,0.000435573,0,0,0,0,0,0
93,-0.0425699,-0.00114267,0,0,0,0,0,0
94,-0.0240602,-0.00273268,0,0,0,0,0,0
95,0.0279285,0.00109971,0,0,0,0,0,0
96,-0.0248964,0.00361222,0,0,0,0,0,0
97,-0.0308681,-0.00359641,0,0,0,0,0,0
98,-0.0427353,0.00015867,0,0,0,0,0,0
99,-0.00858792,-0.00201314,0,0,0,0,0,0
100,0.036068,-0.00570094,0,0,0,0,0,0
101,0.00809674,-0.0027597,0,0,0,0,0,0
102,0.0171872,0.00239102,0,0,0,0,0,0
103,-0.0141337,-0.00370774,0,0,0,0,0,0
104,0.0175858,0.00020597,0,0,0,0,0,0
105,-0.000522979,-0.000336495,0,0,0,0,0,0
106,-0.0142405,-0.0033893,0,0,0,0,0,0
107,-0.00978961,0.0046755,0,0,0,0,0,0
108,-0.0673662,-0.00505416,0,0,0,0,0,0
109,0.00805218,-0.00167372,0,0,0,0,0,0
110,0.000960799,-0.00828394,0,0,0,0,0,0
111,0.0121437,-0.000302278,0,0,0,0,0,0
112,0.0375671,0.00171512,0,0,0,0,0,0
113,-0.00884639,7.39725e-05,0,0,0,0,0,0
114,-0.00412078,-0.00156072,0,0,0,0,0,0
115,0.000719962,0.00228815,0,0,0,0,0,0
116,-0.0125453,-0.00767575,0,0,0,0,0,0
117,0.000518591,0.00118478,0,0,0,0,0,0
118,-0.0226628,-0.0024265,0,0,0,0,0,0
119,-0.0184882,-0.00874325,0,0,0,0,0,0
120,0.0354337,-0.00415131,0,0,0,0,0,0
121,-0.00834952,-0.00256748,0,0,0,0,0,0
122,0.0287643,0.003263,0,0,0,0,0,0
123,-0.0055927,0.000432211,0,0,0,0,0,0
124,-0.0338068,-0.00354703,0,0,0,0,0,0
125,-0.0137391,-0.00161092,0,0,0,0,0,0
126,-0.0570479,-0.000255451,0,0,0,0,0,0
127,0.0481161,0.000830615,0,0,0,0,0,0
128,0.0590752,0.000278875,0,0,0,0,0,0
129,0.0218691,-0.00548776,0,0,0,0,0,0
130,-0.0133957,0.000479332,0,0,0,0,0,0
131,0.0105904,0.00186744,0,0,0,0,0,0
132,0.0421387,-0.00148319,0,0,0,0,0,0
133,-0.00850616,0.000516655,0,0,0,0,0,0
134,0.0318007,0.00916739,0,0,0,0,0,0
135,-0.0158389,-0.00403336,0,0,0,0,0,0
136,-0.0122591,-0.00195888,0,0,0,0,0,0
137,0.00264835,-0.000604775,0,0,0,0,0,0
138,0.00235015,0.00109463,0,0,0,0,0,0
139,0.00431887,0.00127496,0,0,0,0,0,0
140,0.0452398,0.00396295,0,0,0,0,0,0
141,0.0315333,0.00123396,0,0,0,0,0,0
142,0.00998191,0.000332545,0,0,0,0,0,0
143,0.0311401,0.00253487,0,0,0,0,0,0
144,-0.00795006,-0.00960885,0,0,0,0,0,0
145,0.000155202,-0.00389652,0,0,0,0,0,0
146,0.0122384,0.00168022,0,0,0,0,0,0
147,-0.0125202,-0.00023251,0,0,0,0,0,0
148,-0.024561,-0.00615635,0,0,0,0,0,0
149,-0.000617299,0.00267047,0,0,0,0,0,0
150,-0.0307032,-0.00140199,0,0,0,0,0,0
151,0.0149041,-0.00486915,0,0,0,0,0,0
152,-0.0646588,-0.00042697,0,0,0,0,0,0
153,-0.0160748,0.000457727,0,0,0,0,0,0
154,0.00275343,0.00363482,0,0,0,0,0,0
155,-0.0251466,-0.000304721,0,0,0,0,0,0
156,-0.0121365,0.000947706,0,0,0,0,0,0
157,-0.061973,-0.0032783,0,0,0,0,0,0
158,-0.0155342,0.00986904,0,0,0,0,0,0
159,0.0102255,1.65898e-05,0,0,0,0,0,0
160,-0.0327102,0.00677325,0,0,0,0,0,0
161,-0.00449367,-0.000398741,0,0,0,0,0,0
162,0.0287705,0.00592144,0,0,0,0,0,0
163,0.0376659,0.000897434,0,0,0,0,0,0
164,-0.0156054,0.00322929,0,0,0,0,0,0
165,-0.0252316,0.000437726,0,0,0,0,0,0
166,0.0155399,-0.00154682,0,0,0,0,0,0
167,-0.0323249,-0.00462177,0,0,0,0,0,0
168,-0.0120549,0.000794229,0,0,0,0,0,0
169,-0.0771576,-0.0057337,0,0,0,0,0,0
170,0.0548609,-0.000659039,0,0,0,0,0,0
171,0.00370425,0.000971207,0,0,0,0,0,0
172,-0.0546893,-0.000100814,0,0,0,0,0,0
173,0.107409,0.00852056,0,0,0,0,0,0
174,0.0407883,0.000564365,0,0,0,0,0,0
175,-0.0562999,-0.00681234,0,0,0,0,0,0
176,0.0100674,-5.57112e-05,0,0,0,0,0,0
177,0.00358537,0.00233129,0,0,0,0,0,0
178,0.0357561,0.00107407,0,0,0,0,0,0
179,0.0112353,-0.00938609,0,0,0,0,0,0
180,0.0294676,0.00341988,0,0,0,0,0,0
181,0.0167676,0.000155393,0,0,0,0,0,0
182,-0.0196048,-0.000100214,0,0,0,0,0,0
183,-0.0227289,-0.00246476,0,0,0,0,0,0
184,-0.0241552,-0.00196414,0,0,0,0,0,0
185,-0.00303639,0.000862465,0,0,0,0,0,0
186,0.0362111,0.0099569,0,0,0,0,0,0
187,-0.0149402,-0.00127148,0,0,0,0,0,0
188,-0.0118122,-0.000298917,0,0,0,0,0,0
189,-0.0113503,-0.00777109,0,0,0,0,0,0
190,0.0458034,0.000607734,0,0,0,0,0,0
191,0.00128382,0.000480666,0,0,0,0,0,0
192,0.0239253,-0.00298121,0,0,0,0,0,0
193,-0.0411703,0.00168019,0,0,0,0,0,0
194,0.0221741,-0.00255961,0,0,0,0,0,0
195,0.0074136,0.000943418,0,0,0,0,0,0
196,-0.0757613,0.0011479,0,0,0,0,0,0
197,-0.0289516,0.00115935,0,0,0,0,0,0
198,0.0447053,0.00360552,0,0,0,0,0,0
199,0.0455144,0.000338391,0,0,0,0,0,0
200,-0.0277242,0.000719259,0,0,0,0,0,0
201,-0.0165104,0.00755034,0,0,0,0,0,0
202,-0.0693343,0.000105147,0,0,0,0,0,0
203,-0.0243163,0.00171892,0,0,0,0,0,0
204,0.00817837,-0.00987705,0,0,0,0,0,0
205,0.0133744,-0.000712141,0,0,0,0,0,0
206,0.000794155,-0.000411579,0,0,0,0,0,0
207,0.0136505,-0.0012877,0,0,0,0,0,0
208,-0.0129472,-0.00649002,0,0,0,0,0,0
209,-0.0268291,-0.000739678,0,0,0,0,0,0
210,0.0579409,0.00445563,0,0,0,0,0,0
211,2.03432e-05,0.000607611,0,0,0,0,0,0
212,-0.0257931,-0.00489811,0,0,0,0,0,0
213,-0.0441106,-0.00169267,0,0,0,0,0,0
214,-0.00767938,9.11245e-05,0,0,0,0,0,0
215,0.00331684,0.00122153,0,0,0,0,0,0
216,-0.00289898,0.00129851,0,0,0,0,0,0
217,0.00749498,-0.000682969,0,0,0,0,0,0
218,-0.0294469,0.00322987,0,0,0,0,0,0
219,0.00165634,0.000528574,0,0,0,0,0,0
220,0.0396454,-0.00138831,0,0,0,0,0,0
221,0.0680297,-0.000447847,0,0,0,0,0,0
222,-0.0433652,0.000635658,0,0,0,0,0,0
223,-0.00391319,0.000680688,0,0,0,0,0,0
224,-0.0855533,0.00744578,0,0,0,0,0,0
225,-0.0144673,-0.000393708,0,0,0,0,0,0
226,0.00238038,-0.000789657,0,0,0,0,0,0
227,-0.0693895,0.0012168,0,0,0,0,0,0
228,-0.037313,-0.00120584,0,0,0,0,0,0
229,0.0217284,0.00854984,0,0,0,0,0,0
230,0.0104276,0.000197263,0,0,0,0,0,0
231,0.00598748,0.000223768,0,0,0,0,0,0
232,-0.0145482,-0.00193701,0,0,0,0,0,0
233,0.0352505,-0.000501526,0,0,0,0,0,0
234,-0.0145008,-0.00221698,0,0,0,0,0,0
235,0.0150198,0.000540866,0,0,0,0,0,0
236,0.0205406,0.00126074,0,0,0,0,0,0
237,-0.0315817,-0.00179599,0,0,0,0,0,0
238,-0.00266961,0.00231513,0,0,0,0,0,0
239,-0.05046,0.000449708,0,0,0,0,0,0
240,0.0157722,0.00271415,0,0,0,0,0,0
241,-0.0404364,0.00519054,0,0,0,0,0,0
242,-0.00671327,0.000355129,0,0,0,0,0,0
243,-0.00795991,0.00567086,0,0,0,0,0,0
244,0.0513371,0.00218139,0,0,0,0,0,0
245,0.00851461,0.000412792,0,0,0,0,0,0
246,-0.0204822,-0.000196806,0,0,0,0,0,0
247,-0.0289064,-0.00695144,0,0,0,0,0,0
248,-0.0488186,-0.00595398,0,0,0,0,0,0
249,0.0336625,0.000752052,0,0,0,0,0,0
250,-0.0723546,-0.00370622,0,0,0,0,0,0
251,0.0338477,0.00131523,0,0,0,0,0,0
252,-0.0344316,0.00243969,0,0,0,0,0,0
253,0.0281555,0.00277786,0,0,0,0,0,0
254,-0.0180133,-0.000849157,0,0,0,0,0,0
255,-0.0136977,-8.06132e-05,0,0,0,0,0,0
256,0.0709765,0.000485268,0,0,0,0,0,0
257,-0.0249835,-0.00202275,0,0,0,0,0,0
258,0.0346306,0.00127373,0,0,0,0,0,0
259,-0.0235699,-0.00173314,0,0,0,0,0,0
260,0.019094,1.68423e-05,0,0,0,0,0,0
261,-0.035232,1.46768e-05,0,0,0,0,0,0
262,-0.0357611,0.000510867,0,0,0,0,0,0
263,-0.0326559,-0.00463488,0,0,0,0,0,0
264,-0.0364368,0.000364615,0,0,0,0,0,0
265,-0.0418682,-0.000388901,0,0,0,0,0,0
266,0.0556297,0.00311888,0,0,0,0,0,0
267,0.0164018,0.0018367,0,0,0,0,0,0
268,0.000886242,-0.000722997,0,0,0,0,0,0
269,-0.0317428,0.00776754,0,0,0,0,0,0
270,0.00398432,-0.000994731,0,0,0,0,0,0
271,0.00448804,0.00160098,0,0,0,0,0,0
272,0.057279,0.00220411,0,0,0,0,0,0
273,-0.0315777,-0.00105261,0,0,0,0,0,0
274,-0.0145436,-0.00201642,0,0,0,0,0,0
275,-0.0212059,0.000273434,0,0,0,0,0,0
276,-0.00764725,-0.00370108,0,0,0,0,0,0
277,0.0437982,0.00689308,0,0,0,0,0,0
278,0.0152998,0.00269104,0,0,0,0,0,0
279,0.0185744,-0.000791797,0,0,0,0,0,0
280,-0.0252323,-0.00401451,0,0,0,0,0,0
281,0.00894172,0.00980786,0,0,0,0,0,0
282,-0.0109411,0.00637031,0,0,0,0,0,0
283,0.00264237,0.000616231,0,0,0,0,0,0
284,0.0419326,0.00238823,0,0,0,0,0,0
285,0.0313244,0.00598031,0,0,0,0,0,0
286,0.00114802,-0.00116995,0,0,0,0,0,0
287,-0.0454287,-0.00439677,0,0,0,0,0,0
288,0.0280069,0.000486042,0,0,0,0,0,0
289,-0.0304571,-0.000887684,0,0,0,0,0,0
290,0.00412852,4.49976e-05,0,0,0,0,0,0
291,0.00402137,-0.00359457,0,0,0,0,0,0
292,-0.0161678,-0.001194,0,0,0,0,0,0
293,0.0026393,0.0096081,0,0,0,0,0,0
294,-0.0550663,-0.000914841,0,0,0,0,0,0
295,0.00342227,0.00021785,0,0,0,0,0,0
296,0.0250145,0.00199686,0,0,0,0,0,0
297,-0.0180222,0.00084765,0,0,0,0,0,0
298,-0.0022845,0.000332065,0,0,0,0,0,0
299,-0.0424307,-0.00416847,0,0,0,0,0,0
300,0.0205985,0.000770103,0,0,0,0,0,0
