id,b02_SAEM,b12_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha12_SAEM,alpha22_SAEM
1,7.39514,0.00325766,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
2,7.44531,0.00379005,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
3,7.41564,0.00744999,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
4,7.37522,-0.000490215,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
5,7.33581,0.00435579,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
6,7.36973,0.00391724,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
7,7.40827,0.00221341,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
8,7.40862,0.00281342,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
9,7.39683,0.000118979,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
10,7.41241,0.00289284,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
11,7.41165,0.0030548,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
12,7.38122,0.00210618,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
13,7.43474,0.00180846,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
14,7.38772,0.00237415,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
15,7.43151,0.00202172,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
16,7.43352,0.00554662,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
17,7.44355,0.00684982,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
18,7.42324,0.00294433,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
19,7.36348,0.00165273,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
20,7.42485,0.0042491,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
21,7.40957,0.00630178,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
22,7.46787,0.00323111,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
23,7.38268,0.00345401,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
24,7.40931,0.00342789,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
25,7.39486,0.00384762,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
26,7.42697,0.00693784,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
27,7.36152,0.00357636,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
28,7.43632,0.00211918,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
29,7.3848,0.000411879,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
30,7.39573,0.00319812,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
31,7.42519,0.00234796,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
32,7.37845,0.0039215,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
33,7.41048,0.00583535,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
34,7.41097,0.00306012,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
35,7.39075,0.00863464,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
36,7.36731,0.00387692,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
37,7.42704,0.00462782,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
38,7.40776,-0.00267527,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
39,7.39825,0.00217103,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
40,7.42029,0.00441399,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
41,7.39061,0.00218914,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
42,7.33779,-0.00476029,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
43,7.38426,0.00205815,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
44,7.36525,-0.001417,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
45,7.42723,0.0057933,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
46,7.43774,0.00603175,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
47,7.39082,0.00814149,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
48,7.40001,0.00351084,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
49,7.35481,0.00553501,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
50,7.41214,0.00320097,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
51,7.38212,0.00371972,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
52,7.36324,0.00288559,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
53,7.47491,0.00123883,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
54,7.41321,0.00327852,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
55,7.45144,0.00453963,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
56,7.37367,0.00226767,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
57,7.39607,0.00319997,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
58,7.40405,0.00362979,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
59,7.39925,-0.00297672,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
60,7.38754,0.00331748,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
61,7.31199,-0.00115324,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
62,7.39568,-0.00618878,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
63,7.36124,0.00529872,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
64,7.37814,0.00300058,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
65,7.3983,0.00389035,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
66,7.42314,0.00552146,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
67,7.40664,0.00205767,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
68,7.40714,0.000703358,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
69,7.4539,0.00392006,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
70,7.43613,-0.00116992,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
71,7.39643,0.00382318,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
72,7.37521,0.00387277,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
73,7.37638,0.00217648,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
74,7.42883,0.00252226,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
75,7.34509,-0.000146642,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
76,7.40197,0.00174529,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
77,7.39821,0.00328515,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
78,7.43418,0.0089951,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
79,7.45334,0.00738089,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
80,7.43814,0.0141273,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
81,7.3736,0.00865508,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
82,7.40934,0.00375567,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
83,7.41418,0.00208937,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
84,7.38555,0.00344986,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
85,7.32886,0.000575307,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
86,7.42673,0.00744293,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
87,7.41281,0.00361156,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
88,7.43193,0.000622938,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
89,7.41809,0.00364436,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
90,7.39387,0.000787912,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
91,7.44531,0.00442671,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
92,7.4393,0.00364841,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
93,7.35303,0.00207016,0.161491,0.111396,0.710559,0.114567,-6.54748,3.43504
