rep,id,b02,b12,p1,g1,p2,g2,alpha12,alpha22
1,1,7.34901845688914,0.0065741221656381,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,1,7.35380984502435,0.00696230034479434,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,1,7.41463093157797,0.00280450686104475,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,2,7.41876465590273,0.00726281524980479,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,2,7.46567778324331,0.00618119496463121,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,2,7.44494443976861,0.0103498645088858,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,3,7.39526250024416,0.00783702727684933,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,3,7.46756876309654,0.00330208843989395,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,3,7.41487450145551,0.00867199731802034,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,4,7.41452647463031,-0.00581995987092484,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,4,7.39750378852142,-0.00392809211095268,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,4,7.33002699827462,0.00560208554223737,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,5,7.35223952601777,0.00133193220671417,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,5,7.31098803478661,0.000920599297128808,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,5,7.33891605044282,0.00312025561022328,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,6,7.35718529754503,-0.00653172579256786,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,6,7.34966675497407,0.00659294726808283,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,6,7.37794995695776,-0.00169833740221048,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,7,7.34793465626916,-0.000490310165510816,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,7,7.42538210148931,-0.00134308978770008,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,7,7.39262146031167,-0.00567481355477386,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,8,7.44352523891117,0.00383824624399017,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,8,7.42191028043506,0.00553926556828825,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,8,7.4542254567333,-0.00691754317050969,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,9,7.38601468042953,0.00116377303299966,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,9,7.35654406160227,0.00252374422190757,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,9,7.4008039304355,-0.00224315404332823,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,10,7.42363980907209,0.000183370823450626,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,10,7.43363189373845,0.00110810205599533,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,10,7.41064546760197,0.000160969824403871,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,11,7.41288996640459,-0.000668972002105273,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,11,7.41798405347528,0.0068179153802797,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,11,7.36983316951455,-0.00125461438002084,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,12,7.36163896172901,0.00478107299278246,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,12,7.3520347170157,0.00152410436063965,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,12,7.38554356256611,-0.00375136751862592,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,13,7.45236616772543,-0.000855219651242141,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,13,7.43676284591772,0.00153378013890456,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,13,7.47782488896788,-0.00302035098871162,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,14,7.40505657512923,0.00206670744183273,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,14,7.4139009461179,0.000826128901182308,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
3,14,7.43288949597741,0.00323003707367984,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
1,15,7.41498483355175,-0.000485601098810682,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
2,15,7.43253157216192,0.000244302860366804,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329
