b01_pop,1,-0.11323,0.10741,-0.028935,-0.0016306,0.00081081,-0.0017241,0.0034896,-0.00044554,0.0019971,-0.0025499,-0.0012804,0.0014461,0.0021945,0.0085453,-0.0011961,-0.0016116,-5.4069e-05,-0.0037895,-0.00088532,2.6016e-05,0.00021405,0.2047,0.057529,-0.030862,-0.032859,-0.0014545,-0.00029528,0.002433,0.00050632,-0.0012399,0.002044,nan,-0.0004289,-0.00042129,-0.0012004
b11_pop,-0.11323,1,0.63017,0.075861,-0.0021183,0.0053759,0.0012188,-0.0054698,0.005236,-0.0055211,-0.052632,0.028934,0.046088,-0.026321,0.041698,-0.033333,0.037928,0.00028135,0.015951,-0.024138,0.020644,-0.019963,-0.036219,-0.55398,-0.47315,0.13071,0.0048477,-0.017894,-0.0047896,0.0099408,-0.0009715,-0.0048311,nan,-8.7291e-05,0.0051113,0.00051155
b21_pop,0.10741,0.63017,1,0.054479,-0.0036608,0.0066843,0.0013096,0.0050244,0.0047525,-0.0026549,-0.022825,0.024517,0.023436,-0.025814,0.01236,-0.009527,0.021502,6.0931e-05,-0.01787,-0.0068862,0.010579,-0.01142,0.057287,-0.43648,-0.66805,0.11334,0.0044919,-0.016663,-0.0030424,0.011419,-0.0030852,-0.0019328,nan,9.3211e-05,0.0072003,3.3068e-05
a1_pop,-0.028935,0.075861,0.054479,1,-0.0058092,-0.0018241,-0.0051039,0.0018642,0.0055607,-0.0080519,-0.0036174,-0.0023937,0.0029691,0.0021432,0.02468,-0.0081583,-0.0018152,0.00015583,-0.010293,-0.0059613,0.0028705,-0.0053721,-0.02416,-0.43037,-0.30791,-0.63112,0.00091459,-0.013372,-0.0047466,0.006628,-0.0018772,-0.021703,nan,-0.0026136,0.00075444,0.011665
b02_pop,-0.0016306,-0.0021183,-0.0036608,-0.0058092,1,-0.26033,0.00065893,-0.0034809,0.00085306,-0.0021333,0.026012,0.044829,-0.0029425,0.0043105,-0.023497,0.04911,-0.0023692,-0.00052073,-0.0045529,0.035809,-0.0037453,0.0022634,-0.00092471,0.001203,0.0030243,0.0086898,-0.014282,0.010451,-0.0014396,1.5466e-05,0.00049098,-0.0034603,nan,0.0031042,0.0023336,0.0016512
b12_pop,0.00081081,0.0053759,0.0066843,-0.0018241,-0.26033,1,-0.001542,0.015666,-0.0022562,0.0065709,0.091853,-0.11338,-0.0048267,-0.00093743,-0.049909,0.022301,-0.077493,-0.0014233,-0.0044998,0.016596,0.0070404,-0.00044295,0.00022712,-0.0030813,-0.0037571,0.0026066,-0.027091,-0.013018,0.0068039,0.0026453,0.00022507,-0.00062189,nan,0.0091418,-0.0065344,-0.0020031
b03_pop,-0.0017241,0.0012188,0.0013096,-0.0051039,0.00065893,-0.001542,1,-0.16139,-7.9147e-05,0.00040028,0.010166,-0.042965,-0.0057629,0.023144,-0.0069042,0.0067393,-0.006415,0.00010275,-0.0027634,0.0048595,-0.009126,0.0017457,-0.00088616,0.0025669,-0.001945,0.0089758,-0.0032658,0.003743,0.021486,0.011462,-0.00066033,-0.0017117,nan,-0.00038028,-0.0037872,0.00024904
b13_pop,0.0034896,-0.0054698,0.0050244,0.0018642,-0.0034809,0.015666,-0.16139,1,1.6937e-05,0.0025921,-0.1045,0.1121,0.071996,-0.05261,0.06584,-0.049886,0.065898,0.00047306,0.024276,-0.036228,0.027558,-0.020621,0.00045021,-0.0069359,-0.0022759,-0.0077589,0.0049988,-0.011057,0.00045662,-0.04816,0.00019588,0.0030871,nan,0.001038,0.0017561,-0.0012669
b04_pop,-0.00044554,0.005236,0.0047525,0.0055607,0.00085306,-0.0022562,-7.9147e-05,1.6937e-05,1,-0.11595,-9.9056e-05,0.00029075,-0.0018271,-0.0066338,0.0001542,-0.00019003,-5.0042e-05,1.7888e-05,-0.00041478,-0.00013619,0.000952,0.00092236,-9.6366e-05,-0.0067024,-0.004888,-0.0039178,0.0010588,-0.0015498,0.0002558,-0.0013718,0.0012682,0.0036042,nan,6.4095e-07,0.00061904,-0.0029584
b14_pop,0.0019971,-0.0055211,-0.0026549,-0.0080519,-0.0021333,0.0065709,0.00040028,0.0025921,-0.11595,1,0.0034583,-0.0038939,-0.04032,0.03418,-0.0040707,0.0074926,0.0020944,0.00075613,-0.0085467,0.0050523,-0.028323,0.055356,0.00078501,0.010684,0.0035531,0.0075442,-0.0043095,0.0040622,0.00026005,0.0060033,-0.012434,-0.030405,nan,-0.00072756,-0.001687,0.027262
p1_pop,-0.0025499,-0.052632,-0.022825,-0.0036174,0.026012,0.091853,0.010166,-0.1045,-9.9056e-05,0.0034583,1,-0.55339,-0.11389,0.086921,-0.75085,0.71531,-0.79572,-0.019338,-0.086632,0.52269,-0.037781,0.033384,-0.0045946,-0.03846,0.02147,0.012392,-0.058272,0.044483,0.013375,-0.041861,0.0012205,-0.0059149,nan,0.0020766,-0.012437,-0.00089557
g1_pop,-0.0012804,0.028934,0.024517,-0.0023937,0.044829,-0.11338,-0.042965,0.1121,0.00029075,-0.0038939,-0.55339,1,0.078278,-0.055896,0.37172,-0.23306,0.41249,0.0067921,0.06319,-0.1702,0.032383,-0.020132,-0.002477,0.04057,-0.017276,-0.03588,0.0058133,0.026141,-0.024249,0.058279,-0.00082331,0.0030336,nan,-0.0018269,0.0070699,0.00054785
p2_pop,0.0014461,0.046088,0.023436,0.0029691,-0.0029425,-0.0048267,-0.0057629,0.071996,-0.0018271,-0.04032,-0.11389,0.078278,1,-0.17815,0.1161,-0.1099,0.057416,-0.0045866,0.03188,-0.078018,0.21796,-0.15195,0.0024921,0.014965,-0.029766,0.015797,0.0078019,-0.012119,0.00018619,0.01681,0.0013471,0.0033427,nan,0.00054796,-0.001579,-0.0024825
g2_pop,0.0021945,-0.026321,-0.025814,0.0021432,0.0043105,-0.00093743,0.023144,-0.05261,-0.0066338,0.03418,0.086921,-0.055896,-0.17815,1,-0.09689,0.10836,-0.028342,0.015604,0.072764,0.075102,-0.66241,0.10571,0.00034275,-0.014406,0.026267,-0.0080914,-0.0084374,0.015524,-0.012349,0.0025622,-0.0018928,-0.0023603,nan,-0.0011027,0.016232,0.001643
