rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha25,eta_alpha26,eta_alpha27
1,1,-1.2497223198734,-0.161269184777476,-0.122240286593319,0.890754390078457,0.0187286960839197,0.00258579514729497,0.301245141520451,0.0769349507338406,-1.22464639643662,-0.124409473027266,-0.174771091440909,-0.0247313642448592,-127.489874497682,-4.27702316042381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-1.60102395002712,-0.0105155319829442,0.0677509997665499,-2.23315509813299,0.0608524665882735,0.00303563912495752,-0.456697278879266,-0.00601729938871631,-0.901989724032243,-0.0350095555790422,-0.213690772542122,0.0107246112763618,-135.593464479188,2.19029053820878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-0.955543558515,-0.0869724752636513,-0.0760874153246301,1.38632328779433,0.0430093626283687,0.00926134381149627,0.62924496269067,-0.122549049173389,-0.549118215739322,-0.153781267370605,0.442911947771586,-0.0580868565317191,-120.956248552449,-6.90412537640355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-0.772838648732107,0.0656021918219545,-0.0547543510457176,0.0911557535991168,0.0184220104452386,-0.00242748506074107,0.249893139919126,0.00693911647273432,0.214567365773178,0.0743770646905138,0.610753247789363,-0.145709888847062,42.0757910981272,1.8626251224792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-1.79245166548243,0.118349500419466,-0.0445381798400115,-0.427351120801846,0.0428022768242498,-0.000869532828514253,-0.524668175084139,0.0538784582913151,-0.81307432551627,0.0956454056656446,0.510240673785026,-0.0578023211714421,72.9039258682156,5.47658733645751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-0.231939237749673,-0.0339584154116909,-0.105494579743418,0.669878340804475,-0.0011967390343095,-0.00498694777044825,-0.525144581116228,0.0685983038115133,0.259663625942617,0.00450860095559492,0.736144925901038,-0.0778981140390433,107.02065901788,5.02706348906774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.386424953515067,0.10585436185367,-0.0232202244419001,-0.756029515268228,-0.0116496554284824,0.00244432339660124,-1.66030885801786,-0.0525048798181856,-0.581543621048583,-0.120082352595207,0.758060874050714,0.125729981213896,153.127206280493,2.41885689700019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0.242549604778658,-0.0885899462248371,-0.0439009973842613,0.675442161385338,0.00681728445336205,0.000891604072789817,-1.19151810943114,-0.064475098519922,-0.240494292214364,-0.129825197352958,0.806525896084791,0.112481463925085,145.644303938498,4.24338453599763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1.64481916173372,-0.19135322731741,0.100876884564363,-0.398631035935078,-0.0174121166053753,0.00212053196190393,-1.19319439710318,-0.0617566982709428,-0.0665258546478311,-0.139839224489473,0.619127393905832,0.116912015561683,138.942641881581,3.36899407993702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-1.24395929166243,-0.0402744074433411,0.0943059889494405,-0.462812741139116,-0.0663458972157578,0.00153973926146325,0.938099596929658,0.0616242467962289,0.21106508264874,0.0545369236064329,0.222670852078785,0.131559366267106,-45.392724544536,-9.29966626870295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,-1.81557004633867,0.0002241024115954,0.0268266402229003,1.71344164714561,-0.0961681968021795,0.00439743761810872,0.937653701149808,0.0604328762776645,0.975073438798005,0.0233122372587386,-0.246928775697726,0.161073588105667,-52.9882349265798,-8.93898524630726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,-2.06748161021318,-0.149521491211168,0.10713058947675,-1.72469651357468,-0.0550332197044856,0.00151966414791356,1.81797422704747,0.0396395058405728,0.793529623219316,0.0228696640528428,-0.270849184783776,0.173301455179046,-52.7407747750489,-8.97401039364443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,-0.663803121354321,0.00403674598719703,-0.021835249609701,2.27920185108815,-0.0526964201614817,0.00506642899669421,-0.169623760901098,-0.0633366496949312,0.708589650568704,0.0881856365965916,0.300657681185136,-0.100373253187364,-92.0851532146957,1.57159767074365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,-0.113349595492727,0.101717363766434,0.0661703433921768,-0.397768530973707,-0.0417328185747188,-0.00703261696725128,-1.12915038308131,0.065717415151518,1.54633062427461,0.0276308971863894,-0.329190525109145,-0.0863498065416034,-66.239434484921,-1.16333561394597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,-0.771522338965785,-0.0410606503329465,0.102284423347024,-1.42530495162456,-0.0327679024225329,-0.00218321659358661,-0.415434222596447,-0.167676471515951,0.556658090921515,0.0185668895072734,0.78281784195026,-0.0445916419454645,-17.4670104273557,-0.147267453422782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,2.75227509659201,0.0848542891883787,-0.00273359180490135,1.12287497721251,-0.0263701738804913,-0.000471658131035666,0.654583350890685,0.0650980037156905,-0.0798109520768744,-0.079268077977465,-0.862819289083293,-0.0788356761173327,-31.7268008088871,3.30449072824276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,3.55570073031378,0.104579195568156,0.0120007219146392,0.88510962250934,-0.0183884715260048,-0.00202471728472723,-0.56239966979804,0.13784169972009,-0.41336879704185,-0.0666714744703684,-0.951484449510597,-0.0758538034413702,38.4626593130719,2.03611664468019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,1.19863435829396,0.120505335053433,-0.161234214170741,0.876879348832346,-0.0169862884488712,-0.00159011954971636,-0.126988056042761,0.122582816590233,0.341967321996724,-0.0936207743214302,-0.912811244743177,-0.078215452285796,9.46313943590729,0.545490590708171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,-0.790066468258269,0.118940332357789,-0.0233389288201973,1.54601795353545,0.0414589550603148,0.00247262218540677,-0.208334448336248,-0.0197654365628714,0.741690140199148,0.0135034238248275,0.986597295232082,-0.0663287722696793,-104.045002721295,2.15645625028731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,0.869775014503916,0.164333895693855,-0.0342275063592147,0.485941471200627,-0.0320891432474228,0.00495530875470907,-0.418345270856397,-0.00356326093567499,0.689480295246089,0.00299699592059218,0.284802333670516,-0.0391345410310946,-90.7814276508323,2.01394148814134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,0.794748379989923,0.161890000012801,-0.048857363688169,0.884528877423847,-0.0216617439219,0.00559583404018223,-0.338453375885107,-0.0110430293186741,0.544187394852953,0.00759254522113702,0.768122945842188,-0.0569217164410627,-147.781006689312,3.97729151779561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,1.94682514951896,0.054206731114574,0.00162971750069152,1.581672937111,-0.0359024327486717,0.000614441607910972,0.110085126241096,-0.0147677969678488,1.63991073548833,-0.129379786930721,0.528210768415925,0.0355193292408695,103.839996829381,6.80293272419949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,3.11400259977796,-0.00148837395868157,-0.221645192887771,-0.0740478126074515,0.0025421521272575,-0.00713781023557124,-0.0887826980457094,-0.00570776831208092,1.02996844323176,-0.0318237166717018,0.486097281830615,0.0153899318454921,83.9050918781399,3.4071317389521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,5.24003274607187,0.115025530734648,-0.124760443610245,-1.35879520530986,-0.0185708898186983,-0.0026492966617502,0.704745438282664,-0.0540525486688006,0.672531031498854,-0.060785662674677,-0.0777049643327103,0.138202360319807,34.1409943490096,2.38212267082349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,1.66701005747881,-0.121453276867346,-0.122910421721869,-0.534092793740242,0.00934990209475917,0.00247374087241742,1.45252698135361,-0.145469818477387,0.680160144811295,0.0449752301668799,-0.902104039795245,-0.182850650688793,138.586483068095,3.27362499091135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,3.13860716641453,-0.0690250233765848,-0.0255927499963851,-0.0181254794661219,0.024425610408362,0.000161110801945748,1.39190518685985,0.153845768967491,1.69576095322372,-0.060086576878898,-1.31256912587383,-0.180829690726134,207.525461721635,-2.10962137718355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,2.55408501037301,-0.19023965554994,0.028151783699926,-1.8850711454664,-0.00476829891029329,-0.00149096272014662,1.21573571365396,0.110865686002464,0.263310760741641,0.140911481723886,-1.55428100882873,0.0571776574242359,170.650139921332,5.64628935709477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.211932462351853,-0.00898496882570102,0.0270533550989552,1.545754990295,-0.0141943452825846,2.12000344423915e-05,-0.35556304702153,0.0201462109887567,-0.277246621146575,0.0532157468912147,-0.966878117165497,-0.031293007552049,-223.836213019366,1.33926166957313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,-1.24331122945426,-0.00405011210070486,0.0452933274256606,-0.917340028919152,-0.028018253160881,-0.00482678278390264,0.434101971747016,0.0782900691739758,0.151928605087027,0.0610647373727967,-1.03433759417246,0.0411670090113444,-240.687850600655,0.905832217989206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,-0.731314244173229,0.105975305044259,-0.0751405743572092,-0.999497237586126,-0.0333776104595911,-0.0026732411251957,-0.365147160607448,-0.0132580373433924,-0.0628946869337623,0.152111654386749,-1.00124682519034,0.0852741691439807,-203.035935503084,-1.09263120191972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.824367322225385,0.267380569741413,0.0906023320266767,1.41615695470426,-0.0299135816428029,-0.00017426944160948,0.17933699627818,0.278821898207264,1.28021972986696,-0.00366348614483238,0.0598981186324385,0.0241117756588422,-36.7148659565611,8.32926304738642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,0.807529556165469,-0.0184685942024533,0.00248099659358625,-0.335524157645539,-0.0105756167880937,-0.00279446357685599,0.50751128851502,0.121814356522599,0.0498529846643905,0.0838207463975955,-1.00163762679712,-0.0412535322263168,-65.7584686677017,-2.61326553577269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,2.9155442685882,-0.079623708657582,-0.0046293117173887,-0.302930165035376,0.0510790776842676,0.00179894985376786,0.748914890261251,-0.127179776615623,1.04880406580521,-0.0551691664272523,-0.464698821979532,-0.11042942489194,-62.9594107034669,8.35170319374748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,-1.12151121773234,-0.334609965881963,-0.108852390175915,-1.33650676984557,0.0369707492779714,-0.00170307481946576,0.855248063091822,0.22816888179043,-0.0568871335240457,0.102319579840728,0.237660504027008,-0.0303447258606476,-36.6988207155503,-2.15791920447299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
