parameter,value
b01_pop,4.68025712319583
b11_pop,-0.172981377548652
b21_pop,-0.198054373151552
a1_pop,4.80044994943137
b02_pop,7.39583493525157
b12_pop,0.00162791381907709
b03_pop,4.06746835721392
b13_pop,-0.133885331434236
p1_pop,0.0146215166083402
g1_pop,0.145071993167843
p2_pop,0.769115311637199
g2_pop,0.115556056073698
alpha11_pop,0.206001785163753
alpha12_pop,-21.1991048185486
alpha13_pop,0.871823229959059
alpha21_pop,-0.065463711055996
alpha22_pop,4.60220592984317
alpha23_pop,-0.162797454306234
omega_b01,2.07415041825727
omega_b11,0.12625461791711
omega_b21,0.093637291901164
omega_a1,0.752472827203004
omega_b02,0.0405365062185894
omega_b12,0.00506270224165893
omega_b03,0.912135019126613
omega_b13,0.147385932051576
b_1,0.297411378195335
a_2,0.0500770082205596
a_3,0.698797069699471
