rep,id,b02,b12,b03,b13,b05,b15,b06,b16,h1,h2,alpha12,alpha13,alpha15,alpha16,alpha22,alpha23,alpha25,alpha26,hcov1,hcov2,score4C
1,1,5.58579654928393,-0.0861832437075167,5.19018805867617,-0.0884976031640735,4.62871643036833,0.00462835582529703,99.5030086354617,0.00686580365408326,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.81722675645973e-15,-1.57610583188295,11
2,1,7.23718585441645,-0.116210715873131,5.13719660652747,-0.108873088903434,4.29405360455401,-0.00907936904236802,91.7211054442055,0.253276263847816,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.81722675645973e-15,-1.57610583188295,11
3,1,6.3584223642023,-0.163891403879829,5.71522639478701,-0.179615704254442,4.55468604958283,-0.0126852175231943,92.8295251199553,0.106014665742987,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,4.81722675645973e-15,-1.57610583188295,11
1,2,5.42903196159878,0.0868698505552951,4.23118579852187,-0.278179126435836,4.26621232732417,0.0359935364908906,95.4285735935573,-0.138061398367096,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,5
2,2,6.18909472305054,0.0127952279023662,3.13642331904433,-0.0353298285386749,4.38314341102423,-0.0150832167248256,92.7201757063721,0.10232238602344,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,5
3,2,6.90168079341177,0.0313592972872335,2.95563816052331,-0.118485762023366,4.69711376286035,-0.0331610268206006,94.941321976208,0.0789454247236285,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,5
1,3,5.21577658685614,-0.130321276517682,3.26205694835175,-0.53168498361223,4.36994702220619,0.0161888096959618,93.911901991971,-0.0510696690575783,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,6
2,3,6.03494759768267,0.0745595538385872,3.01459649857167,-0.35009875641679,4.18884331160576,0.0176506855730639,93.6905693359842,-0.0268723976386733,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,6
3,3,4.58294898693238,0.0293364257551634,2.47410684142047,-0.163116320172908,4.77089423767957,0.00201089296877164,96.5812327003481,0.013517829814393,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,6
1,4,5.78847855734928,0.0729404271423272,3.18568211681749,-0.406556798939596,4.13154865308665,-0.00968497514842133,91.7210190073937,-0.107861340811321,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,8
2,4,6.61289851048701,-0.130205090696075,3.90941893312851,-0.271007903282899,4.29216978251678,0.00552110242221804,92.5735579131938,-0.0129673459570571,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,8
3,4,5.21040737057279,-0.122221452667367,2.86011533553711,-0.260200100343243,4.47423020826052,0.0396902885525011,93.6601571641053,0.08112355227973,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,8
1,5,9.17391430258247,-0.159964205945503,3.95304231455392,-0.0290406770756547,4.30687488657362,0.0452915533329632,95.8877848495241,-0.194594047447147,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.31378911539811e-15,-0.429847045058987,3
2,5,9.00923736889998,-0.15796129481726,3.41310826925974,-0.0177496961066601,4.66264227013016,0.0578728469718898,94.8245200931946,-0.258049932894698,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.31378911539811e-15,-0.429847045058987,3
3,5,9.77042467040228,-0.182264318615202,3.14635309273144,0.00641041095982854,4.78911354117246,0.04556077637131,93.9345893718205,-0.116815849903828,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.31378911539811e-15,-0.429847045058987,3
1,6,4.34252587056311,-0.0652908378008218,5.62162186934065,-0.135781164792306,4.08858762198605,0.00069994690956725,88.3769014813459,0.0614101329733574,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,8.75859410265406e-16,-0.286564696705991,2
2,6,6.57237002004069,-0.0789808516875931,5.76370208818938,-0.211593089077805,4.03443656391298,0.027287771754736,97.2687442358624,0.0916907939564311,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,8.75859410265406e-16,-0.286564696705991,2
3,6,6.2987178323537,-0.0625763853495782,5.10214750728107,-0.366848075880907,4.34677714673216,0.0103104407847466,94.4756053349064,-0.00684085721745601,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,8.75859410265406e-16,-0.286564696705991,2
1,7,7.84180205589937,0.0172347757660011,5.39143417214692,-0.1970136599004,4.03751292080513,0.0358584805553375,93.2362173006137,-0.154636074927649,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,5.25515646159244e-15,-1.71938818023595,12
2,7,7.17171311321544,-0.0637141907679575,4.2937632962447,0.0390502967833699,4.00567171612303,0.0305922023660826,92.7585358077415,-0.09049288643646,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,5.25515646159244e-15,-1.71938818023595,12
3,7,5.78891537047216,-0.0795712933964237,5.76542299027783,-0.106141117468383,3.64985206124627,-0.00895025016574244,92.228683166953,-0.253235165209093,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,5.25515646159244e-15,-1.71938818023595,12
1,8,5.85708686551257,0.0678282632556466,4.20621952952275,-0.0045522007952754,4.38556329235526,0.0226994000403746,92.8784320590419,0.00767453500551932,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,7
2,8,4.62545973646625,-0.00718397654757241,3.99961442743878,-0.0109868690685621,4.4247700456832,0.00601827313618202,92.0816850685063,-0.114965076481551,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,7
3,8,6.07837328721257,0.0134907682524019,3.48933435043708,0.000596379168694211,4.28838893836055,0.0044768797040537,90.4329957130457,0.015589856816003,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.06550793592892e-15,-1.00297643847097,7
1,9,6.35986691588902,-0.0111215948756289,6.26304129027219,-0.0376832976639668,4.55192661954463,0.0205172318980251,93.8189056035229,-0.047528880734939,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,6
2,9,8.53851124078714,-0.0270203611577826,5.38124149721938,0.116363145496431,4.37566452864994,-0.0056833048865129,93.885011219676,-0.0735931002358003,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,6
3,9,7.69416225818322,0.0291838380931349,5.43118507601246,0.126166108121761,4.42794955550483,-0.00472123319561002,92.8316822349537,0.0795930728983661,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.62757823079622e-15,-0.859694090117973,6
1,10,6.37244512409958,-0.188764516166889,4.45010313202411,0.207592176374957,4.54135833177431,-0.0293603267885773,99.5469482105805,0.0874315892732679,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,5
2,10,6.18600570766751,-0.0676671084463702,3.92058758428341,0.167728839213802,4.27864888700845,0.0263541754506567,95.8608837086881,-0.0626912656444634,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,5
3,10,5.09370969950654,-0.0577199290464186,5.17918416149348,-0.0752506489101647,4.36008372701712,0.00285946390435462,94.2591598408983,-0.110089760225291,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,2.18964852566352e-15,-0.716411741764978,5
1,11,9.6039921949681,-0.16784641390794,3.38268003169638,-0.243028021479925,4.85640314985308,0.0333766547595849,92.8185900265392,0.0588157124732376,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,8
2,11,9.72687649192615,-0.211495511241958,3.04210368241139,-0.237896294657347,4.93827264818599,0.0405119530532925,94.3688981289799,-0.120529316386405,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,8
3,11,9.42422925667319,-0.252469762554424,3.48912346772562,-0.250239902573012,4.61688656429785,0.0558313337543409,93.5425149382112,-0.0347437260463036,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,3.50343764106162e-15,-1.14625878682396,8
1,12,6.39484185302633,-0.110950128023651,5.36896994247963,0.0985693897235312,4.32942890050671,0.0128613790541119,95.6755129910403,-0.0396222641854574,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,4
2,12,6.14843082216107,-0.0879702415860306,5.11836186485163,-0.091279633047117,3.96719869158678,0.0407913706473256,92.7876605992254,0.0285605460418505,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,4
3,12,5.95201064019338,-0.0318007996268606,5.6299322906512,-0.23499447346707,4.34281105488007,-0.0350903406374884,94.1386116270634,0.124541628597288,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,1.75171882053081e-15,-0.573129393411982,4
1,13,5.69856129573045,-0.180544068568617,2.03470724267565,-0.434628127858003,4.44768408908884,0.0296045505203134,94.8872535405868,-0.0348233734854063,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,6.56894557699055e-15,-2.14923522529493,15
2,13,5.40642021061185,-0.085159500939957,1.28563797921872,-0.334600721719487,4.27241503059129,-0.00525532306788187,95.8666182777239,-0.133534415655012,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,6.56894557699055e-15,-2.14923522529493,15
3,13,5.78396680830508,-0.162054268901676,0.548908443123898,-0.350042898894628,4.55121502195901,-0.0072491745201974,94.3761459508215,0.0106488729010161,0.000284037132614665,0.0972950064920823,1.31141332383526,0.78898297611688,-8.96983612052639e-17,-0.925648100260289,-0.696551594866926,-0.475522104236571,-3.36722416654232,0.348884768920929,6.56894557699055e-15,-2.14923522529493,15
