rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha16,eta_alpha22,eta_alpha23,eta_alpha25,eta_alpha26,eta_hcov1,eta_hcov2,score4C
1,91,1.66254898306233,0.0552743667893923,0.205872655354584,-0.213583095804513,0.0993610350510066,0.0255361582511383,-0.441566808129437,-0.143728974340878,0,0,0,0,0,0,0,0,0,0,0,0,6
2,91,0.945322861079261,0.147606044694937,-0.146097207398556,-0.167279840762417,0.136709692380637,0.0231700233269668,-1.10904709787414,-0.0278333707665384,0,0,0,0,0,0,0,0,0,0,0,0,6
3,91,1.27305194528904,0.0867239739945839,0.508769038720722,-0.197499862156568,-0.111051586861635,0.0205566437387083,-1.73268995629483,-0.0381328045398598,0,0,0,0,0,0,0,0,0,0,0,0,6
1,92,1.30259135356985,-0.0160744851767948,0.30208290905288,0.148615678454725,0.0314302794988448,-0.0187701679711043,0.445989488562049,-0.00094407673673929,0,0,0,0,0,0,0,0,0,0,0,0,9
2,92,1.27512714517108,0.0637351489520904,-0.000970475239764568,0.171265426819658,0.0229554958032585,-0.0106802864851384,0.0407885322258466,0.0666075104291325,0,0,0,0,0,0,0,0,0,0,0,0,9
3,92,1.27341024549151,0.0307452379636332,0.383902157648081,0.148239480651246,0.0121111982991202,-0.0200509072928971,1.0555519143648,-0.0482837402164029,0,0,0,0,0,0,0,0,0,0,0,0,9
1,93,-2.00623884852128,-0.0778371125553795,0.143695463688035,0.214173531007151,-0.175819025156442,-8.23825971993479e-05,0.0332407057123163,0.0116860976442519,0,0,0,0,0,0,0,0,0,0,0,0,7
2,93,-0.729016239235325,-0.221616075277477,0.862407087989086,0.0359616189569892,-0.360488219350505,0.00952627757530662,-1.59184066386061,0.0406652718824724,0,0,0,0,0,0,0,0,0,0,0,0,7
3,93,-1.50449185382031,-0.0587444205348263,0.874524018632092,-0.0942333635439808,-0.140891026770881,0.0277679394232209,3.48409543161985,0.110440611615421,0,0,0,0,0,0,0,0,0,0,0,0,7
1,94,-1.18232615601989,0.085758589861267,-1.29886941630502,-0.0119618302243607,0.00939681696331718,-0.0026273364424391,3.27786699760865,-0.13880888927687,0,0,0,0,0,0,0,0,0,0,0,0,8
2,94,-1.74971297419362,-0.169029501194646,-0.318238963892717,-0.21034068781342,-0.0191020184102184,-0.0228264687012288,-0.764261468374968,-0.126032952217691,0,0,0,0,0,0,0,0,0,0,0,0,8
3,94,-1.26245825582091,0.123108915051782,-0.15398247243769,-0.256658820050604,0.066916508467239,-0.0186457939851593,1.94356904958278,-0.0406859719705775,0,0,0,0,0,0,0,0,0,0,0,0,8
1,95,-0.0283414698695914,-0.226282958754862,-0.171385199495383,0.256283894770317,0.184203088043927,-0.0144793769496053,0.173528125833641,0.00451559700833112,0,0,0,0,0,0,0,0,0,0,0,0,3
2,95,-0.620678239896239,-0.189630909743426,-0.221624979947058,0.307694004503297,0.183328543466338,-0.0192255599370733,-0.644571830579395,0.0057432934037203,0,0,0,0,0,0,0,0,0,0,0,0,3
3,95,-1.2400323858659,-0.0467706951474883,0.807577766263539,0.0552861669866923,0.0224821672662321,-0.0189207014669233,-0.497963110074608,0.0157436611433555,0,0,0,0,0,0,0,0,0,0,0,0,3
1,96,0.261453095089669,-0.0170053791468038,-0.442326964730657,0.0683907237299841,0.097726385884922,0.00619253310782209,1.15274027386094,-0.0778147200686179,0,0,0,0,0,0,0,0,0,0,0,0,7
2,96,-0.423564337512235,0.0510578431913038,-0.838185987855988,0.155838964280502,0.0466004484878173,-0.0434700662769987,1.29542456886355,-0.0175977621313089,0,0,0,0,0,0,0,0,0,0,0,0,7
3,96,0.169437784279023,-0.0217391196008864,-0.508209566956533,0.0744851168738479,-0.319684511060515,-0.0289387856702284,-1.14074537843501,0.0263272229806605,0,0,0,0,0,0,0,0,0,0,0,0,7
1,97,-3.3387905442883,0.162164333019306,-1.32795771999303,0.134858648587056,0.356035007684849,-0.0145023247661767,0.121480364297554,-0.115859117935713,0,0,0,0,0,0,0,0,0,0,0,0,4
2,97,-2.43302733612064,-0.00332683123820447,-0.390425657858185,0.101625205174429,0.188136347527289,0.0043510333011662,-2.52176964905543,0.0359005912273035,0,0,0,0,0,0,0,0,0,0,0,0,4
3,97,-1.62507672812862,-0.0472006901757107,-0.65724275123155,0.174712432647853,0.0925826863764962,-0.0126351480785324,-2.28812280371226,-0.0376573685568306,0,0,0,0,0,0,0,0,0,0,0,0,4
1,98,0.374146612868566,-0.0649726058759943,0.451844240073643,0.0613387953834085,0.278405466405274,-0.00195665570478608,-2.41471165423562,0.059298582661485,0,0,0,0,0,0,0,0,0,0,0,0,1
2,98,-0.871214735599084,0.104502184586104,0.365287898518853,0.0325072221945275,-0.47640037319526,0.0142501357079188,-3.91456528351664,0.133152197695438,0,0,0,0,0,0,0,0,0,0,0,0,1
3,98,-0.502626488470785,0.140491915832718,1.46258665204368,-0.092199887240302,-0.172653458940404,0.0209625313556591,-0.0343880135505685,0.0298755999950023,0,0,0,0,0,0,0,0,0,0,0,0,1
1,99,-0.917207448620831,-0.123841571568355,0.380189802509626,0.012548068424356,-0.0396070893855773,-0.0172126024543103,0.31737812712683,-0.0653111678385093,0,0,0,0,0,0,0,0,0,0,0,0,6
2,99,-0.461789375928547,-0.0116629283014579,-0.16171788203302,-0.0431817847531098,0.254024970968847,-0.0318932014677191,0.0832549115153824,0.178396493213123,0,0,0,0,0,0,0,0,0,0,0,0,6
3,99,-1.58040054855579,0.0679242045511546,-0.129549338240872,-0.0201113613328321,0.164139802272613,-0.00219234254395196,-0.873695130032573,0.0772520330371252,0,0,0,0,0,0,0,0,0,0,0,0,6
1,100,1.68956099323788,-0.0791451734339926,-1.846423206677,0.18241214412172,-0.180779364226056,-0.0181954379409917,-0.244026775855275,-0.111660199869806,0,0,0,0,0,0,0,0,0,0,0,0,1
2,100,1.97444512211185,-0.108476617300286,-0.940787228487004,0.089192865930892,0.26483107708737,-0.0158216005990462,2.92245990367907,-0.127280302782008,0,0,0,0,0,0,0,0,0,0,0,0,1
3,100,0.387989662600506,0.0884997892977879,-1.71505207060919,0.183056266657416,0.102913274619882,0.00498362038495636,0.72738192838689,-0.0423624049844995,0,0,0,0,0,0,0,0,0,0,0,0,1
1,101,-0.68452625761662,-0.132722517517315,-1.74923150244178,0.0396888862208072,0.619467844244131,0.0037024155011676,-2.30389305993268,-0.0957176161122155,0,0,0,0,0,0,0,0,0,0,0,0,9
2,101,-0.466009265622222,0.0213099214985439,-2.2706549683568,0.0375414425686085,0.523578862328187,-0.0144010975103905,2.58889019448711,-0.0383796364936301,0,0,0,0,0,0,0,0,0,0,0,0,9
3,101,0.602531899015305,0.0715826334132495,-1.89752381341085,0.0276196680091069,0.630086696999482,-0.0278171350641958,-0.223539404081862,-0.110792103503712,0,0,0,0,0,0,0,0,0,0,0,0,9
1,102,-0.892069647746709,0.114427909282227,2.0015213189776,0.233215765661582,-0.0824367681021441,0.00344428376409687,-0.780745810723104,0.0248864868864998,0,0,0,0,0,0,0,0,0,0,0,0,2
2,102,1.206914827347,-0.116767853483574,1.29064255766021,0.28794618998669,0.28789371265073,-0.000724357722083676,1.66283486743913,0.0268107917303038,0,0,0,0,0,0,0,0,0,0,0,0,2
3,102,-0.730734653852485,0.115879003848811,1.25849578126897,0.292339457534144,0.205077420169903,-0.0093576139103651,2.29976843925988,0.0695933917761663,0,0,0,0,0,0,0,0,0,0,0,0,2
1,103,-2.26979568767791,0.0344010768477035,-0.614767776480963,-0.0329397913361522,0.493580428307873,-0.00476591771105203,1.33740131437912,-0.0170317853779364,0,0,0,0,0,0,0,0,0,0,0,0,7
2,103,-1.68848633314952,0.0426441990637489,1.31462760791453,0.00401763802277347,-0.183995818213488,0.0166688972551153,1.23268431300686,-0.0443952056222899,0,0,0,0,0,0,0,0,0,0,0,0,7
3,103,0.591256892510904,-0.0385370258950108,0.780083160544944,-0.00275555616124354,0.246673272143826,0.0315118611053294,3.32512253088025,-0.103325235008209,0,0,0,0,0,0,0,0,0,0,0,0,7
1,104,-0.201877338225019,-0.0998279905733635,0.461772330360338,0.127493064651092,-0.107702792455666,-0.0116084440627298,-3.06652980613525,0.159130467325009,0,0,0,0,0,0,0,0,0,0,0,0,7
2,104,-0.48715879807212,-0.0111782478140435,0.0534097542377303,0.139326721659687,-0.112574355313927,-0.0161908571356131,4.16614041360809,0.0666465353260595,0,0,0,0,0,0,0,0,0,0,0,0,7
3,104,0.0942813156523146,-0.136323305014301,0.50022412945486,0.0624445932046058,-0.0109758154799051,0.0193818740398959,3.15137077142273,-0.161782126331779,0,0,0,0,0,0,0,0,0,0,0,0,7
1,105,-1.1045311103551,0.0174754433767821,0.0627807548018398,-0.240073264445507,-0.205501757852217,-0.0273190593119448,-0.463715857326704,-0.0907740174015112,0,0,0,0,0,0,0,0,0,0,0,0,10
2,105,-0.49106487162162,-0.257477402749189,-0.938956655671172,-0.0376541987870277,0.0489671973224794,-0.0241480226771184,4.77005491959598,-0.0423349987154779,0,0,0,0,0,0,0,0,0,0,0,0,10
3,105,-1.00265006278976,0.0530503633775075,-1.02772978625014,0.207895759361729,-0.35190940403542,0.000231464321683647,0.530256303688219,-0.00656089171483573,0,0,0,0,0,0,0,0,0,0,0,0,10
1,106,0.73306993087851,-0.204402488024698,-0.759152193957886,-0.0410288283428182,0.0214289689257008,0.00249382172933119,0.353093493426371,-0.0224106698744248,0,0,0,0,0,0,0,0,0,0,0,0,12
2,106,1.06837724831489,-0.192380494770315,0.156725690268813,-0.119263386231735,0.181765766443842,-0.00093983345542422,-0.899191889681205,0.118438834508185,0,0,0,0,0,0,0,0,0,0,0,0,12
3,106,0.43452875833992,-0.0618138283430671,0.307172397543954,-0.117853430469629,-0.0110945870506844,-0.00871195955185489,1.03545330650549,-0.0567736798984702,0,0,0,0,0,0,0,0,0,0,0,0,12
1,107,0.157320590835961,0.0158241138829974,1.26395728374991,-0.353141257026559,0.324695861144861,0.0166990869950195,-1.06515858772602,0.0641964764927484,0,0,0,0,0,0,0,0,0,0,0,0,5
2,107,0.0831287043074971,-0.0662107978156588,0.895183121084007,-0.258964310310572,0.0981697886018917,0.00436509934274072,-2.25558615891549,0.0089995649629629,0,0,0,0,0,0,0,0,0,0,0,0,5
3,107,-0.312298046988338,0.0225340257012028,0.951717012263879,-0.279899054696011,0.182221601159017,0.0132883399437524,-0.294590374507862,0.208605753952577,0,0,0,0,0,0,0,0,0,0,0,0,5
1,108,-2.69390361388181,0.0916879668880329,-1.28257185951113,0.00629197331555284,-0.110724509398664,-0.00493502275127795,-0.334010823800284,-0.00709345936228149,0,0,0,0,0,0,0,0,0,0,0,0,10
2,108,0.79242584564912,-0.025927798524191,-0.574522759813867,0.017312034809213,0.0439840758050067,0.0227098853771081,3.41810167470815,-0.173106691061729,0,0,0,0,0,0,0,0,0,0,0,0,10
3,108,-0.707348601731869,-0.143091950356486,-1.18456388645815,0.279421805845053,0.207240850577663,0.0121996069605239,2.02496618033013,0.0254391574152428,0,0,0,0,0,0,0,0,0,0,0,0,10
1,109,2.0419828289331,-0.00421874228360516,-1.01166954576033,0.238876212010634,0.330087160203843,0.00738407069589563,-3.35058658466822,0.0386919781191296,0,0,0,0,0,0,0,0,0,0,0,0,6
2,109,0.887557611912425,0.0795610913122071,0.155786006811891,0.15714485813513,0.0733969733229944,0.0107278433917687,-1.51228164405481,0.048723953286224,0,0,0,0,0,0,0,0,0,0,0,0,6
3,109,1.41015942054074,0.117168161003608,-0.297391935858246,-0.121192605654812,0.824687281361718,0.00263997632364597,-3.04224479724985,-0.0173659327470494,0,0,0,0,0,0,0,0,0,0,0,0,6
1,110,-0.872438208684043,0.0390867486150772,-0.762808575563542,-0.039817722020442,-0.397488297088399,0.0257319946914919,1.4068216988984,0.281157980568558,0,0,0,0,0,0,0,0,0,0,0,0,5
2,110,-1.05502816430096,-0.0412977329902006,-0.703877295963197,-0.00854649340220892,0.287884300592557,-0.0255469372237801,0.921322274785965,-0.000257995841982779,0,0,0,0,0,0,0,0,0,0,0,0,5
3,110,-0.485922640383952,-0.0275502717174267,-0.775606635047069,-0.113926319242515,-0.0653777373230282,-0.0110498999895743,0.152410139261846,-0.0797068285803804,0,0,0,0,0,0,0,0,0,0,0,0,5
1,111,-1.54528941582041,0.0722401969259161,0.632424191789439,0.0930986734602102,-0.0598406603879029,-0.000856558442102986,0.193968805969263,0.0524275438596308,0,0,0,0,0,0,0,0,0,0,0,0,5
2,111,-0.484093472296784,-0.0331877095308566,1.07646163303657,0.0774417243411628,-0.109980584666694,0.0226609253056418,3.24111419498868,-0.154120030900522,0,0,0,0,0,0,0,0,0,0,0,0,5
3,111,2.03362200465331,-0.0270495865501639,0.931164042321076,0.0182761465642924,-0.324719628147174,0.00628810548487041,2.81553375703866,-0.01097125971881,0,0,0,0,0,0,0,0,0,0,0,0,5
1,112,-0.155132695766205,-0.00543420693686067,0.165489604995212,-0.261539513483211,0.344901959967361,-0.0167482276436443,-0.609202715855645,0.0264464283623091,0,0,0,0,0,0,0,0,0,0,0,0,8
2,112,0.6510132710716,0.00293587706735886,0.156871153341921,-0.293286337813336,0.503835413890068,-0.00545610833143854,1.36666134482716,-0.00921598982859278,0,0,0,0,0,0,0,0,0,0,0,0,8
3,112,1.2532487918653,-0.0608752755925778,0.0738017400718922,-0.222968386571911,0.307671745372951,-0.0309320073438018,-1.69884193136977,-0.0425995197851399,0,0,0,0,0,0,0,0,0,0,0,0,8
1,113,-1.33709687978877,-0.0795385201102985,0.397199954689404,0.222431064714755,0.0738927288163662,0.00116859474635613,-0.736140013138439,0.0191623042238336,0,0,0,0,0,0,0,0,0,0,0,0,8
2,113,-1.05204102669362,-0.073635931823055,-1.31543131813076,-0.279621494594372,-0.142802432166619,-0.050726101016453,3.64129228192813,0.0807830941344791,0,0,0,0,0,0,0,0,0,0,0,0,8
3,113,-0.418481892749671,-0.115094610524429,-0.426492107994615,-0.223137627311071,-0.152202222079635,0.016002078187303,-0.0322320779324485,-0.0752053549654621,0,0,0,0,0,0,0,0,0,0,0,0,8
1,114,-0.0228095634576428,-0.0985202668079594,-0.745691763915709,-0.210717805910185,-0.0769399511219433,0.00762216016301808,-3.88430379617603,-0.0113311464038319,0,0,0,0,0,0,0,0,0,0,0,0,1
2,114,-0.172552212041603,-0.144972098361123,0.193044462506704,-0.444630812186784,-0.370758318901791,-0.0177894940920404,-2.28556745851303,0.0197396092342977,0,0,0,0,0,0,0,0,0,0,0,0,1
3,114,0.518589155507721,-0.151256803794749,-0.717908951754032,0.0949548729244387,-0.471428147816521,-0.00727746821755072,-4.13603875800327,-0.0897734908444516,0,0,0,0,0,0,0,0,0,0,0,0,1
1,115,0.707276876581034,0.082353941328713,-0.0136874625925634,-0.105149769590658,-0.179882427516164,0.000312488635887256,-0.324430143336556,-0.0516076562164941,0,0,0,0,0,0,0,0,0,0,0,0,5
2,115,2.23572071292041,0.0843986688407393,-0.467492996713561,-0.100352356954843,0.0908521287653432,-0.00424035544242959,4.31113022180509,-0.110224235143289,0,0,0,0,0,0,0,0,0,0,0,0,5
3,115,-0.255363735816302,0.00293146429171121,-0.284862522809225,-0.0844166343684605,0.398875270100975,0.00926011008218369,2.98456362225265,-0.04747629831142,0,0,0,0,0,0,0,0,0,0,0,0,5
1,116,-0.574802819246816,-0.0172391932791016,0.0408436358347579,-0.03754453634574,-0.000826790702747715,0.0303154447822383,1.26881710220255,0.00528957574288221,0,0,0,0,0,0,0,0,0,0,0,0,2
2,116,0.738952312574098,-0.106645229502029,1.00740933741299,-0.00204448926233561,0.297209355740601,-0.00235932268511021,4.27895654586786,0.124480066755262,0,0,0,0,0,0,0,0,0,0,0,0,2
3,116,-0.789730369817617,0.0086440445785448,0.627771904386926,-0.0350391544466581,-0.0160591417524998,-0.0301167588917144,-1.44130804380708,-0.0308909349735795,0,0,0,0,0,0,0,0,0,0,0,0,2
1,117,-0.432323667080341,-0.161501117678535,-1.3055118342582,-0.128046612720419,-0.0936092490894262,0.0187738681397955,-0.731636983650361,-0.00875508447393637,0,0,0,0,0,0,0,0,0,0,0,0,3
2,117,0.159655871542276,0.174890835404525,-1.21647190563009,-0.0919845037959023,0.199136670307709,0.0106422122864266,2.40845103022239,0.105946962323678,0,0,0,0,0,0,0,0,0,0,0,0,3
3,117,0.126853848579793,0.0581654230450107,-0.706782813326602,-0.18653352807525,-0.0370435220211958,-0.045888788147215,-3.3834919579626,0.00810461860862385,0,0,0,0,0,0,0,0,0,0,0,0,3
1,118,-0.0993847759482076,-0.153963587156295,-0.727296633783533,-0.0254092143078551,-0.516822523466388,-0.00271838143112153,1.06358119166001,0.0257700181259735,0,0,0,0,0,0,0,0,0,0,0,0,8
2,118,-2.03537319652405,0.022331278702416,0.92834455304027,0.144703132762356,-0.566216104084285,0.0303083875881087,2.1899820411858,0.0101581082105555,0,0,0,0,0,0,0,0,0,0,0,0,8
3,118,0.491234956468038,-0.120465494957117,-0.458047847604476,-0.33520474692132,-0.0593366014056071,0.0199855029315998,0.781832717030468,0.00833067341592039,0,0,0,0,0,0,0,0,0,0,0,0,8
1,119,-0.0666526645002099,-0.05450495412309,1.17926374364537,0.050756137539352,0.14702840908327,0.0081995698784252,0.944560623194761,-0.0053868255279149,0,0,0,0,0,0,0,0,0,0,0,0,0
2,119,0.674612219135618,0.0412476493685457,1.23927051953264,-0.0346747934683517,-0.425145835482338,0.0263396488265521,0.323344955722163,-0.0268088719135804,0,0,0,0,0,0,0,0,0,0,0,0,0
3,119,0.364184458953308,0.131287328801879,0.937803238343243,0.0373285114397529,0.511273342326617,0.00151502087560583,1.35569002960656,0.0651091263893515,0,0,0,0,0,0,0,0,0,0,0,0,0
1,120,-0.705755318358295,0.135324289161096,-0.35838010450038,-0.102491776940636,0.0769220224475875,0.00244172684228937,-3.83277783813922,-0.00502387856912533,0,0,0,0,0,0,0,0,0,0,0,0,3
2,120,-0.412895216906387,-0.220503613691181,-0.31951481577852,0.0587859341525617,-0.155369891643148,0.00331841047054226,-1.6614845868052,-0.0656820467285742,0,0,0,0,0,0,0,0,0,0,0,0,3
3,120,1.02608305432455,-0.0654013521797792,-0.657453938938761,-0.0766222707311704,0.0578455034487115,-0.00614943603815139,-3.88471682480254,0.129977102853868,0,0,0,0,0,0,0,0,0,0,0,0,3
1,121,0.86910839732595,-0.112293835415601,-1.22183872544035,-0.187630747633695,-0.0316751352194498,-0.0459899807583129,-1.22837363225416,0.0663039591304897,0,0,0,0,0,0,0,0,0,0,0,0,10
2,121,-0.645112788957171,-0.058096843991467,-1.11424782354611,-0.158087748447502,0.206777396349386,0.0113147892042301,-2.39598796608809,0.00286718730137297,0,0,0,0,0,0,0,0,0,0,0,0,10
3,121,0.822244367789629,-0.0394858968274953,-1.03111432822801,-0.229771773232472,-0.00726895092837676,-0.0106360211369805,-0.58185464840885,0.165521653551039,0,0,0,0,0,0,0,0,0,0,0,0,10
1,122,-0.861998024615064,0.0598178122233381,0.00670266938328457,0.252016233558433,-0.123924576330102,-0.00735633769379057,-1.73873626309525,0.150521525289662,0,0,0,0,0,0,0,0,0,0,0,0,2
2,122,-1.87034479522461,0.00827955755615094,0.667014118997615,0.189908057006102,-0.0346068363870193,0.00335942457737264,-1.425501689157,0.149306728416679,0,0,0,0,0,0,0,0,0,0,0,0,2
3,122,-2.42357319684435,0.0711005827109155,0.0145224230198124,0.231382867428161,0.0664584372545027,-0.010545754254502,-0.0905379595743625,-0.0116825999733036,0,0,0,0,0,0,0,0,0,0,0,0,2
1,123,-0.791016947825996,0.101532046118691,-1.39325881197922,0.0801412156387182,-0.145020987470557,-0.0199133313992928,-1.08999401623413,-0.0516925131538284,0,0,0,0,0,0,0,0,0,0,0,0,4
2,123,0.055351300828641,-0.0441811999528886,-1.58220420931957,0.109245312054619,-0.129218410012796,-0.00653147880171129,-2.12423313735421,0.0199045450963052,0,0,0,0,0,0,0,0,0,0,0,0,4
3,123,1.16027675715367,-0.0640624923163226,-1.66824974382538,0.106523377334388,-0.199809136105339,0.000687081288720512,-1.91311537923532,0.0757896679680985,0,0,0,0,0,0,0,0,0,0,0,0,4
1,124,-0.529880888409864,-0.101600633476815,0.733908444211107,-0.231317046263377,-0.115490297013784,0.00234435155396765,0.280254799313298,0.107126543978449,0,0,0,0,0,0,0,0,0,0,0,0,4
2,124,-1.15706799097857,-0.0151318568315615,0.440135189250876,-0.199814972346716,-0.0261330446003925,-0.0125961592594286,0.968485345173335,0.0748206707540222,0,0,0,0,0,0,0,0,0,0,0,0,4
3,124,-1.37913362886653,-0.187099726677251,1.37083177832951,-0.192765998822958,0.0738972204659207,-0.00540799474392552,1.17246093449585,-0.0759737833875835,0,0,0,0,0,0,0,0,0,0,0,0,4
1,125,-0.594063021246062,-0.118757468213757,-0.0253452251574968,-0.0793367345471024,-0.0398506114747779,-0.0256069346445504,-0.798202751904157,-0.0237171887484308,0,0,0,0,0,0,0,0,0,0,0,0,10
2,125,-1.60002146392198,-0.0850262356463193,0.117743279588225,-0.000634321105005164,0.171776971103946,-0.000549081705190062,1.56513623187942,0.0623455101614423,0,0,0,0,0,0,0,0,0,0,0,0,10
3,125,2.50417993215088,0.0603653547695667,-0.371947852774673,-0.179015467382576,0.291940285005513,0.0142230037692459,0.819982925164069,0.0045397178781322,0,0,0,0,0,0,0,0,0,0,0,0,10
1,126,-0.792445232837097,0.00992395829815546,-1.63306590645076,0.135587684115603,-0.0530523157528853,-0.000156413346584719,3.4172135152274,0.0785972587389098,0,0,0,0,0,0,0,0,0,0,0,0,8
2,126,-0.777487725652646,-0.183037425041039,-1.2480548067681,-0.0865567466426444,-0.20890239020736,0.0208539403054235,2.99378874109665,0.0170982848077524,0,0,0,0,0,0,0,0,0,0,0,0,8
3,126,-1.04055536787667,-0.0615459023965228,-1.37069203881403,0.160212105560214,-0.0199571157706382,0.00639384903662542,1.93773192630384,0.0302260402635956,0,0,0,0,0,0,0,0,0,0,0,0,8
1,127,-1.21157876390036,-0.148330761092933,-1.16915472849297,-0.0186742036257963,0.0910729442194178,0.00522416917525901,0.272260325258515,0.0669335270363449,0,0,0,0,0,0,0,0,0,0,0,0,4
2,127,-0.278811895884153,0.207509681749704,-0.280537351384079,-0.206657677765268,-0.239992155253453,0.01540833348921,-0.234153300212384,0.152201638135279,0,0,0,0,0,0,0,0,0,0,0,0,4
3,127,-0.411991393337218,0.0557632841989981,-0.390927262467842,-0.355527234927393,0.176485387231331,-0.0208080959915897,-3.25701436914652,-0.057771944145621,0,0,0,0,0,0,0,0,0,0,0,0,4
1,128,1.72995476172366,0.0348132861620735,0.374204512514615,0.252711366481162,-0.025343395415784,0.0237770039190951,1.06290660739018,-0.00945292145454842,0,0,0,0,0,0,0,0,0,0,0,0,6
2,128,1.29403315334402,0.217633194031648,1.06937629680991,0.243111090636877,-0.0367959945504133,-0.0102924371816544,5.15604072479388,0.0334674729160653,0,0,0,0,0,0,0,0,0,0,0,0,6
3,128,0.439166052859544,0.14414081726874,1.1201892911203,0.20062104155791,0.0554861824441391,-0.00034235137616,2.73664367122011,0.0153148400023768,0,0,0,0,0,0,0,0,0,0,0,0,6
1,129,-1.96001916144869,0.00357452961023535,0.0832571187442754,0.0830050542086551,-0.331401210654919,-0.00667279858019499,1.04460865962973,-0.159471311112808,0,0,0,0,0,0,0,0,0,0,0,0,1
2,129,0.202925592208426,0.229530712614449,-0.107668873264292,0.0339407614307727,-0.197761859385617,-0.0098623282954522,3.54251228611396,0.0464455646132983,0,0,0,0,0,0,0,0,0,0,0,0,1
3,129,0.102541454249686,-0.0849161978925427,-0.76474907247922,-0.0330686893747182,-0.100275634853245,0.0315960866843704,1.00640766056269,0.0243487558482504,0,0,0,0,0,0,0,0,0,0,0,0,1
1,130,-1.36454382716422,-0.0391523901711746,-0.66662565086069,-0.127148792603243,0.260501272377264,0.0102443416269531,2.57644064907954,-0.0673184317735786,0,0,0,0,0,0,0,0,0,0,0,0,5
2,130,-0.934759408360857,-0.140945319007177,-0.155517184143497,-0.156396594962978,0.00594862863336676,-0.0152924994200754,-1.94051507104341,0.145614758688946,0,0,0,0,0,0,0,0,0,0,0,0,5
3,130,-0.275023652550776,-0.245744907333664,-0.263124954844505,-0.254563431515549,0.264379349076916,-0.0490934272268286,-1.78103681924051,-0.0645099732580489,0,0,0,0,0,0,0,0,0,0,0,0,5
1,131,-0.360531253919709,0.0158373974354329,0.852527221342448,-0.0215774829107658,-0.283229467231141,0.0108378502452058,1.46686460154469,0.0956443355912533,0,0,0,0,0,0,0,0,0,0,0,0,5
2,131,-0.764830972599076,-0.153277161649642,0.158344846074642,0.226288034361504,-0.260244694894854,-0.0187572713197267,-0.734130829254624,0.0121068672997453,0,0,0,0,0,0,0,0,0,0,0,0,5
3,131,0.0556068262304299,-0.0818097927940045,1.11404739024227,-0.277942505606349,-0.469602692981375,-0.00168258735453261,-0.105619012188768,0.0266709123917926,0,0,0,0,0,0,0,0,0,0,0,0,5
1,132,-0.234624453009353,-0.0903385051789786,0.341108801806293,0.131354154015181,-0.207391443188801,-0.0396864812724122,0.451865781054579,-0.0966849191873978,0,0,0,0,0,0,0,0,0,0,0,0,5
2,132,-0.00914885971646395,-0.0994869714575856,1.36754673395106,0.00813009700214942,-0.269581937604447,-0.00357737507849332,-0.689625688298051,0.0491802982828224,0,0,0,0,0,0,0,0,0,0,0,0,5
3,132,1.24628708497431,0.0547325441975627,-0.279475782477682,-0.0653612233695731,-0.141573197284853,0.0282750262252609,-1.49045345153205,0.0278339664853784,0,0,0,0,0,0,0,0,0,0,0,0,5
1,133,-0.246941518493187,-0.129125365103143,-1.10342646102193,-0.206655964312415,-0.144287311933616,-0.0135041866376834,-3.43534024760855,-0.00774680798676402,0,0,0,0,0,0,0,0,0,0,0,0,13
2,133,-1.94902056169865,0.0512268517831499,-1.18192245202067,-0.108779265367894,-0.336890136801146,0.00982227916939211,-6.28452018574215,-0.0613529909530328,0,0,0,0,0,0,0,0,0,0,0,0,13
3,133,-0.276994599980538,0.0593119000494719,-1.66883932505045,-0.123374623101078,-0.191430651587803,0.0192138175533721,-1.33719728254313,-0.113241124724798,0,0,0,0,0,0,0,0,0,0,0,0,13
1,134,-0.182123531975894,0.0271048594024448,1.79362234972074,-0.0428444964215111,-0.244257627401213,0.0194517935055243,0.570854371926941,0.132669465890318,0,0,0,0,0,0,0,0,0,0,0,0,12
2,134,-1.84958830964437,0.141818246724848,1.18250176510079,0.0432788806595868,-0.50064109503434,-0.00392035990072175,1.40793283827361,0.0223063379870046,0,0,0,0,0,0,0,0,0,0,0,0,12
3,134,-0.150417324021925,0.045273514808887,1.54545970679246,-0.0888549677992883,-0.270273132145576,-0.01301799365936,-1.46311262566196,-0.0672960951236539,0,0,0,0,0,0,0,0,0,0,0,0,12
1,135,0.201055933803056,0.0927646340155684,1.04120617137852,-0.272314564204875,0.903201582001119,-0.0133445970799993,-0.097472028959146,-0.0804398947533453,0,0,0,0,0,0,0,0,0,0,0,0,5
2,135,0.359108898992256,0.0395195211964235,0.748607564583227,-0.27645016496644,0.564893677139454,0.00756241282196697,-0.33582259375865,0.0532276497553381,0,0,0,0,0,0,0,0,0,0,0,0,5
3,135,0.535210914692064,-0.03485656483051,0.836877745994862,-0.29951398668943,0.461846066858405,0.00679699808552225,-3.55227977578544,0.0314510861372848,0,0,0,0,0,0,0,0,0,0,0,0,5
1,136,0.997242543484087,-0.0248049693788982,0.62150403474755,0.0940653377831518,-0.14704342897855,-0.00970821891477792,4.22678466944134,0.118768955999911,0,0,0,0,0,0,0,0,0,0,0,0,7
