id,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_h1_SAEM,eta_h2_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha15_SAEM,eta_alpha16_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha25_SAEM,eta_alpha26_SAEM,eta_hcov1_SAEM,eta_hcov2_SAEM,score4C
172,-1.15759,0.0767825,0.546318,0.0764724,0.294241,-0.00255531,-1.86575,0.0115018,0,0,0,0,0,0,0,0,0,0,0,0,12
173,-0.196073,-0.091592,0.498422,0.0424796,-0.0333964,9.66126e-05,0.900253,0.0137227,0,0,0,0,0,0,0,0,0,0,0,0,4
174,-0.392392,-0.0555952,-0.127383,0.100015,0.144197,0.000195871,0.938163,0.0185788,0,0,0,0,0,0,0,0,0,0,0,0,0
175,-0.548757,0.0526934,0.59295,0.290214,0.187062,0.00183445,-1.92058,-0.0453516,0,0,0,0,0,0,0,0,0,0,0,0,1
176,-0.464067,-0.0209234,0.381077,-0.0723572,-0.0635536,-0.000700879,1.0036,0.0145024,0,0,0,0,0,0,0,0,0,0,0,0,8
177,0.574359,0.0901276,0.335936,-0.207095,0.228698,0.0176088,-0.281761,-0.03696,0,0,0,0,0,0,0,0,0,0,0,0,4
178,1.48968,-0.0227376,-0.612935,0.0331038,-0.0465916,-0.00540299,1.00147,0.0199714,0,0,0,0,0,0,0,0,0,0,0,0,4
179,-0.286617,-0.0443618,0.30142,-0.0621049,-0.0838295,-0.0112393,-1.91107,0.016441,0,0,0,0,0,0,0,0,0,0,0,0,10
180,0.287217,-0.0562458,0.226385,0.0815487,0.213132,0.00660391,0.766047,-0.0421659,0,0,0,0,0,0,0,0,0,0,0,0,8
181,0.421922,0.0299863,0.484847,0.244584,0.0728355,-0.000685421,0.280286,-0.0721324,0,0,0,0,0,0,0,0,0,0,0,0,8
182,-1.29375,0.0117713,-0.0093102,0.0316213,0.0898511,0.00507054,-1.26633,-0.0591382,0,0,0,0,0,0,0,0,0,0,0,0,8
183,0.516423,-0.0027896,-0.615245,-0.0324187,-0.11308,-0.0007604,1.34202,0.00822798,0,0,0,0,0,0,0,0,0,0,0,0,3
184,-0.538247,-0.0237271,-1.38059,-0.0790288,0.0679817,-0.00177628,0.346767,0.0150357,0,0,0,0,0,0,0,0,0,0,0,0,8
185,0.296079,-0.0217703,-1.63961,-0.0714596,-0.0629207,-0.00178634,-1.14291,0.0227309,0,0,0,0,0,0,0,0,0,0,0,0,1
186,0.192479,0.0948316,-0.137962,0.238415,0.12537,0.00108244,-0.267824,-0.0510004,0,0,0,0,0,0,0,0,0,0,0,0,7
187,-0.753428,-0.015509,0.177902,-0.00108319,-0.171269,-0.00159018,1.12064,0.000876671,0,0,0,0,0,0,0,0,0,0,0,0,3
188,0.877624,0.0644814,0.0813407,0.149063,-0.189264,0.000125052,-2.35479,-0.0466921,0,0,0,0,0,0,0,0,0,0,0,0,11
189,-0.407641,-0.0163382,-0.714268,-0.276197,-0.112106,-0.00434688,-2.5195,-0.0128359,0,0,0,0,0,0,0,0,0,0,0,0,5
190,-0.188871,-0.0324692,-0.833738,0.00419644,-0.0174057,-0.00614392,0.409175,0.00470485,0,0,0,0,0,0,0,0,0,0,0,0,5
191,-0.350838,-0.0291581,-0.276771,-0.0632435,-0.0816654,-0.00151831,-0.00663469,0.0109758,0,0,0,0,0,0,0,0,0,0,0,0,2
192,-0.0598911,-0.0632817,-0.230202,0.0962087,0.00311441,0.00196511,-0.886901,0.00652316,0,0,0,0,0,0,0,0,0,0,0,0,5
193,0.850192,0.0736023,-0.746811,0.00400477,0.15542,0.00634519,-2.88026,-0.0391645,0,0,0,0,0,0,0,0,0,0,0,0,6
194,-0.971831,-0.0564882,0.776174,0.241194,0.306677,0.0104383,0.124263,-0.00409062,0,0,0,0,0,0,0,0,0,0,0,0,7
195,-0.893661,-0.0114894,-0.363611,-0.0153074,-0.271506,-0.00111328,1.24959,0.00299199,0,0,0,0,0,0,0,0,0,0,0,0,12
196,0.313332,-0.00981541,0.173235,-0.132747,-0.0257693,-0.00285331,0.00785409,-0.00387878,0,0,0,0,0,0,0,0,0,0,0,0,7
197,-0.337992,-0.0143044,-0.06483,-0.0499864,0.00668726,-0.00387955,-0.57033,0.000195436,0,0,0,0,0,0,0,0,0,0,0,0,4
198,-0.769797,-0.0137032,0.00932081,-0.00226121,-0.1768,-8.89813e-05,1.23977,0.0052759,0,0,0,0,0,0,0,0,0,0,0,0,4
199,2.12343,0.0488905,-1.92392,-0.13379,0.0261438,-0.00742045,0.948791,-0.0390552,0,0,0,0,0,0,0,0,0,0,0,0,12
200,-0.889312,-0.0572802,0.130315,-0.0990499,-0.217854,-0.00629416,-4.89638,-0.0596131,0,0,0,0,0,0,0,0,0,0,0,0,3
201,0.611221,0.0591161,0.295534,0.0781436,0.193447,0.0044595,-2.72831,-0.024931,0,0,0,0,0,0,0,0,0,0,0,0,7
202,0.711951,-0.027444,-0.148244,-0.185961,0.0273821,-0.00498332,-0.307733,0.0166495,0,0,0,0,0,0,0,0,0,0,0,0,10
203,0.523286,0.0251793,0.534093,0.305499,0.0334041,0.00748665,1.32077,0.0491294,0,0,0,0,0,0,0,0,0,0,0,0,8
204,0.883836,0.00680568,-0.694887,0.132566,0.024319,0.0062186,-0.212076,0.00181158,0,0,0,0,0,0,0,0,0,0,0,0,10
205,1.57867,0.0350282,-0.34334,0.0648872,0.0486524,0.00467526,-3.37861,-0.0181275,0,0,0,0,0,0,0,0,0,0,0,0,8
206,-0.756006,-0.0434057,0.967289,-0.0407104,0.123571,0.00302134,-0.179995,0.00308461,0,0,0,0,0,0,0,0,0,0,0,0,0
207,-0.50619,-0.0372352,0.22291,0.043411,0.0527055,-0.00224508,0.832248,0.00962322,0,0,0,0,0,0,0,0,0,0,0,0,7
208,-0.264034,0.00207318,0.111884,0.216034,0.188315,0.00486854,0.14349,0.00653082,0,0,0,0,0,0,0,0,0,0,0,0,6
209,0.350577,0.0297551,-0.673773,-0.00876586,0.413369,0.0241707,0.270964,-0.0142749,0,0,0,0,0,0,0,0,0,0,0,0,7
210,0.51236,-0.00534706,-1.6068,-0.0271457,-0.216222,-0.000982569,0.590308,0.0108731,0,0,0,0,0,0,0,0,0,0,0,0,1
211,1.22712,-0.0293649,0.165828,-0.0613455,-0.00191102,-0.00424803,1.12468,0.0077384,0,0,0,0,0,0,0,0,0,0,0,0,5
212,0.161635,0.100175,-0.843976,-0.0469855,0.176066,0.0145175,0.117929,-0.0118668,0,0,0,0,0,0,0,0,0,0,0,0,7
213,0.128186,-0.0339865,-1.63303,-0.0423833,-0.232995,-0.00219099,-0.0993714,0.00992065,0,0,0,0,0,0,0,0,0,0,0,0,5
214,-0.740743,0.190641,0.0480544,0.0639239,-0.0913453,0.00407535,-0.681378,-0.0626793,0,0,0,0,0,0,0,0,0,0,0,0,10
215,-0.160954,-0.0357715,-0.0753408,-0.0589987,-0.0676799,-0.0046215,0.386208,0.0134796,0,0,0,0,0,0,0,0,0,0,0,0,8
216,-0.650921,0.101,-0.88032,-0.0742179,0.121985,-0.000874792,-2.37235,-0.0582342,0,0,0,0,0,0,0,0,0,0,0,0,12
217,0.390723,-0.0154286,-0.0912681,-0.0991969,-0.0528204,-0.0101719,0.0681172,0.00830806,0,0,0,0,0,0,0,0,0,0,0,0,9
218,1.27443,0.00541834,0.929711,0.249969,0.199967,-0.012104,1.82117,0.0108451,0,0,0,0,0,0,0,0,0,0,0,0,6
219,0.206739,-0.0189548,0.303893,0.0338384,-0.107724,-0.00163573,1.2625,0.009154,0,0,0,0,0,0,0,0,0,0,0,0,1
220,0.505907,0.00849961,-0.120364,-0.0940018,0.0540079,-0.00213681,-0.496108,0.0104769,0,0,0,0,0,0,0,0,0,0,0,0,4
221,0.278858,0.103334,0.444024,0.122791,0.0231634,0.00310847,-1.00202,-0.034172,0,0,0,0,0,0,0,0,0,0,0,0,11
222,0.513622,0.013058,0.879302,0.265423,-0.220359,-0.0150841,-0.144094,0.069123,0,0,0,0,0,0,0,0,0,0,0,0,9
223,0.115242,-0.028792,1.01709,-0.109078,0.0277796,-0.00415371,1.20798,0.0130024,0,0,0,0,0,0,0,0,0,0,0,0,7
224,0.536082,-0.0177927,0.261559,-0.0784527,-0.0836945,-0.00565392,-0.270271,0.00929843,0,0,0,0,0,0,0,0,0,0,0,0,0
225,-1.00491,-0.00841154,0.238044,-0.00297707,-0.239322,-0.000231626,1.69968,0.00870188,0,0,0,0,0,0,0,0,0,0,0,0,12
226,-2.13987,-0.0772835,0.122574,-0.0472415,0.169472,-0.000162373,0.0343423,-0.000572639,0,0,0,0,0,0,0,0,0,0,0,0,8
227,-0.332011,-0.0217358,0.120811,-0.0343937,-0.101443,-0.00264742,0.722045,0.0120294,0,0,0,0,0,0,0,0,0,0,0,0,3
228,-1.9111,-0.00684657,-1.51799,-0.00656645,-0.136167,7.50978e-05,0.907998,-0.00474099,0,0,0,0,0,0,0,0,0,0,0,0,3
229,-0.643184,-0.0143874,0.425197,-0.0249592,-0.163031,-0.000289527,1.3711,-0.00685189,0,0,0,0,0,0,0,0,0,0,0,0,2
230,-0.551099,-0.035232,-2.11709,0.089419,0.37893,0.00362984,0.469537,0.0156084,0,0,0,0,0,0,0,0,0,0,0,0,1
231,1.09118,-0.039583,-0.71199,-0.0584193,-0.051226,-0.00350648,0.498002,0.00674956,0,0,0,0,0,0,0,0,0,0,0,0,10
232,-0.0880652,0.0496739,2.94338,0.0777155,0.0201852,0.000251126,-0.899416,-0.0680503,0,0,0,0,0,0,0,0,0,0,0,0,1
233,0.216532,-0.030089,0.385335,-0.00386149,-0.211699,-0.00363276,0.843082,0.00978626,0,0,0,0,0,0,0,0,0,0,0,0,2
234,0.300924,0.00888755,0.458045,-0.103217,-0.146465,-0.0034674,1.06441,0.0119682,0,0,0,0,0,0,0,0,0,0,0,0,6
235,0.662934,-0.0337737,0.654585,-0.0518422,-0.182328,-0.00111765,0.642209,0.0106605,0,0,0,0,0,0,0,0,0,0,0,0,1
236,-0.193735,-0.021249,0.0017502,-0.029349,0.004681,-0.00173931,0.920353,0.00516962,0,0,0,0,0,0,0,0,0,0,0,0,4
237,-0.567238,-0.0188256,-0.289905,-0.02338,-0.168504,-0.000209957,0.431033,0.0102926,0,0,0,0,0,0,0,0,0,0,0,0,0
238,-0.664613,-0.0216075,1.82683,0.108979,-0.150748,-0.00226818,1.0804,0.0224703,0,0,0,0,0,0,0,0,0,0,0,0,7
239,0.367561,-0.0395678,-0.176604,-0.143027,-0.165139,-0.00715443,-0.169729,0.0186852,0,0,0,0,0,0,0,0,0,0,0,0,10
240,-0.420048,0.0357211,0.734121,0.0360093,0.0195732,-0.00641106,1.72281,-0.0120454,0,0,0,0,0,0,0,0,0,0,0,0,12
241,1.70308,0.0508857,0.319214,0.062206,0.0206221,0.00261937,-1.5066,-0.0307977,0,0,0,0,0,0,0,0,0,0,0,0,10
242,-0.479497,-0.000267079,-1.02021,-0.0221599,-0.188775,-0.00285359,0.390338,0.0111503,0,0,0,0,0,0,0,0,0,0,0,0,4
243,-0.0227056,-0.0315609,0.883701,-0.15164,-0.101474,-0.0050611,0.217552,0.0170117,0,0,0,0,0,0,0,0,0,0,0,0,7
244,-0.831834,-0.0129149,-0.64163,-0.00311611,-0.238751,-0.0003189,1.05167,-0.00491511,0,0,0,0,0,0,0,0,0,0,0,0,7
245,0.379838,0.0241022,-0.0271601,-0.0454066,0.0185311,-0.00143817,-0.906017,0.00250244,0,0,0,0,0,0,0,0,0,0,0,0,2
246,0.816142,0.00966237,0.256995,-0.0854235,0.00370906,-0.00478667,0.196595,0.00739374,0,0,0,0,0,0,0,0,0,0,0,0,6
247,-1.30669,-0.053383,1.0764,-0.114275,0.134646,-0.00195409,0.0133555,0.00756713,0,0,0,0,0,0,0,0,0,0,0,0,5
248,-0.122106,-0.166769,-0.354894,0.0508697,0.0917997,-0.00408449,-1.09625,-0.0071321,0,0,0,0,0,0,0,0,0,0,0,0,4
249,0.822463,-0.000510081,-1.82963,-0.164493,-0.0882353,-0.00297054,-0.152035,0.000488192,0,0,0,0,0,0,0,0,0,0,0,0,2
250,1.49413,0.0244977,-0.146918,0.0568202,0.0467178,0.00290309,-3.44823,-0.0126913,0,0,0,0,0,0,0,0,0,0,0,0,12
251,1.0791,0.0395747,0.69117,0.105665,0.0088052,0.00209565,-1.80837,-0.0345922,0,0,0,0,0,0,0,0,0,0,0,0,12
252,-0.240694,-0.0275215,0.666205,-0.283844,0.0183638,-0.00101372,-0.031671,0.00152206,0,0,0,0,0,0,0,0,0,0,0,0,0
253,-0.539963,0.00799884,-1.11101,-0.0152251,-0.172573,-0.00153653,0.625892,0.00202655,0,0,0,0,0,0,0,0,0,0,0,0,5
254,0.919076,0.111736,-0.191103,-0.0591027,-0.0446488,0.00361501,-1.29668,-0.046935,0,0,0,0,0,0,0,0,0,0,0,0,12
255,-0.0861481,-0.0195915,0.430933,0.228568,0.291347,0.00575,0.0243626,-0.000831312,0,0,0,0,0,0,0,0,0,0,0,0,4
256,-1.1807,0.0713376,0.61427,0.100399,-0.0256834,-0.0175175,-0.0624747,0.0219626,0,0,0,0,0,0,0,0,0,0,0,0,9
257,-0.277547,-0.0106345,-1.01235,-0.0770771,-0.130624,-0.00249595,0.56709,0.00088571,0,0,0,0,0,0,0,0,0,0,0,0,8
258,-0.527042,-0.0332589,0.215692,-0.0634573,-0.0222876,-0.00312147,-0.292408,0.0163447,0,0,0,0,0,0,0,0,0,0,0,0,12
259,-2.53974,0.106635,1.51147,-0.0964902,0.400027,0.016322,0.479533,0.0281061,0,0,0,0,0,0,0,0,0,0,0,0,11
260,0.552016,0.037084,-0.487552,0.0354959,-0.00349801,-0.0135756,-1.84107,0.0288744,0,0,0,0,0,0,0,0,0,0,0,0,7
261,1.05325,0.0331249,1.27013,0.0716594,0.16225,0.00466052,-2.56021,-0.00869048,0,0,0,0,0,0,0,0,0,0,0,0,7
262,0.00805494,-0.0195033,1.16559,0.0227405,-0.26066,-0.00228267,1.37854,0.0170317,0,0,0,0,0,0,0,0,0,0,0,0,7
263,-1.07798,-0.0476214,-1.87824,-0.2419,0.292554,-0.00257968,-5.13594,-0.0535416,0,0,0,0,0,0,0,0,0,0,0,0,8
264,-1.56671,-0.0158968,-0.884098,-0.0824262,0.423347,0.00887057,0.229601,0.0176176,0,0,0,0,0,0,0,0,0,0,0,0,6
265,-0.927532,-0.00610763,-1.01155,0.0122058,-0.291247,0.00244996,1.60528,0.00226488,0,0,0,0,0,0,0,0,0,0,0,0,10
266,0.0492955,0.0948178,-0.400877,-0.112039,-0.0147832,0.0174586,0.0498874,-0.00814236,0,0,0,0,0,0,0,0,0,0,0,0,11
267,0.301899,0.0495129,0.365746,0.398234,0.120964,0.00408278,-1.58713,-0.0241185,0,0,0,0,0,0,0,0,0,0,0,0,9
268,-0.10724,-0.0106243,0.700825,-0.00340817,-0.258593,-0.00100385,1.57245,0.0075025,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0.753133,0.116894,-1.01187,-0.0391566,-0.0815075,-0.00131287,-0.577593,-0.0160078,0,0,0,0,0,0,0,0,0,0,0,0,12
270,-0.133107,0.00224888,-0.204014,-0.000536601,-0.0184593,-0.00400758,0.749424,0.0057336,0,0,0,0,0,0,0,0,0,0,0,0,3
271,-0.747242,-0.0135535,0.914896,-0.0254645,-0.141288,-0.00144781,1.55533,0.000557398,0,0,0,0,0,0,0,0,0,0,0,0,6
272,0.829996,0.0358287,0.808579,-0.277742,-0.0182532,-0.00143003,-3.41524,0.0295821,0,0,0,0,0,0,0,0,0,0,0,0,7
273,-0.369971,-0.0297178,-0.395371,-0.210175,0.240442,0.00792968,-0.498812,2.74168e-05,0,0,0,0,0,0,0,0,0,0,0,0,2
274,-0.642448,-0.00269298,-1.24671,-0.0221178,-0.100326,0.000779233,1.29013,0.00824151,0,0,0,0,0,0,0,0,0,0,0,0,8
275,0.470365,0.105237,-0.502856,0.181101,0.208183,-0.00771651,1.26905,0.0173127,0,0,0,0,0,0,0,0,0,0,0,0,2
276,-0.482361,-0.0258724,-1.72361,-0.0579698,-0.0251311,-0.000212967,0.910419,0.00506394,0,0,0,0,0,0,0,0,0,0,0,0,6
277,1.50315,0.0241376,0.337208,0.0503387,0.0513339,0.00322552,-2.90274,-0.0039837,0,0,0,0,0,0,0,0,0,0,0,0,13
278,0.31075,-0.0301709,-1.16145,-0.224766,0.029845,-0.00282704,0.933709,0.0115504,0,0,0,0,0,0,0,0,0,0,0,0,7
279,-0.598024,-0.00838024,-1.0345,-0.0162234,-0.129393,-0.00118603,1.34118,0.00440261,0,0,0,0,0,0,0,0,0,0,0,0,8
280,0.604537,0.00981578,-0.229632,0.0134108,-0.228286,-0.000208251,0.921868,0.0125874,0,0,0,0,0,0,0,0,0,0,0,0,6
281,-0.831209,-0.00941054,0.0822599,-0.0220859,-0.136114,-0.0017374,0.055709,0.00109632,0,0,0,0,0,0,0,0,0,0,0,0,6
282,-0.65995,-0.0138583,-0.32941,-0.0219609,-0.218847,-0.000801664,1.28467,-0.00281963,0,0,0,0,0,0,0,0,0,0,0,0,4
283,-0.295897,-0.0562695,0.368364,0.0863204,0.264049,-0.000156224,0.714398,0.025205,0,0,0,0,0,0,0,0,0,0,0,0,4
284,-0.269246,-0.0101193,-1.74048,-0.0475954,-0.0599443,-0.00383028,-0.0734926,0.00773437,0,0,0,0,0,0,0,0,0,0,0,0,3
285,1.03317,-0.0499236,1.84726,0.16033,0.470979,-0.00139787,0.657801,-0.0259942,0,0,0,0,0,0,0,0,0,0,0,0,3
286,0.0219888,-0.0674568,-0.239015,-0.158425,0.352478,0.0270504,0.680797,-0.0156086,0,0,0,0,0,0,0,0,0,0,0,0,3
287,1.0802,0.087511,0.588261,0.0380081,0.039434,0.00489575,-2.01563,-0.0311449,0,0,0,0,0,0,0,0,0,0,0,0,4
288,-1.08952,-0.00603847,-0.849793,-0.0205273,-0.0844629,-0.00120906,1.64533,0.00318123,0,0,0,0,0,0,0,0,0,0,0,0,8
289,0.236744,-0.0333354,-0.751895,0.136591,-0.0188454,0.000277111,0.112857,0.00891579,0,0,0,0,0,0,0,0,0,0,0,0,2
290,1.31972,0.0912388,0.472206,0.177908,0.113278,0.0060296,1.39149,0.0445777,0,0,0,0,0,0,0,0,0,0,0,0,1
291,-0.588628,-0.0349713,0.798291,0.0234451,-0.137086,-0.00389362,0.469446,0.00879506,0,0,0,0,0,0,0,0,0,0,0,0,5
292,-1.00182,-0.0968606,-1.59773,-0.250106,0.308094,0.010049,-0.982566,-0.00906825,0,0,0,0,0,0,0,0,0,0,0,0,6
293,0.742049,0.0543056,0.198105,0.0810498,0.0644836,0.00238893,-2.72988,-0.0253231,0,0,0,0,0,0,0,0,0,0,0,0,11
294,-0.31594,-0.0148931,-0.415071,-0.00613903,-0.097292,0.00151382,1.31841,-0.000250104,0,0,0,0,0,0,0,0,0,0,0,0,3
295,0.00482562,0.0881537,0.597181,0.104985,-0.137855,-0.00220858,-1.96091,-0.0620912,0,0,0,0,0,0,0,0,0,0,0,0,12
296,-1.228,-0.0353349,0.406621,0.00701789,-0.168842,-0.00152043,-3.89041,0.0279363,0,0,0,0,0,0,0,0,0,0,0,0,3
297,-0.288161,-0.0232455,-0.493118,0.0762467,0.130097,-0.000150426,0.664243,0.00715929,0,0,0,0,0,0,0,0,0,0,0,0,1
298,-0.721289,-0.0109348,0.540352,-0.022668,-0.0516107,-0.00150554,1.2069,0.00843564,0,0,0,0,0,0,0,0,0,0,0,0,3
299,1.09651,0.0274131,0.267804,0.105777,-0.161513,-0.00575959,1.34808,0.0164669,0,0,0,0,0,0,0,0,0,0,0,0,0
300,-0.302431,-0.0215798,0.10731,-0.107436,-0.0775117,-0.003139,0.56421,-0.000730808,0,0,0,0,0,0,0,0,0,0,0,0,4
301,-0.466358,-0.0162828,-1.08258,-0.0818991,-0.0595913,-0.00211068,-0.107518,-0.00144325,0,0,0,0,0,0,0,0,0,0,0,0,1
302,-1.17448,-0.00661307,-0.180344,-0.0178402,-0.205231,-0.00255064,0.898127,0.00450394,0,0,0,0,0,0,0,0,0,0,0,0,7
303,0.960013,0.043768,1.3665,0.169228,0.0230427,0.00170205,-1.85994,-0.0235777,0,0,0,0,0,0,0,0,0,0,0,0,11
304,0.374202,0.0153738,0.117014,-0.132057,0.133356,-0.000788603,-0.652437,-0.0109402,0,0,0,0,0,0,0,0,0,0,0,0,9
305,-1.84758,0.00602291,0.0639775,-0.00599004,-0.161959,0.000460283,1.08056,0.0033517,0,0,0,0,0,0,0,0,0,0,0,0,3
306,-0.95795,-0.0461011,-1.12268,0.0153916,-0.0832884,-0.00267074,-0.111016,0.0145212,0,0,0,0,0,0,0,0,0,0,0,0,9
307,-0.369785,-0.0155972,-2.15582,-0.0668108,0.0335795,-0.00211069,0.635519,-0.00529641,0,0,0,0,0,0,0,0,0,0,0,0,6
308,-0.560973,-0.0209358,0.824336,0.0466879,-0.213881,-0.00227216,0.550644,0.0163145,0,0,0,0,0,0,0,0,0,0,0,0,6
309,-0.254333,-0.0256161,-0.705094,-0.160744,0.0700363,-0.00142322,-0.0556558,0.00830054,0,0,0,0,0,0,0,0,0,0,0,0,4
310,-0.452204,-0.0151578,0.819196,-0.0380857,-0.246322,-0.00470397,0.821771,0.0129028,0,0,0,0,0,0,0,0,0,0,0,0,8
311,0.965222,-0.0531213,-0.193623,-0.112199,0.0958991,0.00452948,-0.66801,0.0193544,0,0,0,0,0,0,0,0,0,0,0,0,8
312,-0.90178,-0.0323071,-0.789597,-0.0380322,-0.118179,-0.00341044,0.892125,0.00658028,0,0,0,0,0,0,0,0,0,0,0,0,11
313,0.4387,0.123931,-0.406551,0.0863242,0.160985,0.00834039,-0.42551,-0.0523796,0,0,0,0,0,0,0,0,0,0,0,0,7
314,-0.802856,-0.0123671,0.501629,-0.0245585,-0.182171,-0.00104313,1.14889,0.00794287,0,0,0,0,0,0,0,0,0,0,0,0,3
315,-0.173173,-0.0141602,0.182937,0.0637136,-0.182381,-0.001011,0.486683,0.0109135,0,0,0,0,0,0,0,0,0,0,0,0,4
316,1.40509,0.0351025,1.12011,0.0954884,0.0519628,0.00584813,-2.17714,-0.0164603,0,0,0,0,0,0,0,0,0,0,0,0,5
317,0.355125,0.0362439,0.0951319,0.184561,-0.0525237,-0.00730045,2.53881,0.00231803,0,0,0,0,0,0,0,0,0,0,0,0,8
318,-0.826281,-0.0368631,-0.824999,-0.0309216,-0.0266727,-0.00242834,0.355228,0.0141204,0,0,0,0,0,0,0,0,0,0,0,0,11
319,0.186108,0.0539606,1.34843,-0.0271561,0.0498338,0.00884071,-0.250715,-0.0197492,0,0,0,0,0,0,0,0,0,0,0,0,5
320,1.13523,0.131569,-0.684098,-0.0377139,-0.0148817,0.00258636,-1.56096,-0.0587861,0,0,0,0,0,0,0,0,0,0,0,0,10
321,-0.558981,0.0543274,-0.32749,-0.0664884,0.367309,0.0135237,-1.10983,-0.0413353,0,0,0,0,0,0,0,0,0,0,0,0,1
322,0.017192,-0.0231599,-0.190105,0.0142724,-0.016492,-0.00320215,0.446846,0.00601021,0,0,0,0,0,0,0,0,0,0,0,0,3
323,0.125676,-0.00751776,0.287208,-0.0355034,-0.177011,-0.00623209,0.9539,0.0166979,0,0,0,0,0,0,0,0,0,0,0,0,4
324,0.0254231,0.0417826,0.324178,-0.15447,0.114646,0.0127911,1.14176,-0.0186624,0,0,0,0,0,0,0,0,0,0,0,0,12
325,1.11788,0.0676338,0.629735,0.0713288,0.087551,0.00316698,-0.437535,-0.00174499,0,0,0,0,0,0,0,0,0,0,0,0,5
326,-0.324614,0.0501002,0.72285,0.320716,-0.052397,0.00361793,-0.860502,-0.0426971,0,0,0,0,0,0,0,0,0,0,0,0,4
327,-0.411228,0.0672591,1.37868,0.102487,-0.12744,0.00248239,-1.90878,-0.0677184,0,0,0,0,0,0,0,0,0,0,0,0,12
