parameter,value
b01_pop,4.54545330264626
b11_pop,-0.107007934213245
b21_pop,-0.125689489025999
a1_pop,4.81761994080418
b02_pop,7.40671068353686
b12_pop,0.00179598791380967
b03_pop,4.08635514738641
b13_pop,-0.121120653587491
p1_pop,0.0802197400353221
g1_pop,0.11719990308765
p2_pop,0.767592128864082
g2_pop,0.0978718955478219
alpha11_pop,-1.62487662534712e-09
alpha12_pop,-9.60593712776219
alpha13_pop,0.50779152459589
alpha21_pop,-0.0732518743337645
alpha22_pop,3.28244442234999
alpha23_pop,-0.145492054631409
omega_b01,1.7964655418263
omega_b11,0.104361997719313
omega_b21,0.064591919730915
omega_a1,0.722882881687662
omega_b02,0.0419921410656323
omega_b12,0.00516097554066186
omega_b03,0.855904168739059
omega_b13,0.159533899315793
b_1,0.31142340154111
a_2,0.0487815201413457
a_3,0.700587218049113
