parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,13.1477849878641,0.10912674332613,0.830000972991708,
b1_pop,-0.0997774302481403,0.0105894378647087,10.613059324512,
h1_pop,0.00109254987041214,0.000429256085309194,39.2893813759977,
h2_pop,0.0999268503916731,0.0127815078969687,12.7908643641527,
alpha1_pop,0.100089024143965,0.0788869591631685,78.8167931877321,
alpha2_pop,0.169640279239339,0.0404312999194481,23.8335494970538,
hcov1_pop,0,,,
beta_hcov1_score4C,0.234089938611657,0.0433483904532995,18.5178357986638,6.65669808164182e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.115713625656459,0.019373760308216,16.7428513265452,2.33361197032877e-09
omega_b0,1.7220225158362,0.0838442738801368,4.86894178845405,
omega_b1,0.0880239798414591,0.00890145513388067,10.1125342774925,
e_a,1.30137692624133,0.0239342124239761,1.83914528845256,
