rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,-2.97610702335065,-0.0656392695235243,-0.0624468149804568,0.197289255763679,0.0702937738717431,0.00759751279340655,0.11246243028589,0.0966898890886579,-0.0813988795881295,0.106556579977186,1.54171987822991,0.0538863875438662,0.759770986630458,0.129788375384361,-31.0849822648932,-3.032181627625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-2.85043251617045,0.0640059153382574,-0.040425034853994,-0.572452246411919,0.0863073206569966,-0.00432577184395149,0.92488559826452,0.0480993975710497,0.235383321136937,-0.150584498570661,0.702555938532475,0.0457848288980255,0.491672620998269,0.0344168420736929,-36.9562858665631,-2.34326429691282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-3.3078748467568,0.0310337172543958,-0.0970234072150017,-0.442684837797659,0.040775013204585,0.00286657732386208,1.09856070153261,-0.00128850622404861,-0.547014540235685,0.0249745989508712,0.161867822891531,0.121564717817574,0.95133720811662,-0.122499016067915,-19.9911002658989,-2.57025157047821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-1.41914419021479,0.026300765367556,-0.0121442575338719,-0.86424587744106,-0.00966526265075807,-0.00162670759166774,0.73488078849534,0.201059177832699,-0.5199686246161,0.0560358173057095,0.466659700274702,0.0273647231986057,0.215948283750606,0.0595682922903357,-194.397372642678,7.59163090209151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-2.54515583166478,0.110736200611632,0.080423871642465,-0.0128612459267994,-0.00842110294639564,-0.00247744390713321,0.358104047492758,0.213162909478385,-1.25658712167454,0.0663494096390356,-0.00987667596751152,0.0591554860296154,0.589569160177012,0.0575488129499644,-136.948005438589,3.84642638385733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-2.60592414259087,0.124108412111451,-0.0201387843757619,-0.631579140223671,-0.000659016458759432,-0.00232495033370055,1.26338403051592,0.192041208203854,0.0196230445210555,0.0266687611405665,0.817878599448634,0.00902324270508791,0.378824857716594,0.0484574725909952,-124.828866640559,3.45949934253871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-2.06904381982171,-0.109644073685849,-0.0714803335200733,0.728326853054084,-0.0427599119276874,0.00430228182465928,-0.378633389852933,-0.274080013447967,3.19178675206026,-0.0479413794848304,0.849566697402038,-0.0293076414515829,-0.139323419171687,-0.0126164933439773,-187.621994948168,2.46457428309648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-1.83424370718967,0.0389323471847552,-0.000758051118939812,-0.503807846603403,0.00578052505329296,-0.00374362646816201,-1.57691813165571,0.014587138152191,1.98447960690327,0.06721180395569,0.175075777136621,0.0581769058041871,0.191520331234002,-0.0375302419533973,-55.8893399607111,-3.71850060528456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-2.07479756526089,0.0819794561542952,-0.00374822454594334,0.380083337747108,-0.0214407015876859,0.00642899558188345,-0.921224372797298,-0.136184726413373,2.37795518847727,0.00659880760542525,-0.522984982939662,0.0788891037352794,-0.312406425132267,0.00624345569639749,-176.404159779919,-4.43469359225849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-0.69614117720946,-0.0265125298375795,-0.0191296211516289,1.03595894507184,0.012390969290526,-0.00111761803175892,-0.248589712506022,0.23813893844367,-1.76757491439977,0.0508053932488224,-1.03475882860493,0.0363648848045838,0.445276373628761,0.0992384105631716,-93.0514096288204,3.70230420210352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,-1.053051492333,-0.181542063775779,-0.0869846517279879,0.523518460466348,0.0173034264615106,-0.000575255341432317,-0.285013813097111,0.231085398479828,-2.08777281683736,0.0578826784918377,-0.6106574600432,0.0365815837217705,1.12552847002032,0.0649596297769495,-63.1623291543757,2.05222401983378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,-1.42652785040879,0.025710828112968,-0.0298530107669762,-0.567608847824602,-0.0171087911655441,0.000885717644576839,-0.387942187691713,0.220610847555215,-1.79577734668906,0.064894502964012,-1.20104053765263,0.0692811002191996,0.667952193448773,0.0899546970581174,-19.1362116053464,-0.26541382390826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,-1.47846871576511,-0.0641417113141808,-0.0241397486957713,-0.677893459078439,-0.0104352639584029,0.00208507164766547,-0.666411430569106,0.184301897424305,1.8309085467525,-0.0762785197320208,0.840472428048246,0.17290246170775,1.21929404043395,-0.109773000908174,14.1087890505883,4.66340514362424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,-1.35758136574177,0.0115939528068706,0.000939733193667636,-1.10254491310935,0.0014344023250743,0.00109500916134188,-0.438115312721082,0.157870896621757,1.01684059325869,-0.0338533369930976,1.21996919600481,0.148129897932203,0.403700541320907,-0.0802864981943695,0.692217737761951,4.66532203173654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,-2.60906148113176,0.109209625780348,0.0196168319921502,-0.548440215412807,-0.0197586430578189,0.000771231068318967,-0.553586077687241,0.179413398758014,1.23962842282318,-0.0434475023485195,1.37333293522221,0.150235415579373,0.807648033671916,-0.0806182129458868,-4.85233321134439,7.54771331185714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,2.15867953246963,0.0597299518972122,-0.059045319920286,-0.0949399310245118,-0.0270479073527898,0.00111970765574367,0.478923046630074,0.0161692285297347,4.67741815997988,-0.0707411704368252,-0.310176445769542,-0.0878124817240759,-0.147694880521819,-0.0368707063570333,82.5357212937341,6.52096589956592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
