parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,2.62652929014339,0.0247151422269456,0.940981024643223,
b1_pop,0.0070551891994923,0.00656872438948115,93.1048651388944,
h1_pop,1.388822414652e-05,2.96410644614004e-05,213.425878994238,
h2_pop,0.0696180932139074,0.0916925495990968,131.707930174651,
alpha1_pop,-31.9827381167618,10.443586158847,32.6538213229893,
alpha2_pop,21.7135222435921,9.73016947362537,44.8115665642264,
hcov1_pop,0,,,
beta_hcov1_score4C,0.489333363361616,0.150901685092995,30.8382171320452,0.00118390506913335
hcov2_pop,0,,,
beta_hcov2_score4C,-0.204229417400824,0.0495949926437346,24.283961279877,3.82267050620388e-05
omega_b0,0.0895974835409435,0.0203646154815083,22.7290038477501,
omega_b1,0.0104504963646551,0.00804979654127411,77.0278871011288,
e_a,1.01813006315884,0.0185351993595123,1.82051390389212,
