rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_h1,eta_h2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23,eta_hcov1,eta_hcov2,score4C
1,1,0.489500906835424,0.190098937393256,-1.52896642922834,-0.0452703568126342,0,0,0,0,0,0,0,0,11
2,1,1.00248796000825,0.0513878471615888,-2.01020374641244,0.131226763049716,0,0,0,0,0,0,0,0,11
3,1,0.670224993923281,0.0907398809101828,-1.36117036698664,-0.0303324524084437,0,0,0,0,0,0,0,0,11
4,1,0.0271910663025794,0.102918355199094,1.08724847141234,-0.0612353632551032,0,0,0,0,0,0,0,0,11
5,1,0.938171846330837,-0.0945155937078652,-2.92615289892182,-0.0225152174934282,0,0,0,0,0,0,0,0,11
6,1,0.788074427877637,-0.0358539192035844,0.224240790649079,-0.0363509152484904,0,0,0,0,0,0,0,0,11
7,1,-0.179594043755584,0.268501280771862,-2.10435481559265,-0.0268240418720557,0,0,0,0,0,0,0,0,11
8,1,0.938171846330837,0.0839295553563093,-2.92615289892182,-0.0225152174934282,0,0,0,0,0,0,0,0,11
9,1,0.295426423203284,0.111393593572925,0.2118423283102,-0.0363509152484904,0,0,0,0,0,0,0,0,11
10,1,-0.0987195973735098,0.167059688903972,-2.12112261958781,0.0121633082028248,0,0,0,0,0,0,0,0,11
11,1,0.642742487108606,0.147103234143039,-2.08052162282155,0.0261974204232927,0,0,0,0,0,0,0,0,11
12,1,0.976937763979651,0.0169401513540312,0.878599613546642,-0.0477654213769478,0,0,0,0,0,0,0,0,11
13,1,-0.174726206747838,0.209453238244063,-1.28642864433625,0.0772449097686573,0,0,0,0,0,0,0,0,11
14,1,0.432914100392644,0.0554012024783243,-2.10957870603304,0.0131432332899127,0,0,0,0,0,0,0,0,11
15,1,0.131081083491787,0.159622971404481,0.0269649787637849,0.117820784763144,0,0,0,0,0,0,0,0,11
16,1,1.28911656625712,-0.0426644434858974,-1.03056591981391,0.00147032196529191,0,0,0,0,0,0,0,0,11
17,1,-0.181030820318368,0.187729488062734,-0.680795391072875,0.0420510406377286,0,0,0,0,0,0,0,0,11
18,1,0.807210837162979,0.0482174681638872,1.14846203690943,-0.0852723295099813,0,0,0,0,0,0,0,0,11
19,1,1.00626086211051,-0.0505566522002861,-1.33384028561886,-0.00745142188041821,0,0,0,0,0,0,0,0,11
20,1,0.705136631202166,0.0593101946147962,-0.760162439065372,0.0397226229742097,0,0,0,0,0,0,0,0,11
21,1,0.987830813230151,0.0100861174683634,-0.948180520151326,0.0160305725829322,0,0,0,0,0,0,0,0,11
22,1,-0.0125720827780504,0.0891841113550802,-1.4217980285837,0.0312359326252394,0,0,0,0,0,0,0,0,11
23,1,0.309092417513726,0.067385226458748,-0.728247906239082,0.0400818249150695,0,0,0,0,0,0,0,0,11
24,1,0.874353935487816,0.0595856018608269,0.633136354715233,0.0764881862867556,0,0,0,0,0,0,0,0,11
25,1,0.810435861929867,0.0585838652097165,0.744720368806365,-0.0554041763772934,0,0,0,0,0,0,0,0,11
26,1,1.16812134950143,0.0848867599253352,-1.17624469800812,0.0811192588033352,0,0,0,0,0,0,0,0,11
27,1,0.950518995033369,-0.0522470341055044,0.0709726434961493,-0.0374160464922524,0,0,0,0,0,0,0,0,11
28,1,0.469839069587558,0.13624997245415,0.744720368806365,-0.0554041763772934,0,0,0,0,0,0,0,0,11
29,1,0.182549279363205,0.112230555611075,-1.79649087888397,-0.0555981365857222,0,0,0,0,0,0,0,0,11
30,1,0.74366821185862,0.149619565249442,-0.613867683402471,-0.0778795858801704,0,0,0,0,0,0,0,0,11
31,1,0.469839069587558,0.132497726484715,-0.555109719776804,-0.0554041763772934,0,0,0,0,0,0,0,0,11
32,1,0.150809062520801,0.163965320692479,-1.55320756769773,-0.055508260797835,0,0,0,0,0,0,0,0,11
33,1,0.12975594407095,0.191016534271214,-2.18396978005532,-0.0155435836468655,0,0,0,0,0,0,0,0,11
34,1,0.469839069587558,0.132497726484715,-1.95254249296537,0.0335910315174235,0,0,0,0,0,0,0,0,11
35,1,0.244400152228609,0.211314673671377,-0.522740288151661,-0.0522989888659158,0,0,0,0,0,0,0,0,11
36,1,0.335593278509418,0.0707495527867655,1.46482042901452,-0.0803974887538107,0,0,0,0,0,0,0,0,11
37,1,0.720668163183251,0.105183090501213,-2.48013894148928,0.119276877827895,0,0,0,0,0,0,0,0,11
38,1,0.918834385344001,0.0956918920703506,0.699212771832316,-0.0522989888659158,0,0,0,0,0,0,0,0,11
39,1,0.335593278509418,0.139258936570251,0.73214293296058,-0.0470431998214209,0,0,0,0,0,0,0,0,11
40,1,0.720668163183251,0.118735965456711,-0.72253340542234,-0.103558181614757,0,0,0,0,0,0,0,0,11
41,1,0.4530943096389,0.151942186880204,1.82625945950603,-0.0903807515908732,0,0,0,0,0,0,0,0,11
42,1,0.575016989747457,0.251753259560388,-0.513865683607027,-0.0418739419618663,0,0,0,0,0,0,0,0,11
43,1,0.951438355985621,0.040486913619603,-0.806184266700338,-0.0288563861034148,0,0,0,0,0,0,0,0,11
44,1,0.430708559924928,0.123646304643971,2.51378197399863,-0.0903807515908732,0,0,0,0,0,0,0,0,11
45,1,0.712607085060328,0.0684497054770142,-0.774477165294726,-0.0363035303861364,0,0,0,0,0,0,0,0,11
46,1,0.951438355985621,0.0727472847792437,-0.625035189416632,0.05543878590716,0,0,0,0,0,0,0,0,11
47,1,0.731938132085849,0.170832910327512,-0.928849869701081,-0.106549278345011,0,0,0,0,0,0,0,0,11
48,1,0.456292938599691,0.0281303787299794,-0.725837368611124,0.0413220504659148,0,0,0,0,0,0,0,0,11
49,1,0.843517280816177,0.0862766862867948,0.761071622436613,0.105200632055987,0,0,0,0,0,0,0,0,11
50,1,0.0548402987965708,0.150017624893145,-2.77190750671364,0.0366422972463664,0,0,0,0,0,0,0,0,11
51,1,0.456292938599691,-0.0789945530273021,0.85756370452912,-0.0253193555561648,0,0,0,0,0,0,0,0,11
52,1,1.68729526280198,-0.0879951217875263,-0.428992100380991,0.0768307828492899,0,0,0,0,0,0,0,0,11
53,1,0.367489728119455,0.150017624893145,-0.673541515488179,0.0045814547291468,0,0,0,0,0,0,0,0,11
54,1,-0.0629071481331827,0.0430783627926078,-1.99649831586081,0.0354160883307676,0,0,0,0,0,0,0,0,11
