rep,id,b02,b12,b03,b13,p1,g1,p2,g2,alpha12,alpha13,alpha22,alpha23
1,1,7.35027280793779,0.00283635474923614,3.45146957669314,-0.330746555511138,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,1,7.31351622737884,0.00136387469730354,2.99383459186695,-0.397440077204298,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,1,7.30548703861211,0.00191612585076524,3.426613788088,-0.0779248326109659,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,2,7.35254034372474,-0.00195816541042939,5.53541348233864,-0.0835520632141932,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,2,7.39002491118356,-0.00661438525827542,4.68748047463328,0.0428856873112941,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,2,7.32117545379104,-0.00582885516276995,5.26705434497307,-0.16200241302651,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,3,7.41881284130425,-0.00277206217109926,5.42098491069295,-0.236339117322866,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,3,7.38728562341623,0.000784499855488064,4.62281893588046,-0.189010912132373,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,3,7.39605457811203,0.00749472432624337,4.53478894726076,0.196571847272971,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,4,7.46852223970167,-0.00262612866761043,3.86624962181949,-0.368634284385726,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,4,7.4366760169139,0.00329868305579062,4.74115628430444,-0.386585577456159,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,4,7.40208514531165,0.0018208741404593,4.28317299064973,-0.380886774571703,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,5,7.413361757197,0.00231560958036029,4.8292289320708,0.078987487494554,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,5,7.45074038623916,0.00294196758247888,4.8635756789673,0.0572330921147317,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,5,7.4643315369688,-0.00263589623263788,5.53934470919603,-0.0670298082855127,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,6,7.35972854596826,-0.00227098345281823,4.53173999605576,-0.114505546190362,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,6,7.35509655772568,-0.000590216082824743,5.07426878729017,-0.1402886166966,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,6,7.36282497078665,0.000260968854923136,5.75427634627053,-0.153702140125481,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,7,7.43053062398986,0.00637300508748568,4.47664047853072,-0.0244491642572415,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,7,7.49602228887673,-3.95274830263253e-05,3.70382719369558,-0.14402148043368,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,7,7.48429215812449,0.00880605717239239,4.25103394924008,0.175123565477367,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,8,7.40841770929056,0.0157992693049289,3.5526743852572,0.0716470013628382,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,8,7.47975769397108,0.00700004379231186,4.68049291459556,-0.106335900130234,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,8,7.4577503196841,0.0104719618125036,3.62797767350025,-0.0426190339545482,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,9,7.44947199919046,0.00571444161498328,2.88196154560105,0.184240953534415,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,9,7.43966258390407,0.00724969581157197,3.85491582668597,0.0246477291443107,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,9,7.44214806784754,0.00742488030151455,3.71417657712671,0.144494376605988,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,10,7.44797752339296,0.0118610295608613,5.19751025992735,-0.213711453028574,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,10,7.48051896189875,-0.0011354103449081,4.94576136384632,-0.267792266445989,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,10,7.44206344658962,-0.0081575502726946,5.01931582100417,-0.143079490787049,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,11,7.36324846939647,0.00635904677767983,3.17571918890048,-0.205790988491424,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,11,7.34318221262097,0.00803928294183021,3.53964656095097,-0.0287678628282045,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,11,7.36082753544377,0.00188726341785567,3.47076452853108,-0.231230021280054,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,12,7.35778859773115,-0.00797187040533622,4.21497109475756,-0.356253396469808,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,12,7.39334475674729,-0.0109470129190204,4.37432347750581,-0.369075205627457,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,12,7.39323576332741,-0.0101673692068848,4.09421566400572,-0.34702852068307,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,13,7.40249350732698,0.00200131137802567,4.53938367681021,-0.0824963151367457,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,13,7.40726834446527,0.00773775075926198,4.74494467706413,-0.147000150843032,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,13,7.42661327940479,0.00453198908963486,4.89867113128669,-0.161816316766607,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,14,7.40902646061329,-0.00199857328813053,3.57885113566751,-0.207753987396095,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,14,7.39986328866535,0.000389453445167892,3.94409401318425,-0.290524748277651,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,14,7.41528428113167,-0.000821049396945407,3.5867527035932,-0.227656820525569,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,15,7.4503827228178,-0.00322216759266417,2.90288052655707,-0.132111397048396,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,15,7.44160464119638,-0.00247240792559564,3.10202011366123,-0.145399571929028,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,15,7.41490664228884,-0.00137766815817204,3.55913275078106,-0.164896329280699,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,16,7.47913155862166,0.0133107948378171,3.4481788873131,-0.313891093245251,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,16,7.47906750398182,0.000280435158223174,3.14828116606215,-0.105174999230184,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,16,7.52730723740917,0.00925230025906721,3.21228464337899,-0.298556153609101,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,17,7.43385055499925,-0.00149288890871694,3.63863026987458,-0.0604529711161624,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,17,7.42224872787521,-0.000207805818206879,4.00357846181771,-0.152074761512219,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,17,7.39873458217481,0.0031299471206443,4.02552777564648,-0.074279091945542,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,18,7.39324445965614,0.00857897026297403,5.38411728097853,-0.121602256176423,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,18,7.44527660125061,0.00516484206872187,5.29482263817395,-0.0999537024667076,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,18,7.42630666304424,0.00777358732875398,5.03890602955815,-0.102273424154132,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,19,7.41544913459207,0.00674258806870155,4.02889961808628,-0.449750488226144,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,19,7.43409565605243,0.00272278347110941,3.34882900148435,-0.162895776595355,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,19,7.43912694317174,0.000362424272250444,3.57661495216312,-0.141926333084203,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,20,7.41635128012946,0.00172396072438977,5.8805375602922,-0.0102599403312205,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,20,7.4583180101101,-0.00392658273114062,5.14399149194566,0.0445736650808589,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,20,7.47903536499778,0.000124578263057557,5.78018628747633,-0.0253212512593576,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,21,7.39699027903916,0.000781931598106842,6.08914432172942,-0.2937495013166,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,21,7.39491503731319,-0.00418238644793606,4.48529015399757,0.139410321705517,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,21,7.37783578641502,0.0047780766915297,4.90341243529054,-0.29165959496767,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,22,7.39740746352018,-0.00762961110366213,4.3278908427185,-0.0766087843574546,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
2,22,7.42550525513086,-0.00283815872829097,4.52336085795923,0.0456060854963612,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
3,22,7.41488666303125,-0.000302689762754724,4.74347539312477,-0.184684686782785,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
1,23,7.36010377436882,0.00108488646949739,3.64793117333084,-0.112834539521984,0.0794085244144103,0.11636416019864,0.736152553681274,0.10181246236096,-9.61405320695075,0.515151004742431,2.742041191461,-0.135333837355792
