rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,0.607937604661306,0.0585532656972109,0,0,0,0,0,0,11
2,1,0.531692545870756,0.0953622128813634,0,0,0,0,0,0,11
3,1,1.02537114929003,0.0475399839060571,0,0,0,0,0,0,11
4,1,0.905244738477773,0.0180684750098756,0,0,0,0,0,0,11
5,1,0.779884917887895,0.0722160966788653,0,0,0,0,0,0,11
6,1,0.420819575331355,0.071019938616576,0,0,0,0,0,0,11
7,1,-0.262269633440754,0.130959335489945,0,0,0,0,0,0,11
8,1,0.714262869859577,0.0380852279431409,0,0,0,0,0,0,11
9,1,0.00596878130774048,0.166596530657761,0,0,0,0,0,0,11
10,1,0.838424097664762,0.0337854933937455,0,0,0,0,0,0,11
1,2,-0.543132128349256,-0.226666221701258,0,0,0,0,0,0,5
2,2,-0.497654865213146,0.241929577660811,0,0,0,0,0,0,5
3,2,-0.915946005690813,0.183360467684065,0,0,0,0,0,0,5
4,2,-0.426652747510258,0.0740737478081406,0,0,0,0,0,0,5
5,2,-0.740442300330271,0.2458160101365,0,0,0,0,0,0,5
6,2,-0.362054136697626,-0.211213605945261,0,0,0,0,0,0,5
7,2,-0.766817070646615,-0.0194445449860412,0,0,0,0,0,0,5
8,2,-0.874841492849407,0.267673245645583,0,0,0,0,0,0,5
9,2,-0.650094131843688,-0.178442729613034,0,0,0,0,0,0,5
10,2,-0.704580667939027,-0.0190190057287269,0,0,0,0,0,0,5
1,3,-1.07846138867508,-0.466099577259042,0,0,0,0,0,0,6
2,3,-1.06047840353996,-0.327792901213766,0,0,0,0,0,0,6
3,3,-0.86522882854493,-0.356839889565144,0,0,0,0,0,0,6
4,3,-0.882505531266166,-0.431486342040537,0,0,0,0,0,0,6
5,3,-1.61101593676609,-0.206218438639588,0,0,0,0,0,0,6
6,3,-1.38958833363454,-0.438561037241236,0,0,0,0,0,0,6
7,3,-1.18138634723821,-0.272528851508377,0,0,0,0,0,0,6
8,3,-1.23604147758272,-0.347818684264273,0,0,0,0,0,0,6
9,3,-1.05946076843757,-0.188032177873676,0,0,0,0,0,0,6
10,3,-1.73162079229566,-0.344230926369488,0,0,0,0,0,0,6
1,4,-0.941149244958135,-0.0632530820178666,0,0,0,0,0,0,8
2,4,-1.88716001902091,0.0541925974003312,0,0,0,0,0,0,8
3,4,-0.763345754947694,-0.109728199356704,0,0,0,0,0,0,8
4,4,-1.52088500931219,-0.117374996242248,0,0,0,0,0,0,8
5,4,-1.21198033435604,-0.132062974297192,0,0,0,0,0,0,8
6,4,-1.15545813847271,-0.124892419817298,0,0,0,0,0,0,8
7,4,-2.06860981814183,-0.0100358148106425,0,0,0,0,0,0,8
8,4,-1.42189275827589,-0.13734483925436,0,0,0,0,0,0,8
9,4,-1.54950041136197,-0.0621781606721114,0,0,0,0,0,0,8
10,4,-1.26819539568241,0.0314346641443889,0,0,0,0,0,0,8
1,5,-1.17559204375067,0.170731405044825,0,0,0,0,0,0,3
2,5,-0.484846602904485,0.148615490909307,0,0,0,0,0,0,3
3,5,-0.805960986044774,0.164978737535752,0,0,0,0,0,0,3
4,5,-1.25943248453858,0.170386413032145,0,0,0,0,0,0,3
5,5,-0.128314280023683,0.124735174536429,0,0,0,0,0,0,3
6,5,-0.685801489697825,0.139625201327621,0,0,0,0,0,0,3
7,5,-0.583337304392002,0.1558179084707,0,0,0,0,0,0,3
8,5,-1.44253514495695,0.177646264555684,0,0,0,0,0,0,3
9,5,-1.31864234045583,0.188143855127912,0,0,0,0,0,0,3
10,5,-1.17164195035787,0.186504874977849,0,0,0,0,0,0,3
1,6,1.21342878209601,0.228745068360093,0,0,0,0,0,0,2
2,6,0.692042118110725,-0.0332460142038222,0,0,0,0,0,0,2
3,6,1.72619028403773,0.0170830227625729,0,0,0,0,0,0,2
4,6,0.870360578529743,-0.218490178031581,0,0,0,0,0,0,2
5,6,0.804007284401522,0.0681550907416933,0,0,0,0,0,0,2
6,6,1.49836124642318,0.138856573204977,0,0,0,0,0,0,2
7,6,1.43868198631011,-0.162500670090449,0,0,0,0,0,0,2
8,6,1.33898961946314,0.0882618248739167,0,0,0,0,0,0,2
9,6,0.713325013155952,0.0839373980207586,0,0,0,0,0,0,2
10,6,1.11206338036204,0.083009573917754,0,0,0,0,0,0,2
1,7,1.13838643125641,0.0202391703155602,0,0,0,0,0,0,12
2,7,1.16467316404405,0.043372750496411,0,0,0,0,0,0,12
3,7,1.01986050366199,-0.0302911103651399,0,0,0,0,0,0,12
4,7,0.818238255325142,0.258788040232206,0,0,0,0,0,0,12
5,7,0.899819059388473,0.117622118941269,0,0,0,0,0,0,12
6,7,0.249372162822565,0.184106751889481,0,0,0,0,0,0,12
7,7,1.02760022256425,-0.0465362013225194,0,0,0,0,0,0,12
8,7,1.32891456403702,0.140476942470118,0,0,0,0,0,0,12
9,7,0.802375098215151,0.0539021127470859,0,0,0,0,0,0,12
10,7,0.83465271362651,0.137117442342519,0,0,0,0,0,0,12
1,8,-0.349301225273956,0.115025472194874,0,0,0,0,0,0,7
2,8,0.189029931683491,0.0813953579443574,0,0,0,0,0,0,7
