rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha17,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,alpha27,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,6.00103724378849,-0.075335849166973,-0.139379890165533,4.6275952154133,7.39693978790749,0.00804010826535231,3.82861695374706,-0.00440800447129636,6.30004197231778,0.0364799492983652,6.94930983867558,0.0517333317949965,5.25692565202867,-0.125678597119201,113.993197455429,-1.35077507301347,0.0356085866789914,0.0984636866077003,0.751599550603639,0.110741692227133,0.18698017492153,-4.46468568047741,0.685015082085004,-0.298578330361057,6.26207094202017e-14,-1.16076618165774e-08,4.88547864111211e-08,-0.1102390973891,-6.01487416019361e-09,-1.49025926296344e-12,0.138389667280811,-5.91284073740379e-14,0.000124680634720321,4.83305508768773e-09,1.16423864502854,0.05659102231092,-0.0130764044671234,0.0912470951642543,-0.00214569910507301,0.00420411564842006,-0.39801846575321,0.161671814400393,1.08989474119235,-0.00208985170883774,-0.0821839573535632,0.110246456073654,0.0891065906667343,-0.0557444010187642,-228.97914382414,3.96766661595057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5.70399438843902,-0.0406774223669147,-0.0564627354694481,2.85561916332167,7.43524987433394,0.00649155552400603,3.68886420618163,0.00784791992254191,6.56332036020861,0.0458974589879971,6.56668726156184,0.0606816615967691,5.41053028310163,-0.129726960978496,175.741473437699,-4.09439854836714,0.0356085866789914,0.0984636866077003,0.751599550603639,0.110741692227133,0.18698017492153,-4.46468568047741,0.685015082085004,-0.298578330361057,6.26207094202017e-14,-1.16076618165774e-08,4.88547864111211e-08,-0.1102390973891,-6.01487416019361e-09,-1.49025926296344e-12,0.138389667280811,-5.91284073740379e-14,0.000124680634720321,4.83305508768773e-09,0.867195789679067,0.0912494491109783,0.069840750228962,-0.391501556673749,0.0361643873213735,0.00265556290707379,-0.537771213318639,0.173927738794231,1.35317312908318,0.00732765798079411,-0.464806534467307,0.119194785875427,0.24271122173969,-0.0597927648780593,-167.23086784187,1.2240431405969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5.09773192866362,-0.0580009456637942,-0.10694467572976,7.51583593044635,7.42182918034157,0.00708723151736743,3.11173531904077,0.043097606568697,6.27449807259842,0.0538549378292729,6.59296840988572,0.0534871285908692,5.15382299458418,-0.1293775398951,145.783209642297,-2.52143233481405,0.0356085866789914,0.0984636866077003,0.751599550603639,0.110741692227133,0.18698017492153,-4.46468568047741,0.685015082085004,-0.298578330361057,6.26207094202017e-14,-1.16076618165774e-08,4.88547864111211e-08,-0.1102390973891,-6.01487416019361e-09,-1.49025926296344e-12,0.138389667280811,-5.91284073740379e-14,0.000124680634720321,4.83305508768773e-09,0.260933329903666,0.0739259258140988,0.0193588099686505,0.576222005857985,0.0227436933290095,0.00325123890043518,-1.1149001004595,0.209177425440387,1.06435084147298,0.01528513682207,-0.438525386143422,0.112000252869527,-0.0139960667777617,-0.0594433437946632,-197.189131637272,2.79700935414999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6.27997902793392,0.0784831617729543,-0.0937893190356737,2.89447201468392,7.35074866576861,0.00807766653539964,2.71979569389457,-0.288388317327348,3.55526639639655,0.026129068873235,6.30671559100933,-0.0956427404071861,4.43042642234251,0.00534687690783495,365.494885122487,0.307662232531118,0.0356085866789914,0.0984636866077003,0.751599550603639,0.110741692227133,0.18698017492153,-4.46468568047741,0.685015082085004,-0.298578330361057,6.26207094202017e-14,-1.16076618165774e-08,4.88547864111211e-08,-0.1102390973891,-6.01487416019361e-09,-1.49025926296344e-12,0.138389667280811,-5.91284073740379e-14,0.000124680634720321,4.83305508768773e-09,1.44318042917397,0.210410033250847,0.0325141666627364,-0.377987530039325,-0.0483368212439546,0.00424167391846739,-1.5068397256057,-0.122308498455658,-1.65488083472888,-0.012440732133968,-0.724778205019809,-0.0371296161285282,-0.73739263901943,0.0752810730082719,22.5225438429173,5.62610392149516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,8.86768171201354,-0.143683948191239,-0.147298299056503,6.20846787018595,7.33468703757009,0.00699669485250187,2.33422393741593,-0.135443735329114,3.27582163946293,0.00994880376424256,6.02230862032978,-0.0943300814174667,4.93769989375835,-0.085798458171736,362.281644353673,-11.6137153231705,0.0356085866789914,0.0984636866077003,0.751599550603639,0.110741692227133,0.18698017492153,-4.46468568047741,0.685015082085004,-0.298578330361057,6.26207094202017e-14,-1.16076618165774e-08,4.88547864111211e-08,-0.1102390973891,-6.01487416019361e-09,-1.49025926296344e-12,0.138389667280811,-5.91284073740379e-14,0.000124680634720321,4.83305508768773e-09,4.03088311325359,-0.0117570767133457,-0.020994813358093,0.385123899644429,-0.0643984494424767,0.00316070223556963,-1.89241148208434,0.030636083542576,-1.9343255916625,-0.0286209972429604,-1.00918517569936,-0.0358169571388088,-0.230119167603593,-0.0158642620712991,19.3093030741039,-6.29527363420647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,6.87954619569151,-0.117470422818977,-0.119845706339023,2.30398415300098,7.35804950724154,0.00509412036426654,2.96384380742966,-0.173800611843613,3.76307730551013,-0.0167120755730128,6.32577903709792,-0.120645637601596,4.43354766552761,-0.0324271257452413,300.706138036546,-1.95170702260631,0.0356085866789914,0.0984636866077003,0.751599550603639,0.110741692227133,0.18698017492153,-4.46468568047741,0.685015082085004,-0.298578330361057,6.26207094202017e-14,-1.16076618165774e-08,4.88547864111211e-08,-0.1102390973891,-6.01487416019361e-09,-1.49025926296344e-12,0.138389667280811,-5.91284073740379e-14,0.000124680634720321,4.83305508768773e-09,2.04274759693156,0.0144564486589156,0.00645777935938713,-0.606150381311585,-0.0410359797710242,0.0012581277473343,-1.26279161207061,-0.00772079297192374,-1.44706992561531,-0.0552818765802158,-0.705714758931219,-0.0621325133229382,-0.734271395834329,0.0375070703551956,-42.2662032430235,3.36673466635773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3.65943092145019,-0.13802085067346,-0.141078534585046,2.62945276739362,7.32736028771563,0.00539213302951985,4.95190800571414,-0.0771348935242746,3.90533541477246,0.0487928092359495,7.37995835473239,-0.0899000323246453,5.11456759204093,-0.176186910750356,237.005169682874,-2.49780156058203,0.0356085866789914,0.0984636866077003,0.751599550603639,0.110741692227133,0.18698017492153,-4.46468568047741,0.685015082085004,-0.298578330361057,6.26207094202017e-14,-1.16076618165774e-08,4.88547864111211e-08,-0.1102390973891,-6.01487416019361e-09,-1.49025926296344e-12,0.138389667280811,-5.91284073740379e-14,0.000124680634720321,4.83305508768773e-09,-1.17736767730976,-0.00609397919556742,-0.0147750488866362,-0.47401449477874,-0.0717251992969334,0.00155614041258761,0.725272586213872,0.088944925347415,-1.30481181635297,0.0102230082287466,0.348464558703251,-0.0313869080459874,-0.0532514693210109,-0.106252714649919,-105.967171596695,2.82064012838201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,3.7274708498153,-0.111740294168607,-0.172037289105821,3.30927693281168,7.37231191231423,-0.00357330898185021,5.50198709906987,-0.332655367467263,3.70575032796374,0.0150322494452832,7.55385272718884,-0.100662823417722,4.79446622207699,-0.0433762189039582,266.700962548286,-10.2970131727144,0.0356085866789914,0.0984636866077003,0.751599550603639,0.110741692227133,0.18698017492153,-4.46468568047741,0.685015082085004,-0.298578330361057,6.26207094202017e-14,-1.16076618165774e-08,4.88547864111211e-08,-0.1102390973891,-6.01487416019361e-09,-1.49025926296344e-12,0.138389667280811,-5.91284073740379e-14,0.000124680634720321,4.83305508768773e-09,-1.10932774894465,0.0201865773092865,-0.0457338034074105,-0.244060529859967,-0.0267735746983311,-0.00740930159878245,1.2753516795696,-0.166575548595574,-1.50439690316169,-0.0235375515619198,0.522358931159694,-0.042149699139064,-0.373352839284952,0.0265579771964787,-76.2713787312831,-4.97857148375037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4.37626636155899,-0.106865676015475,-0.120557705220362,17.2646953441659,7.3512242499959,0.00917066851544525,4.68497877721878,-0.198101815158698,3.13879096631085,-0.0475119297450188,7.32205346189125,-0.001975301957638,4.60997589873868,-0.0598023622168,229.856909320744,-7.13797992428294,0.0356085866789914,0.0984636866077003,0.751599550603639,0.110741692227133,0.18698017492153,-4.46468568047741,0.685015082085004,-0.298578330361057,6.26207094202017e-14,-1.16076618165774e-08,4.88547864111211e-08,-0.1102390973891,-6.01487416019361e-09,-1.49025926296344e-12,0.138389667280811,-5.91284073740379e-14,0.000124680634720321,4.83305508768773e-09,-0.460532237200963,0.025061195462418,0.00574578047804808,1.40787343873891,-0.0478612370166633,0.005334675898513,0.458343357718512,-0.0320219962870081,-2.07135626481459,-0.0860817307522218,0.290559665862109,0.0565378223210199,-0.557843162623256,0.0101318338836369,-113.115431958826,-1.8195382353189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,2.58196327265817,0.0138114138411695,-0.236221753168746,20.7633905329599,7.38379047645155,0.00685592953418545,3.87546975219359,-0.330092024053541,7.54015067931265,0.00724778857317187,6.23599737049444,-0.154364884905899,5.55208762371931,-0.212271449621557,367.699930900862,-7.03444982479601,0.0356085866789914,0.0984636866077003,0.751599550603639,0.110741692227133,0.18698017492153,-4.46468568047741,0.685015082085004,-0.298578330361057,6.26207094202017e-14,-1.16076618165774e-08,4.88547864111211e-08,-0.1102390973891,-6.01487416019361e-09,-1.49025926296344e-12,0.138389667280811,-5.91284073740379e-14,0.000124680634720321,4.83305508768773e-09,-2.25483532610178,0.145738285319063,-0.109918267470336,1.59240111934867,-0.0152950105610161,0.0030199369172532,-0.351165667306683,-0.164012205181851,2.33000344818722,-0.0313220124340311,-0.795496425534701,-0.0958517606272412,0.384268562357367,-0.14233725352112,24.7275896212929,-1.71600813583197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
