parameter,value
b0_pop,4.83787763761578
b1_pop,-1.39112291689711
b2_pop,-0.992338010696664
a_pop,0.239559358614219
h1_pop,0.00109243374811212
h2_pop,0.107583425365065
alpha1_pop,-0.0324314751893861
alpha2_pop,6.71826094018976e-18
hcov1_pop,0
beta_hcov1_score4C,0.232497247577023
hcov2_pop,0
beta_hcov2_score4C,-0.12637475048993
omega_b0,1.97607969751721
omega_b1,0.584321476211782
omega_b2,0.34879055340611
omega_a,1.15426297893464
e_b,0.303379276701056
