rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha21,eta_alpha22,eta_alpha23
1,1,-0.621900349028707,-0.0203592394611599,-0.0458830837123077,0.748418933408915,0.0218522469425491,-0.00295366421998959,-0.427329510807175,0.286982097953535,0,0,0,0,0,0,0,0,0,0
2,1,0.906295460770672,0.0724277803923202,0.0812759967425207,0.167095482074681,-0.0262097245038664,-0.00548211115939929,-0.245122067547616,0.253080051818802,0,0,0,0,0,0,0,0,0,0
3,1,0.127795638967404,0.170591422669485,0.128957140316306,0.72615523061139,0.0522010955518741,-0.000784474571062967,-0.15921323892406,0.383536419649922,0,0,0,0,0,0,0,0,0,0
1,2,-2.94744886783051,-0.049906167111114,0.0246027766149251,0.0165254138593833,-0.00170883231567664,0.00215275078188714,0.764852968613383,0.0163258838504552,0,0,0,0,0,0,0,0,0,0
2,2,-3.92735468506322,0.0869604451700553,-0.0563317343866271,-0.887931769007817,0.0226913168262914,-0.00223969415449399,0.896362687345257,0.147611876917192,0,0,0,0,0,0,0,0,0,0
3,2,-3.10366269296325,-0.0653063670667683,0.00611990011516067,-0.597722978627995,-0.00863533978936903,-0.00495240607542191,0.401079873449694,0.119452050340163,0,0,0,0,0,0,0,0,0,0
1,3,1.34239728535579,0.0670556042772067,-0.106334773166506,-0.308818546248683,0.0232196294941094,0.00418568733142849,-1.64751310850546,-0.0352378579427797,0,0,0,0,0,0,0,0,0,0
2,3,0.424555478923326,-0.0249033055461046,-0.0192102012715637,0.0197036938470079,0.0759916656082407,0.00474414602061506,-0.922321522658377,0.0437412811094149,0,0,0,0,0,0,0,0,0,0
3,3,2.03999633713917,-0.0270448600245549,0.0855320345862888,0.197832132542987,0.0603360341637789,-0.001069630380849,-1.34072161249283,0.0503781739541219,0,0,0,0,0,0,0,0,0,0
1,4,0.0314304965121144,0.145864139456676,-0.0651291987311139,-0.175381476991106,0.0252492548318299,0.000119364126668325,0.52435943798922,0.040401085398831,0,0,0,0,0,0,0,0,0,0
2,4,-1.24109011581127,0.189810271183928,0.0993959965906314,0.496369534523201,-0.0185631952336838,0.00169216565151128,1.88784574216143,0.12396517218388,0,0,0,0,0,0,0,0,0,0
3,4,-1.4255410656836,0.0718360281209898,0.0674668024289785,-0.153518354060708,0.0533459313292255,-0.00031085086962188,0.0225468142684964,0.0613312075606366,0,0,0,0,0,0,0,0,0,0
1,5,-0.753080053446768,-0.0233882170653577,-0.0206731234146805,0.408948377559137,-0.00372818416971121,0.00545065338214089,1.14339432377324,-0.164554343256542,0,0,0,0,0,0,0,0,0,0
