b01_pop,0.018608,0.0011679,0.0019796,0.079201,-3.7694e-05,0.00019305,0.00085353,-0.00013522,0.00065345,-0.00025035,-0.0071644,-0.0015401,-0.0041549,0.014311,0.0037047
b11_pop,0.0011679,0.0013913,0.0017706,0.080747,-2.9699e-05,0.00023867,0.00082968,-0.00013674,0.00064456,-0.00023798,-0.0092295,-0.0015635,-0.003957,0.013783,0.0036075
b21_pop,0.0019796,0.0017706,0.002419,0.10848,-3.3318e-05,0.00031192,0.0011084,-0.00018444,0.00086231,-0.00032612,-0.012275,-0.0020784,-0.0053344,0.018429,0.0048512
a1_pop,0.079201,0.080747,0.10848,5.662,-0.0017754,0.014675,0.052351,-0.0086324,0.041247,-0.01535,-0.58469,-0.099122,-0.25101,0.82653,0.22875
p1_pop,-3.7694e-05,-2.9699e-05,-3.3318e-05,-0.0017754,0.00032776,-4.6558e-05,-4.4639e-05,6.852e-06,-0.000117,1.368e-05,0.00018024,3.0594e-05,8.1019e-05,-0.00029445,-7.4068e-05
g1_pop,0.00019305,0.00023867,0.00031192,0.014675,-4.6558e-05,0.00088517,0.00015056,-2.6168e-05,0.00036587,-1.4709e-05,-0.001682,-0.00027144,-0.00071141,0.0024366,0.0006497
p2_pop,0.00085353,0.00082968,0.0011084,0.052351,-4.4639e-05,0.00015056,0.0015154,-0.00022163,0.00042972,-0.00020074,-0.0059445,-0.00098624,-0.0025462,0.0089141,0.002337
g2_pop,-0.00013522,-0.00013674,-0.00018444,-0.0086324,6.852e-06,-2.6168e-05,-0.00022163,0.00010088,-7.1741e-05,3.8454e-05,0.0009872,0.00016312,0.00042164,-0.0014716,-0.00038694
alpha11_pop,0.00065345,0.00064456,0.00086231,0.041247,-0.000117,0.00036587,0.00042972,-7.1741e-05,0.00061195,-0.00013837,-0.0046504,-0.00078002,-0.00199,0.0069332,0.0018291
alpha21_pop,-0.00025035,-0.00023798,-0.00032612,-0.01535,1.368e-05,-1.4709e-05,-0.00020074,3.8454e-05,-0.00013837,0.00024179,0.0017405,0.00029057,0.00074473,-0.0026237,-0.00068554
omega_b01,-0.0071644,-0.0092295,-0.012275,-0.58469,0.00018024,-0.001682,-0.0059445,0.0009872,-0.0046504,0.0017405,0.076109,0.011047,0.028361,-0.099255,-0.026124
omega_b11,-0.0015401,-0.0015635,-0.0020784,-0.099122,3.0594e-05,-0.00027144,-0.00098624,0.00016312,-0.00078002,0.00029057,0.011047,0.0019029,0.0047489,-0.016464,-0.0043436
omega_b21,-0.0041549,-0.003957,-0.0053344,-0.25101,8.1019e-05,-0.00071141,-0.0025462,0.00042164,-0.00199,0.00074473,0.028361,0.0047489,0.012212,-0.042392,-0.011155
omega_a1,0.014311,0.013783,0.018429,0.82653,-0.00029445,0.0024366,0.0089141,-0.0014716,0.0069332,-0.0026237,-0.099255,-0.016464,-0.042392,0.16009,0.039058
b_1,0.0037047,0.0036075,0.0048512,0.22875,-7.4068e-05,0.0006497,0.002337,-0.00038694,0.0018291,-0.00068554,-0.026124,-0.0043436,-0.011155,0.039058,0.010288
