b01_pop,1,0.22953,0.29507,0.24401,-0.015263,0.047567,0.16073,-0.098694,0.19365,-0.11803,-0.19038,-0.25881,-0.27562,0.26221,0.26776
b11_pop,0.22953,1,0.96517,0.90976,-0.043978,0.21506,0.57139,-0.36499,0.69854,-0.41031,-0.8969,-0.9609,-0.95995,0.92353,0.9535
b21_pop,0.29507,0.96517,1,0.92695,-0.037419,0.21317,0.57892,-0.37336,0.70874,-0.42642,-0.90469,-0.96875,-0.98146,0.93649,0.97244
a1_pop,0.24401,0.90976,0.92695,1,-0.041214,0.20729,0.56517,-0.3612,0.70073,-0.41485,-0.89069,-0.95493,-0.95457,0.86814,0.94777
p1_pop,-0.015263,-0.043978,-0.037419,-0.041214,1,-0.086438,-0.063338,0.037682,-0.26125,0.048594,0.036088,0.038739,0.040495,-0.040649,-0.040335
g1_pop,0.047567,0.21506,0.21317,0.20729,-0.086438,1,0.12999,-0.08757,0.49711,-0.031794,-0.20492,-0.20915,-0.21637,0.20468,0.21529
p2_pop,0.16073,0.57139,0.57892,0.56517,-0.063338,0.12999,1,-0.56683,0.44623,-0.33162,-0.55352,-0.58077,-0.59186,0.5723,0.59187
g2_pop,-0.098694,-0.36499,-0.37336,-0.3612,0.037682,-0.08757,-0.56683,1,-0.28874,0.24622,0.35627,0.37229,0.37987,-0.36618,-0.37981
alpha11_pop,0.19365,0.69854,0.70874,0.70073,-0.26125,0.49711,0.44623,-0.28874,1,-0.35973,-0.68142,-0.72283,-0.72793,0.70047,0.72897
alpha21_pop,-0.11803,-0.41031,-0.42642,-0.41485,0.048594,-0.031794,-0.33162,0.24622,-0.35973,1,0.40573,0.42837,0.43339,-0.42171,-0.43465
omega_b01,-0.19038,-0.8969,-0.90469,-0.89069,0.036088,-0.20492,-0.55352,0.35627,-0.68142,0.40573,1,0.91797,0.93025,-0.89919,-0.93356
omega_b11,-0.25881,-0.9609,-0.96875,-0.95493,0.038739,-0.20915,-0.58077,0.37229,-0.72283,0.42837,0.91797,1,0.9851,-0.94327,-0.98166
omega_b21,-0.27562,-0.95995,-0.98146,-0.95457,0.040495,-0.21637,-0.59186,0.37987,-0.72793,0.43339,0.93025,0.9851,1,-0.95872,-0.99513
omega_a1,0.26221,0.92353,0.93649,0.86814,-0.040649,0.20468,0.5723,-0.36618,0.70047,-0.42171,-0.89919,-0.94327,-0.95872,1,0.9624
b_1,0.26776,0.9535,0.97244,0.94777,-0.040335,0.21529,0.59187,-0.37981,0.72897,-0.43465,-0.93356,-0.98166,-0.99513,0.9624,1
