rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,103.849847150057,0.366757593884269,0.30943228375045,-1.47377028336288,0,0,0,0,0,0,11
2,1,77.015685674674,0.0634432725728452,-0.130181763493706,1.63203760272011,0,0,0,0,0,0,11
3,1,134.429306054301,-0.0246247885224515,0.0032751506234221,-0.759495015726747,0,0,0,0,0,0,11
4,1,93.6987748690633,-0.0412081784961174,-0.205439349483863,-1.94709934395717,0,0,0,0,0,0,11
5,1,125.01198307841,-0.194346872802339,-0.17857750269009,-0.498195157937777,0,0,0,0,0,0,11
6,1,153.279351170475,-0.11372173470286,-0.0770982209124227,-3.76174693602154,0,0,0,0,0,0,11
7,1,144.469332510329,-0.23196211568567,-0.0718249100930559,-2.32929738916959,0,0,0,0,0,0,11
8,1,115.973837888434,0.0225796974966559,0.357769065556001,-2.05264272188824,0,0,0,0,0,0,11
9,1,127.925044105825,-0.157366921919904,-0.355448868246075,0.525325958157297,0,0,0,0,0,0,11
10,1,95.6480785909125,-0.32379637215205,-0.292171022773313,-1.78940966702929,0,0,0,0,0,0,11
1,2,86.4719913499014,0.274069827651556,0.129505234448684,-2.12640117603984,0,0,0,0,0,0,5
2,2,-54.2420805285044,-0.0607607469787851,-0.243287994097068,-1.85852186586983,0,0,0,0,0,0,5
3,2,-53.1081168936632,-0.320706202375158,-0.124846690010383,0.901881756424568,0,0,0,0,0,0,5
4,2,-83.3318687608337,-0.410629350735586,-0.281269760515272,0.288491629304797,0,0,0,0,0,0,5
5,2,-61.748897701336,0.120083927449402,-0.0580527491357828,-2.10073655473026,0,0,0,0,0,0,5
6,2,-4.03898731402757,0.122766568883718,0.276310812097918,-0.358458495926715,0,0,0,0,0,0,5
7,2,-57.4964628626632,-0.27643908023071,0.339954909677039,0.220898148019555,0,0,0,0,0,0,5
8,2,13.6326734467843,-0.245905183050438,0.411750230563215,0.0738736524288628,0,0,0,0,0,0,5
9,2,29.6516352498551,-0.444101068160716,-0.102145201701733,0.0865998563029788,0,0,0,0,0,0,5
10,2,-51.8894719440304,-0.0253219409331074,-0.148680033239204,-1.53695322618506,0,0,0,0,0,0,5
1,3,-43.6146073436775,0.0725512004525773,-0.718185374152065,1.22682960308262,0,0,0,0,0,0,6
2,3,-7.98198825116418,-0.074554929877329,-0.430373772596593,1.01443280795005,0,0,0,0,0,0,6
3,3,45.2162210461079,-0.0940231326402627,0.325730541815785,3.18039528657875,0,0,0,0,0,0,6
4,3,12.2606385476026,-0.0563419710791099,0.312410852471414,2.56769281780262,0,0,0,0,0,0,6
5,3,-5.53608521758571,-0.0623373821005442,-0.406182352848144,1.73356507359468,0,0,0,0,0,0,6
6,3,28.3155055948026,0.323404007294056,-0.035040345709101,-0.607899896191591,0,0,0,0,0,0,6
7,3,61.8542319281018,-0.331468749171947,-0.384804005977637,0.491563469317899,0,0,0,0,0,0,6
8,3,68.1664194763693,0.102548235357075,-0.162331898018396,0.200107623670908,0,0,0,0,0,0,6
9,3,37.6125965056598,0.241847557737711,-0.23838886332048,-0.272672559181391,0,0,0,0,0,0,6
10,3,-46.2717837625109,-0.131786118469707,0.0427118054323531,2.53569352506455,0,0,0,0,0,0,6
1,4,-100.939942596205,-0.0144512977771712,-0.112586829003151,-2.41085422477514,0,0,0,0,0,0,8
2,4,-118.858589422272,-0.0691790925656708,0.0787809587992646,-0.569205680857351,0,0,0,0,0,0,8
3,4,-68.2134962808051,-0.14200290886998,-0.422795656994597,-2.81946385767826,0,0,0,0,0,0,8
4,4,-43.3854523624986,-0.029477367776462,0.759349645528945,1.26592464175307,0,0,0,0,0,0,8
5,4,-90.5267378449851,-0.29279687037546,0.0313541967022273,-0.648780327231459,0,0,0,0,0,0,8
6,4,-52.5638378143664,-0.356145828426772,0.120959297531631,-0.0236418314899267,0,0,0,0,0,0,8
7,4,-48.5602397841662,0.19629497915647,-0.0245498698348777,-1.86601277901874,0,0,0,0,0,0,8
8,4,-95.6412399664189,-0.259904671346192,0.41638275777789,-2.36957259672321,0,0,0,0,0,0,8
9,4,-64.661212657766,-0.205042096850147,-0.29171355322445,-1.76990477657419,0,0,0,0,0,0,8
10,4,-92.2262305447547,-0.100421078013301,0.525086361399183,2.36921441985431,0,0,0,0,0,0,8
1,5,161.55636866546,0.784956335420918,0.301042095298422,-7.03661107612004,0,0,0,0,0,0,3
2,5,142.035433432055,0.760313018803973,-0.201108379241925,-6.7854494907276,0,0,0,0,0,0,3
3,5,185.279357242216,0.645139993101541,-0.31919654351478,-4.20839264824127,0,0,0,0,0,0,3
4,5,212.380524542161,0.683468013675977,-0.442088847679233,-5.25983659967005,0,0,0,0,0,0,3
5,5,181.4918371682,0.699859159808789,0.0621732940842857,-5.4640240814365,0,0,0,0,0,0,3
6,5,203.720121316606,0.703325327281036,0.172878055350476,-5.60096101286584,0,0,0,0,0,0,3
7,5,202.468228730143,0.683293931060049,-0.222241910907862,-5.18638099230486,0,0,0,0,0,0,3
8,5,198.642938347198,0.70273882506461,-0.162957416565783,-5.50201174603584,0,0,0,0,0,0,3
9,5,187.607642078769,0.809889282860922,0.0973537774378642,-7.58692476419695,0,0,0,0,0,0,3
10,5,184.280928948731,0.633045344437994,0.171739766028812,-3.99902847958083,0,0,0,0,0,0,3
1,6,12.3583854374559,-0.161169183458344,0.0632100497545777,-1.6433938293352,0,0,0,0,0,0,2
2,6,89.5531579526207,0.10458620869372,0.0309752127538748,-2.17185090727052,0,0,0,0,0,0,2
3,6,50.354550183682,-0.292281011107539,0.404728598858957,-0.568767226816369,0,0,0,0,0,0,2
4,6,-8.87971469857808,0.136814621850785,-0.172738276572039,-3.00824869014293,0,0,0,0,0,0,2
5,6,-83.7826282156611,-0.0126420799820246,0.277518987599497,-3.94430414981065,0,0,0,0,0,0,2
6,6,-1.24171769315262,-0.142235132959592,0.0469727684333019,0.810248686345685,0,0,0,0,0,0,2
7,6,-45.6992691696771,-0.239250452008959,0.510408644148347,-1.71836696654354,0,0,0,0,0,0,2
8,6,61.6592136425811,-0.245492413084227,-0.435811849616356,-0.913446602122304,0,0,0,0,0,0,2
9,6,-87.3088264010994,0.0118252768946274,0.42582631547326,-0.921729528533126,0,0,0,0,0,0,2
10,6,-6.81333565669979,0.209177274766621,-0.166591734803555,-0.719960004853301,0,0,0,0,0,0,2
1,7,0.183936278944884,-0.0371272557001319,0.237494694996118,-0.333639705586656,0,0,0,0,0,0,12
2,7,44.8641628733128,-0.284896120821155,0.0228598169816593,2.41537473389654,0,0,0,0,0,0,12
3,7,4.07175824689637,0.32125898687443,0.204161871324253,-2.90729787823491,0,0,0,0,0,0,12
4,7,-21.0973648965834,-0.328976816825109,-0.0595638964048849,1.32597542421905,0,0,0,0,0,0,12
5,7,-45.9244992290728,-0.308246662268055,-0.235093133989792,-0.387257370393,0,0,0,0,0,0,12
6,7,-75.1404755708034,-0.159339762701455,-0.237995371428241,-3.12371153417119,0,0,0,0,0,0,12
7,7,-62.3693713191587,-0.207306602505534,-0.266109860362464,1.95853250099877,0,0,0,0,0,0,12
8,7,-49.2457526073757,0.00398242492340262,0.0486398403411773,2.54962601769258,0,0,0,0,0,0,12
9,7,-37.2760602217662,0.169464510251309,0.340504825272284,0.973832026118529,0,0,0,0,0,0,12
10,7,11.4861783581659,0.0728182355043558,-0.129264563790793,-1.03015120511437,0,0,0,0,0,0,12
1,8,-48.0554249983902,0.106198227845328,-0.0645609597837936,-3.72223829051162,0,0,0,0,0,0,7
2,8,-38.8681782122493,-0.497659355637992,0.655996952170117,-0.8061000869211,0,0,0,0,0,0,7
3,8,-29.1696451436601,0.372839397184983,-0.171558549270254,-2.0408178555881,0,0,0,0,0,0,7
4,8,-63.8019976547734,-0.0454902182871224,-0.14436668206174,-0.771906837916317,0,0,0,0,0,0,7
5,8,-9.00636147920687,-0.371099173776278,0.0687605180324325,3.32150964362671,0,0,0,0,0,0,7
6,8,5.28182811687401,-0.0918402389169215,-0.17759721135373,-2.09535525243795,0,0,0,0,0,0,7
7,8,-51.491128091519,-0.114275432095796,-0.134984356908546,-2.02786895988049,0,0,0,0,0,0,7
8,8,-111.151594586964,0.0329861010496567,-0.187891479853148,1.98655831672108,0,0,0,0,0,0,7
9,8,-48.1776816092951,-0.119253321547933,-0.281092600706268,-0.180402168242015,0,0,0,0,0,0,7
10,8,-37.3867479700097,-0.412526269103279,0.233257292875774,-1.94033341040164,0,0,0,0,0,0,7
1,9,18.6043130678472,-0.373928888466705,0.105806747157865,-0.464348837330899,0,0,0,0,0,0,6
2,9,28.0788470993154,0.482887311475971,-0.24947510971341,-1.11639086565805,0,0,0,0,0,0,6
3,9,-31.0435042038111,-0.07985167011876,-0.30589385690512,-0.974822462591122,0,0,0,0,0,0,6
4,9,6.38125515197129,0.048906808325246,0.0650316426434775,2.47785249514341,0,0,0,0,0,0,6
5,9,17.9534841895526,0.0660854700413651,0.00264389557277778,-0.436501574762605,0,0,0,0,0,0,6
6,9,85.8700805480664,-0.370837964516263,-0.216923490937947,0.625276528081987,0,0,0,0,0,0,6
7,9,67.6167861087624,0.215596643195342,0.221909946082949,-1.39670268117115,0,0,0,0,0,0,6
8,9,58.5152261212076,0.0361154920960062,0.136910292931886,-2.34045464923821,0,0,0,0,0,0,6
9,9,66.2740112613683,-0.0641626203219929,-0.154455827304987,-1.93659663855402,0,0,0,0,0,0,6
10,9,28.2177950092432,-0.325405097613207,0.320772183287299,-1.6263511241924,0,0,0,0,0,0,6
1,10,67.4101597509673,-0.311802175830265,0.158578782767212,0.972468266890478,0,0,0,0,0,0,5
2,10,76.1396893906089,-0.155237152521455,-0.13625245189563,0.601034424283373,0,0,0,0,0,0,5
3,10,35.1863111553346,-0.487684575743911,0.00415867191964658,1.04877665487777,0,0,0,0,0,0,5
4,10,54.2353882935586,-0.0267524166448866,0.0538104936058798,0.528433030990521,0,0,0,0,0,0,5
5,10,-48.5279551042165,0.221443353090234,0.390726940275041,1.98925274614462,0,0,0,0,0,0,5
6,10,47.4512594418508,0.137543879508851,-0.140272341732025,0.0421534141201874,0,0,0,0,0,0,5
7,10,102.023113742008,-0.122825338667768,0.313149693367673,2.07426220771275,0,0,0,0,0,0,5
8,10,26.0020873078193,-0.380172390916738,-0.549448614219696,2.52741955755455,0,0,0,0,0,0,5
9,10,28.5025185722952,0.0716529236591367,-0.260210596517375,-1.81211126522417,0,0,0,0,0,0,5
10,10,-15.5660116465082,-0.00564213460244067,0.30429613701074,3.58714909947121,0,0,0,0,0,0,5
1,11,-0.184924129635363,0.217444166590087,0.336091436775567,3.5536323207343,0,0,0,0,0,0,8
2,11,26.8946711579241,0.240848870446391,0.258374927323727,3.10141099007592,0,0,0,0,0,0,8
3,11,-49.0515428006908,0.232588451920724,0.0752165962208727,3.27967498144296,0,0,0,0,0,0,8
4,11,-34.5012705726367,0.204108820008812,0.480108509565288,4.02043146630057,0,0,0,0,0,0,8
5,11,-5.71439344600532,0.176357017569393,0.452034566455741,4.25027408522947,0,0,0,0,0,0,8
6,11,-15.0767392861037,0.23645449502648,0.258804333952469,3.28744758545778,0,0,0,0,0,0,8
7,11,11.841299455298,0.235299555442988,0.370656843446043,3.4224776194442,0,0,0,0,0,0,8
8,11,57.5462713268923,0.195461104906963,0.394452958762522,3.65569857494826,0,0,0,0,0,0,8
9,11,12.8843251400698,0.236371164245148,0.136429276728671,3.1445080733922,0,0,0,0,0,0,8
10,11,-49.0931784602101,0.242654459088203,0.197931860738379,3.2880954714705,0,0,0,0,0,0,8
1,12,-7.0975115764212,0.0941652976931752,0.460177591900211,2.05413731295394,0,0,0,0,0,0,4
2,12,-93.546888269506,0.255386689438268,0.0129367518778897,1.07598172516444,0,0,0,0,0,0,4
3,12,-16.969178789321,0.285006354886792,0.116779767062026,-3.0330370280338,0,0,0,0,0,0,4
4,12,-29.7316848701798,-0.41582192614986,0.193370708266755,-3.93650793555853,0,0,0,0,0,0,4
5,12,0.680548936333196,-0.456244431119101,0.231205353652594,1.92238960266269,0,0,0,0,0,0,4
6,12,-24.7943063227216,0.0380314119761058,0.281927574777711,-1.43456509360039,0,0,0,0,0,0,4
7,12,-53.3058278890614,-0.0893404778693354,-0.410085737525969,-0.823596593511692,0,0,0,0,0,0,4
8,12,-37.4006215420366,0.0681664988117895,0.337252253223038,1.88948089462445,0,0,0,0,0,0,4
9,12,-47.1814145489039,0.0121510334382611,-0.192625714374391,-0.565441508334542,0,0,0,0,0,0,4
10,12,-33.6974418885089,-0.264579765073137,-0.124896290229675,-2.38743064648237,0,0,0,0,0,0,4
