rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha26,eta_alpha27
1,1,0.490221174649806,0.0798252431756926,-0.0392866086557477,0.532228927561896,0.0268704006811289,0.0113571602986399,-0.621863590891715,-0.0741334550900737,1.53766877869295,0.0154838085413577,1.89472725451643,0.0383171260149134,0.534964531841695,-0.855505351135349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1.5576296762849,0.0523128201716496,0.10863814130118,-0.189648439221505,0.00837692181988814,0.0013450327783237,-0.619919718735375,-0.0711491886904675,1.90089221056481,0.118667620678046,1.06144745584964,0.0488018283489628,13.9097324939489,-8.17850884021937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.237706992923033,0.0648525077010423,0.0958222030409657,-0.496524384294525,-0.0188109754595187,-0.000477616030540168,-0.875009883425297,-0.158497991912805,1.39837592706398,0.0396677736569603,1.40936713520196,-0.0380393887919432,67.0329687813872,1.45824231233847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-2.08452058137126,-0.0200059105701421,-0.00122598355285611,-0.758062739122301,0.0203692042951094,0.00413239979404129,1.20532726612797,0.136857867496505,-0.0633163450157044,0.0827761826441374,-0.0904077290488701,0.119087459739026,66.9886307310457,-4.88977256821592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-1.94893971463731,-0.0251612880590659,-0.0953576366264043,-1.16123158875084,0.00322606570549944,0.00467389147074002,1.30317509223993,0.140779965396325,-0.536235689027327,0.119441547163581,0.0862290101994967,0.0779419755242381,96.6954690025691,-5.8527187528413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-2.58228889701172,0.0770780905960742,-0.00700189758802711,-0.789287447532347,0.0446912609048269,0.00422979309723361,0.774960876010209,0.149681449428814,-0.650729900456623,0.117201157149228,0.328810886489254,0.0782735988302107,103.225531854384,-6.03732495767577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-1.32345756767551,-0.0231679621461735,-0.0602257431377325,-1.1760986589855,0.00359212477510074,0.00555132239214841,-0.762893845589521,-0.0562842714703144,-1.8342369809901,-0.0265238147686816,-0.615934881476806,-0.142838135977259,76.4064039041719,5.45085821232539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-1.45837084115687,-0.139173152108938,-0.012225241099232,-0.187106004869064,0.0149142177914863,0.00382354134834306,-0.484826838404016,-0.0226830354081901,-1.26131527104155,-0.00878778209614361,0.680361272931352,-0.00437564910279417,125.435848902035,-7.19581894679934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-1.73062186844333,-0.0128658924431125,-0.00122199024063172,-0.150244670847908,-0.0188530022443807,0.00665094321885009,-0.554294143244871,0.131743965640167,-0.377185936028241,-0.0169494419999028,-0.280535864680474,0.014606233757136,96.5692928289455,2.13546452514493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-2.56749211051672,-0.16160643372402,-0.0774048939035579,-0.948154748410601,-0.00445470085180943,0.00851814521963224,-0.207729769642556,0.0521058860054829,-1.77577039513421,0.154784107992498,1.10774295429074,0.136778025776275,-163.634811497538,-5.7159059942744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
