id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b04_SAEM,b14_SAEM,b05_SAEM,b15_SAEM,b06_SAEM,b16_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha14_SAEM,alpha15_SAEM,alpha16_SAEM,alpha17_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha24_SAEM,alpha25_SAEM,alpha26_SAEM,alpha27_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,b03_mean,b13_mean,b04_mean,b14_mean,b05_mean,b15_mean,b06_mean,b16_mean,b07_mean,b17_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha13_mean,alpha14_mean,alpha15_mean,alpha16_mean,alpha17_mean,alpha21_mean,alpha22_mean,alpha23_mean,alpha24_mean,alpha25_mean,alpha26_mean,alpha27_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,b03_mode,b13_mode,b04_mode,b14_mode,b05_mode,b15_mode,b06_mode,b16_mode,b07_mode,b17_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha13_mode,alpha14_mode,alpha15_mode,alpha16_mode,alpha17_mode,alpha21_mode,alpha22_mode,alpha23_mode,alpha24_mode,alpha25_mode,alpha26_mode,alpha27_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,b03_sd,b13_sd,b04_sd,b14_sd,b05_sd,b15_sd,b06_sd,b16_sd,b07_sd,b17_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha13_sd,alpha14_sd,alpha15_sd,alpha16_sd,alpha17_sd,alpha21_sd,alpha22_sd,alpha23_sd,alpha24_sd,alpha25_sd,alpha26_sd,alpha27_sd
60,4.27893,-0.110978,-0.173945,4.43832,7.4133,0.00374999,3.88835,-0.149596,4.47649,0.0327731,7.25465,-0.068971,5.04548,-0.0958714,390.832,-2.18052,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,4.05681,-0.103075,-0.176703,5.64027,7.41218,0.00428135,3.84993,-0.148947,4.53243,0.0108346,7.23582,-0.068543,5.05031,-0.0989892,392.953,-2.22528,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,3.2322,-0.0628779,-0.16497,5.57134,7.41244,0.00376673,3.8755,-0.149413,4.51812,0.0260801,7.21807,-0.074776,4.97132,-0.0962408,380.892,-2.25329,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.93314,0.0832627,0.0734658,6.40456,0.0219015,0.00392275,0.434037,0.0888637,0.4338,0.0804003,0.361004,0.0865514,0.349515,0.0769194,48.5897,4.78726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,7.24124,-0.0755319,-0.201526,8.32303,7.38496,0.00285609,3.48768,-0.0845852,6.23943,-0.0166962,6.08673,-0.0196145,6.0072,-0.180888,311.978,-4.14773,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,7.41315,-0.085657,-0.209131,7.49544,7.38938,0.00205834,3.52636,-0.0893665,6.39182,-0.0323961,6.10164,-0.0205785,6.04194,-0.184611,309.455,-3.98379,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,6.28858,-0.0752519,-0.199445,10.3883,7.3849,0.00279583,3.52216,-0.0891455,6.27717,-0.0198864,6.05042,-0.021077,6.01667,-0.187577,299.27,-3.86695,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.16735,0.0659477,0.0591581,5.48567,0.0185813,0.002505,0.395403,0.0451831,0.401207,0.0563518,0.27086,0.0379501,0.28423,0.0352379,39.4562,3.99448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3.56211,-0.129293,-0.154312,6.74746,7.40873,0.00324917,4.04143,-0.15094,4.27787,0.019301,6.61399,-0.0397338,5.40604,-0.0990723,340.915,-4.38911,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,3.59594,-0.126693,-0.162009,6.26467,7.40935,0.00322471,4.00479,-0.167285,4.24586,0.0102753,6.57943,-0.0567574,5.43212,-0.0837772,340.021,-4.14785,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,2.88615,-0.125134,-0.15629,3.78537,7.40929,0.00307239,4.01748,-0.148005,4.25847,0.0182835,6.53177,-0.0414047,5.35145,-0.0829163,311.655,-4.04399,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.16578,0.100047,0.0828881,9.03008,0.0328275,0.00578698,0.558033,0.140105,0.601487,0.0901036,0.463722,0.099626,0.421457,0.0955373,63.7521,5.36957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2.94257,-0.179575,0.00308714,35.0008,7.42261,0.00679284,4.47805,-0.186887,4.72755,-0.0171923,7.30668,-0.0762588,5.17389,-0.0487075,224.442,-5.38888,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,2.80216,-0.181511,0.0121427,29.5967,7.4282,0.00566422,4.52783,-0.197559,4.75267,-0.0301758,7.25822,-0.0638818,5.15371,-0.0516723,221.753,-4.35238,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,2.43234,-0.145255,-0.000259734,30.7826,7.42513,0.00672351,4.44038,-0.178085,4.73534,-0.0301754,7.28873,-0.0802403,5.1072,-0.0462651,210.598,-4.77187,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.887415,0.076473,0.0462167,14.3454,0.0202431,0.00392275,0.37337,0.0897177,0.448481,0.0762055,0.314009,0.0803238,0.337809,0.0688458,29.9141,4.22014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4.18282,-0.139651,-0.16575,4.07995,7.40418,0.00872271,4.90795,-0.199272,0.994372,0.143672,7.50519,-0.0526663,5.4437,-0.139724,280.574,-13.9483,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,4.21716,-0.123943,-0.147778,3.5671,7.40377,0.00890716,4.9367,-0.202612,0.785779,0.165901,7.43596,-0.0519888,5.43146,-0.140643,285.414,-14.256,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,3.70153,-0.10986,-0.158147,3.94066,7.40107,0.00902474,4.95519,-0.204578,0.958078,0.147934,7.44669,-0.0531652,5.41543,-0.141868,277.463,-14.3683,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.989465,0.0767783,0.0713792,3.01184,0.0167287,0.00188195,0.385411,0.0391951,0.478122,0.0509104,0.294399,0.0299871,0.307612,0.0300088,24.7693,2.11269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2.65533,-0.148846,-0.144572,4.88893,7.43689,0.00396477,6.04484,-0.155365,5.82052,0.013219,6.25789,-0.0423486,4.70373,-0.0874891,218.181,-4.13275,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,2.6755,-0.151027,-0.139957,4.73372,7.43598,0.00385187,6.05814,-0.119627,5.7654,0.0189235,6.22555,-0.0376008,4.67891,-0.0746928,222.625,-4.12995,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,2.27203,-0.155787,-0.135213,4.20475,7.43591,0.00371403,6.01633,-0.128332,5.75736,0.0195743,6.13642,-0.040887,4.61618,-0.0829694,181.392,-4.0368,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.754489,0.080469,0.0735076,5.53784,0.026872,0.00601284,0.382147,0.147745,0.594473,0.0966467,0.508533,0.10598,0.407769,0.0875617,68.293,5.0681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5.39903,-0.135139,-0.15201,6.99458,7.45834,0.00309745,3.74416,-0.157812,3.2029,0.0171354,7.40432,-0.0318596,6.11323,-0.0730391,378.535,-4.44527,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,5.41328,-0.146443,-0.148247,8.34883,7.45702,0.00379527,3.75103,-0.142485,3.16146,0.0137299,7.38124,-0.0482044,6.08755,-0.0818972,375.995,-4.03079,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,5.00109,-0.125876,-0.155659,3.77919,7.45882,0.00308429,3.72576,-0.148593,3.21719,0.0170511,7.32416,-0.041035,6.04932,-0.0829734,358.52,-4.04352,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.07613,0.0933878,0.081202,16.1235,0.0287572,0.00545289,0.593714,0.162002,0.608563,0.0836771,0.46868,0.105873,0.416899,0.0877102,61.4386,4.91901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,4.38129,-0.111174,-0.173481,2.70505,7.3906,-0.00102645,5.35426,-0.0023711,3.10415,-0.0369803,6.25719,-0.0759805,4.84202,-0.135825,368.364,-1.9448,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,4.51196,-0.122726,-0.163488,2.76399,7.38761,-0.000870068,5.33526,-0.000614586,3.07508,-0.0360569,6.36305,-0.0819265,4.78328,-0.133307,371.669,-2.15704,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,4.50604,-0.115494,-0.147539,3.72542,7.38773,-0.000876318,5.32669,-0.000678364,3.16855,-0.0402869,6.35702,-0.0824142,4.78403,-0.133833,361.135,-2.0575,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.552774,0.085753,0.0725025,2.88606,0.0205049,0.00132775,0.335702,0.0202411,0.357635,0.02055,0.268969,0.0141308,0.132802,0.00500117,38.9128,1.98353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2.85058,-0.164844,-0.127774,4.1618,7.47381,0.00542061,4.3833,-0.00903397,6.52656,0.03297,7.69714,0.0490795,4.63742,0.131093,279.027,-9.56843,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,2.94332,-0.155387,-0.0930764,5.78845,7.47305,0.0054048,4.41148,-0.0116688,6.39773,0.041176,7.59668,0.0581151,4.8153,0.118133,277.642,-9.43999,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,3.08522,-0.124436,-0.0761627,5.60692,7.47372,0.00539566,4.43157,-0.0121863,6.48024,0.0366492,7.6686,0.0498449,4.71342,0.122178,278.988,-9.65824,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.430591,0.0698402,0.0593552,7.62467,0.0209702,0.00139058,0.283493,0.0203036,0.436243,0.0260291,0.319896,0.0218244,0.34669,0.02514,10.4777,0.479646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,6.26073,-0.108236,-0.155806,4.83911,7.37974,0.00180735,3.69526,-0.156141,5.26263,0.0318566,6.65595,-0.127237,5.29367,-0.0805608,-20.6482,-9.24965,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,6.24514,-0.123719,-0.159984,4.16289,7.38158,0.00110571,3.66728,-0.123072,5.26464,0.0353624,6.62152,-0.126432,5.36042,-0.0869501,-19.037,-9.76098,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,5.90906,-0.116043,-0.162858,4.00573,7.38197,0.00143135,3.69236,-0.139921,5.25852,0.0392998,6.60467,-0.11763,5.2331,-0.0833339,-16.2774,-9.40497,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.947935,0.0926659,0.0703149,4.38516,0.0239453,0.00527729,0.439489,0.151204,0.455283,0.0888077,0.352777,0.0934223,0.392364,0.0848395,5.12697,2.88603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,5.70347,-0.165905,-0.170022,4.2274,7.4589,-9.63971e-05,5.29694,0.00518785,3.14825,-0.0271386,6.28455,-0.0382464,5.68699,-0.0711732,437.435,-2.36801,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,5.68038,-0.152871,-0.167647,4.13468,7.45606,4.6249e-05,5.40786,-0.00114729,3.07265,-0.0222086,6.32009,-0.0381814,5.69457,-0.0700083,435.483,-2.25122,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,5.55187,-0.135599,-0.151067,3.87575,7.45634,3.09467e-05,5.39168,-0.000459655,3.11598,-0.0243623,6.31852,-0.0404183,5.67975,-0.0718164,422.284,-2.06353,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.643961,0.0650156,0.0716469,6.50597,0.0150913,0.000823253,0.25439,0.0148747,0.426881,0.0233392,0.257276,0.0132481,0.303754,0.0180015,46.0285,2.62445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,5.57309,-0.115143,-0.167351,4.8984,7.43463,0.00305442,4.31021,-0.175833,9.89551,0.0132138,7.24468,-0.0403905,5.54495,-0.0904969,386.037,-4.49231,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,5.41118,-0.112867,-0.178286,5.66147,7.43308,0.00331244,4.34159,-0.190182,9.83982,0.00601923,7.28083,-0.0386344,5.56382,-0.0910495,390.201,-3.98675,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,5.17915,-0.101345,-0.169803,4.50719,7.43435,0.00346755,4.3056,-0.179177,9.87541,0.0175824,7.22205,-0.0411453,5.46247,-0.0830517,370.383,-4.04514,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.993237,0.0906921,0.0737077,6.3528,0.028383,0.00590826,0.459948,0.142683,0.611902,0.0886374,0.445274,0.104398,0.41534,0.0970916,66.0188,5.02836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1.92298,-0.126263,-0.162047,6.03879,7.3798,0.00335898,4.82004,-0.149846,2.65226,0.0262436,7.64544,-0.0394637,5.39236,-0.082457,459.637,-3.53215,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,1.85156,-0.134246,-0.155264,6.73579,7.38354,0.00343072,4.8706,-0.157276,2.70199,0.016984,7.64144,-0.058096,5.38414,-0.0923689,451.995,-3.67647,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.25498,-0.124556,-0.157124,3.80461,7.3794,0.00314715,4.91336,-0.148228,2.67647,0.0184027,7.59769,-0.0418823,5.31424,-0.0833447,439.586,-4.07557,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.85049,0.0903923,0.0841889,8.34425,0.0291941,0.00589069,0.529167,0.153378,0.648426,0.0935262,0.444551,0.107939,0.439725,0.0827821,57.3965,4.67423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,5.97426,-0.11878,-0.183264,4.49752,7.38413,0.00985774,4.79859,-0.0337562,5.89768,0.0343459,8.14725,0.00806339,5.64503,-0.143156,225.235,-0.992576,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,6.34773,-0.146729,-0.167121,4.96292,7.38367,0.0101106,4.77931,-0.0290423,5.96973,0.0241114,8.17548,0.000810755,5.81117,-0.161891,233.368,-1.91622,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,5.69351,-0.098336,-0.166571,4.47835,7.38368,0.0099359,4.78139,-0.030643,5.93341,0.0274886,8.13768,0.00082425,5.68558,-0.153498,217.942,-1.22563,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.805183,0.0732816,0.0716615,5.5305,0.0235101,0.00304677,0.423931,0.0500998,0.378277,0.0478067,0.400432,0.0503773,0.322335,0.0418762,35.3064,3.56133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1.0176,-0.133967,-0.1532,5.78002,7.39931,0.00304992,4.17393,-0.130446,7.46516,0.0112072,7.28176,-0.0377274,5.85912,-0.078382,262.759,-4.40598,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,1.31537,-0.127939,-0.168341,6.92868,7.40286,0.00302203,4.1407,-0.163273,7.50139,0.0081363,7.30526,-0.0545296,5.83229,-0.0765786,263.145,-3.96278,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.540765,-0.123277,-0.157073,3.81472,7.40075,0.0030225,4.1612,-0.14554,7.53169,0.0160393,7.20522,-0.0406978,5.80664,-0.0831424,229.92,-4.04009,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.40307,0.0955654,0.0857746,8.19692,0.0296449,0.00576148,0.52227,0.164867,0.626013,0.0905962,0.463004,0.0896782,0.439191,0.0840876,66.2505,4.69214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4.38145,-0.12225,-0.207891,7.99003,7.46262,-0.000836328,4.53336,-0.0966196,7.01531,-0.0466381,6.28044,0.0403438,3.67841,-0.148665,411.599,-6.24862,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,4.68238,-0.109723,-0.197264,4.20226,7.45793,-0.000606142,4.39558,-0.0871468,7.13563,-0.0562858,6.32458,0.0371546,3.7041,-0.149737,413.799,-6.58918,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,3.90211,-0.102563,-0.203625,7.96858,7.46073,-0.00069575,4.58175,-0.0994213,7.11059,-0.0531026,6.28278,0.039459,3.72939,-0.150802,407.288,-6.45204,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.665866,0.0604392,0.0833301,4.75189,0.0139138,0.000794158,0.304642,0.01679,0.391841,0.0229842,0.215745,0.0104103,0.138813,0.00592155,27.3083,1.21483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3.89303,-0.0699057,-0.166996,4.56831,7.37828,0.00855001,4.40087,-0.165675,5.43667,-0.0293024,6.50001,-0.154871,6.12377,-0.0367972,464.992,-1.95815,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,3.24783,-0.0396807,-0.169574,4.9585,7.37882,0.00845375,4.33625,-0.163539,5.38066,-0.0226044,6.44659,-0.150338,6.0953,-0.0295979,472.533,-3.17074,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,2.60477,-0.0226508,-0.144882,5.1898,7.37857,0.00846396,4.43502,-0.17245,5.41608,-0.0285615,6.45137,-0.153423,6.08677,-0.0381431,458.35,-2.7189,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.9127,0.0550333,0.0660259,2.87064,0.0221913,0.0029188,0.375002,0.0452683,0.395797,0.0522353,0.346168,0.0413322,0.362984,0.0512689,46.0883,4.12877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
