id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b04_SAEM,b14_SAEM,b05_SAEM,b15_SAEM,b06_SAEM,b16_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha14_SAEM,alpha15_SAEM,alpha16_SAEM,alpha17_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha24_SAEM,alpha25_SAEM,alpha26_SAEM,alpha27_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,b03_mean,b13_mean,b04_mean,b14_mean,b05_mean,b15_mean,b06_mean,b16_mean,b07_mean,b17_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha13_mean,alpha14_mean,alpha15_mean,alpha16_mean,alpha17_mean,alpha21_mean,alpha22_mean,alpha23_mean,alpha24_mean,alpha25_mean,alpha26_mean,alpha27_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,b03_mode,b13_mode,b04_mode,b14_mode,b05_mode,b15_mode,b06_mode,b16_mode,b07_mode,b17_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha13_mode,alpha14_mode,alpha15_mode,alpha16_mode,alpha17_mode,alpha21_mode,alpha22_mode,alpha23_mode,alpha24_mode,alpha25_mode,alpha26_mode,alpha27_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,b03_sd,b13_sd,b04_sd,b14_sd,b05_sd,b15_sd,b06_sd,b16_sd,b07_sd,b17_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha13_sd,alpha14_sd,alpha15_sd,alpha16_sd,alpha17_sd,alpha21_sd,alpha22_sd,alpha23_sd,alpha24_sd,alpha25_sd,alpha26_sd,alpha27_sd
128,6.54515,-0.14653,-0.162013,7.54653,7.39259,0.00327985,3.13134,-0.159519,6.40154,0.01408,5.80039,-0.0332869,4.82526,-0.0820627,293.683,-4.59343,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,6.51431,-0.136437,-0.148912,7.84541,7.39337,0.00358757,3.15777,-0.159061,6.39064,0.021785,5.76188,-0.0316006,4.83865,-0.0801146,302.143,-3.26851,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,6.27251,-0.125205,-0.15588,3.77824,7.39288,0.00307905,3.18292,-0.148478,6.40689,0.0164656,5.70183,-0.0403484,4.73525,-0.0824013,263.344,-4.02808,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.09699,0.098013,0.0762954,11.9222,0.0321055,0.00577281,0.53932,0.153608,0.636414,0.0924036,0.449414,0.0947733,0.441522,0.0899655,67.8626,4.92084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,5.43751,-0.104151,-0.176111,6.47955,7.3262,0.00311733,2.74798,-0.145046,4.13249,0.0182115,5.90392,-0.0341477,4.84977,-0.0945558,125.858,-3.78758,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,5.33315,-0.0928566,-0.171104,5.74167,7.33039,0.00346287,2.7076,-0.139272,4.08419,0.0196351,5.88236,-0.029339,4.83402,-0.0838168,123.702,-4.37615,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,4.80094,-0.0803802,-0.180778,6.1587,7.3279,0.00280176,2.73299,-0.146994,4.16059,0.0196134,5.83058,-0.0421721,4.78852,-0.0831393,87.2933,-4.05831,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.06495,0.073181,0.080978,5.24888,0.0263762,0.00543488,0.495233,0.12863,0.615864,0.0922324,0.456102,0.102411,0.370128,0.090743,64.6054,5.09235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,3.84287,0.0274231,-0.190932,5.93005,7.35717,0.00011991,3.14342,-0.139541,7.99193,-0.0413281,8.8482,-0.0641227,7.25905,-0.327354,393.25,2.08675,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,3.58753,0.025164,-0.180523,6.01174,7.35181,0.000577073,3.07947,-0.132149,8.15813,-0.0513274,8.7431,-0.0592636,7.29826,-0.329367,389.38,2.33792,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,2.50058,0.0104246,-0.162274,8.78027,7.34955,0.0006603,3.14636,-0.138861,8.03549,-0.0449044,8.74463,-0.0595285,6.9858,-0.315139,383.52,2.04136,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.02579,0.0110311,0.0581623,1.28481,0.0187372,0.00104304,0.26785,0.0143596,0.396325,0.0246305,0.290045,0.0158533,0.24388,0.0114155,53.1671,3.13825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2.57493,-0.166657,-0.0758821,5.44335,7.46056,-0.0113428,2.60374,-0.115808,4.49259,-0.162561,6.3113,-0.0408379,4.66938,-0.079863,273.84,-13.205,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,2.36477,-0.176048,-0.0866307,5.05157,7.46295,-0.0115559,2.669,-0.12295,4.59326,-0.183193,6.4584,-0.0607504,4.76129,-0.093704,268.662,-12.3941,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,2.65094,-0.137164,-0.07213,6.57864,7.4609,-0.0113188,2.67327,-0.122193,4.60319,-0.17984,6.35423,-0.0521304,4.67834,-0.0866656,267.738,-13.817,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.496167,0.0601604,0.0538868,4.94408,0.0208841,0.00260926,0.375492,0.0568283,0.408547,0.0454164,0.3026,0.0380213,0.329586,0.0408136,26.4445,3.6958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2.93725,-0.109754,-0.175328,9.96072,7.34153,0.00373966,5.14732,-0.0709377,1.2352,0.0263524,6.44805,-0.0391127,4.86278,-0.0905006,282.932,-3.7566,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,2.78241,-0.105534,-0.172019,9.75856,7.3451,0.00374612,5.12404,-0.0924809,1.18848,0.00726759,6.48075,-0.0476461,4.86924,-0.0751992,284.495,-4.57317,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.62274,-0.1102,-0.162967,4.08423,7.34277,0.00300072,5.13824,-0.0795094,1.16552,0.014676,6.38459,-0.040112,4.76499,-0.0830881,256.435,-4.05841,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.50113,0.104171,0.0729436,18.1576,0.031522,0.00551999,0.541795,0.130518,0.616006,0.0930865,0.494408,0.100304,0.429201,0.0925954,68.3549,4.78032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,7.01948,-0.0455359,-0.198309,19.9197,7.37676,0.00122566,4.03052,-0.0116565,5.02936,0.0302845,6.54178,0.021271,4.48486,0.00838097,188.982,0.462966,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,6.1565,-0.0408971,-0.200461,17.4949,7.38299,0.00089039,4.07966,-0.0177175,5.07604,0.0271052,6.60508,0.0193812,4.41019,0.0132512,184.895,0.445151,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,5.69603,-0.0363755,-0.194376,16.5631,7.37824,0.00110986,4.02252,-0.0113375,5.09096,0.0280011,6.52609,0.021266,4.44288,0.00871084,183.789,0.370942,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.1655,0.0130187,0.0465039,3.9105,0.0173151,0.00101061,0.269307,0.0174913,0.380715,0.0219304,0.255781,0.0115907,0.21736,0.0127385,15.9629,0.978686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,5.20523,-0.0654848,-0.173044,7.96513,7.43316,0.00213492,4.91384,-0.0876787,5.81869,0.00727863,8.41487,-0.0365201,5.17428,-0.0806651,446.567,-4.53308,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,5.26509,-0.0774662,-0.17872,8.38279,7.42953,0.00227333,4.90843,-0.0796257,5.82803,0.00960524,8.33542,-0.0217486,5.12527,-0.0798144,451.395,-3.90532,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,4.64066,-0.0635486,-0.178609,6.98566,7.43005,0.00216388,4.88267,-0.0771844,5.81742,0.00913319,8.36015,-0.0363617,5.08698,-0.0830179,432.407,-4.01873,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.21039,0.0991057,0.0755109,10.1838,0.0271651,0.00569019,0.440074,0.142539,0.656284,0.0936018,0.461523,0.094856,0.445274,0.0931024,65.969,5.00932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1.46723,-0.103348,-0.17551,3.25956,7.36434,0.00296912,4.90823,-0.0495648,7.55535,0.049067,6.67506,0.019664,5.1732,-0.0917562,169.7,-5.4473,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,1.53405,-0.115375,-0.183425,4.08189,7.3646,0.00279825,4.88899,-0.0429515,7.60165,0.0373366,6.70498,0.0177386,5.22887,-0.100272,164.43,-4.8537,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.13841,-0.0979237,-0.162835,4.2762,7.36195,0.00332752,4.89745,-0.0426315,7.59931,0.0416061,6.62508,0.0207718,5.15216,-0.096668,157.778,-5.19647,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.487131,0.0638399,0.0609505,4.48945,0.022894,0.00368022,0.387477,0.0602415,0.418571,0.0642349,0.399288,0.0623688,0.305282,0.0504999,23.6584,2.96116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,3.49479,-0.144184,-0.113355,3.98563,7.34829,-0.00122749,3.73015,0.129803,4.29126,0.016538,6.73958,0.0299664,4.94649,-0.0520833,291.491,-1.75577,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,3.47167,-0.134222,-0.0784032,2.84051,7.35421,-0.00169336,3.69379,0.134382,4.34242,0.0148043,6.63818,0.036772,4.89497,-0.0468578,280.124,-1.19415,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,4.17261,-0.073504,-0.0116279,3.95496,7.35317,-0.00170611,3.71873,0.130953,4.35037,0.0145464,6.69033,0.0314571,4.95818,-0.0563804,278.048,-1.40385,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.691143,0.0689185,0.106137,2.68254,0.018323,0.0014864,0.236323,0.0189106,0.341428,0.0261379,0.241704,0.0193171,0.275187,0.0206927,26.8688,1.65753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,6.35298,-0.196865,-0.135707,5.19907,7.40818,0.00655669,4.59794,-0.174942,5.21042,-0.0164569,6.50912,-0.0205599,4.84817,-0.0734963,316.107,-6.23752,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,6.1154,-0.177081,-0.138501,6.66169,7.41187,0.00631254,4.58859,-0.173918,5.20706,-0.0176614,6.47037,-0.0164872,4.91845,-0.0757446,300.164,-5.60029,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,6.70554,-0.187476,-0.107117,8.22752,7.41027,0.00644909,4.51046,-0.169339,5.17456,-0.0139253,6.46045,-0.0186089,4.78906,-0.0709314,297.421,-5.71087,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.450139,0.0743554,0.0608441,10.2641,0.0144808,0.000724359,0.275525,0.0158397,0.321827,0.0183724,0.291697,0.0161883,0.201334,0.00880811,24.6224,0.98663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,5.31698,-0.140463,-0.142544,19.9413,7.3687,0.00332087,3.61629,-0.0382996,3.21985,0.0165725,6.90788,-0.0447799,5.9048,-0.0794428,288.13,-4.15893,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,5.82779,-0.0881749,-0.158809,16.1905,7.36844,0.0032773,3.57767,-0.0356472,3.21217,0.0151687,6.8675,-0.0246433,5.90334,-0.0739829,282.816,-4.62398,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,5.57215,-0.0750665,-0.174849,5.86545,7.36884,0.0031878,3.58801,-0.0460785,3.22302,0.0123014,6.81676,-0.0394498,5.83032,-0.0813871,264.767,-4.50082,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,1.14059,0.115335,0.0773514,15.5059,0.027497,0.00504207,0.411987,0.143118,0.493167,0.0824511,0.384676,0.0897772,0.327605,0.078627,47.247,4.7737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,3.91158,-0.138039,-0.171426,4.27988,7.33531,6.77895e-05,3.27818,0.308331,2.53662,-0.0290726,7.55099,0.182597,5.32458,-0.151507,301.206,-3.66601,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,3.70973,-0.122793,-0.183135,5.13277,7.33212,0.000494776,3.29845,0.311297,2.54318,-0.0361953,7.48695,0.190738,5.34155,-0.152973,297.662,-3.36572,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,3.18391,-0.0728327,-0.148778,4.21793,7.33474,0.000160363,3.3406,0.302748,2.58654,-0.0375731,7.5008,0.186615,5.27763,-0.150806,288.342,-3.3481,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.62726,0.089069,0.0631557,7.40659,0.0207524,0.00221305,0.360157,0.0444978,0.459024,0.0443655,0.388918,0.0442324,0.280248,0.0244803,30.6235,2.69029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,5.82806,-0.119136,-0.161213,5.27573,7.36865,0.0047697,3.06392,-0.169622,6.14616,0.0174208,6.9163,-0.0375931,5.25481,-0.0902564,259.268,-4.0647,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,5.78737,-0.116298,-0.160179,4.65799,7.36669,0.00464044,3.02893,-0.186717,6.12933,0.00912008,6.91455,-0.0197801,5.26488,-0.0888647,265.857,-4.08584,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,5.44977,-0.116913,-0.161103,3.91975,7.36787,0.00423855,3.05812,-0.17635,6.14001,0.0171996,6.87595,-0.0411982,5.17698,-0.0833613,236.251,-4.04203,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.908212,0.0874575,0.0740562,5.06389,0.0269387,0.00554547,0.429529,0.148753,0.658865,0.0915427,0.453111,0.0962129,0.429355,0.0835285,58.2758,4.82624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,5.20995,-0.159177,-0.20691,6.49162,7.40932,0.00158863,4.29318,-0.135482,2.22632,-0.0482609,6.70719,-0.0286835,5.96673,-0.112466,267.685,-0.598244,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,5.03712,-0.127758,-0.21915,5.26094,7.40221,0.00207305,4.17305,-0.125901,2.22404,-0.0487666,6.65644,-0.0266589,6.17224,-0.123544,260.325,-0.0601279,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,4.69782,-0.125338,-0.209316,6.80202,7.4065,0.00177659,4.24852,-0.131381,2.22724,-0.04942,6.68617,-0.0291659,5.88102,-0.109163,250.154,-0.0188396,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.594066,0.0602756,0.0760185,8.29626,0.0158946,0.0010226,0.262548,0.0175705,0.350453,0.0242008,0.266356,0.0162628,0.245162,0.0125442,36.8139,1.94512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2.5569,0.0939994,-0.129626,2.62189,7.39564,0.00960871,5.15677,-0.223694,6.6976,0.0738863,7.10044,-0.136072,4.21242,-0.162939,204.615,-7.43958,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,2.49011,0.0924541,-0.145887,2.48041,7.3973,0.00958809,4.99377,-0.214978,6.72009,0.0734926,7.01701,-0.132218,4.22814,-0.163585,205.129,-7.44014,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,2.26331,0.0968128,-0.173416,2.16551,7.39225,0.00995221,5.05671,-0.217017,6.80298,0.0692291,7.04783,-0.134367,4.54732,-0.17596,222.272,-8.10502,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.673003,0.0107703,0.0710599,0.810516,0.0154514,0.000887208,0.221307,0.0122514,0.349755,0.0199156,0.250189,0.0125229,0.130057,0.00493508,15.1841,0.565794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2.4731,-0.211548,-0.0478059,26.9706,7.38308,0.00119252,4.06511,-0.143137,3.10391,0.0130703,5.40967,-0.211492,5.73655,-0.115098,412.53,-3.34602,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,2.52895,-0.200631,-0.0528513,35.3423,7.3806,0.00130775,4.0395,-0.143373,3.17305,-0.00643745,5.43277,-0.223202,5.83776,-0.134379,407.582,-3.61141,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,2.00006,-0.180495,-0.0491285,23.3558,7.37972,0.00159014,4.12756,-0.158272,3.17935,-0.00755812,5.34801,-0.210456,5.7529,-0.131109,400.517,-3.38701,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.945304,0.065512,0.0490801,24.5264,0.0184303,0.00409514,0.447922,0.0777191,0.445023,0.0745743,0.289694,0.0651746,0.310523,0.0644642,39.2127,4.65862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2.64762,-0.14189,-0.160892,4.63759,7.45012,0.00660039,4.32642,-0.109417,5.90014,-0.0450266,7.06524,0.0384715,5.23798,-0.148272,181.157,-0.757363,0.0212317,0.134974,0.762511,0.113281,0.180656,-11.1408,0.704747,-6.42318e-06,0.166617,2.03448e-06,-2.72028e-12,-0.106257,-3.7567e-11,-0.219361,0.0419308,-1.92811e-14,-6.33987e-15,6.97378e-11,2.41695,-0.138862,-0.210462,4.34119,7.45286,0.00616215,4.234,-0.102424,5.76078,-0.0350144,7.12504,0.0328058,5.14122,-0.142161,181.379,-0.979486,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,2.12537,-0.124675,-0.189103,5.05215,7.44886,0.00660849,4.25373,-0.103399,5.85743,-0.0401523,6.9976,0.0413633,5.23227,-0.149339,180.964,-1.23449,0.0212671,0.134471,0.76279,0.113138,0.184279,-11.2611,0.700426,-6.75888e-06,0.159573,2.09943e-06,-2.63349e-12,-0.107138,-3.81386e-11,-0.21895,0.0428855,-1.98357e-14,-5.65935e-15,6.54339e-11,0.363022,0.0526898,0.0722381,4.78236,0.0184016,0.00143756,0.340214,0.0293532,0.347437,0.028276,0.306605,0.0237021,0.200835,0.0138041,20.9051,1.46182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
