id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha15_SAEM,eta_alpha16_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_alpha25_SAEM,eta_alpha26_SAEM,eta_alpha27_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_b03_mean,eta_b13_mean,eta_b04_mean,eta_b14_mean,eta_b05_mean,eta_b15_mean,eta_b06_mean,eta_b16_mean,eta_b07_mean,eta_b17_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha13_mean,eta_alpha14_mean,eta_alpha15_mean,eta_alpha16_mean,eta_alpha17_mean,eta_alpha21_mean,eta_alpha22_mean,eta_alpha23_mean,eta_alpha24_mean,eta_alpha25_mean,eta_alpha26_mean,eta_alpha27_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_b03_mode,eta_b13_mode,eta_b04_mode,eta_b14_mode,eta_b05_mode,eta_b15_mode,eta_b06_mode,eta_b16_mode,eta_b07_mode,eta_b17_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha13_mode,eta_alpha14_mode,eta_alpha15_mode,eta_alpha16_mode,eta_alpha17_mode,eta_alpha21_mode,eta_alpha22_mode,eta_alpha23_mode,eta_alpha24_mode,eta_alpha25_mode,eta_alpha26_mode,eta_alpha27_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_b03_sd,eta_b13_sd,eta_b04_sd,eta_b14_sd,eta_b05_sd,eta_b15_sd,eta_b06_sd,eta_b16_sd,eta_b07_sd,eta_b17_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha13_sd,eta_alpha14_sd,eta_alpha15_sd,eta_alpha16_sd,eta_alpha17_sd,eta_alpha21_sd,eta_alpha22_sd,eta_alpha23_sd,eta_alpha24_sd,eta_alpha25_sd,eta_alpha26_sd,eta_alpha27_sd
75,-0.32494,-0.000156766,-0.0487447,0.274985,0.0632115,-0.0038876,0.379474,0.0450963,1.74178,-0.0631643,-0.766964,0.0816612,-1.48617,-0.0654601,78.1972,-2.19644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026957,0.0118694,-0.0390269,-0.360026,0.0584071,-0.00364737,0.243391,0.0539263,1.86437,-0.0729636,-0.722765,0.0779942,-1.46056,-0.0666861,80.53,-2.54398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.80723,0.0190299,-0.0453877,0.731663,0.0612061,-0.00373697,0.42956,0.0416517,1.83932,-0.0697804,-0.764564,0.0802986,-1.43527,-0.0677521,74.019,-2.40685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665866,0.0604392,0.0833301,0.971195,0.0139138,0.000794158,0.304642,0.01679,0.391841,0.0229842,0.215745,0.0104103,0.138813,0.00592155,27.3083,1.21483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,-0.813356,0.0521879,-0.0078497,-0.195126,-0.0211275,0.00549874,0.246985,-0.0239592,0.163147,-0.0458286,-0.547389,-0.113554,0.959186,0.0464079,131.589,2.09402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4615,0.0819118,-0.0113361,0.030461,-0.0207074,0.00541253,0.184068,-0.022466,0.109394,-0.0392823,-0.600746,-0.109498,0.930643,0.0534525,139.264,0.874458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10456,0.0989417,0.013356,0.302851,-0.0209558,0.00542273,0.282836,-0.0313766,0.144816,-0.0452394,-0.595975,-0.112584,0.92211,0.0449073,125.081,1.32629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9127,0.0550333,0.0660259,0.770995,0.0221913,0.0029188,0.375002,0.0452683,0.395797,0.0522353,0.346168,0.0413322,0.362984,0.0512689,46.0883,4.12877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,-0.474557,-0.00127266,0.00238152,-0.111932,0.0373813,3.96387e-05,-1.17903,-0.0200718,1.65321,-0.000740807,0.410784,0.00702123,-0.720246,0.00111326,22.235,-0.23804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.678741,0.00154804,0.0112951,-0.0664402,0.0383222,-0.000155271,-1.22134,-0.00769514,1.60806,-0.00160843,0.502004,-0.00411586,-0.636689,-0.00872584,11.5156,0.761162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13004,-0.000899182,0.000560349,-0.00423708,0.0384232,2.81736e-05,-1.21061,-0.00198665,1.67967,-0.000386941,0.392364,-0.000100387,-0.773035,0.000639133,-2.14764,0.0239761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044,0.0942898,0.0788354,1.05317,0.0319706,0.00565859,0.538456,0.132473,0.625629,0.0898289,0.424833,0.105126,0.430611,0.0835382,60.1608,4.91117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0.112367,0.0277177,-0.010374,0.0712755,-0.00593375,0.000176235,0.412248,0.0636138,2.88363,-0.000913749,-0.669095,0.010698,0.948683,-0.00366589,25.7883,0.483816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10017,0.0186959,-0.0124221,0.0622452,-0.008148,0.000343123,0.426392,0.0587197,2.87251,-0.00504607,-0.662614,-0.00153003,0.931603,-0.00743,30.7114,-0.106802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.600819,0.012456,-0.00474832,0.0645017,-0.00594131,-3.89719e-05,0.422473,0.0680354,2.86297,-0.00482956,-0.753535,0.000124583,0.916348,1.80884e-05,5.94933,0.00270287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30457,0.09888,0.0686225,1.19319,0.0300588,0.00583632,0.550555,0.130814,0.636689,0.093416,0.471957,0.0935825,0.454544,0.0930521,64.4453,5.47353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,-0.542539,0.0205945,-0.019487,-0.0896935,0.0234988,0.00167866,-0.706457,-0.140562,-1.67394,-0.0847075,0.149854,-0.0352464,1.20671,0.0595119,-132.661,-4.49709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.656204,0.0409635,-0.0134188,-0.0660554,0.0254064,0.00114073,-0.670163,-0.139054,-1.66793,-0.0922916,0.191106,-0.0412701,1.14566,0.0603419,-135.711,-3.38499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46826,0.0612478,-0.00721866,0.412823,0.0200291,0.00226662,-0.720686,-0.135317,-1.66662,-0.0885993,0.12499,-0.0419614,1.13479,0.0586262,-141.081,-4.6683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991619,0.0781446,0.0681742,0.837772,0.0226286,0.00409885,0.424816,0.0856593,0.441343,0.0739799,0.31947,0.0508234,0.34465,0.0566336,26.4491,3.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,-0.481597,0.00421587,-0.0279676,-0.118715,-0.0530013,-0.00228959,0.86374,-0.185548,-1.66515,-0.0359662,-0.923272,-0.249138,0.125371,-0.0067604,-34.4697,-3.67709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.391679,0.0111964,-0.00762571,0.0280841,-0.0543955,-0.00214177,0.835583,-0.185846,-1.84853,-0.0100656,-0.924258,-0.251132,0.0838409,-0.00620173,-38.582,-3.78873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.695,0.0447597,-0.0244548,0.603016,-0.0556855,-0.0018578,0.851352,-0.183186,-1.74418,-0.0209129,-0.890708,-0.257265,0.145364,-0.0159842,-43.665,-4.12004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10975,0.0808086,0.0642676,0.829429,0.0210033,0.00294239,0.423814,0.0607038,0.422197,0.0565615,0.248349,0.027784,0.321176,0.0396314,27.7916,3.10628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1.99472,0.0891749,-0.0327874,1.67745,0.0433267,0.00288669,0.745394,0.0144006,3.41951,-0.0758849,-0.17325,0.0886925,0.319226,-0.0264346,145.654,0.204944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02233,0.0861909,-0.0439966,1.62388,0.0468987,0.00190171,0.832208,-0.0149551,3.43427,-0.0714335,-0.256206,0.11002,0.306708,-0.0302534,138.693,0.14984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27522,0.0910363,-0.0391802,1.63685,0.0452307,0.00230235,0.78316,0.0124907,3.38969,-0.0630168,-0.211793,0.0899052,0.261108,-0.0244972,129.978,0.179332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17813,0.0448598,0.0632949,0.513358,0.0234405,0.00437285,0.382025,0.0923471,0.43054,0.0789639,0.3214,0.0670999,0.32859,0.0650803,46.1681,4.97261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-0.619781,0.0198102,-0.0277551,0.051425,0.0266438,0.00389586,-0.256167,-0.0543683,-2.82366,-0.0189038,1.48208,0.15021,-0.129166,-0.209718,-8.43912,-0.381851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.63799,0.0161103,-0.0352161,0.0122678,0.0257401,0.00412886,-0.191952,-0.0728316,-2.75372,-0.0273117,1.45179,0.156014,-0.182909,-0.202374,-17.3164,1.23037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20173,0.0439672,-0.0395926,0.869646,0.0234022,0.00448189,-0.199742,-0.0675365,-2.8103,-0.0222043,1.37997,0.15717,-0.153403,-0.210462,-17.1921,-0.468352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09352,0.0742537,0.0733108,0.87204,0.0213012,0.0028991,0.414501,0.0638676,0.413373,0.0539488,0.372594,0.0524065,0.259672,0.0271675,38.3951,4.31733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1.17405,-0.0149545,-0.0335135,-0.247231,-0.0266092,0.00212461,-1.76248,-0.278879,2.86162,0.0677614,0.172234,-0.0983285,-0.0150425,-0.0682791,-22.3399,-4.40705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952111,0.004263,-0.026714,-0.0615151,-0.0276935,0.00229988,-1.73283,-0.279356,3.07516,0.0516958,0.119222,-0.0953433,-0.161642,-0.0614526,-16.1963,-4.6853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770047,0.0123333,-0.0294215,0.321932,-0.0325146,0.00253906,-1.80363,-0.276022,2.94657,0.0626825,0.188943,-0.100214,0.0169243,-0.070694,-24.7029,-4.49041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624664,0.0647716,0.0815091,1.07445,0.0159059,0.000973936,0.309875,0.0178034,0.402412,0.0253483,0.259161,0.0130591,0.211518,0.0107079,25.7072,1.1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,-0.205086,-0.0938877,0.062405,0.767255,0.0268491,-0.00297835,1.45335,0.17898,-0.899422,0.0138257,-0.202174,0.0576857,-0.436412,0.0371155,50.2984,1.08407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15034,-0.0859131,0.0635927,0.720246,0.0222904,-0.00224246,1.38301,0.195828,-0.786231,-0.0248747,-0.19182,0.067272,-0.403242,0.00951328,56.3761,0.887606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129344,-0.0792585,0.068423,1.28158,0.0239561,-0.00228054,1.43964,0.184712,-0.809988,-0.0230773,-0.273013,0.0805923,-0.503842,0.024067,35.078,0.637026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872013,0.0761112,0.0657464,0.845404,0.0205739,0.0051326,0.401758,0.12351,0.459314,0.0852093,0.390116,0.0949687,0.357166,0.0822676,61.3024,5.36603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1.38752,-0.0182964,0.0024901,-0.557358,0.00587765,0.00412646,0.141109,-0.021301,-0.0719632,0.0585197,0.135772,0.0102726,0.192616,0.078372,51.8034,-0.0654394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52053,-0.0106003,0.011456,-0.478964,0.00137713,0.00478065,0.169374,-0.0298301,-0.139349,0.0635038,0.12191,0.0073756,0.133157,0.0855358,55.1735,-0.73783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1189,-0.00205509,0.000809274,-0.0074688,0.00628207,0.00407607,0.0972276,-0.0158724,-0.0732392,0.0559934,0.130909,0.00304654,0.0999732,0.0847843,45.5433,-0.618636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761578,0.0831112,0.0706562,0.959566,0.0233974,0.00294352,0.365771,0.0549359,0.433459,0.0557421,0.329354,0.0486264,0.313938,0.0435165,40.7319,3.57569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0.151587,0.00783074,-0.0207436,-0.300067,0.0348683,0.00528018,0.373833,-0.00998989,0.0780181,0.0762597,-0.754816,0.0529784,0.532107,0.079013,-70.2158,0.735559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898532,0.0106866,-0.0294375,-0.374776,0.0363681,0.00496432,0.415777,-0.0230995,0.21062,0.0740278,-0.796686,0.0665318,0.560323,0.0773854,-71.8305,0.844741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.595915,0.0251658,-0.0253909,0.371143,0.0343584,0.00540142,0.430101,-0.0213316,0.125915,0.0788443,-0.815262,0.0553344,0.493452,0.0766749,-82.3842,0.82797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946711,0.0829027,0.0760063,0.934321,0.0204161,0.00351063,0.384514,0.0812958,0.43721,0.0651679,0.370071,0.0595436,0.35592,0.0574322,37.3624,4.35596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1.15876,0.0299663,-0.0576717,0.4457,-0.0153845,0.00352196,2.64924,-0.104959,-0.984855,-0.00390685,-0.868904,-0.120055,-0.384151,-0.00728219,53.1216,1.1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688508,0.0391882,-0.05978,0.761033,-0.0135968,0.00347541,2.5341,-0.0983159,-1.10533,0.000305518,-0.865108,-0.12056,-0.210823,-0.015093,40.6594,1.43566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315902,0.0395737,-0.0465698,1.05646,-0.0125314,0.00339978,2.65305,-0.105511,-1.10377,0.00293822,-0.807129,-0.123386,-0.312755,-0.0118455,29.3192,1.97081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768251,0.0375648,0.0576435,0.665014,0.0148004,0.000748973,0.288836,0.0163553,0.441391,0.0260273,0.160024,0.00679875,0.279202,0.0113363,41.9768,2.05127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,-0.768972,-0.0500366,-0.000566227,-0.413771,-0.0227026,0.0050519,0.434975,-0.115736,-0.0978942,0.0853321,-0.00816211,-0.0736876,-0.375013,0.12191,38.6979,10.4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.748206,-0.0339335,0.0185,-0.424045,-0.0354168,0.00570956,0.516711,-0.122794,-0.284878,0.0922685,0.1086,-0.0804164,-0.487569,0.127857,59.1535,9.23417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.764248,-0.0335271,0.0304781,0.133789,-0.0243432,0.00505921,0.499056,-0.120049,-0.0941982,0.0846705,-0.0247001,-0.0746102,-0.495068,0.126326,44.3028,9.70446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438257,0.0664242,0.0582807,0.83259,0.0159211,0.00088151,0.290772,0.0168808,0.263459,0.014357,0.30849,0.015718,0.194079,0.0117182,47.8942,2.48024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,-0.587729,-0.0174111,0.008279,-0.292021,0.0119236,0.000486907,-1.10303,-0.101854,-0.256457,0.014865,-1.51543,-0.0240784,0.238857,0.0225189,-225.07,-4.36131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.662249,-0.0160741,-0.00470536,-0.415033,0.0149448,9.08778e-05,-1.16833,-0.0844315,-0.319155,0.00973676,-1.52642,-0.0280635,0.283762,0.0199129,-222.907,-4.71475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.897056,-0.0191462,0.0123473,-0.00464881,0.0132499,0.000565518,-1.14991,-0.0856731,-0.280557,0.016095,-1.56011,-0.0213787,0.209245,0.00912681,-236.501,-5.45217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804898,0.0829939,0.0782048,0.889827,0.0223194,0.00550753,0.426497,0.123684,0.51981,0.0894082,0.335031,0.0864237,0.369312,0.087613,25.3298,4.71249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0.81584,0.043552,-0.0263732,-0.0345655,0.0222203,0.00161897,0.26982,0.0321308,-0.558451,0.0547775,0.152532,-0.020711,0.433083,-0.0144678,15.6435,2.19366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560958,0.0560993,-0.0118462,0.117348,0.0198564,0.00199023,0.268358,0.0235233,-0.523885,0.0505459,0.168611,-0.0153134,0.396024,-0.00515302,15.5923,1.7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132622,0.0716942,-0.00988979,0.554984,0.0226648,0.00185717,0.308445,0.0230412,-0.557203,0.0574402,0.106739,-0.024775,0.381272,-0.0111515,1.63421,2.07756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04624,0.0711202,0.0689855,0.989514,0.020658,0.003951,0.390103,0.0799178,0.426847,0.0799494,0.343008,0.0731088,0.329387,0.06196,45.6045,4.50977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0.780657,-0.0189138,-0.0103168,-0.324141,-0.060977,-0.0036214,0.926361,0.0781305,-1.94461,-0.000195842,-0.193712,-0.0608627,-1.25085,-0.0197674,81.3771,0.128693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658696,-0.0274351,-0.00851356,-0.465562,-0.0634498,-0.00294371,0.952529,0.079693,-1.99224,0.0167592,-0.256576,-0.0497447,-1.23545,-0.0186185,76.8046,-0.580518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419825,-0.0125619,0.00780414,-0.0189153,-0.0621706,-0.002965,0.930933,0.089855,-1.9846,0.0159547,-0.258941,-0.0544801,-1.28529,-0.0305657,63.1626,-0.42226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814995,0.0916482,0.0687809,0.949875,0.0225307,0.00522822,0.418099,0.110342,0.480249,0.0839634,0.328087,0.092988,0.307083,0.0793906,54.3751,5.05839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2.78414,-0.0379646,-0.0126643,-0.437267,-0.0560828,-0.00198411,0.413954,0.155117,0.615718,-0.0361863,0.817549,0.141332,0.711785,0.109776,-71.9688,4.46633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49586,0.00347281,-0.00187416,-0.54734,-0.0465817,-0.00256543,0.459503,0.151177,0.579365,-0.0322315,0.838413,0.138722,0.815204,0.103747,-68.1764,4.04071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78424,-0.0339558,0.0228181,0.0887057,-0.0538844,-0.00207204,0.428914,0.153806,0.640509,-0.0369241,0.786019,0.141163,0.735412,0.106649,-74.8069,4.04967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701487,0.0851114,0.062964,0.972938,0.0183534,0.00102001,0.329985,0.0212215,0.295711,0.0184818,0.36751,0.0238413,0.315226,0.018366,34.6415,1.62047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0.2571,-0.0318108,0.0238628,-0.431701,-0.00537279,0.00320823,-0.286778,-0.0596266,3.00345,0.0175165,-0.611573,-0.0494206,-0.337272,-0.0526144,28.5494,0.671008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241426,-0.0435331,0.0050777,-0.330254,-0.00400982,0.00284905,-0.308095,-0.056272,3.08061,0.000382812,-0.742556,-0.0324358,-0.418326,-0.0436098,29.8381,1.04388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120052,-0.0354265,0.0315027,0.15035,-0.00495085,0.00336174,-0.273775,-0.0643249,3.05908,0.00458414,-0.681347,-0.0462548,-0.389402,-0.052075,18.6711,0.478242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900791,0.0911626,0.0670546,1.0184,0.0214379,0.00394201,0.415117,0.0856906,0.463958,0.0682223,0.318883,0.0524256,0.310562,0.0491205,46.0131,5.03574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,3.07645,-0.0184303,0.00352927,-0.164327,0.0114361,-0.000216436,0.742339,-0.0227204,0.635414,0.000141759,0.293323,7.71549e-06,-1.00877,-0.00553745,-124.376,0.364707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86744,-0.0178573,0.00284578,-0.0271916,0.00503607,0.00110387,0.84633,-0.0183739,0.690082,-0.000278906,0.256628,-0.0041604,-1.03103,-0.00246983,-121.999,0.499346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70153,-0.00486239,0.00287273,-0.0167635,0.00756386,0.000236271,0.832799,-0.0145552,0.643356,-0.000202017,0.217919,-0.00107571,-1.15855,-4.14244e-05,-158.52,0.00417155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987555,0.0911833,0.0805698,1.0381,0.0299074,0.0055914,0.518268,0.160127,0.57109,0.092076,0.408646,0.0914996,0.449151,0.0890826,55.1118,4.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,-1.45189,-0.00345793,-0.0337317,-0.0705367,0.0300376,0.00284369,-0.756787,0.118224,-0.783894,0.119054,0.404556,0.150626,-0.149699,0.0588664,41.8185,-1.61289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01448,-0.0029454,-0.054293,0.268324,0.0252269,0.00326322,-0.710446,0.110112,-0.738103,0.113492,0.24591,0.172376,-0.175215,0.0620958,28.9226,-0.176698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97839,0.0260792,-0.0678013,1.20557,0.0252911,0.00331871,-0.748577,0.116973,-0.725019,0.112961,0.347767,0.155928,-0.199984,0.0588847,24.4213,-0.866498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43212,0.0669279,0.0741582,0.845502,0.0199682,0.00219622,0.393749,0.0435737,0.408184,0.0459977,0.390764,0.0461246,0.376217,0.0368504,33.6702,3.20891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,-0.217326,0.0152108,-0.0383008,-0.0834643,-0.0427956,-0.00321007,-1.24651,-0.0464791,1.33886,-0.0655831,-0.107911,0.0297667,-0.555284,0.0546908,-19.8111,2.30868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.240546,0.00512286,-0.0367826,0.15663,-0.0366695,-0.00385826,-1.22606,-0.0510332,1.16779,-0.0468034,-0.141626,0.0304357,-0.436966,0.0413392,-9.20199,1.86096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.71891,0.0215995,-0.0546159,1.01199,-0.0377223,-0.00368263,-1.2641,-0.0448838,1.21628,-0.0512561,-0.129095,0.0260878,-0.529951,0.0484531,-25.7539,1.90537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972855,0.0634264,0.0772586,1.01592,0.0243362,0.00277111,0.391778,0.0410332,0.388799,0.0409782,0.356586,0.0395609,0.296254,0.0273244,42.2455,3.57225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1.30136,-0.031264,-0.00331506,-0.517479,0.0349329,-0.00893118,-0.943309,-0.184029,-0.0250142,-0.122187,0.16756,-0.0691518,-0.0707244,0.0315616,37.5343,-0.0423924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27109,-0.0228109,-0.00376383,-0.324366,0.0329075,-0.00884725,-0.931858,-0.186906,0.00472031,-0.122735,0.182942,-0.0699481,-0.139756,0.0373945,29.3378,0.476861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18895,-0.0201549,0.0124251,-0.00994061,0.0373555,-0.00913937,-0.985232,-0.181488,-0.0339936,-0.120099,0.0875708,-0.0660246,-0.0839406,0.0305387,33.2532,-0.206438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574296,0.0755484,0.0826245,0.85323,0.0198962,0.00131786,0.263238,0.0185933,0.381041,0.0232314,0.252679,0.0158744,0.222908,0.0155936,34.6254,2.17855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,-3.13444,0.0230915,0.01256,-0.903316,0.00490948,0.00391298,1.07547,-0.25509,0.473747,0.053796,-0.328826,-0.208097,-0.625011,-0.0950768,-134.151,5.7475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.08825,0.0115569,0.00426857,-0.755648,0.00498702,0.00394919,1.02361,-0.25127,0.357134,0.0595076,-0.312312,-0.209173,-0.600486,-0.0963869,-145.472,6.14452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21545,0.00284438,0.00945961,0.246048,0.0070527,0.00376282,0.985142,-0.248736,0.440677,0.0552076,-0.276492,-0.210516,-0.436018,-0.102703,-157.647,6.66773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279944,0.0539036,0.0697611,0.711944,0.0152457,0.000809624,0.34361,0.0209916,0.295381,0.0161092,0.336833,0.0124791,0.256259,0.00998539,30.4557,1.39877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
