id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_b06_SAEM,eta_b16_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha15_SAEM,eta_alpha16_SAEM,eta_alpha17_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_alpha25_SAEM,eta_alpha26_SAEM,eta_alpha27_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_b03_mean,eta_b13_mean,eta_b04_mean,eta_b14_mean,eta_b05_mean,eta_b15_mean,eta_b06_mean,eta_b16_mean,eta_b07_mean,eta_b17_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha13_mean,eta_alpha14_mean,eta_alpha15_mean,eta_alpha16_mean,eta_alpha17_mean,eta_alpha21_mean,eta_alpha22_mean,eta_alpha23_mean,eta_alpha24_mean,eta_alpha25_mean,eta_alpha26_mean,eta_alpha27_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_b03_mode,eta_b13_mode,eta_b04_mode,eta_b14_mode,eta_b05_mode,eta_b15_mode,eta_b06_mode,eta_b16_mode,eta_b07_mode,eta_b17_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha13_mode,eta_alpha14_mode,eta_alpha15_mode,eta_alpha16_mode,eta_alpha17_mode,eta_alpha21_mode,eta_alpha22_mode,eta_alpha23_mode,eta_alpha24_mode,eta_alpha25_mode,eta_alpha26_mode,eta_alpha27_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_b03_sd,eta_b13_sd,eta_b04_sd,eta_b14_sd,eta_b05_sd,eta_b15_sd,eta_b06_sd,eta_b16_sd,eta_b07_sd,eta_b17_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha13_sd,eta_alpha14_sd,eta_alpha15_sd,eta_alpha16_sd,eta_alpha17_sd,eta_alpha21_sd,eta_alpha22_sd,eta_alpha23_sd,eta_alpha24_sd,eta_alpha25_sd,eta_alpha26_sd,eta_alpha27_sd
139,-0.794814,-0.0159456,-0.01228,-0.295155,-0.0640958,-0.00298348,-0.875699,0.450047,-2.73691,-0.0455988,0.503589,0.223914,0.159998,-0.0683015,-32.1959,0.386157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.999606,-0.00120017,-0.0248972,-0.287764,-0.0673984,-0.00254645,-0.853737,0.45237,-2.72808,-0.0528731,0.439605,0.231578,0.176892,-0.0699226,-35.6069,0.679479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.52542,0.0487598,0.00945944,0.0955012,-0.0647797,-0.00288086,-0.811585,0.443821,-2.68472,-0.054251,0.453454,0.227455,0.112969,-0.0677555,-44.9265,0.697091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62726,0.089069,0.0631557,1.01104,0.0207524,0.00221305,0.360157,0.0444978,0.459024,0.0443655,0.388918,0.0442324,0.280248,0.0244803,30.6235,2.69029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1.12167,0.00295738,-0.00206688,-0.222476,-0.0307647,0.00171843,-1.08996,-0.0279061,0.87263,0.000894585,-0.131099,0.00372423,0.090229,-0.00705129,-74.1344,-0.0125271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07803,0.00529484,-0.00194153,-0.318227,-0.0328371,0.00159922,-1.12326,-0.0456444,0.858062,-0.00755777,-0.132787,0.0210595,0.100219,-0.00581435,-67.4123,-0.0406438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740433,0.00468001,-0.00286586,0.0221843,-0.03165,0.00119733,-1.09407,-0.0352772,0.868742,0.000521751,-0.171391,-0.000358551,0.0123222,-0.00031092,-97.0182,0.00316466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908212,0.0874575,0.0740562,1.05704,0.0269387,0.00554547,0.429529,0.148753,0.658865,0.0915427,0.453111,0.0962129,0.429355,0.0835285,58.2758,4.82624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0.503562,-0.037083,-0.0477633,0.0540298,0.00990774,-0.00146264,0.1393,0.00623384,-3.0472,-0.0647871,-0.340209,0.0126339,0.802153,-0.0292608,-65.7166,3.45393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327787,-0.00616561,-0.060912,-0.349303,0.0026895,-0.000968172,0.0208599,0.0151716,-3.04723,-0.0654445,-0.390897,0.0141807,1.00758,-0.040494,-72.9435,3.98507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115121,-0.00374551,-0.0510789,0.573376,0.00697597,-0.00126463,0.0963351,0.00969185,-3.04403,-0.0660979,-0.361176,0.0116737,0.71636,-0.0261121,-83.1145,4.02636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594066,0.0602756,0.0760185,1.09866,0.0158946,0.0010226,0.262548,0.0175705,0.350453,0.0242008,0.266356,0.0162628,0.245162,0.0125442,36.8139,1.94512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,-2.14949,0.216093,0.0295204,-0.445124,-0.0037721,0.00655744,1.00289,-0.0819782,1.42407,0.05736,0.053044,-0.0947547,-0.952157,-0.0797339,-128.787,-3.38741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21923,0.214047,0.0123501,-0.483127,-0.00222199,0.00654687,0.841589,-0.0739051,1.44882,0.0568148,-0.0303308,-0.0913786,-0.936518,-0.0805347,-128.14,-3.39495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44602,0.218405,-0.0151786,-0.571186,-0.00727646,0.00691099,0.904521,-0.0759436,1.53171,0.0525513,0.000485827,-0.0935277,-0.617343,-0.09291,-110.997,-4.05983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673003,0.0107703,0.0710599,0.300448,0.0154514,0.000887208,0.221307,0.0122514,0.349755,0.0199156,0.250189,0.0125229,0.130057,0.00493508,15.1841,0.565794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,-2.23329,-0.089454,0.111341,1.84804,-0.0163256,-0.00185875,-0.0887724,-0.00142152,-2.16962,-0.00345597,-1.63773,-0.170175,0.571967,-0.0318926,79.1279,0.706147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18039,-0.0790386,0.105386,2.00211,-0.01892,-0.00173347,-0.112684,-0.0023004,-2.09821,-0.0231153,-1.61457,-0.182363,0.673102,-0.0513288,74.3133,0.433788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70928,-0.058902,0.109109,1.807,-0.0198056,-0.00145108,-0.0246211,-0.017199,-2.09192,-0.024236,-1.69933,-0.169617,0.588241,-0.0480584,67.2479,0.658183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945304,0.065512,0.0490801,0.650895,0.0184303,0.00409514,0.447922,0.0777191,0.445023,0.0745743,0.289694,0.0651746,0.310523,0.0644642,39.2127,4.65862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,-2.05876,-0.0197961,-0.00174577,-0.343247,0.0507106,0.00354913,0.172535,0.0322989,0.626611,-0.0615529,0.0178356,0.0797889,0.0734006,-0.0650672,-152.245,3.29481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29238,-0.0172693,-0.0522245,-0.383304,0.0533392,0.00312092,0.0818098,0.0386486,0.489513,-0.0516922,0.077697,0.0736455,-0.0234369,-0.059111,-151.89,3.06571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58396,-0.00308289,-0.0308654,0.275971,0.0493381,0.00356727,0.10154,0.0376744,0.586166,-0.0568301,-0.0497411,0.0822029,0.0676099,-0.0662882,-152.305,2.8107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363022,0.0526898,0.0722381,1.07198,0.0184016,0.00143756,0.340214,0.0293532,0.347437,0.028276,0.306605,0.0237021,0.200835,0.0138041,20.9051,1.46182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0.113222,0.0196462,0.00483571,-0.498347,0.055819,-0.0018839,0.0264211,-0.149146,1.43473,0.0538464,-0.0974668,-0.0314184,-0.474947,-0.021493,81.244,-1.25029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628461,0.0153277,-0.007296,-0.63045,0.0550133,-0.00188207,0.0858249,-0.153687,1.47763,0.0508724,-0.0667557,-0.0355246,-0.560963,-0.0155498,79.314,-0.884534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04307,0.091787,0.0259707,-0.0650895,0.0543317,-0.00171912,0.0562952,-0.152832,1.33923,0.0614833,-0.120254,-0.0314149,-0.437691,-0.0254276,70.7508,-1.23497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715243,0.0972981,0.0624949,1.00031,0.0188389,0.00127697,0.295542,0.022085,0.490183,0.0356598,0.361256,0.0248842,0.199648,0.0119954,42.1923,2.84255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0.380702,-0.00174536,0.0457083,-0.0760107,-0.0348244,-0.00287364,0.881674,-0.0548408,-4.80641,-0.0803932,0.0420845,0.0476366,0.371551,-0.0292704,21.9073,3.21249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209759,0.101197,0.0365303,-1.30771,-0.0374493,-0.00269266,0.820429,-0.0504452,-5.00853,-0.070786,-0.00251248,0.0492784,0.405337,-0.0323041,28.6832,2.65825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.12028,0.156581,0.0688191,-1.27457,-0.0330461,-0.00300521,0.84152,-0.0535192,-4.77873,-0.0803439,0.00172093,0.0487265,0.346197,-0.0295542,29.6021,2.17948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09907,0.131504,0.0814557,1.23791,0.0201267,0.00117025,0.285409,0.0149981,0.35281,0.0192136,0.332715,0.0184181,0.222495,0.0108759,37.46,2.0268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,-3.02485,-0.0250863,-0.0389795,-0.278181,-0.0259989,-0.0120073,-0.408535,0.193327,-1.2022,-0.144556,-0.494763,0.105989,0.799238,-0.0545359,21.7371,-2.95791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92738,-0.0119113,-0.0139125,-0.544855,-0.0269213,-0.0122019,-0.278216,0.174823,-1.08142,-0.161001,-0.46289,0.10177,0.786572,-0.0508345,13.7396,-2.67516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.41332,-0.0143723,-0.0441316,0.292597,-0.0250899,-0.0122035,-0.384183,0.189963,-1.15515,-0.152993,-0.507759,0.105675,0.783165,-0.0561077,13.8942,-3.70613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53939,0.0762515,0.0892098,0.800712,0.0202812,0.00207006,0.357897,0.0384625,0.459433,0.0478284,0.367332,0.0399709,0.30571,0.0308323,33.4272,3.55392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,-1.17491,0.0320959,-0.0278916,0.0434959,-0.00787604,0.00030114,0.758068,-0.12816,1.15135,-0.0327709,-0.988063,0.0134062,0.407353,0.00839811,29.274,0.353865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.837745,0.0200145,-0.0269329,-0.158806,-0.00603875,-0.000371971,0.790414,-0.13322,1.20347,-0.0519801,-0.965825,0.00372234,0.425059,0.00426301,28.9562,0.509059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34613,0.0604688,-0.0195804,0.624131,-0.00674214,9.06909e-05,0.793716,-0.136487,1.15978,-0.0378895,-0.981368,5.03656e-05,0.35405,0.0094321,13.2967,0.368992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969139,0.0863145,0.0744569,0.858162,0.0229763,0.00405382,0.405095,0.0812727,0.423641,0.0807956,0.317047,0.063286,0.366701,0.0778534,45.6171,4.82842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0.346201,-0.019249,0.00935368,-0.0690838,-0.00790642,-0.000339384,-0.162932,-0.0110031,1.03132,-0.00206941,0.632778,-0.00172152,0.420698,0.0112269,17.7442,-0.154887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233944,-0.00806996,0.00677525,-0.393478,-0.00777227,0.000945705,-0.110766,-0.0151107,1.02711,0.00735352,0.61562,0.00727322,0.332345,-0.0150641,30.6039,-0.0407626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167636,-0.00360943,0.00223605,-0.0159594,-0.00651083,8.07537e-05,-0.0814102,-0.00786329,1.03352,0.000347071,0.582158,-0.000437457,0.341234,6.92033e-05,6.18492,-0.014621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06755,0.0991092,0.0735717,1.06564,0.0311623,0.00514914,0.520163,0.144776,0.62285,0.0820321,0.445721,0.0984761,0.413859,0.0905726,61.4096,4.6233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1.21027,-0.0200612,0.000471048,-0.0846598,0.0277777,0.000111585,-0.559557,-0.0125932,-0.973435,0.0135471,0.669202,-0.00394298,1.43744,0.00643347,0.974905,-0.292113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07762,-0.0185196,0.00224751,0.088682,0.0286643,0.00076856,-0.588426,-0.0208978,-0.940694,0.0176336,0.618078,-0.00745537,1.50565,-0.0116237,3.05898,0.322319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874899,-0.00498154,0.0029518,-0.0220832,0.0248205,4.63892e-05,-0.585584,-0.00965249,-1.00147,0.000448019,0.631326,-0.000703516,1.40675,-0.000245952,-20.7972,0.0147765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01854,0.0950606,0.0749416,1.0889,0.0309821,0.00517181,0.558269,0.125279,0.661704,0.0898335,0.42908,0.108652,0.447732,0.093685,65.0397,4.70388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,-1.10259,-0.0591716,0.10249,2.09901,-0.050352,0.00771979,-1.32251,0.162689,-2.86865,0.143329,0.16757,-0.0635473,0.739428,-0.0706991,-157.45,-1.23332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42281,-0.0590493,0.105183,1.91613,-0.0464123,0.00750552,-1.36866,0.166435,-2.57,0.124848,0.10563,-0.0597432,0.706305,-0.0697582,-158.02,-1.23571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18424,-0.0761029,0.114315,1.69229,-0.0476115,0.00756929,-1.36768,0.165411,-2.70408,0.132817,0.138368,-0.0639878,0.731117,-0.0724349,-159.169,-1.29575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421327,0.0398882,0.0118626,0.38089,0.0163457,0.00144325,0.267126,0.020102,0.363252,0.024372,0.376095,0.0244133,0.185106,0.00920712,12.3569,0.662012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,-1.54425,-0.00900673,-0.00381471,-0.347514,0.0441603,0.0019497,0.130911,-0.249517,0.652195,0.0122646,0.68143,-0.0664944,0.203106,-0.107206,246.871,1.78534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.78474,0.0100244,-0.00169371,-0.3704,0.0334075,0.00315565,0.183012,-0.258576,0.631667,0.0102948,0.708898,-0.0722798,0.189073,-0.103164,234.892,2.40922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3716,0.0689147,0.0312557,-0.0449959,0.0374024,0.00259327,0.15842,-0.255099,0.692284,0.00123118,0.607821,-0.0627412,0.145551,-0.105124,228.241,2.47785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643817,0.101327,0.0560645,0.824743,0.0227724,0.00276536,0.341388,0.0422391,0.421862,0.0553092,0.343775,0.0424626,0.247029,0.0316317,49.1293,4.93879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0.393722,0.00572326,-0.0141665,-0.333632,-0.0234002,-0.00250395,1.26233,0.161404,2.68883,0.00692441,0.798693,0.0202636,-1.17948,-0.00648076,-79.8972,-1.10592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388995,-0.00471832,-0.0058334,-0.284458,-0.0217303,-0.0036422,1.22621,0.181161,2.65094,0.000787416,0.793017,0.0263712,-1.24011,0.00539775,-81.1085,0.00254075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407701,0.0103534,-0.00151815,0.0346371,-0.0237476,-0.00283933,1.27294,0.164952,2.68859,0.00906811,0.766023,0.0153981,-1.25298,-0.00637198,-97.2517,-0.852398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991635,0.0949152,0.0766447,1.00821,0.0214791,0.00480767,0.426193,0.124889,0.475062,0.0942672,0.393394,0.0870818,0.293813,0.0808238,42.5986,4.86005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,2.79411,0.0213057,-0.0314997,0.170415,0.0244794,-0.00266559,0.855855,0.182598,0.590498,-0.0616553,-0.0734666,0.00343541,-0.118295,0.0891345,124.539,2.50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9817,0.02283,-0.0217204,-0.229467,0.0241046,-0.00314865,0.857218,0.194445,0.604632,-0.0564423,-0.0552264,0.012107,-0.154362,0.0951799,128.667,1.93964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32553,0.0351879,-0.0333375,0.581514,0.0244823,-0.00303355,0.881993,0.186305,0.616082,-0.0661608,-0.109147,0.00562955,-0.151372,0.0815892,116.605,2.1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07718,0.0842643,0.0747673,1.0258,0.0214644,0.00416419,0.388761,0.0746615,0.414161,0.0785841,0.358133,0.0704087,0.329458,0.063722,51.6288,4.49537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,-2.77747,0.00450224,-0.00508352,-0.296929,-0.0212776,0.0023992,0.759576,0.0545854,0.660645,0.0323948,-1.21786,-0.0935495,-0.383213,-0.144307,84.0411,-0.271289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9312,0.0298135,-0.000178615,-0.331115,-0.0209307,0.00223169,0.747291,0.0583878,0.703649,0.0283643,-1.35908,-0.0762942,-0.368663,-0.147725,82.7791,-0.233819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.49921,0.0416637,-0.000110926,0.187778,-0.0219703,0.00230527,0.811857,0.0485867,0.673475,0.0292443,-1.30234,-0.0895114,-0.416899,-0.147409,69.0722,-0.144423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568674,0.0849804,0.0671329,0.984535,0.0207816,0.00331061,0.374212,0.0625187,0.375224,0.0637758,0.295352,0.0438967,0.234736,0.0395415,43.2782,4.57695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,-0.162713,-0.0108738,0.000975487,-0.560567,-0.0495049,-0.00414627,-1.61838,0.0750693,-1.19718,-0.097641,0.188486,0.0863683,1.3732,0.0242784,-54.7139,-10.3869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.616269,0.0372768,0.016363,-0.131821,-0.0461141,-0.00433442,-1.67369,0.0764144,-1.25765,-0.0958634,0.345535,0.0761775,1.44721,0.0191629,-44.9348,-10.8799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366608,-0.0615371,0.0289756,0.39099,-0.0472703,-0.0043154,-1.54732,0.0690014,-1.24611,-0.0938469,0.222679,0.0821127,1.31311,0.0258419,-51.6208,-10.5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975234,0.0864827,0.0696079,0.942699,0.0148029,0.00079816,0.250114,0.0138176,0.347044,0.0204804,0.217919,0.0130814,0.270735,0.0134763,13.1853,0.691173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0.899462,-0.00817773,0.00122012,0.0891068,0.00579235,0.000739986,0.417113,-0.00875584,0.983207,0.00368363,-0.19067,0.0115305,-0.603731,-0.0056854,-72.2821,0.699664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982015,-0.0129486,0.0125015,-0.127191,0.00572907,0.00124943,0.380866,-0.0241439,0.928275,-0.00226886,-0.217751,0.00165898,-0.58942,-0.00541867,-71.3937,0.370038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656076,-0.00306213,0.00181932,-0.0134473,0.00244254,0.000130955,0.421419,-0.00817333,1.01227,0.000439695,-0.277572,-0.000613253,-0.699644,-2.78373e-05,-108.144,-0.000586054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04811,0.0819705,0.0689531,1.07261,0.0306169,0.00572493,0.527477,0.149675,0.646267,0.0899141,0.487082,0.0936386,0.409619,0.09072,61.4545,4.62838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,-0.779832,0.00196301,-0.00213204,-0.218081,-0.00206578,0.000967214,-0.455705,0.0153036,2.47435,-0.00410095,-0.57638,-0.000143387,-0.129159,-0.00342176,-8.32209,0.225437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.623487,0.000722976,0.0159902,-0.170229,0.00194788,0.000920762,-0.484919,0.0340032,2.43985,0.00182277,-0.555943,-0.0084259,-0.139563,0.00419102,-9.53419,-0.0894063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1979,0.0073218,-0.00472479,0.0407207,0.000407956,0.000671107,-0.459268,0.0318723,2.43115,0.000787483,-0.660565,-0.000488606,-0.209985,0.000145169,-34.2878,-0.00649311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942206,0.0895302,0.081655,0.943279,0.0260502,0.00534041,0.41312,0.142434,0.654782,0.0936462,0.45919,0.107536,0.423321,0.0796393,64.1477,5.05496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0.452306,-0.0559948,0.0318314,-0.215858,-0.0431688,-0.00955831,-0.339429,0.194552,1.05422,-0.0644096,0.081166,0.189484,-0.37646,-0.0602842,-32.4648,-1.73403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634132,-0.0608677,0.0209093,0.093535,-0.0416247,-0.00968325,-0.427036,0.19943,0.884759,-0.0549901,0.236863,0.177547,-0.446231,-0.0579264,-29.8733,-1.81809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782723,-0.0490706,0.056003,0.581254,-0.044186,-0.00948016,-0.355416,0.195378,0.91522,-0.0561467,0.145146,0.181338,-0.353776,-0.0618567,-49.8389,-1.18877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621038,0.0577099,0.0569678,1.11594,0.0154582,0.000806768,0.258592,0.0145393,0.337048,0.0180943,0.308052,0.0204731,0.135028,0.00481919,22.255,0.977917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,-0.255108,-0.00764666,0.00672471,-0.378746,0.0295169,0.000591555,-0.204826,0.205128,-1.35625,-0.0785353,-0.427776,0.12056,0.078618,0.0775563,-29.7985,2.18297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.341408,-0.0203513,-0.00787975,-0.453486,0.0245694,0.00139531,-0.281544,0.222826,-1.34979,-0.0917013,-0.399049,0.120664,0.0478745,0.0854675,-18.5958,0.921568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.659397,-0.000409532,0.00259393,-0.0127878,0.0249676,0.00101972,-0.213198,0.209282,-1.35168,-0.0825672,-0.453996,0.11786,0.0161683,0.0805064,-37.7934,2.01247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769285,0.0834123,0.0669916,0.957249,0.02081,0.00369602,0.450231,0.0827103,0.43489,0.0644866,0.380016,0.0573629,0.336919,0.0482091,44.4124,4.6163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0.57496,-0.0165455,0.0175831,0.0754184,-0.0213148,-0.000196208,0.281681,-0.0151377,-0.303039,-0.00416895,-1.13174,-0.0016398,0.877323,-0.000597543,-56.0729,0.0493132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608677,-0.0101326,0.0134127,-0.149665,-0.0232209,9.71834e-05,0.253442,-0.00611555,-0.480923,-0.0111452,-1.19856,0.00553977,0.893203,0.00237496,-61.8401,-0.0953524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15282,-0.00519689,0.00276432,-0.0217193,-0.0209303,-0.00092117,0.242148,-0.013781,-0.373267,-0.0107328,-1.24012,-0.000384215,0.811335,3.06731e-05,-96.0472,-0.00611885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0591,0.0972519,0.0731455,1.00663,0.0235862,0.00560923,0.549524,0.144722,0.649582,0.102005,0.440981,0.0946065,0.384027,0.0871163,64.6789,4.51654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0.795922,-0.00322741,0.00344411,-0.264599,0.00862246,-0.00207895,0.38856,0.00701852,-2.29646,-0.0261112,0.250376,0.0420922,-0.365223,0.0108877,82.2639,1.10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979736,-0.0276571,-0.00477741,-0.223081,0.00572296,-0.00225598,0.323593,0.0214022,-2.28783,-0.0230118,0.25711,0.0454561,-0.354112,0.00495249,81.7931,1.06459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566587,-0.00743333,0.00348735,-0.006739,0.00816396,-0.00213559,0.318863,0.0175384,-2.29852,-0.0194006,0.24137,0.0459664,-0.43412,0.0108868,71.7182,0.801156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813357,0.0857949,0.0721148,1.07747,0.0221137,0.00497528,0.384158,0.121021,0.488056,0.0913509,0.371809,0.093667,0.316133,0.0820562,48.168,4.96722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
