rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha17,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,alpha27
1,1,5.68852087551494,0.10659931173138,-0.131429590563259,0.41657946843284,7.40083716655649,-0.00595125423409172,3.63383996582403,0.0455329268429975,9.20043164423614,0.1562011830378,8.2093699095784,-0.258843585563161,5.48549060450371,-0.0884358636318847,378.524146622567,-7.41888158195281,0.0212670940927462,0.134471056519018,0.762789824573999,0.113138399631171,0.184279175688069,-11.2610631318243,0.700426124879936,-6.75887813920674e-06,0.159572844796596,2.09942505127013e-06,-2.63348677396855e-12,-0.10713774164457,-3.813863054861e-11,-0.218950290059168,0.0428854558822529,-1.98356690664987e-14,-5.65934622868414e-15,6.54339261569802e-11
2,1,5.93851352194483,-0.260152959604381,-0.221248896223872,6.85767869760126,7.36577377452877,0.000407814354507427,3.9392564269803,-0.143770656406488,9.58051716440677,-0.0642737432637964,7.6709632603149,-0.166897488209642,5.67545474014662,-0.0577363571084374,366.028732496092,-5.00391387771619,0.0212670940927462,0.134471056519018,0.762789824573999,0.113138399631171,0.184279175688069,-11.2610631318243,0.700426124879936,-6.75887813920674e-06,0.159572844796596,2.09942505127013e-06,-2.63348677396855e-12,-0.10713774164457,-3.813863054861e-11,-0.218950290059168,0.0428854558822529,-1.98356690664987e-14,-5.65934622868414e-15,6.54339261569802e-11
1,2,2.96783696261313,-0.0891802085103988,-0.341950483324232,1.26341307555821,7.45297481005699,-0.00217343285999888,3.62273666101241,-0.116580158644577,4.78351475781924,-0.0281182487613795,7.56941430617653,0.0455088822631766,5.65535462400009,-0.129599068107588,282.017012987275,-6.55957174644209,0.0212670940927462,0.134471056519018,0.762789824573999,0.113138399631171,0.184279175688069,-11.2610631318243,0.700426124879936,-6.75887813920674e-06,0.159572844796596,2.09942505127013e-06,-2.63348677396855e-12,-0.10713774164457,-3.813863054861e-11,-0.218950290059168,0.0428854558822529,-1.98356690664987e-14,-5.65934622868414e-15,6.54339261569802e-11
2,2,3.00835605423579,-0.139786923354205,-0.196933182542192,8.45368880178808,7.45766532997949,-0.00166495323146674,4.43471376754186,-0.179905038687831,4.6140490306334,-0.0486330738387327,7.84725212347314,0.024373291254115,6.18816088785066,-0.138365213764849,232.781156994187,-3.1368836182067,0.0212670940927462,0.134471056519018,0.762789824573999,0.113138399631171,0.184279175688069,-11.2610631318243,0.700426124879936,-6.75887813920674e-06,0.159572844796596,2.09942505127013e-06,-2.63348677396855e-12,-0.10713774164457,-3.813863054861e-11,-0.218950290059168,0.0428854558822529,-1.98356690664987e-14,-5.65934622868414e-15,6.54339261569802e-11
1,3,3.46565580194095,-0.204999869254157,-0.109216348715514,1.41208268200734,7.37995617000426,0.00487207708813462,5.03752824485465,-0.391623400749794,5.90980935992793,0.0716682408693548,6.57607811352249,-0.223380042685341,6.21338818404697,-0.171385041723979,501.627582728785,-6.96427647942333,0.0212670940927462,0.134471056519018,0.762789824573999,0.113138399631171,0.184279175688069,-11.2610631318243,0.700426124879936,-6.75887813920674e-06,0.159572844796596,2.09942505127013e-06,-2.63348677396855e-12,-0.10713774164457,-3.813863054861e-11,-0.218950290059168,0.0428854558822529,-1.98356690664987e-14,-5.65934622868414e-15,6.54339261569802e-11
2,3,5.28476940653764,-0.119210243917358,-0.065109594238927,11.6249441821795,7.37612626787426,0.00623148855797157,5.11781220045073,-0.358298297080166,5.84978446139025,0.0722235098795142,6.55289475396715,-0.217702131894802,6.44643458983281,-0.180106070946758,527.569788369992,-2.84526078830505,0.0212670940927462,0.134471056519018,0.762789824573999,0.113138399631171,0.184279175688069,-11.2610631318243,0.700426124879936,-6.75887813920674e-06,0.159572844796596,2.09942505127013e-06,-2.63348677396855e-12,-0.10713774164457,-3.813863054861e-11,-0.218950290059168,0.0428854558822529,-1.98356690664987e-14,-5.65934622868414e-15,6.54339261569802e-11
1,4,4.80259142910627,-0.0977920761031621,-0.134245558035721,1.29168791658797,7.41222684195751,0.0111493868301989,4.2376880088243,-0.0486696679625644,3.12778013369446,0.140064404391457,7.14750637793005,0.0612684103351158,4.88096832977073,-0.109746949546,286.255011294871,-13.319846739527,0.0212670940927462,0.134471056519018,0.762789824573999,0.113138399631171,0.184279175688069,-11.2610631318243,0.700426124879936,-6.75887813920674e-06,0.159572844796596,2.09942505127013e-06,-2.63348677396855e-12,-0.10713774164457,-3.813863054861e-11,-0.218950290059168,0.0428854558822529,-1.98356690664987e-14,-5.65934622868414e-15,6.54339261569802e-11
2,4,4.97124926995799,-0.130019348823234,-0.058364931004731,1.67866814931157,7.43525105462508,0.000888502219993804,3.3420418511154,-0.0356656738974739,3.60140573089218,0.0110981633957246,6.81543254646018,-0.043559849362757,4.91598146298974,-0.130246886427823,219.627403489429,-5.44674549430136,0.0212670940927462,0.134471056519018,0.762789824573999,0.113138399631171,0.184279175688069,-11.2610631318243,0.700426124879936,-6.75887813920674e-06,0.159572844796596,2.09942505127013e-06,-2.63348677396855e-12,-0.10713774164457,-3.813863054861e-11,-0.218950290059168,0.0428854558822529,-1.98356690664987e-14,-5.65934622868414e-15,6.54339261569802e-11
1,5,7.39171859234028,-0.228993567926766,0.0270675485444019,1.10697262951416,7.32416347327041,0.0062719526614816,3.34154162136118,-0.177081644236098,5.29796618846604,-0.162411047829122,7.9394846670349,-0.0464255049235174,6.81844796236466,-0.117657898207519,393.025693254849,-11.8470342812367,0.0212670940927462,0.134471056519018,0.762789824573999,0.113138399631171,0.184279175688069,-11.2610631318243,0.700426124879936,-6.75887813920674e-06,0.159572844796596,2.09942505127013e-06,-2.63348677396855e-12,-0.10713774164457,-3.813863054861e-11,-0.218950290059168,0.0428854558822529,-1.98356690664987e-14,-5.65934622868414e-15,6.54339261569802e-11
2,5,7.54677462042525,-0.150330495956024,-0.258172159267536,4.0211917653422,7.38580232891446,0.000464160820914364,2.96073315313192,-0.206008544160626,4.63193355931485,0.156944654292906,7.45578210352697,-0.154062783543511,5.89732202401834,-0.0948532810342199,405.629170995648,-3.77483962510547,0.0212670940927462,0.134471056519018,0.762789824573999,0.113138399631171,0.184279175688069,-11.2610631318243,0.700426124879936,-6.75887813920674e-06,0.159572844796596,2.09942505127013e-06,-2.63348677396855e-12,-0.10713774164457,-3.813863054861e-11,-0.218950290059168,0.0428854558822529,-1.98356690664987e-14,-5.65934622868414e-15,6.54339261569802e-11
