rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,0.979185261830912,0.228191857865351,0.0268079851872241,-2.2195210122417,0.00131422069006303,-0.00899247749002923,-0.518345702639055,0.186605971866781,3.92916685913257,0.139523324907451,1.16202876669732,-0.2180039577493,0.3208305607033,-0.00538547712446148,45.2552543064999,-3.37368592192348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1.2291779082608,-0.13856041347041,-0.0630113204733893,0.581526024974335,-0.0337491713376574,-0.00263340890143008,-0.212929241482792,-0.00269761138270404,4.3092523793032,-0.0809516013941459,0.623622117433818,-0.126057860395781,0.510794696346203,0.0253140293989861,32.7598401800244,-0.958718217686869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-1.7414986510709,0.0324123376235721,-0.18371290757375,-1.11002612829655,0.0534518641905725,-0.00521465611593639,-0.529449007450674,0.0244928863792068,-0.48775002728432,-0.0447961068917289,0.522073163295438,0.0863485100770377,0.490694580199674,-0.0465486816001645,-51.251879328792,-2.51437608641276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-1.70097955944824,-0.0181943772202338,-0.0386956067917089,0.790759913476129,0.0581423841130632,-0.00470617648740425,0.282528099078779,-0.0388319936640468,-0.657215754470156,-0.0653109319690823,0.799910980592056,0.0652129190679762,1.02350084405024,-0.0553148272574254,-100.48773532188,0.90831204182263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-1.24367981174307,-0.0834073231201858,0.049021227034969,-0.998777283206293,-0.0195667758621618,0.00183085383219712,0.88534257639157,-0.25055035572601,0.638544574824363,0.0549903827390052,-0.471263029358599,-0.18254041487148,1.04872814024656,-0.0883346552165557,168.358690412718,-2.919080819394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0.57543379285361,0.00238230221661291,0.0931279815115557,1.10931017270355,-0.0233966779921634,0.00319026530203407,0.965626531987644,-0.217225252056382,0.578519676286682,0.0555456517491647,-0.494446388913937,-0.176862504080941,1.2817745460324,-0.097055684439335,194.300896053926,1.19993487172429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0.093255815422242,0.0238004700308088,0.0239920177147616,-1.08789315167154,0.0127038960910954,0.0081081635742614,0.085502340361217,0.0924033770612195,-2.1434846514091,0.123386546261107,0.100165235048967,0.102108038148977,-0.283691714029685,-0.0266965630385766,-47.013881021196,-9.27465107949762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0.261913656273958,-0.00842680268926267,0.0998726447457518,-0.82584226648409,0.0357281087586597,-0.0021527210359437,-0.810143817347677,0.10540737112631,-1.66985905421138,-0.00557969473462493,-0.231908596420908,-0.00272022154889587,-0.248678580810677,-0.0471964999204002,-113.641488826638,-1.40154983427204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2.68238297865626,-0.107401021792795,0.185305124294884,-1.24221404872401,-0.0753594725960067,0.0032307294055441,-0.810644047101912,-0.0360085992123141,0.0267014033624835,-0.179088905959472,0.892143524153809,-0.00558587710965602,1.65378791856425,-0.034607511700096,59.7568009387818,-7.80183862120737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,2.83743900674123,-0.0287379498220536,-0.0999345835170532,0.0477353405105904,-0.0137206169519706,-0.00257706243502314,-1.19145251533116,-0.0649354991368421,-0.639331225788717,0.140266796162556,0.408440960645888,-0.11322315572965,0.732661980217918,-0.011802894526797,72.3602786795801,0.270356034923857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
