"rep"	"id"	"b0"	"b1"	"h1"	"h2"	"alpha1"	"alpha2"	"hcov1"	"hcov2"
1	"1"	116.934747718886	-0.92135056399394	0.0005952726	0.1046142	-0.04491323	0.03146947	2.7681753	-1.3369972
1	"5"	112.07286288389	-0.375340283970927	0.0005952726	0.1046142	-0.04491323	0.03146947	0.7549569	-0.3646356
1	"8"	37.1978763343599	0.0732997788029361	0.0005952726	0.1046142	-0.04491323	0.03146947	1.7615661	-0.8508164
1	"9"	84.3139519096102	1.29881980045729	0.0005952726	0.1046142	-0.04491323	0.03146947	1.5099138	-0.7292712
1	"11"	97.8778579122484	-0.121096764010252	0.0005952726	0.1046142	-0.04491323	0.03146947	2.0132184	-0.9723616
1	"14"	102.638634988612	0.749381790954152	0.0005952726	0.1046142	-0.04491323	0.03146947	1.0066092	-0.4861808
1	"18"	114.310048038536	-0.81069371870352	0.0005952726	0.1046142	-0.04491323	0.03146947	0.5033046	-0.2430904
1	"22"	72.5254799111299	1.29824283716777	0.0005952726	0.1046142	-0.04491323	0.03146947	1.2582615	-0.607726
1	"23"	87.5049494481732	0.0499244740560514	0.0005952726	0.1046142	-0.04491323	0.03146947	2.7681753	-1.3369972
1	"26"	66.5943217903657	0.649276727433609	0.0005952726	0.1046142	-0.04491323	0.03146947	1.7615661	-0.8508164
1	"27"	96.0662786281051	1.92865206774958	0.0005952726	0.1046142	-0.04491323	0.03146947	1.2582615	-0.607726
1	"33"	30.8223771938248	-0.796369295003092	0.0005952726	0.1046142	-0.04491323	0.03146947	2.0132184	-0.9723616
1	"35"	73.2650028781494	-0.44248511158273	0.0005952726	0.1046142	-0.04491323	0.03146947	1.2582615	-0.607726
1	"36"	27.6447111258723	2.03446446853018	0.0005952726	0.1046142	-0.04491323	0.03146947	1.0066092	-0.4861808
1	"37"	78.8784648523277	1.01911181881632	0.0005952726	0.1046142	-0.04491323	0.03146947	1.0066092	-0.4861808
1	"39"	92.6516695762549	-0.219971049112657	0.0005952726	0.1046142	-0.04491323	0.03146947	0.7549569	-0.3646356
1	"41"	88.5231577428362	-0.424107402689936	0.0005952726	0.1046142	-0.04491323	0.03146947	0.2516523	-0.1215452
1	"44"	69.1292922150923	0.150105264776923	0.0005952726	0.1046142	-0.04491323	0.03146947	1.7615661	-0.8508164
1	"47"	75.2872801249329	0.349620452878037	0.0005952726	0.1046142	-0.04491323	0.03146947	0.7549569	-0.3646356
1	"53"	92.2987190626495	-0.156756882405332	0.0005952726	0.1046142	-0.04491323	0.03146947	0.7549569	-0.3646356
1	"55"	76.1234993816787	1.13976796936247	0.0005952726	0.1046142	-0.04491323	0.03146947	2.516523	-1.215452
1	"58"	58.3219124131202	-1.82440721364414	0.0005952726	0.1046142	-0.04491323	0.03146947	1.5099138	-0.7292712
1	"60"	104.789204844925	-0.856730500203779	0.0005952726	0.1046142	-0.04491323	0.03146947	1.7615661	-0.8508164
1	"65"	27.1934009476839	0.920056689598614	0.0005952726	0.1046142	-0.04491323	0.03146947	2.0132184	-0.9723616
1	"67"	37.6029477274641	-0.284098050142895	0.0005952726	0.1046142	-0.04491323	0.03146947	1.5099138	-0.7292712
1	"70"	64.9477831434672	1.44055097897342	0.0005952726	0.1046142	-0.04491323	0.03146947	1.7615661	-0.8508164
1	"72"	102.419361189369	0.0753803245219762	0.0005952726	0.1046142	-0.04491323	0.03146947	1.7615661	-0.8508164
1	"77"	97.3777349511518	-0.258270549520747	0.0005952726	0.1046142	-0.04491323	0.03146947	2.516523	-1.215452
1	"78"	117.249758675022	0.322151852627776	0.0005952726	0.1046142	-0.04491323	0.03146947	3.0198276	-1.4585424
1	"81"	100.474581432836	-0.250130020495901	0.0005952726	0.1046142	-0.04491323	0.03146947	3.0198276	-1.4585424
1	"82"	98.8043538839014	-0.451565305455157	0.0005952726	0.1046142	-0.04491323	0.03146947	1.5099138	-0.7292712
1	"83"	60.0434451522863	1.28185792544409	0.0005952726	0.1046142	-0.04491323	0.03146947	3.2714799	-1.5800876
1	"85"	98.1648071191022	0.508970366429211	0.0005952726	0.1046142	-0.04491323	0.03146947	2.2648707	-1.0939068
1	"86"	102.9782327574	-0.459823217395755	0.0005952726	0.1046142	-0.04491323	0.03146947	0.5033046	-0.2430904
1	"88"	97.2876133470329	2.5292170345318	0.0005952726	0.1046142	-0.04491323	0.03146947	2.2648707	-1.0939068
1	"89"	87.4418841366147	0.230849486204328	0.0005952726	0.1046142	-0.04491323	0.03146947	2.7681753	-1.3369972
1	"90"	66.495894468251	1.38152559681767	0.0005952726	0.1046142	-0.04491323	0.03146947	0.5033046	-0.2430904
1	"91"	101.182037762052	-1.12142600696454	0.0005952726	0.1046142	-0.04491323	0.03146947	1.5099138	-0.7292712
1	"92"	85.0551289919016	0.223579242206283	0.0005952726	0.1046142	-0.04491323	0.03146947	2.2648707	-1.0939068
1	"96"	71.064924571472	0.645970900203545	0.0005952726	0.1046142	-0.04491323	0.03146947	1.7615661	-0.8508164
1	"97"	75.4357967060782	0.150597861726357	0.0005952726	0.1046142	-0.04491323	0.03146947	1.0066092	-0.4861808
1	"98"	92.1199378145908	0.77408899730806	0.0005952726	0.1046142	-0.04491323	0.03146947	0.2516523	-0.1215452
1	"100"	86.413008055174	1.19715627448174	0.0005952726	0.1046142	-0.04491323	0.03146947	0.2516523	-0.1215452
