rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,b06,b16,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha16,alpha17,alpha21,alpha22,alpha23,alpha24,alpha26,alpha27,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha26,eta_alpha27
1,1,4.72728342864623,-0.0935103591897242,-0.113000118008167,2.06009370516308,7.39117445177734,-0.00477770110065205,4.17266562495203,-0.306137014373212,3.52026360279523,0.0538020489236698,4.71899897288558,-0.136858728846647,355.018594111668,-11.4352693673867,0.0208615977953457,0.103751522404105,0.795560237717713,0.137967263734218,0.172022071577505,-10.9509837394467,0.923459211108512,1.03865324052312e-08,5.38668408224163e-15,1.04494848050763e-14,-0.0810504445297763,-2.65293498015176e-06,-0.20116770861713,0.0754351410038897,-0.056346141940975,-0.000580465888245033,0.0658921586483547,0.0569830632529291,0.0446105473257838,-0.729042350417124,-0.0101268640248007,-0.00728775913511922,-0.00666454429747443,-0.15179994312745,-1.58443629369549,0.0344876534303033,-0.514151730351171,-0.0727219088663847,8.78157902397106,-6.34602147737553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4.79767332133234,-0.246562362061057,-0.0882298288698263,60.7985580098526,7.42391183475258,-0.000353639647043118,3.76458978037001,-0.0495339478037235,3.33340377577693,0.0584093796897504,5.11076298461564,0.0437518737820042,250.563454898505,-13.667715017425,0.0208615977953457,0.103751522404105,0.795560237717713,0.137967263734218,0.172022071577505,-10.9509837394467,0.923459211108512,1.03865324052312e-08,5.38668408224163e-15,1.04494848050763e-14,-0.0810504445297763,-2.65293498015176e-06,-0.20116770861713,0.0754351410038897,-0.056346141940975,-0.000580465888245033,0.136282051334463,-0.0960689396184038,0.0693808364641247,2.65577225162034,0.0226105189504375,-0.00286369768151028,-0.414740388879494,0.104803123442038,-1.7712961207138,0.0390949841963838,-0.122387718621114,0.107888693762266,-95.6735601891919,-8.57846712741383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,4.25327012157862,-0.17477511469424,-0.245646187320864,14.0465660129108,7.37386491147898,-0.000907398602736554,3.41966777270296,-0.23557565674553,3.78151181807893,-0.0511643503471912,4.43785133859353,-0.162659017748405,421.393093467581,-14.6361745482997,0.0208615977953457,0.103751522404105,0.795560237717713,0.137967263734218,0.172022071577505,-10.9509837394467,0.923459211108512,1.03865324052312e-08,5.38668408224163e-15,1.04494848050763e-14,-0.0810504445297763,-2.65293498015176e-06,-0.20116770861713,0.0754351410038897,-0.056346141940975,-0.000580465888245033,-0.408121148419257,-0.0242816922515872,-0.0880355219869128,1.19058413388652,-0.0274364043231632,-0.00341745663720372,-0.759662396546551,-0.081238585499768,-1.32318807841179,-0.0704787458405578,-0.79529936464322,-0.0985221977681426,75.1560783798844,-9.54692665828861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4.00816178702019,-0.18899161713166,-0.104266252043773,6.99907476562274,7.35538377784305,0.00071149003476826,4.30818283316342,-0.0892158638468284,5.21807781079644,0.260194246540274,4.7318769442058,-0.134361685652206,272.875761373979,-1.97137912769615,0.0208615977953457,0.103751522404105,0.795560237717713,0.137967263734218,0.172022071577505,-10.9509837394467,0.923459211108512,1.03865324052312e-08,5.38668408224163e-15,1.04494848050763e-14,-0.0810504445297763,-2.65293498015176e-06,-0.20116770861713,0.0754351410038897,-0.056346141940975,-0.000580465888245033,-0.653229482977684,-0.0384981946890071,0.0533444132901776,0.49398414385233,-0.045917537959097,-0.0017985679996989,0.128852663913911,0.0651212073989333,0.113377914305712,0.240879851046908,-0.501273759030957,-0.0702248656719443,-73.3612537137176,3.11786876231498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3.74307161564674,-0.184180984845632,-0.195779911730295,2.12710728583378,7.34329647025788,0.00165079110940229,4.35600603180105,-0.219062645826546,5.65881856279462,-0.133239663782844,5.30281295957193,-0.0620662017157561,197.590437554873,-8.26128786681539,0.0208615977953457,0.103751522404105,0.795560237717713,0.137967263734218,0.172022071577505,-10.9509837394467,0.923459211108512,1.03865324052312e-08,5.38668408224163e-15,1.04494848050763e-14,-0.0810504445297763,-2.65293498015176e-06,-0.20116770861713,0.0754351410038897,-0.056346141940975,-0.000580465888245033,-0.918319654351132,-0.0336875624029784,-0.0381692463963435,-0.697030845202997,-0.0580048455442643,-0.000859266925064869,0.176675862551544,-0.0647255745807844,0.554118666303894,-0.152554059276211,0.0696622563351807,0.00207061826450586,-148.646577532824,-3.17203997680427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,4.40480622383766,-0.285372355752942,-0.177804883649936,4.29450223140192,7.36440368796013,0.00663449924507652,4.878035886706,-0.12128257013596,5.34107367284692,-0.0492453033939444,4.80457875879418,-0.150931857211937,249.23430422368,-11.5123166598878,0.0208615977953457,0.103751522404105,0.795560237717713,0.137967263734218,0.172022071577505,-10.9509837394467,0.923459211108512,1.03865324052312e-08,5.38668408224163e-15,1.04494848050763e-14,-0.0810504445297763,-2.65293498015176e-06,-0.20116770861713,0.0754351410038897,-0.056346141940975,-0.000580465888245033,-0.25658504616022,-0.134878933310288,-0.0201942183159846,0.00554183369197214,-0.0368976278420119,0.00412444121060935,0.698705717456497,0.0330545011098012,0.236373776356193,-0.0685596988873109,-0.428571944442568,-0.0867950372316754,-97.0027108640164,-6.42306876987665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2.96944118638,-0.0677038968787732,-0.186446651223965,0.577320726157989,7.39300823455784,0.000394598519459773,5.1675353040556,-0.208034854446836,5.10784909460538,-0.0665827193617259,3.61326472186479,0.0760467660018322,285.136770959445,-2.98026290759966,0.0208615977953457,0.103751522404105,0.795560237717713,0.137967263734218,0.172022071577505,-10.9509837394467,0.923459211108512,1.03865324052312e-08,5.38668408224163e-15,1.04494848050763e-14,-0.0810504445297763,-2.65293498015176e-06,-0.20116770861713,0.0754351410038897,-0.056346141940975,-0.000580465888245033,-1.69195008361787,0.0827895255638801,-0.028835985890014,-2.0011511358024,-0.00829308124429939,-0.00211545951500739,0.988205134806093,-0.0536977832010742,0.00314919811465231,-0.0858971148550925,-1.61988598137196,0.140183585982094,-61.1002441282513,2.10898498241146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,2.57892190395294,-0.103893625187398,-0.31869475416104,1.36207733180683,7.40379021049273,0.00355533850282427,4.12996950864009,0.122023583700421,4.19696826186904,0.146870965855062,3.82022535456267,0.0280737607914217,214.162350951278,-5.76769499364276,0.0208615977953457,0.103751522404105,0.795560237717713,0.137967263734218,0.172022071577505,-10.9509837394467,0.923459211108512,1.03865324052312e-08,5.38668408224163e-15,1.04494848050763e-14,-0.0810504445297763,-2.65293498015176e-06,-0.20116770861713,0.0754351410038897,-0.056346141940975,-0.000580465888245033,-2.08246936604494,0.0465997972552549,-0.161084088827089,-1.14278283588638,0.00248889469058966,0.00104528046835711,-0.0493606606094135,0.276360654946183,-0.907731634621684,0.127556570361695,-1.41292534867408,0.0922105807716836,-132.074664136419,-0.678447103631633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3.11598661495632,-0.210856402527369,-0.207084979909233,4.99535644417342,7.36745597791679,0.00649682525066239,4.97687173155396,-0.296952365496273,3.84362677203702,0.13685604147756,3.70855294447503,-0.0666017237988901,226.48357021343,-3.95495642897153,0.0208615977953457,0.103751522404105,0.795560237717713,0.137967263734218,0.172022071577505,-10.9509837394467,0.923459211108512,1.03865324052312e-08,5.38668408224163e-15,1.04494848050763e-14,-0.0810504445297763,-2.65293498015176e-06,-0.20116770861713,0.0754351410038897,-0.056346141940975,-0.000580465888245033,-1.54540465504156,-0.0603629800847155,-0.0494743145752816,0.156714949622065,-0.0338453378853494,0.00398676721619522,0.797541562304455,-0.142615294250512,-1.2610731244537,0.117541645984193,-1.52459775876172,-0.00246490381862816,-119.753444874266,1.13429146103959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,3.31926932386866,-0.286648321047445,-0.0912594325564992,4.49634034096115,7.37756062844292,0.00367813081260268,4.4792471921962,-0.0881878251280086,0.945619228313628,0.117238607285312,6.48090867174182,-0.0724015514755605,556.840201224886,-1.43513769265068,0.0208615977953457,0.103751522404105,0.795560237717713,0.137967263734218,0.172022071577505,-10.9509837394467,0.923459211108512,1.03865324052312e-08,5.38668408224163e-15,1.04494848050763e-14,-0.0810504445297763,-2.65293498015176e-06,-0.20116770861713,0.0754351410038897,-0.056346141940975,-0.000580465888245033,-1.34212194612922,-0.136154898604791,0.0663512327774518,0.0514699882114384,-0.0237406873592265,0.00116807277813552,0.299917022946689,0.0661492461177531,-4.1590806681771,0.0979242117919457,1.24775796850507,-0.00826473149529856,210.603186137189,3.65411019736045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
