parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,1.5382262845936,0.114878618021861,7.46825217930872,
b1_pop,-1.44193717967993,nan,nan,
b2_pop,-1.52887535706732,4.39388674436802,287.393391754077,
a_pop,0.236886664378924,0.233204540972464,98.4456181118871,
h1_pop,0.00108708567894543,0.000426326653645662,39.2173921432978,
h2_pop,0.107617019262671,0.0153760618716927,14.2877604091253,
alpha1_pop,1.91454809268556e-07,0.000147082340238179,76823.5286437045,
alpha2_pop,-2.02363402947379e-17,2.62299531534397e-13,1296180.67157431,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231788314615939,0.0432361716009018,18.6533008243068,8.27710104900348e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126428790554624,0.0231476684491485,18.3088585658402,4.71232830534518e-08
omega_b0,0.160968058576973,0.0441923765574314,27.4541278239366,
omega_b1,0.316788278184454,0.435297382201702,137.409560952329,
omega_b2,0.42817678548115,0.653802622004646,152.694551450274,
omega_a,1.00758852312919,4.76582483016422,472.993163455593,
e_b,0.683300808279145,0.0239284770934473,3.50189503707889,
