parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,0.607347638745497,0.0187215990495622,3.0825177962711,
b1_pop,-1.3944738712051,0.30043067784988,21.5443748393972,
b2_pop,-1.46938277292431,0.243524146557678,16.5732272791674,
a_pop,0.160546512480598,0.0816640649693044,50.8662964442614,
h1_pop,0.000220032009342465,0.000295276688638102,134.197151369246,
h2_pop,0.0813669557736797,0.0569627942040425,70.0072820254983,
alpha1_pop,76.6974685967166,17.742660301427,23.1333062564552,
alpha2_pop,-36.8920602044804,8.12930195508312,22.0353699685654,
hcov1_pop,0,,,
beta_hcov1_score4C,0.351224301403713,0.0929425199117633,26.4624399679369,0.000157496716257421
hcov2_pop,0,,,
beta_hcov2_score4C,-0.153766464947883,0.0300299161482443,19.5295613763525,3.04819226748521e-07
omega_b0,0.03362529547597,0.00678903734701732,20.1902682219374,
omega_b1,0.202836896120399,0.128478141933507,63.3406172106114,
omega_b2,0.186547119794963,0.131904136735074,70.7082140319571,
omega_a,0.355990715598875,0.235577190613536,66.1750939816591,
e_b,1.65607849509234,0.0584807816996301,3.5312807860819,
