rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha21,alpha22,alpha23,alpha24
1,1,3.16991725938746,-0.130145033879995,-0.111972675369078,0.625130924081302,7.42797517139532,0.00476601626387485,3.05171115945577,-0.175868449339341,4.60426684127496,-0.0555350787694853,0.0271631591374311,0.118728658585285,0.758933443854389,0.11276568603875,0.180110053624184,-13.2471213631646,0.707939017587344,0.2273255711809,-0.0800771760931385,-4.95766793122076e-05,-0.195048184584656,3.72367709400012e-06
2,1,3.15347864794153,-0.183225422643965,-0.171123898976327,0.684467580611872,7.39810535792058,0.000344718099815843,3.38332653041357,-0.312045547815683,5.6674614909938,0.014660914435019,0.0271631591374311,0.118728658585285,0.758933443854389,0.11276568603875,0.180110053624184,-13.2471213631646,0.707939017587344,0.2273255711809,-0.0800771760931385,-4.95766793122076e-05,-0.195048184584656,3.72367709400012e-06
3,1,2.87708829065787,-0.0109428430982924,-0.0618333411931519,1.64589351937713,7.41898923346547,-0.00014454226083431,3.54185891967349,-0.395128233188318,5.45516522917861,0.0517044772366963,0.0271631591374311,0.118728658585285,0.758933443854389,0.11276568603875,0.180110053624184,-13.2471213631646,0.707939017587344,0.2273255711809,-0.0800771760931385,-4.95766793122076e-05,-0.195048184584656,3.72367709400012e-06
1,2,3.98478836570275,-0.368112409564156,-0.203466597154901,9.61335751138576,7.44439448498655,0.00754007068307939,4.95142758825442,-0.0349759310886658,3.68658349177115,0.155256606993667,0.0271631591374311,0.118728658585285,0.758933443854389,0.11276568603875,0.180110053624184,-13.2471213631646,0.707939017587344,0.2273255711809,-0.0800771760931385,-4.95766793122076e-05,-0.195048184584656,3.72367709400012e-06
2,2,2.24433633705559,-0.143253472371836,-0.178903684267148,1.08415541059457,7.43761543545289,0.00949024042358573,4.57043846414353,0.0860256636376859,3.48670157863073,0.114768626454255,0.0271631591374311,0.118728658585285,0.758933443854389,0.11276568603875,0.180110053624184,-13.2471213631646,0.707939017587344,0.2273255711809,-0.0800771760931385,-4.95766793122076e-05,-0.195048184584656,3.72367709400012e-06
3,2,3.34777948067871,-0.17037969946118,-0.057649724667517,2.37954729972772,7.4292661333969,0.00711099323975492,4.1547535847828,0.129937296469887,4.08465975583436,0.100307365858493,0.0271631591374311,0.118728658585285,0.758933443854389,0.11276568603875,0.180110053624184,-13.2471213631646,0.707939017587344,0.2273255711809,-0.0800771760931385,-4.95766793122076e-05,-0.195048184584656,3.72367709400012e-06
1,3,4.62703923492337,-0.0272663833173706,-0.0467204504902079,0.90183650319641,7.4495088279946,-0.00406826930036754,5.04068369656815,-0.200063158922182,2.14734702605294,0.125439111003558,0.0271631591374311,0.118728658585285,0.758933443854389,0.11276568603875,0.180110053624184,-13.2471213631646,0.707939017587344,0.2273255711809,-0.0800771760931385,-4.95766793122076e-05,-0.195048184584656,3.72367709400012e-06
2,3,3.52350083377477,-0.256888572597616,-0.112677288148304,0.604812965264662,7.38781189172175,-0.00567462462617166,4.26235874273839,-0.131670071249912,3.5047129342701,-0.135801289179706,0.0271631591374311,0.118728658585285,0.758933443854389,0.11276568603875,0.180110053624184,-13.2471213631646,0.707939017587344,0.2273255711809,-0.0800771760931385,-4.95766793122076e-05,-0.195048184584656,3.72367709400012e-06
3,3,4.63669356582123,-0.0987296981280997,-0.101403246099425,19.68707654502,7.36970527808089,0.000717973723055492,4.03604933293359,-0.0430977153831963,2.52297353957804,-0.0244074714069191,0.0271631591374311,0.118728658585285,0.758933443854389,0.11276568603875,0.180110053624184,-13.2471213631646,0.707939017587344,0.2273255711809,-0.0800771760931385,-4.95766793122076e-05,-0.195048184584656,3.72367709400012e-06
1,4,6.43404768321201,-0.23637745131307,-0.223260961839591,1.97077829181566,7.38911416780441,0.0010108950243948,5.47740322464068,0.0167949412308931,5.19958019353379,-0.0702348177487855,0.0271631591374311,0.118728658585285,0.758933443854389,0.11276568603875,0.180110053624184,-13.2471213631646,0.707939017587344,0.2273255711809,-0.0800771760931385,-4.95766793122076e-05,-0.195048184584656,3.72367709400012e-06
