rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-0.483309770572155,0.00306142863822293,0,0,0,0,0,0,11
2,1,-0.109296677595498,0.00336229188360808,0,0,0,0,0,0,11
3,1,-0.272553467266986,-0.00380667124342205,0,0,0,0,0,0,11
4,1,-0.337502084810005,0.0258796774127528,0,0,0,0,0,0,11
5,1,-0.547914998115575,-0.0170898336104531,0,0,0,0,0,0,11
6,1,0.271296027175996,-0.00584457412749074,0,0,0,0,0,0,11
7,1,-0.58337564489409,-0.000642049575263826,0,0,0,0,0,0,11
8,1,-0.308274943646408,0.0149395265528555,0,0,0,0,0,0,11
9,1,-0.196735727079167,-0.0232670608974482,0,0,0,0,0,0,11
10,1,-0.554294298023283,0.00647230230286041,0,0,0,0,0,0,11
1,2,0.129862312816716,0.00211194619157815,0,0,0,0,0,0,5
2,2,-0.741531296404396,-0.0236474246093188,0,0,0,0,0,0,5
3,2,-0.595098866162371,-0.00865007317141077,0,0,0,0,0,0,5
4,2,-0.443099881809845,0.0108593285060786,0,0,0,0,0,0,5
5,2,0.0569167107441066,0.00179325733903666,0,0,0,0,0,0,5
6,2,-0.668473585249574,0.0153654978084632,0,0,0,0,0,0,5
7,2,-0.627631622350194,-0.0123878272322764,0,0,0,0,0,0,5
8,2,0.103331980465176,0.0342985000107978,0,0,0,0,0,0,5
9,2,-0.422889632242206,-0.00794979829100856,0,0,0,0,0,0,5
10,2,-0.4005322794851,-0.00183192299575531,0,0,0,0,0,0,5
1,3,-0.338482509749441,-0.00672407403611076,0,0,0,0,0,0,6
2,3,-0.150315207941815,-0.0118649522162126,0,0,0,0,0,0,6
3,3,-0.126574293243357,-0.0151510571474571,0,0,0,0,0,0,6
4,3,-0.477939186296401,-0.00778656023454226,0,0,0,0,0,0,6
5,3,-0.725750124752471,0.027014020860296,0,0,0,0,0,0,6
6,3,-0.337388327123459,-0.0242070348602391,0,0,0,0,0,0,6
7,3,-0.464314671281051,0.0231070200845113,0,0,0,0,0,0,6
8,3,-0.0999801465103376,0.00969873909590206,0,0,0,0,0,0,6
9,3,-0.43757002279704,-0.0206380796377024,0,0,0,0,0,0,6
10,3,-0.133337545400912,-0.00770808262723774,0,0,0,0,0,0,6
1,4,0.56057381060629,-0.0295595693750739,0,0,0,0,0,0,8
2,4,-0.300341954542243,-0.0121283531805079,0,0,0,0,0,0,8
3,4,-0.0983819189328818,0.000882962007867383,0,0,0,0,0,0,8
4,4,-0.309599411532298,-0.00891231963359593,0,0,0,0,0,0,8
5,4,-0.195101703784697,-0.0046795394366023,0,0,0,0,0,0,8
6,4,-0.0786173578463274,0.00410496659388066,0,0,0,0,0,0,8
