parameter,value
b0_pop,93.2904807529657
b1_pop,0.401977683878948
h1_pop,0.000595272618002017
h2_pop,0.104614182980621
alpha1_pop,-0.0449132317708658
alpha2_pop,0.0314694695385849
hcov1_pop,0
beta_hcov1_score4C,0.251652282380243
hcov2_pop,0
beta_hcov2_score4C,-0.121545233367489
omega_b0,25.8052048494888
omega_b1,0.834431303654341
e_a,11.5592301219205
