parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,10.0293024797372,0.313265523660928,3.12350259944634,
b1_pop,0.480530468466412,0.12881245340482,26.8063030042442,
h1_pop,0.00112694523216375,0.000443774311505818,39.3785162615014,
h2_pop,0.119421903809687,0.0153120008467064,12.8217691715147,
alpha1_pop,-0.00651084303111316,0.00813916319042526,125.00935979459,
alpha2_pop,-0.0147741499678792,0.00674639908709593,45.6635346315247,
hcov1_pop,0,,,
beta_hcov1_score4C,0.230740508678704,0.0433812072375137,18.8008631366589,1.04393773847633e-07
hcov2_pop,0,,,
beta_hcov2_score4C,-0.132652669861055,0.0195466001301214,14.7351728017199,1.14899201264507e-11
omega_b0,4.21376401164831,nan,nan,
omega_b1,1.65100197135112,0.110895650493996,6.71686965965543,
e_b,0.398597464951942,0.00928943437605179,2.33053021979751,
