id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM
1,1.02903,0.0369818,-0.019173,-0.0389199,-0.00083276,0.00137521,0.537152,-0.217318,0,0,0,0,0,0,0,0,0,0
2,0.208762,-0.0370218,0.00421278,-0.148919,-0.016365,-0.00117389,0.712816,-0.0684847,0,0,0,0,0,0,0,0,0,0
3,0.912204,-0.051218,0.0213723,-0.0790146,0.0437628,0.00454788,-0.690724,-0.125653,0,0,0,0,0,0,0,0,0,0
4,0.0845045,-0.0251599,0.00123465,-0.237759,0.00360276,0.00258936,0.137728,0.115354,0,0,0,0,0,0,0,0,0,0
5,-2.67681,0.0730578,-0.023105,0.188261,-0.00292084,-0.000914975,-0.194641,-0.0454651,0,0,0,0,0,0,0,0,0,0
6,-0.131121,-0.0392165,0.0136505,-0.211605,-0.0192914,0.00360145,0.117633,-0.103503,0,0,0,0,0,0,0,0,0,0
7,2.74877,-0.0364399,0.0120468,0.00166365,0.0360626,0.00231537,0.175389,0.0578417,0,0,0,0,0,0,0,0,0,0
8,3.74892,-0.0340675,0.00808719,0.0627472,-0.0319027,-0.00161005,1.79199,0.162647,0,0,0,0,0,0,0,0,0,0
9,1.59884,0.0445901,-0.0194156,-0.0325804,-0.00590149,0.0017301,0.134639,-0.14921,0,0,0,0,0,0,0,0,0,0
10,-3.82743,0.011787,-0.0861177,0.376217,-0.0410833,-0.00627025,-0.21068,-0.0140991,0,0,0,0,0,0,0,0,0,0
11,-2.4224,-0.039269,0.0620078,0.879929,0.0110521,0.00975596,0.451074,-0.17015,0,0,0,0,0,0,0,0,0,0
12,2.33305,-0.010824,0.000271154,0.00385373,0.0265187,0.000719569,-0.014092,-0.0242279,0,0,0,0,0,0,0,0,0,0
13,2.01803,0.00135524,-0.0103078,-0.103582,-0.0819321,-0.00342979,-1.79859,-0.138859,0,0,0,0,0,0,0,0,0,0
14,2.47675,0.00363354,-0.0333194,-0.0910702,0.0202807,0.00374497,-1.37341,-0.0617745,0,0,0,0,0,0,0,0,0,0
15,-1.17603,-0.0164688,-0.000599736,0.0258875,-0.0151542,-0.0010907,-0.455976,-0.0344492,0,0,0,0,0,0,0,0,0,0
16,-1.72913,-0.00775252,-0.0100082,-0.198709,0.00968149,0.0046434,0.851669,-0.0775706,0,0,0,0,0,0,0,0,0,0
17,0.641182,0.0354552,-0.0179652,-0.188069,0.029678,-0.000781005,0.112436,0.054532,0,0,0,0,0,0,0,0,0,0
18,-1.11037,-0.0366145,0.0130542,-0.190424,-0.0193779,-0.000231974,0.884476,0.20266,0,0,0,0,0,0,0,0,0,0
19,0.780728,0.0473213,-0.0169893,-0.0682376,-0.0420273,0.000333111,0.596319,0.212892,0,0,0,0,0,0,0,0,0,0
20,-4.61209,0.0472139,-0.0540962,-0.114475,-0.0266723,-0.00731797,0.0764692,-0.0929888,0,0,0,0,0,0,0,0,0,0
21,-0.340172,0.224583,0.0119133,0.129038,0.0131225,0.00522897,0.166233,-0.0109885,0,0,0,0,0,0,0,0,0,0
22,-0.192848,0.0622251,-0.0167716,-0.00194501,-0.0222457,-0.00253366,0.490684,0.0666666,0,0,0,0,0,0,0,0,0,0
23,-2.05279,-0.0141451,0.000196334,-0.277465,0.00340702,0.00361268,0.340745,-0.0811024,0,0,0,0,0,0,0,0,0,0
24,0.851316,-0.0113758,0.00536934,-0.0181608,-0.0113181,0.000233363,-0.127086,-0.0145411,0,0,0,0,0,0,0,0,0,0
25,-0.11527,0.148261,-0.0324181,0.170489,-0.000179156,-0.000808597,-0.749912,0.126451,0,0,0,0,0,0,0,0,0,0
26,-2.17134,-0.136703,0.0652652,0.173859,-0.0188471,-0.00269133,0.420084,-0.150819,0,0,0,0,0,0,0,0,0,0
27,1.98249,0.0690005,-0.00502229,-0.0981897,0.0144504,-0.000944583,-0.607354,0.0165618,0,0,0,0,0,0,0,0,0,0
28,-0.0350033,-0.0375542,0.0213515,-0.220935,-0.00622995,0.000112928,0.933695,0.131007,0,0,0,0,0,0,0,0,0,0
29,-0.467914,0.00451378,-0.0220339,-0.190471,-0.0355276,-0.00778703,0.827625,0.124059,0,0,0,0,0,0,0,0,0,0
30,3.97346,0.0431455,-0.0216192,-0.0154387,0.000778623,-0.000742881,0.036386,-0.0158902,0,0,0,0,0,0,0,0,0,0
31,0.660367,-0.00391389,-0.00051104,-0.115933,-0.0249859,0.00225136,1.51809,-0.0238825,0,0,0,0,0,0,0,0,0,0
32,-0.51386,-0.0640633,0.0622782,0.0362656,-0.0647007,-0.00631291,0.400526,0.0565889,0,0,0,0,0,0,0,0,0,0
33,0.268294,-0.105313,0.0244936,0.0660975,-0.0303146,-0.00248595,0.632749,0.328201,0,0,0,0,0,0,0,0,0,0
34,0.394984,-0.0106818,-0.00123439,2.79793e-05,0.00390359,0.000535091,-0.508261,-0.0221966,0,0,0,0,0,0,0,0,0,0
35,2.64057,0.0559946,-0.0300185,0.0857432,-0.0174055,-0.00169134,-0.475763,-0.096795,0,0,0,0,0,0,0,0,0,0
36,0.0540191,0.097513,-0.0323233,0.263045,0.0449646,0.00291612,0.253151,0.100239,0,0,0,0,0,0,0,0,0,0
37,0.478,0.0236895,-0.000551207,0.010466,-0.0326432,-0.000953343,0.296597,0.0706243,0,0,0,0,0,0,0,0,0,0
38,-1.35602,-0.0644075,0.0229648,-0.0363799,-0.00486964,-0.00349741,-0.580056,-0.171949,0,0,0,0,0,0,0,0,0,0
39,-0.57806,0.0242473,-0.0180547,-0.151161,0.047034,0.000649944,-0.111528,0.0105563,0,0,0,0,0,0,0,0,0,0
40,-4.26959,0.0623546,-0.0171768,-0.245309,0.00158439,0.00174644,-0.0511884,-0.00242408,0,0,0,0,0,0,0,0,0,0
41,0.564418,0.0130192,-0.0058681,-0.0762608,0.0088405,-0.00191144,0.639485,0.0881685,0,0,0,0,0,0,0,0,0,0
42,-0.0158772,0.0460852,-0.0142908,-0.220761,0.0231148,-0.00354784,-1.0987,-0.143004,0,0,0,0,0,0,0,0,0,0
43,-3.83885,0.0792928,-0.0219566,0.011177,-0.00933297,-0.000807999,0.744387,0.113827,0,0,0,0,0,0,0,0,0,0
44,-1.33747,-0.0422321,0.0260317,-0.0786333,-0.0672954,-0.00378671,-0.156907,-0.0745512,0,0,0,0,0,0,0,0,0,0
45,2.37372,0.181733,0.0409978,0.0960808,-0.00807653,0.00345078,2.0683,0.0277493,0,0,0,0,0,0,0,0,0,0
46,2.72257,-0.0490917,0.0302316,-0.0187442,0.0202606,-0.00282855,1.43285,0.0680554,0,0,0,0,0,0,0,0,0,0
47,-1.99296,-0.0158062,-0.00552076,-0.229619,0.0699792,0.00896864,-0.913482,-0.0995508,0,0,0,0,0,0,0,0,0,0
48,-1.70971,-0.0269509,0.00559016,-0.124373,0.00724554,-0.00107011,0.212547,-0.0271296,0,0,0,0,0,0,0,0,0,0
49,-0.0170255,-0.00834804,-0.0222085,-0.195138,0.0105601,0.00120011,-0.223442,-0.16412,0,0,0,0,0,0,0,0,0,0
50,3.46774,0.0302941,-0.0130335,0.0846272,0.0233063,-0.000367055,1.48036,0.0782639,0,0,0,0,0,0,0,0,0,0
51,0.792065,-0.122992,0.000149337,0.0765804,0.016146,-0.00367694,-0.73811,0.00902516,0,0,0,0,0,0,0,0,0,0
52,-0.625446,0.132012,0.00593722,-0.195893,-0.0418862,-0.00516439,-1.04474,0.186353,0,0,0,0,0,0,0,0,0,0
53,-1.01526,-0.0263464,-0.00953157,-0.291183,-0.00992021,0.00157947,1.3008,0.182874,0,0,0,0,0,0,0,0,0,0
54,1.25355,-0.056705,0.016935,0.0765114,-0.00297439,0.00145884,-0.593281,-0.0201409,0,0,0,0,0,0,0,0,0,0
55,2.41672,0.162731,-0.024987,0.179832,-0.022028,-0.0016175,0.00215729,0.0265992,0,0,0,0,0,0,0,0,0,0
