id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b04_SAEM,b14_SAEM,b05_SAEM,b15_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha14_SAEM,alpha15_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha24_SAEM,alpha25_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,b03_mean,b13_mean,b04_mean,b14_mean,b05_mean,b15_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha13_mean,alpha14_mean,alpha15_mean,alpha21_mean,alpha22_mean,alpha23_mean,alpha24_mean,alpha25_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,b03_mode,b13_mode,b04_mode,b14_mode,b05_mode,b15_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha13_mode,alpha14_mode,alpha15_mode,alpha21_mode,alpha22_mode,alpha23_mode,alpha24_mode,alpha25_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,b03_sd,b13_sd,b04_sd,b14_sd,b05_sd,b15_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha13_sd,alpha14_sd,alpha15_sd,alpha21_sd,alpha22_sd,alpha23_sd,alpha24_sd,alpha25_sd
71,5.57554,-0.102149,-0.153625,5.77057,7.43583,0.00395778,4.32998,-0.174408,9.88206,0.0106463,7.24481,-0.0456912,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,5.68822,-0.102484,-0.144172,5.48203,7.43768,0.00458457,4.32733,-0.154468,9.86514,0.0124293,7.24598,-0.0478827,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.24632,-0.0996713,-0.151782,4.82478,7.43659,0.00386728,4.33231,-0.16952,9.86756,0.0172296,7.21203,-0.0443132,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.0737,0.0842207,0.0623897,7.58688,0.0278386,0.00583106,0.4055,0.1178,0.587358,0.0930299,0.461659,0.105037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2.02471,-0.127873,-0.137377,7.35816,7.38469,0.00374344,4.94993,-0.143675,2.63696,0.0118416,7.67749,-0.0528674,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,2.07683,-0.140254,-0.149722,6.47414,7.38935,0.00376707,4.92117,-0.151945,2.69451,0.0154701,7.67171,-0.0389617,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.2537,-0.121492,-0.14017,4.26715,7.38423,0.0032847,4.97868,-0.144708,2.6608,0.0169933,7.58774,-0.0426809,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.10098,0.0896551,0.0739437,6.76352,0.0318138,0.00526292,0.54265,0.153877,0.625009,0.0924749,0.428433,0.110027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,6.16305,-0.12797,-0.156442,5.55524,7.3835,0.0103144,4.73003,-0.0221269,5.97054,0.0229961,8.12169,0.00837275,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,6.22152,-0.123883,-0.15278,5.46686,7.38351,0.010351,4.76764,-0.0255717,5.93733,0.027299,8.15529,-0.000729963,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.7577,-0.0959335,-0.149457,4.81011,7.38176,0.0103219,4.76627,-0.0270835,5.94145,0.025854,8.14968,-0.000819369,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.895625,0.0760345,0.0616106,5.33647,0.024215,0.00298858,0.358642,0.046243,0.445196,0.0596888,0.35215,0.0501263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1.15889,-0.122996,-0.137541,7.12725,7.40682,0.00349801,4.25844,-0.142577,7.48621,0.0163768,7.28182,-0.0462934,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,1.13734,-0.133196,-0.136193,6.8194,7.40625,0.00430068,4.17861,-0.123842,7.5581,0.0208822,7.24229,-0.030192,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.541626,-0.11993,-0.140381,4.3365,7.40492,0.00330033,4.2168,-0.142544,7.53054,0.0195143,7.19419,-0.0442857,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.966059,0.0875445,0.0660839,9.35293,0.0311167,0.00615544,0.511015,0.15394,0.607007,0.0904077,0.423932,0.101109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4.35988,-0.114093,-0.19072,6.52805,7.46369,-0.000909686,4.54979,-0.0990079,7.15263,-0.0554027,6.32307,0.039045,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.48411,-0.114309,-0.180585,6.18987,7.45604,-0.000578862,4.58657,-0.0999957,6.96985,-0.0447509,6.27019,0.041432,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.90499,-0.100957,-0.188386,8.41797,7.45976,-0.000675457,4.57216,-0.0992066,7.10963,-0.0529709,6.2858,0.0394604,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.808136,0.0526364,0.0702055,4.54936,0.0158579,0.000914575,0.338914,0.0192851,0.320186,0.0176726,0.258255,0.0162443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3.8031,-0.0516344,-0.152978,5.43209,7.37803,0.00869836,4.45307,-0.171928,5.40145,-0.0282155,6.47115,-0.152179,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.29623,-0.0436272,-0.151835,5.67964,7.3786,0.00856436,4.36111,-0.162567,5.37241,-0.025918,6.55946,-0.160407,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,2.61006,-0.0272764,-0.133055,5.85216,7.37682,0.00880157,4.41319,-0.168679,5.41375,-0.028315,6.45948,-0.154686,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.07903,0.0702286,0.0614518,4.41411,0.0226124,0.00267469,0.342323,0.0424534,0.418986,0.0532015,0.369057,0.0475531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,4.20194,-0.125652,-0.143702,7.0481,7.44222,0.00285952,2.99229,-0.155496,6.97304,0.0308527,7.50154,-0.0517124,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.18612,-0.126352,-0.140659,6.71836,7.44266,0.00248483,2.96047,-0.135861,6.96906,0.0280235,7.46289,-0.0400678,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.58872,-0.120176,-0.14088,4.27746,7.44203,0.00314234,3.00563,-0.141125,6.93992,0.0169754,7.42757,-0.0425098,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.1257,0.0827465,0.0721252,7.93652,0.0355024,0.00583738,0.546207,0.149524,0.641342,0.0846216,0.438211,0.0959743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,4.85331,-0.0973916,-0.149595,7.89862,7.38674,0.000716433,4.48416,-0.133992,8.17676,0.0117173,6.31675,-0.0321553,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.78319,-0.0895779,-0.155224,7.01462,7.38343,0.000752734,4.51426,-0.164569,8.18814,0.0117353,6.39099,-0.0389557,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,4.10272,-0.108346,-0.145724,4.46661,7.38642,0.00085248,4.4912,-0.138743,8.148,0.0153263,6.27588,-0.0308446,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.31774,0.0947508,0.06656,7.61312,0.0331232,0.00575737,0.529171,0.136606,0.64164,0.0951488,0.427855,0.103893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,4.2148,-0.0972322,-0.160772,6.0887,7.41737,0.00584461,3.43263,-0.27665,3.59333,-0.0705257,7.19047,-0.0794428,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.11841,-0.0853018,-0.157874,5.05601,7.41435,0.0063746,3.3793,-0.264766,3.63974,-0.0777708,7.22851,-0.0802016,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.25161,-0.0593622,-0.150498,6.32411,7.41815,0.00579896,3.40241,-0.267126,3.59245,-0.0695056,7.18178,-0.0855484,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.904718,0.0859186,0.05965,5.17853,0.020287,0.00355361,0.416242,0.0829013,0.419022,0.0647016,0.385893,0.0600032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,4.20742,-0.0948302,-0.164741,4.4851,7.35092,0.000498343,5.00833,-0.322201,3.49903,-0.00565162,6.21793,-0.300669,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.12305,-0.109723,-0.180586,5.09799,7.33811,0.00203493,4.90194,-0.307117,3.46873,0.00265738,6.28939,-0.309606,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.03469,-0.071985,-0.164696,7.2004,7.34522,0.00108375,4.97662,-0.319442,3.53918,-0.00700791,6.17157,-0.299815,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.987948,0.0741902,0.0591667,5.19224,0.0218329,0.00295973,0.376193,0.0511276,0.442342,0.0531698,0.299084,0.0323511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,6.65837,-0.0335963,-0.200611,23.7275,7.4444,0.00609153,4.93738,-0.124462,8.6497,-0.0447375,6.86509,0.0557864,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,6.70075,-0.0300647,-0.202387,21.7455,7.44249,0.0067443,4.96456,-0.129198,8.63221,-0.0468882,6.86727,0.057102,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,6.06243,-0.022916,-0.1779,19.8629,7.44418,0.00602694,4.92646,-0.115698,8.65297,-0.0448769,6.83808,0.0481566,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.24482,0.0484138,0.0640252,14.102,0.0205895,0.00472917,0.443203,0.100384,0.439713,0.0767642,0.375136,0.079325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,4.24967,-0.106549,-0.168541,6.9794,7.41746,0.00841138,3.89158,-0.201448,2.36923,0.0077359,8.47579,0.11602,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.15859,-0.0905015,-0.160859,6.38228,7.41765,0.00840467,3.94667,-0.207367,2.42626,-0.00166031,8.50375,0.110499,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,2.65762,-0.073763,-0.178903,9.06814,7.4212,0.00792654,3.92913,-0.203186,2.43608,-0.00118526,8.44197,0.113813,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.19845,0.0764313,0.0595045,7.96742,0.0213731,0.0030335,0.373643,0.0518623,0.443918,0.0547597,0.40485,0.0541463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,5.87145,-0.12195,-0.163222,5.1384,7.36887,0.00550131,2.35991,-0.41892,8.2539,0.0770498,7.27163,-0.141289,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,5.96164,-0.126865,-0.160831,5.05118,7.37047,0.00539172,2.32868,-0.417121,8.22057,0.0814891,7.14557,-0.135404,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.42766,-0.109926,-0.17459,5.91245,7.36564,0.00568276,2.32507,-0.416746,8.25301,0.0772667,7.24057,-0.141259,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.694383,0.0660796,0.0728296,4.95218,0.0179593,0.00104053,0.330617,0.0188869,0.36025,0.0230101,0.269778,0.0141057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,4.76535,-0.200278,-0.102036,14.1759,7.42508,-0.00242195,5.55737,0.0225263,4.47282,0.00444235,6.81255,0.0407884,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.47691,-0.188735,-0.0961203,10.8685,7.42645,-0.00242768,5.56026,0.03056,4.44042,0.00926577,6.78906,0.0398103,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,4.56045,-0.196558,-0.0867206,13.6683,7.42518,-0.00212693,5.62135,0.0125682,4.45233,0.00475212,6.77286,0.0376859,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.926147,0.0838983,0.059427,8.8042,0.0240462,0.00547626,0.439292,0.130029,0.49153,0.0903318,0.390386,0.0966609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,6.23896,-0.133626,-0.141624,4.36683,7.40687,0.00719597,4.23638,-0.153904,5.16229,0.0754939,7.25212,-0.0416952,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,6.07869,-0.131694,-0.153115,4.56484,7.40398,0.00744099,4.28184,-0.156241,5.19404,0.0738765,7.22522,-0.0398286,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.88472,-0.120017,-0.141258,4.28193,7.40412,0.0074488,4.22525,-0.151679,5.20632,0.0710787,7.19015,-0.0396794,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.856417,0.0746198,0.0624637,7.48421,0.0221499,0.00285469,0.383257,0.054004,0.41009,0.0560091,0.356857,0.047023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,4.81987,-0.120362,-0.16656,4.81592,7.43373,0.00882381,4.48831,-0.142129,5.39939,0.092305,6.20728,0.0234827,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.891,-0.106959,-0.160999,4.81872,7.43363,0.00915599,4.57892,-0.165421,5.40414,0.100146,6.2662,0.0155177,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,4.21682,-0.0919978,-0.16325,5.7334,7.43207,0.00901673,4.56256,-0.154093,5.40613,0.0928806,6.23433,0.0134905,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.924245,0.0688524,0.0675761,4.78484,0.0217422,0.00370449,0.374367,0.0746238,0.47102,0.0683364,0.371229,0.0576005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,5.78149,-0.0973601,-0.186366,12.1198,7.38805,0.00636939,6.80203,-0.248137,4.21319,0.0161888,6.19398,-0.161988,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,5.50164,-0.0920091,-0.203113,12.4548,7.39086,0.00615689,6.86238,-0.250111,4.1471,0.0216059,6.12888,-0.159484,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.02331,-0.0792804,-0.189154,11.1765,7.38649,0.00644071,6.79374,-0.246224,4.19088,0.0180152,6.24276,-0.164322,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.973091,0.0405701,0.0509566,8.86563,0.0173333,0.00108293,0.319666,0.0185475,0.337049,0.0194972,0.131913,0.00530238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,4.01462,-0.173195,-0.139226,4.73267,7.37519,0.00804302,4.67873,-0.263782,5.18393,0.0998898,7.04254,-0.115349,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.9432,-0.160288,-0.139966,3.37131,7.37383,0.00819513,4.6982,-0.264394,4.97344,0.11422,7.07801,-0.116604,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.98132,-0.145486,-0.117685,4.77887,7.37433,0.00810336,4.63875,-0.261084,5.18239,0.101147,7.02804,-0.115603,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.456752,0.0710097,0.0680214,2.63899,0.0185581,0.00117073,0.295775,0.0176069,0.329165,0.0197213,0.290246,0.014813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,4.24311,-0.135987,-0.140221,4.70157,7.41529,0.00359009,3.02822,-0.212545,4.99588,0.0256293,5.5399,-0.0565799,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.21056,-0.134563,-0.13803,5.24655,7.41524,0.0044504,2.9679,-0.207267,5.01296,0.034373,5.55914,-0.0691989,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.85421,-0.135787,-0.131607,4.32021,7.414,0.00420128,3.00408,-0.216391,4.99166,0.0307636,5.48185,-0.0637022,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.756602,0.0820527,0.0723358,7.04134,0.0236868,0.00552016,0.421232,0.129422,0.48861,0.0891231,0.349351,0.0855934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,5.40134,-0.0604274,-0.163642,5.87938,7.42124,0.00504602,4.47867,-0.11374,4.73438,0.0693398,7.20214,-0.0710815,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,5.37738,-0.0721922,-0.177647,6.31674,7.41884,0.00599849,4.49266,-0.114518,4.70039,0.0669201,7.21337,-0.0720019,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,4.62898,-0.0496246,-0.152886,7.11918,7.42118,0.00546674,4.44587,-0.110437,4.7192,0.071293,7.16074,-0.0690609,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.12271,0.0703715,0.0634947,5.45432,0.0233896,0.00467275,0.409614,0.085083,0.457306,0.0833499,0.336144,0.0766485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,5.42592,-0.138263,-0.150894,4.49204,7.34115,0.000238409,5.07512,-0.0507639,3.25059,0.0375913,6.84677,-0.0913197,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,5.50221,-0.141877,-0.146398,4.47038,7.34006,0.000147486,5.09705,-0.0652913,3.28574,0.041162,6.85904,-0.104668,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.1678,-0.12937,-0.135521,4.25602,7.34124,-0.000462689,5.08988,-0.0462794,3.28372,0.0304145,6.79102,-0.0978712,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.839667,0.0766049,0.0694518,5.26844,0.0225002,0.00493398,0.395715,0.104503,0.497215,0.0836075,0.360685,0.091597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,7.43349,-0.127091,-0.143125,5.32334,7.34938,0.000772425,4.59962,0.0117945,5.92412,-0.0223683,7.8836,0.0992285,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,7.34679,-0.136106,-0.14441,4.78975,7.34035,0.00126831,4.63605,0.00953466,5.93443,-0.0198844,7.87628,0.102321,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,7.58452,-0.152479,-0.122657,4.84552,7.34564,0.000954328,4.58038,0.0127168,5.91111,-0.0201529,7.84535,0.100035,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.83978,0.0822854,0.0578402,4.9934,0.0177406,0.00104435,0.315598,0.0184208,0.328989,0.0189667,0.373732,0.0240081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,5.0849,-0.165815,-0.13833,4.39178,7.39488,0.00648081,3.75843,-0.18473,8.37888,0.020166,6.36094,-0.0793972,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,5.15254,-0.164908,-0.128773,4.60555,7.39664,0.00614978,3.71102,-0.174344,8.25025,0.0356341,6.39985,-0.0889295,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,4.85697,-0.15214,-0.118532,4.95995,7.39402,0.00677374,3.85508,-0.197433,8.25904,0.0384648,6.35498,-0.0862659,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.796145,0.0764386,0.0613192,4.81072,0.0239725,0.00393432,0.381652,0.0754004,0.43603,0.0678795,0.32435,0.0579163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
