id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b04_SAEM,b14_SAEM,b05_SAEM,b15_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha14_SAEM,alpha15_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,alpha24_SAEM,alpha25_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,b03_mean,b13_mean,b04_mean,b14_mean,b05_mean,b15_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha13_mean,alpha14_mean,alpha15_mean,alpha21_mean,alpha22_mean,alpha23_mean,alpha24_mean,alpha25_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,b03_mode,b13_mode,b04_mode,b14_mode,b05_mode,b15_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha13_mode,alpha14_mode,alpha15_mode,alpha21_mode,alpha22_mode,alpha23_mode,alpha24_mode,alpha25_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,b03_sd,b13_sd,b04_sd,b14_sd,b05_sd,b15_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha13_sd,alpha14_sd,alpha15_sd,alpha21_sd,alpha22_sd,alpha23_sd,alpha24_sd,alpha25_sd
165,5.95943,-0.120654,-0.128181,7.7112,7.43879,0.00299533,3.06287,-0.141207,4.53067,0.0130559,7.69698,-0.0451612,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,5.96167,-0.131487,-0.131871,7.57176,7.43795,0.002803,3.15841,-0.154299,4.58454,0.0206013,7.70108,-0.0468202,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.67409,-0.124381,-0.138522,4.2501,7.43861,0.00305169,3.12241,-0.141659,4.54328,0.0171641,7.63191,-0.0438431,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.10618,0.0900977,0.0683832,10.9707,0.0262456,0.00557887,0.542657,0.136086,0.587027,0.0909128,0.413488,0.100964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,6.79429,-0.12663,-0.153362,4.61467,7.40899,-0.00152784,4.29944,0.121265,5.22017,-0.0693937,7.08252,0.0452839,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,6.62429,-0.0942967,-0.14518,4.60152,7.41025,-0.00152727,4.32379,0.120656,5.10696,-0.0618701,7.10875,0.0446103,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.7559,-0.0473013,-0.131357,4.8525,7.40786,-0.00147236,4.33536,0.120141,5.17114,-0.065589,7.03856,0.0468425,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.954857,0.0796641,0.0612226,4.50817,0.0200055,0.00127851,0.366236,0.0211469,0.371604,0.0194825,0.283439,0.0182834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,5.81202,-0.0972674,-0.168121,6.80465,7.36026,0.000908024,4.44787,-0.181002,5.68703,0.0600503,6.38582,-0.0486025,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,5.67536,-0.0900748,-0.16958,6.75899,7.36472,0.000356661,4.44015,-0.18542,5.72169,0.0558129,6.39722,-0.047784,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.00302,-0.0807714,-0.170829,7.29959,7.36064,0.000812789,4.42108,-0.180035,5.69981,0.0563625,6.38337,-0.052588,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.03828,0.0566801,0.057562,6.51328,0.0208772,0.00306632,0.408287,0.0558107,0.424259,0.054465,0.318729,0.044175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,8.68493,-0.130426,-0.15776,4.1655,7.3723,0.00813792,3.36323,-0.025639,6.08903,0.15082,7.09884,0.0474335,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,8.48431,-0.11484,-0.156107,4.51385,7.37678,0.00752056,3.30132,-0.0170122,6.0508,0.156141,7.1688,0.0347406,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,8.33697,-0.10931,-0.146909,4.48434,7.37747,0.00726629,3.31883,-0.0221643,6.0169,0.163743,7.10036,0.0404051,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.857104,0.071587,0.0631196,4.47001,0.0225409,0.00299393,0.416312,0.0583341,0.450493,0.0591304,0.348246,0.0463041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2.38925,0.0084088,-0.118074,6.61063,7.41671,-0.00679867,3.1239,-0.0216139,5.65464,-0.234812,6.72809,0.0295404,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,2.91528,0.030528,-0.159491,2.91456,7.42131,-0.00711243,3.24045,-0.0271939,5.55045,-0.227473,6.80164,0.0239067,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.77623,0.0131155,-0.149503,4.90686,7.41878,-0.00694697,3.23727,-0.028181,5.55813,-0.229391,6.72032,0.0278605,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.926652,0.0152856,0.0538362,1.22102,0.0181428,0.00103432,0.236642,0.0154789,0.339145,0.0182846,0.247202,0.0160923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,3.82163,-0.16017,-0.12086,4.75579,7.39943,0.00455767,4.13977,-0.194747,3.95778,0.0165536,7.21635,0.0107404,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.76163,-0.162846,-0.127486,5.95484,7.39744,0.00456621,4.16054,-0.219852,3.9036,0.0283554,7.22511,-0.00718478,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.5909,-0.168683,-0.110375,6.11699,7.39893,0.00421772,4.14497,-0.202422,3.90675,0.024455,7.17942,-0.00280477,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.718858,0.0804067,0.0657135,7.14109,0.0225429,0.00534189,0.430832,0.121626,0.44342,0.0839913,0.355134,0.0844719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,3.19742,-0.164188,-0.131125,4.48587,7.42311,0.00620193,5.59879,-0.228129,5.33194,0.126852,5.9109,-0.0963852,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.15022,-0.156771,-0.134903,4.73749,7.42315,0.00571239,5.52903,-0.216861,5.29227,0.132156,5.92049,-0.103679,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,2.97946,-0.156787,-0.129612,4.71916,7.4228,0.00621503,5.59869,-0.227925,5.30479,0.126729,5.91404,-0.106445,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.635926,0.0824592,0.0660705,5.1928,0.0217121,0.00429277,0.444157,0.0842635,0.451493,0.0773474,0.335351,0.0686154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2.88733,-0.101672,-0.170549,6.06691,7.42697,0.00377155,3.69045,-0.0484975,4.62469,0.0525296,7.61417,-0.0375371,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.02286,-0.0987538,-0.161537,5.36458,7.4209,0.00464157,3.72003,-0.0571283,4.65826,0.0429739,7.54037,-0.0243636,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.99163,-0.0729786,-0.163017,6.75737,7.42179,0.00463335,3.70354,-0.0517132,4.60938,0.050992,7.5228,-0.0277901,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.949758,0.0682501,0.0586889,4.99997,0.0227539,0.00399893,0.376578,0.0768323,0.430793,0.0598966,0.319273,0.0521766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,4.36177,-0.263369,-0.115215,14.0666,7.34063,0.00164076,4.08081,-0.11091,6.87,-0.0388062,6.72615,-0.0530641,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.2687,-0.264728,-0.113378,13.5214,7.33656,0.00188648,3.93421,-0.0813886,6.88503,-0.0408997,6.83256,-0.0680183,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,4.69177,-0.257619,-0.136882,17.7739,7.33912,0.00174398,4.00769,-0.0927105,6.8257,-0.0354796,6.77555,-0.0694401,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.71304,0.0490207,0.0349317,6.90926,0.0224027,0.00362941,0.426875,0.0800015,0.436106,0.0646292,0.377254,0.0614319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,3.82554,-0.0773536,-0.159503,5.19762,7.43744,-0.00155656,3.72096,-0.182656,4.75254,0.0239118,8.53369,-0.130738,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.89191,-0.0753623,-0.156886,5.40067,7.43644,-0.00140579,3.74073,-0.181271,4.81272,0.0197871,8.40501,-0.103054,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.00745,-0.0559944,-0.150161,6.41498,7.43954,-0.00179865,3.73551,-0.181439,4.73396,0.0291434,8.43957,-0.122167,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.00625,0.0811641,0.0628827,6.46097,0.0223435,0.00399342,0.415962,0.087224,0.453261,0.0655784,0.33512,0.0621709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,4.70112,-0.0912629,-0.161636,4.46967,7.41133,0.00836798,5.31496,-0.343702,1.24417,0.135361,6.81236,-0.0810692,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.34352,-0.0887892,-0.159464,6.6663,7.41437,0.00804662,5.33368,-0.344137,1.21238,0.134313,6.83692,-0.0841182,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.40638,-0.0635152,-0.159053,7.11744,7.41309,0.00810188,5.3201,-0.342645,1.21371,0.135676,6.82126,-0.0843488,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.982093,0.064035,0.056573,6.05769,0.0192154,0.00230003,0.389783,0.0390211,0.460068,0.0489305,0.298437,0.0303616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,3.20518,-0.14671,-0.14333,4.23575,7.3924,0.00536522,3.28964,-0.240867,6.79545,0.0307014,7.16129,-0.0424698,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.11516,-0.145881,-0.147809,3.55202,7.3965,0.00478879,3.35164,-0.258393,6.84616,0.0174396,7.14147,-0.038453,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,2.97369,-0.137307,-0.130908,4.34636,7.39465,0.00500255,3.30002,-0.255264,6.80404,0.0272411,7.09919,-0.0381842,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.588746,0.0752488,0.0642471,3.83873,0.0213673,0.00483743,0.388439,0.0989647,0.448427,0.0839474,0.326457,0.073609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2.53939,-0.161612,-0.105141,3.83967,7.38336,0.00959292,5.46022,-0.334485,3.8985,0.0875905,5.38063,-0.161697,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,2.40528,-0.175011,-0.13486,2.96092,7.3792,0.00976418,5.51047,-0.338201,3.80795,0.0928261,5.41448,-0.162791,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,2.66407,-0.124495,-0.0851119,5.47784,7.38506,0.0094492,5.45011,-0.334881,3.84726,0.089983,5.37561,-0.161542,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.446487,0.0706512,0.0657004,2.29466,0.0201843,0.00116118,0.260725,0.0145239,0.328033,0.0172034,0.0860819,0.00299478,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,4.00996,-0.121323,-0.156242,5.02988,7.45616,0.00532585,4.41018,-0.208875,6.67857,0.109154,6.232,-0.00177961,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.78622,-0.109986,-0.15901,5.41136,7.45573,0.00550366,4.38272,-0.202133,6.63155,0.109581,6.22254,-0.00105486,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.18393,-0.0899709,-0.161866,5.7058,7.45632,0.00557812,4.47273,-0.22226,6.64685,0.112569,6.17838,0.00381844,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.07041,0.0737092,0.0595738,6.0311,0.0202777,0.00488442,0.438743,0.102701,0.411416,0.0774511,0.361691,0.0723069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2.20509,-0.059013,-0.152384,6.04724,7.45871,0.00940556,5.18734,-0.108735,5.90826,0.0761623,6.22717,-0.0179399,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,2.30924,-0.064127,-0.148916,5.29584,7.45774,0.00973797,5.15434,-0.105185,5.84459,0.0869012,6.19739,-0.0132779,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.48644,-0.0521881,-0.142724,6.06874,7.46034,0.00912225,5.20324,-0.110769,5.83403,0.0866013,6.15145,-0.0119306,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.8287,0.079469,0.058742,5.43391,0.0223513,0.00342086,0.425133,0.0562693,0.429402,0.0535753,0.308777,0.0370363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3.65948,0.0338132,-0.0769589,6.28692,7.39939,0.00164668,5.09438,-0.330942,3.41018,-0.0815349,6.09098,-0.213382,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.57417,0.0423619,-0.122839,3.55848,7.40994,0.000951851,5.04974,-0.330413,3.25962,-0.0748655,5.98974,-0.209406,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.32834,0.0515298,-0.125426,2.69993,7.40504,0.00127421,5.07608,-0.329415,3.306,-0.0773031,6.12625,-0.21445,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.640425,0.014008,0.0626412,1.18611,0.0152666,0.000905767,0.307141,0.0183655,0.326765,0.0190403,0.160188,0.00560586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,4.53621,-0.112375,-0.140931,6.4577,7.38978,-0.00202332,3.89581,-0.00253242,2.52593,-0.0423593,6.77024,-0.0805102,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,4.61431,-0.109136,-0.138163,6.34195,7.38982,-0.00154734,3.90457,-0.012962,2.47356,-0.0358474,6.74007,-0.0823282,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,4.12067,-0.126203,-0.136984,4.24895,7.38862,-0.00174304,3.8859,-0.00789125,2.50391,-0.0350003,6.69995,-0.0780424,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.08525,0.104943,0.0610463,8.14956,0.0225755,0.00507301,0.442099,0.148216,0.487995,0.0879108,0.35698,0.092178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,5.35899,-0.178226,-0.0995089,7.45951,7.40653,0.00508411,3.47677,-0.106539,6.81128,0.0304964,8.17087,-0.0413234,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,5.33188,-0.186056,-0.104442,6.81617,7.40753,0.00477829,3.48709,-0.108571,6.71927,0.0397914,8.19025,-0.047077,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.3291,-0.193499,-0.0939344,10.8987,7.40782,0.00471719,3.48514,-0.112024,6.75452,0.0388957,8.13195,-0.0411682,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.8201,0.0786285,0.0633237,5.78172,0.0224905,0.00520972,0.421761,0.124438,0.498294,0.085781,0.362833,0.10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,3.49818,-0.229345,-0.111831,23.7041,7.39266,0.00869412,4.729,-0.0542639,8.38703,-0.0436128,6.56631,-0.0427132,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.76836,-0.232871,-0.10179,18.804,7.39425,0.00891838,4.50996,-0.0135646,8.34352,-0.0279007,6.57982,-0.0435922,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,5.23659,-0.149248,-0.029231,19.321,7.39167,0.00924693,4.61272,-0.030664,8.40292,-0.0422703,6.55659,-0.0469816,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.463484,0.0466716,0.027786,13.8417,0.0203138,0.00380042,0.337602,0.0564723,0.453742,0.0742617,0.273195,0.0495916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2.89514,-0.122986,-0.137229,6.71241,7.44646,0.00447666,4.62772,-0.144346,5.06037,0.0142273,6.01612,-0.0500724,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,2.95535,-0.140443,-0.134854,6.85967,7.44708,0.00434707,4.66063,-0.157677,5.0119,0.0296489,6.01788,-0.0445897,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,2.04615,-0.124387,-0.139022,4.25744,7.44646,0.0045256,4.61678,-0.14153,5.03061,0.0174685,5.95083,-0.0434078,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.27463,0.0822734,0.0754446,11.0678,0.0273757,0.00638058,0.504225,0.150102,0.648439,0.0951384,0.438114,0.0995834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,3.79439,-0.0392309,-0.161657,13.0161,7.42902,0.00159782,3.72765,-0.0795978,4.44309,0.0545543,6.79361,-0.00849579,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.7767,-0.0281026,-0.159965,13.7509,7.42814,0.00224041,3.72687,-0.077476,4.42782,0.0693869,6.76211,0.0051578,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,2.09212,-0.00283338,-0.160704,13.7543,7.42716,0.0022964,3.74316,-0.0844975,4.39547,0.0671112,6.72737,0.00626204,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,1.54101,0.0872181,0.0642663,16.9892,0.0231914,0.00520325,0.425054,0.13689,0.456662,0.080047,0.351687,0.0902792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,6.16944,-0.17575,-0.110123,6.14712,7.40284,0.00712597,6.2867,-0.021268,5.62396,0.112458,7.48015,0.0949433,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,6.18092,-0.161354,-0.111501,7.21606,7.40427,0.00706431,6.28609,-0.0193837,5.56881,0.116166,7.56344,0.0907442,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,6.51156,-0.151529,-0.0772328,7.71823,7.40382,0.00697371,6.33447,-0.0272237,5.54383,0.119067,7.46685,0.0935268,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.918434,0.0699174,0.0650588,8.10651,0.0197488,0.00249792,0.389768,0.0545521,0.430462,0.0551766,0.359275,0.0526254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,3.88477,0.0774509,-0.0991205,4.24364,7.37728,-0.000929292,4.57874,-0.31993,7.08506,0.0104089,6.81361,-0.118447,0.0235165,0.134667,0.768273,0.0981496,0.173585,-13.4075,0.659739,-9.13104e-07,6.26136e-09,-0.095634,4.51736,2.71096e-08,0.0138827,-0.0833051,3.68435,0.0683196,-0.0719674,5.2241,7.37716,-0.000990151,4.59527,-0.321355,7.33153,-0.00105217,6.87893,-0.122257,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,3.53022,0.0832772,-0.119651,3.17697,7.37431,-0.000775569,4.63307,-0.32324,7.30383,-0.000685059,6.87333,-0.122845,0.0234349,0.135026,0.767973,0.0980473,0.174015,-13.3246,0.663487,-7.40214e-07,6.26819e-09,-0.095336,4.51642,2.8513e-08,0.0142982,-0.0811912,0.691819,0.0122216,0.0553741,1.83777,0.014771,0.00084129,0.313497,0.0182764,0.325985,0.0191232,0.165759,0.00781976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
