rep,id,b02,b12,b03,b13,b07,b17,p1,g1,p2,g2,alpha12,alpha13,alpha17,alpha22,alpha23,alpha27,eta_b02,eta_b12,eta_b03,eta_b13,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha17,eta_alpha22,eta_alpha23,eta_alpha27
1,1,7.40581954096116,0.00122972655816324,3.98048261566523,-0.0623127353479481,386.601184767631,-11.7037164459767,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,0.00484439686776028,-0.00101293251467341,-0.308319441449744,0.0994088826061328,42.3690560276042,-6.47516550748182,0,0,0,0,0,0,0,0,0,0
2,1,7.39182034552573,0.00245128862870652,4.08958688612204,-0.0610250479415313,395.418874000451,-12.664153770818,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.00915479856766499,0.00020862955586987,-0.199215170992932,0.10069657001255,51.1867452604238,-7.43560283232312,0,0,0,0,0,0,0,0,0,0
3,1,7.38934525858318,0.00175584887472211,4.11724461273889,-0.0522218084449622,420.38123635764,-13.2603927087504,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.011629885510219,-0.000486810198114542,-0.171557444376083,0.109499809509119,76.149107617613,-8.03184177025556,0,0,0,0,0,0,0,0,0,0
1,2,7.39997547113005,0.0046342251718725,3.24759733640414,0.0351707563854499,261.445161050102,-17.6813815609677,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.000999672963351017,0.00239156609903585,-1.04120472071084,0.196892374339531,-82.7869676899256,-12.4528306224728,0,0,0,0,0,0,0,0,0,0
2,2,7.38488553498242,0.00519697480270701,2.97004507835923,-0.240566120500695,269.241080161984,-5.68919247602386,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.0160896091109821,0.00295431572987036,-1.31875697875575,-0.0788445025466139,-74.9910485780435,-0.460641537528989,0,0,0,0,0,0,0,0,0,0
3,2,7.40368038667324,0.000813479659203246,4.37793464004642,-0.151431447923721,331.674498332812,-9.20536537991226,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,0.00270524257983951,-0.0014291794136334,0.0891325829314509,0.0102901700303603,-12.5576304072148,-3.97681444141739,0,0,0,0,0,0,0,0,0,0
1,3,7.36296970160961,2.60522534870245e-05,4.54003882161446,-0.212514950382354,346.352454797638,-8.30924791806998,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.0380054424837892,-0.00221660681934962,0.251236764499486,-0.0507933324282731,2.12032605761129,-3.08069697957511,0,0,0,0,0,0,0,0,0,0
2,3,7.39063491207991,-0.000451252374182368,4.83844167380023,-0.317523565807294,307.452370450287,-4.29392968740568,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.0103402320134878,-0.00269391144701902,0.549639616685262,-0.155801947853213,-36.7797582897397,0.934621251089189,0,0,0,0,0,0,0,0,0,0
3,3,7.36237889754018,0.00530308795440894,4.25745963507848,-0.226115580492032,266.859407373908,1.30161862040962,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.0385962465532215,0.00306042888157229,-0.0313424220364977,-0.0643939625379514,-77.3727213661191,6.53016955890449,0,0,0,0,0,0,0,0,0,0
1,4,7.44577397391565,0.000278943222441497,4.73065821958693,-0.121765742285966,316.044588415564,-8.46290295519305,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,0.0447988298222537,-0.00196371585039515,0.441856162471962,0.039955875668115,-28.1875403244637,-3.23435201669818,0,0,0,0,0,0,0,0,0,0
2,4,7.3680919775819,0.00748829596208208,4.20005872475253,-0.0160964714397317,286.250312665235,4.07237325615547,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.0328831665114935,0.00524563688924543,-0.0887433323624389,0.145625146514349,-57.9818160747926,9.30092419465034,0,0,0,0,0,0,0,0,0,0
3,4,7.44789417957344,-0.000382126507430404,4.97567181653682,-0.243822840832965,365.027476805127,-12.0462210399144,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,0.0469190354800437,-0.00262478558026705,0.686869759421845,-0.0821012228788846,20.7953480651001,-6.81767010141951,0,0,0,0,0,0,0,0,0,0
1,5,7.3924467800286,0.00133520896153389,4.84315896927952,-0.0734956957232412,405.344330813111,-8.11042748149211,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.00852836406480062,-0.000907450111302756,0.554356912164552,0.0882259222308397,61.1122020730836,-2.88187654299724,0,0,0,0,0,0,0,0,0,0
2,5,7.38861435859,-0.00260189708590761,5.2190244066993,0.13019854889769,327.896947866877,-2.58497086880262,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.012360785503402,-0.00484455615874426,0.930222349584331,0.291920166851771,-16.3351808731498,2.64358006969224,0,0,0,0,0,0,0,0,0,0
3,5,7.38856570720085,0.000110722401138846,4.90177688166221,0.118377444397776,381.600100800115,-5.52996149856377,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.0124094368925487,-0.0021319366716978,0.612974824547233,0.280099062351857,37.3679720600881,-0.301410560068899,0,0,0,0,0,0,0,0,0,0
1,6,7.40486355749625,-0.00748453168548683,5.41175388226588,-0.200838335778467,314.003979674207,-9.05160670261102,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,0.00388841340285495,-0.00972719075832348,1.12295182515091,-0.0391167178243858,-30.2281490658204,-3.82305576411616,0,0,0,0,0,0,0,0,0,0
2,6,7.38517605533469,0.00628420155404784,6.03162200642464,-0.161112124367408,515.860092318695,-8.06752950968903,0.0827651048096327,0.0918897143160413,0.710872903843095,0.138690380485104,-11.7425081170498,0.466816140822012,3.33618568386237e-09,5.03912264614908,-0.210471745811864,-0.00065270372357248,-0.0157990887587092,0.00404154248121119,1.74281994930967,0.000609493586672727,171.627963578667,-2.83897857119416,0,0,0,0,0,0,0,0,0,0
