rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,-0.0375053377386818,0.106259481816435,0.0246722369755669,0.304611157567251,-0.0289723169259011,-0.00500673058381722,1.15043519901339,0.0973787847263811,-2.47924635577237,-0.12671382578104,0.363842358763717,0.0269794734775921,-0.574994677658704,-0.188975272998993,66.1285922599,1.92399440734006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.314908452896711,-0.0800315635982909,-0.0712197474437901,1.22266967419941,0.00970099803272717,-0.00927904333243502,0.915569084606939,-0.277245122236103,-2.80124325734862,-0.0392214207704274,1.04417799802928,0.0907482373400174,-0.591314046466779,0.0513403698556312,73.1776506040962,-4.41702267733361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0.323785682436158,-0.098967636625827,0.0489584259187911,-1.02053746950444,-0.061095980619533,-0.00899689939920872,1.69911052833498,0.161139740357076,-2.42617938445718,-0.0659986072581364,1.07080399995821,0.10123698530387,-0.428501104431722,0.18572036290436,122.897121354427,4.48010435840556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-1.57275787134679,-0.0132070239820857,-0.00322162114689245,-0.33896359049692,-0.0540032305069493,-0.00167097730727505,0.543879533159611,-0.185159507358566,-1.94088456334841,0.00155058368676562,-0.427967373313186,-0.0482738586299721,-0.202989987973782,0.0357591891843204,-184.292339744709,3.34827934490329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-1.04301812925884,0.0489716164126756,0.0668235637562847,0.572404010904308,-0.0621598360024098,-0.00041054156524665,0.0165426703344185,-0.137817630649467,-1.39532223704507,-0.0631571742440477,-0.167064772221747,-0.0485818531193182,0.314108790148056,0.00359211584774308,-208.93454349533,4.18017802862881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-0.516415536184918,-0.0478141497597741,0.0366723600181341,-0.183012769416435,-0.0263285425828572,-0.00275653007119562,0.456245963918076,-0.184137512630174,-2.18804460603136,-0.00684268410212927,-0.812150993740858,-0.0269983544696603,-0.0854416899742541,0.0332850177230378,-174.828142984484,2.81396264867837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-1.07167208707949,0.00227190586195392,-0.0613767599946427,-0.234007989969322,0.0573200138607053,-0.00269564350518939,0.00804666104779361,0.00924131164209491,2.09201659922805,-0.0867627503558257,0.197953101522838,0.0450956275704883,0.728907816154857,0.0160476043594733,12.1727662407081,0.997307060803416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-1.17783151073044,0.0690742354387606,-0.056905183372404,-0.330304461445145,0.0471238365734772,-0.00455290305993084,-0.266268199293423,0.00511992984637849,1.91164698571851,0.0055622119447988,0.0335339279260252,0.0485104572939628,0.604833170761257,0.0247727902491098,77.6870413632473,1.40708961885083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-0.725009418636418,-0.00201694678601966,-0.00381693255887899,-0.392271762289031,0.0589627288793002,-0.010264140436237,0.318034835830673,-0.00895323197414186,1.92512469436721,-0.052250451152647,-0.00280310026111241,0.0182212671020645,0.632898179079916,0.000634609834834557,119.28341262618,-5.73356464380295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0.886251769034897,0.279845650710658,-0.00274293666453498,1.41094540453767,0.0320733542430922,-0.00607523432891865,-1.28756921164024,-0.295854702142966,-1.59127604922371,-0.0564673051193633,-0.558777465094538,-0.0896198469193251,0.472798750694218,0.0237172623960553,17.0079038841384,-5.17271120126538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,3.19099382530828,0.280100988439535,-0.0582876197877253,0.547040937411053,0.0447072136269897,-0.00327552615151271,-0.608314417496397,-0.0779459644964735,-1.3828140452076,-0.0597885452515152,-0.425649107830481,-0.0295622819473243,-0.174290660172505,-0.0284376646899387,-134.291492774003,4.43133076268051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,1.37034029970599,0.207179793677035,-0.088454646068614,1.05556798276955,-0.000840041880167064,0.00270324999510896,0.328336636347562,-0.108705523340397,-1.60101141649329,-0.00932903287608254,-0.400383580923643,-0.0819103595484794,0.339555214739283,0.175179458478896,-86.9083012214165,5.72206919460894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,-1.53423465938467,0.0202739323235019,0.00769823460565455,0.150817928827081,0.0702234421111232,-0.00190325216522141,1.03083860917231,-0.100173727940762,1.82715746287602,0.0124120116108841,-0.259567008787092,0.0166203110984702,0.200121032829942,0.0347494901669236,7.93183846060373,4.61824137981211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,-1.5661759652064,0.0636573966499365,-0.0658645830573557,-0.684551773314924,0.0816120115627426,-0.00213975156161595,0.0898824876823197,-0.0589120701166126,2.25006910352611,-0.0418391244811753,0.214150863806688,0.00382146026730092,-0.0469807905472468,0.0164985671865264,-3.50898283910101,4.47900110621186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,-0.43968735521927,-0.0735693762553913,0.00184226490387407,-0.137642348928346,0.053668851793641,0.00343819697890108,0.669846588921925,-0.0651595072251192,1.30239634817007,0.0388815630453038,0.107747541823698,-0.00288555710998638,-0.294121986041096,0.0811374782415873,21.6552373221905,2.75181376921873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
