id,b02_SAEM,b12_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha12_SAEM,alpha22_SAEM
164,7.40868,-0.00196022,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
165,7.40555,-0.000883783,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
166,7.37749,0.00451503,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
167,7.43546,0.00445684,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
168,7.40574,0.000724169,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
169,7.41148,0.00292308,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
170,7.36493,-0.00156863,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
171,7.42833,0.00298043,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
172,7.39418,0.00425445,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
173,7.42231,0.00783736,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
174,7.3319,-0.000871271,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
175,7.46333,0.00253987,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
176,7.36309,0.0111877,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
177,7.41231,0.00360935,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
178,7.46339,0.00558349,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
179,7.37906,0.00278113,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
180,7.41923,0.0034815,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
181,7.40639,0.00431099,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
182,7.39552,0.00119428,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
183,7.35935,0.00468024,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
184,7.41047,0.00242647,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
185,7.38176,0.00381123,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
186,7.40465,9.4267e-05,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
187,7.38004,0.00383355,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
188,7.40826,0.00357678,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
189,7.39627,9.13146e-05,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
190,7.41629,-0.000323178,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
191,7.38936,0.00275075,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
192,7.4525,0.00595387,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
193,7.40493,0.00285834,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
194,7.41342,0.00354255,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
195,7.40503,0.000166601,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
196,7.37041,-0.000505111,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
197,7.39978,0.00815241,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
198,7.37366,0.00789423,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
199,7.39121,-0.00673009,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
200,7.34202,0.00360032,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
201,7.31783,0.000359194,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
202,7.37087,0.00123617,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
203,7.41106,0.00363041,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
204,7.36955,0.0055227,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
205,7.35973,0.0011166,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
206,7.42221,-0.00385063,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
207,7.38888,0.00407313,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
208,7.42176,0.00451963,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
209,7.42334,0.0050875,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
210,7.44477,0.00714196,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
211,7.40806,0.00215127,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
212,7.42888,0.0030283,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
213,7.43858,-0.000772335,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
214,7.41085,0.00507888,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
215,7.4144,0.00338844,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
216,7.37169,0.00526515,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
217,7.45657,0.00385664,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
218,7.41203,0.00363462,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
219,7.38521,0.0093878,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
220,7.40648,-0.00220777,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
221,7.38047,0.00289309,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
222,7.40115,0.00205798,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
223,7.38516,0.00191922,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
224,7.45434,0.00580405,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
225,7.35908,0.000992831,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
226,7.39115,0.00288166,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
227,7.38159,0.00356629,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
228,7.39373,0.00317747,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
229,7.39612,0.00479215,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
230,7.41451,0.00361912,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
231,7.39234,0.0032167,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
232,7.33002,0.0035023,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
233,7.40015,-0.000894763,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
234,7.38253,0.00572402,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
235,7.39314,0.00305616,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
236,7.42273,0.00484681,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
237,7.3333,-0.00104642,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
238,7.4003,-0.00246532,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
239,7.38451,0.0108587,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
240,7.36377,0.00286065,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
241,7.40739,0.0023714,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
242,7.41486,-0.00461669,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
243,7.45437,0.00182104,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
244,7.43275,-0.00435114,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
245,7.39214,-0.00157222,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
246,7.45764,0.0020398,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
247,7.41226,-0.00667766,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
248,7.34341,-0.00100608,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
249,7.40822,0.00340744,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
250,7.41569,-0.00158804,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
251,7.45502,0.00492776,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
252,7.3417,0.0027434,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
253,7.37856,0.00284983,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
254,7.46173,0.00577849,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
255,7.39883,0.00629233,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
256,7.4047,0.0021989,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
257,7.41442,0.00233213,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
258,7.36457,0.0117635,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
259,7.50122,0.010033,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
260,7.36003,0.00135119,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
261,7.40761,-0.00167263,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
262,7.35344,0.000267569,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
263,7.42044,0.00284188,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
264,7.42212,0.00361938,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
265,7.35557,0.0011016,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
266,7.36275,0.00109821,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
267,7.39187,0.00441809,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
268,7.38492,0.00608458,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
269,7.39475,0.00174656,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
270,7.36263,0.00761339,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
271,7.42301,0.00344424,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
272,7.4043,0.00197246,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
273,7.46762,0.00633803,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
274,7.41644,0.0076124,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
275,7.40936,0.00349171,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
276,7.41615,0.00947631,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
277,7.39618,0.00345888,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
278,7.38083,0.00207583,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
279,7.43619,0.00624873,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
280,7.31515,0.00577041,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
281,7.42937,0.00551252,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
282,7.35232,0.000568445,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
283,7.44295,0.00445054,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
284,7.42937,0.00734223,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
285,7.33144,-0.000133868,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
286,7.38279,-0.00124829,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
287,7.43312,0.00905422,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
288,7.40574,0.0035784,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
289,7.34304,0.00331518,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
290,7.39236,0.00282517,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
291,7.36783,0.00190817,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
292,7.40052,0.00370372,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
293,7.45493,0.00508112,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
294,7.38986,0.00353209,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
295,7.4624,0.00446366,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
296,7.4101,0.00140134,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
297,7.42626,0.00982429,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
298,7.36505,0.00236641,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
299,7.3693,0.00398206,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
300,7.37513,0.00237876,0.109603,0.160882,0.728339,0.122689,-10.1453,3.79696
