id,eta_b02_SAEM,eta_b12_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha12_SAEM,eta_alpha22_SAEM
1,-0.00901325,-0.00090692,0,0,0,0,0,0
2,-0.0666393,-0.00280611,0,0,0,0,0,0
3,0.0579191,0.00308357,0,0,0,0,0,0
4,-0.00837936,0.0019404,0,0,0,0,0,0
5,-0.0469569,-0.00582175,0,0,0,0,0,0
6,-0.0199497,-0.00394646,0,0,0,0,0,0
7,-0.00101381,-0.00263287,0,0,0,0,0,0
8,0.035777,0.00344831,0,0,0,0,0,0
9,-0.0237476,-0.00118713,0,0,0,0,0,0
10,0.00291515,-0.000103474,0,0,0,0,0,0
11,0.0428215,0.00152155,0,0,0,0,0,0
12,-0.0440746,-0.00162934,0,0,0,0,0,0
13,0.0134818,0.0030524,0,0,0,0,0,0
14,-0.0187177,0.000169845,0,0,0,0,0,0
15,-0.00637226,-0.000735962,0,0,0,0,0,0
16,0.0139619,0.00351343,0,0,0,0,0,0
17,0.0268758,-0.00186824,0,0,0,0,0,0
18,0.0592825,-0.000303144,0,0,0,0,0,0
19,0.0278604,0.00264287,0,0,0,0,0,0
20,-0.0320111,-0.0024789,0,0,0,0,0,0
21,0.00568503,0.00194987,0,0,0,0,0,0
22,-0.0495962,-0.00324342,0,0,0,0,0,0
23,0.0032805,0.000143688,0,0,0,0,0,0
24,0.00968184,0.000180177,0,0,0,0,0,0
25,-0.00424609,-0.00186755,0,0,0,0,0,0
26,-0.022984,-0.000683889,0,0,0,0,0,0
27,-0.0420986,-0.00205806,0,0,0,0,0,0
28,0.0198503,0.00565904,0,0,0,0,0,0
29,0.0114197,0.000645666,0,0,0,0,0,0
30,-0.00572835,5.72883e-05,0,0,0,0,0,0
31,0.00407083,-0.00119535,0,0,0,0,0,0
32,0.0465033,0.00154648,0,0,0,0,0,0
33,-0.0075089,-8.83272e-05,0,0,0,0,0,0
34,0.0140436,-0.00577433,0,0,0,0,0,0
35,0.00388442,0.00468225,0,0,0,0,0,0
36,0.0819353,0.00136274,0,0,0,0,0,0
37,-0.00757496,0.000273223,0,0,0,0,0,0
38,-0.00752143,0.00407811,0,0,0,0,0,0
39,0.0407742,0.00109435,0,0,0,0,0,0
40,-0.0226847,-0.00129255,0,0,0,0,0,0
41,0.0104549,0.00117238,0,0,0,0,0,0
42,-0.054168,-3.46812e-05,0,0,0,0,0,0
43,0.0438252,0.0086416,0,0,0,0,0,0
44,0.020128,-0.00054881,0,0,0,0,0,0
45,0.0177833,-0.000686813,0,0,0,0,0,0
46,0.0140827,0.000601367,0,0,0,0,0,0
47,0.0191612,-1.85501e-05,0,0,0,0,0,0
48,0.0177109,0.0018568,0,0,0,0,0,0
49,0.025637,0.00141637,0,0,0,0,0,0
50,0.00163625,-0.00118213,0,0,0,0,0,0
51,0.0301433,0.00339193,0,0,0,0,0,0
52,0.013487,2.89231e-05,0,0,0,0,0,0
53,0.00112207,-0.000336001,0,0,0,0,0,0
54,0.0812585,0.00769486,0,0,0,0,0,0
55,0.0229195,0.00231501,0,0,0,0,0,0
56,-0.00247257,0.000159314,0,0,0,0,0,0
57,-0.0189477,-0.00267496,0,0,0,0,0,0
58,0.031265,-0.000523993,0,0,0,0,0,0
59,0.00664894,-0.00012519,0,0,0,0,0,0
60,-0.0397057,0.000900549,0,0,0,0,0,0
61,-0.032277,-0.00101718,0,0,0,0,0,0
62,-0.00912507,-0.00124374,0,0,0,0,0,0
63,-0.0634812,-0.000578797,0,0,0,0,0,0
64,-0.0169821,-0.0022631,0,0,0,0,0,0
65,0.00338429,0.000280025,0,0,0,0,0,0
66,-0.0292105,0.00251101,0,0,0,0,0,0
67,0.0430318,0.00589964,0,0,0,0,0,0
68,0.0175907,0.00636039,0,0,0,0,0,0
69,0.00174754,0.000530553,0,0,0,0,0,0
70,-0.0185148,0.000344112,0,0,0,0,0,0
71,-0.00738627,-0.00476655,0,0,0,0,0,0
72,0.00173457,-0.00157057,0,0,0,0,0,0
73,-0.0280404,0.00216361,0,0,0,0,0,0
74,0.0207318,0.000563188,0,0,0,0,0,0
75,0.0265002,0.0016073,0,0,0,0,0,0
76,0.0191212,-0.000285109,0,0,0,0,0,0
77,-0.0083734,0.00216588,0,0,0,0,0,0
78,0.0341011,-0.00609654,0,0,0,0,0,0
79,0.0367418,-0.00185178,0,0,0,0,0,0
80,0.0233903,0.0016486,0,0,0,0,0,0
81,0.00199165,-0.00445809,0,0,0,0,0,0
82,-0.0579504,9.21897e-05,0,0,0,0,0,0
83,-0.00539851,-0.00268802,0,0,0,0,0,0
84,-0.00808051,-0.00669693,0,0,0,0,0,0
85,-0.0521253,0.00383181,0,0,0,0,0,0
86,0.00317156,0.00133173,0,0,0,0,0,0
87,-0.0415831,-0.00278946,0,0,0,0,0,0
88,-0.0132488,0.000738081,0,0,0,0,0,0
89,0.0342891,-0.00171336,0,0,0,0,0,0
90,-0.00351199,0.000774332,0,0,0,0,0,0
91,-0.00975575,-0.00301672,0,0,0,0,0,0
92,0.0411221,0.00555142,0,0,0,0,0,0
93,-0.0230176,0.000132546,0,0,0,0,0,0
94,0.00391664,-0.0070883,0,0,0,0,0,0
95,0.0408774,-0.000864072,0,0,0,0,0,0
96,-0.0519629,0.000429205,0,0,0,0,0,0
97,0.00547531,0.00120063,0,0,0,0,0,0
98,-0.00650585,-0.00151271,0,0,0,0,0,0
99,-0.0117473,-0.000593361,0,0,0,0,0,0
100,-0.0429719,0.00127818,0,0,0,0,0,0
101,0.0250631,0.000378335,0,0,0,0,0,0
102,-0.00542478,0.000956768,0,0,0,0,0,0
103,0.00189537,0.000118128,0,0,0,0,0,0
104,-0.000864127,0.00244528,0,0,0,0,0,0
105,-0.0134069,0.00219678,0,0,0,0,0,0
106,-0.00263567,0.000695347,0,0,0,0,0,0
107,-0.000409023,-0.000123001,0,0,0,0,0,0
108,-0.0100068,0.00211338,0,0,0,0,0,0
109,-0.0285139,-0.00259934,0,0,0,0,0,0
110,-0.0365143,-0.000700042,0,0,0,0,0,0
111,0.0565084,0.00157889,0,0,0,0,0,0
112,-0.0312574,0.000145264,0,0,0,0,0,0
113,0.0346674,0.000441366,0,0,0,0,0,0
114,-0.00601434,-0.00318821,0,0,0,0,0,0
115,-0.00157008,0.000557517,0,0,0,0,0,0
116,-0.0139942,-0.0040279,0,0,0,0,0,0
117,-0.0812242,-0.00201308,0,0,0,0,0,0
118,-0.0594773,-0.00486957,0,0,0,0,0,0
119,0.00363855,5.83053e-05,0,0,0,0,0,0
120,0.00443304,-8.13838e-05,0,0,0,0,0,0
121,0.0320956,0.00097642,0,0,0,0,0,0
122,0.0192162,-0.00401866,0,0,0,0,0,0
123,0.047331,0.000919928,0,0,0,0,0,0
124,0.0463304,0.000692379,0,0,0,0,0,0
125,0.0319248,-0.00417829,0,0,0,0,0,0
126,-0.0182178,-0.00178296,0,0,0,0,0,0
127,-0.0176178,-0.00204708,0,0,0,0,0,0
128,-0.0132042,-0.000943234,0,0,0,0,0,0
129,-0.0200875,0.00237119,0,0,0,0,0,0
130,0.00492187,-0.0012138,0,0,0,0,0,0
131,0.0260194,-0.00141671,0,0,0,0,0,0
132,0.0557762,-0.00155711,0,0,0,0,0,0
133,-0.0318484,-0.00113064,0,0,0,0,0,0
134,-0.0289241,0.00152038,0,0,0,0,0,0
135,0.0332263,0.000611853,0,0,0,0,0,0
136,-0.0111744,-0.00186472,0,0,0,0,0,0
137,-0.0233598,-0.00176545,0,0,0,0,0,0
138,-0.0438826,-0.000705224,0,0,0,0,0,0
139,0.0498268,0.00133575,0,0,0,0,0,0
140,-0.0334222,0.000386042,0,0,0,0,0,0
141,-0.00120457,0.000608723,0,0,0,0,0,0
142,0.0374531,0.00164237,0,0,0,0,0,0
143,-0.00209208,-0.000218172,0,0,0,0,0,0
144,0.0299495,-0.00281947,0,0,0,0,0,0
145,0.00975539,0.000260712,0,0,0,0,0,0
146,-0.0109656,-0.0025613,0,0,0,0,0,0
147,0.0234161,0.00439442,0,0,0,0,0,0
148,-0.020285,-0.00468586,0,0,0,0,0,0
149,0.00873582,-4.72882e-05,0,0,0,0,0,0
150,0.0136618,0.000365752,0,0,0,0,0,0
151,0.0012914,0.000969627,0,0,0,0,0,0
152,-0.00013624,0.0093369,0,0,0,0,0,0
153,-0.109057,-0.00321839,0,0,0,0,0,0
154,-0.0335796,-0.00307789,0,0,0,0,0,0
155,0.0477872,0.00495739,0,0,0,0,0,0
156,0.0283685,0.002572,0,0,0,0,0,0
157,0.0340712,-0.00100668,0,0,0,0,0,0
158,-0.00766085,-0.00115634,0,0,0,0,0,0
159,-0.0295144,0.000378478,0,0,0,0,0,0
160,0.0562652,-0.000586274,0,0,0,0,0,0
161,-0.0233334,-0.00175864,0,0,0,0,0,0
162,-0.00743617,-0.00109259,0,0,0,0,0,0
163,0.00106806,-0.000897045,0,0,0,0,0,0
164,0.00866205,-0.00501325,0,0,0,0,0,0
165,0.00552944,-0.00393681,0,0,0,0,0,0
