rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha17,eta_alpha22,eta_alpha23,eta_alpha27
3,51,-0.0220797332665006,0.00361954809167115,0.937261767574617,-0.100855760798828,-144.419642679596,5.75516452935189,0,0,0,0,0,0,0,0,0,0
1,52,-0.0559597803888332,-0.000389275042143873,0.414133704735642,-0.0994481463629516,-57.2674449123355,-0.766269623684182,0,0,0,0,0,0,0,0,0,0
2,52,-0.0244334603259828,-0.00284981129222235,0.544996826666241,-0.105176491140164,-66.1182564813648,0.40995876709797,0,0,0,0,0,0,0,0,0,0
3,52,-0.0103530077964509,-0.00258061554669873,0.297814593930929,-0.0955494540967678,-67.5362562654685,0.47129731803178,0,0,0,0,0,0,0,0,0,0
1,53,0.0453058541758544,-0.000140897929139847,1.17565029862411,0.139699728638168,40.7568627923085,-2.29095692366963,0,0,0,0,0,0,0,0,0,0
2,53,0.00186549900974597,0.00224669038572898,1.60135915077512,0.113758520966793,73.116476414026,-3.25108635578061,0,0,0,0,0,0,0,0,0,0
3,53,0.0150994584285797,5.65977230637298e-05,1.01042283158249,0.134618948936512,18.0292806099829,-1.58151129571024,0,0,0,0,0,0,0,0,0,0
1,54,0.043959521893651,0.00201438549776486,0.883873952260092,0.304716060372605,55.6421706138389,5.96126388902095,0,0,0,0,0,0,0,0,0,0
2,54,0.041163135832968,0.00315573654008116,0.923100841595402,0.312542875474934,77.4998444172818,3.63484098279773,0,0,0,0,0,0,0,0,0,0
3,54,0.00820017606958245,0.0050313307542738,0.684191150996583,0.328129194265891,101.786765414972,2.18865923427319,0,0,0,0,0,0,0,0,0,0
1,55,0.0300728411098286,0.0106861366227715,0.568737647080426,0.166536688292938,22.4818424655132,-2.26456855046609,0,0,0,0,0,0,0,0,0,0
2,55,0.0354076240441596,-0.00288836469850253,-0.039711930265824,0.00557460034865376,-99.2247794891669,-1.62995142444646,0,0,0,0,0,0,0,0,0,0
3,55,0.00803246371508326,-0.00113433855399296,-0.207725908424567,-0.0882857580587628,5.50918855624127,-11.7754787485123,0,0,0,0,0,0,0,0,0,0
1,56,-0.0120318984684129,0.000433432067228276,-0.38214853642211,0.0987275352525193,125.477938588131,-0.930673680690857,0,0,0,0,0,0,0,0,0,0
2,56,-0.0172495828961523,-0.000528753484817723,-0.335496929785485,0.0813911343679313,166.575603389558,-1.92012658154092,0,0,0,0,0,0,0,0,0,0
3,56,0.00485649651971976,0.000598250502911961,-0.204462882302587,0.0762546705359322,94.9911405396767,2.79726692332342,0,0,0,0,0,0,0,0,0,0
1,57,0.0314653211936555,0.00289647432414624,1.91694848679306,-0.0942287579567057,18.6566641725826,4.48250099603638,0,0,0,0,0,0,0,0,0,0
2,57,0.0073939491921351,0.00881532697336194,1.74469121950033,0.0131316209233971,-56.7330987316483,-2.93792608084376,0,0,0,0,0,0,0,0,0,0
3,57,0.0196725384389715,-0.00111582978130702,2.06346702320789,-0.0698356484413128,-117.322774932089,0.434177385828603,0,0,0,0,0,0,0,0,0,0
1,58,0.0299981626530039,-0.00681644499892974,2.71858557562327,0.0691068707346773,-65.3248104690355,-6.18377896088823,0,0,0,0,0,0,0,0,0,0
