id,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha12_SAEM,alpha13_SAEM,alpha17_SAEM,alpha22_SAEM,alpha23_SAEM,alpha27_SAEM
1,7.39235,0.00223354,3.92874,-0.0538516,402.078,-12.1714,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
2,7.40209,0.00289196,3.28633,-0.142701,262.1,-5.7456,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
3,7.36975,0.000590351,4.28823,-0.214321,289.732,-1.64133,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
4,7.41415,0.00297996,4.61808,-0.221195,348.333,-5.45065,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
5,7.40711,0.000539779,4.96906,-0.00797587,331.607,-5.2573,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
6,7.39662,0.00245037,5.84905,-0.15212,340.083,-5.20309,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
7,7.40813,0.0038185,3.55089,0.0654972,401.438,-4.92617,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
8,7.41825,0.00486151,3.92469,-0.297891,456.501,-5.30075,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
9,7.42334,0.00332048,4.8218,-0.184173,350.764,-5.39244,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
10,7.38228,0.00235931,4.69561,-0.137465,316.936,-5.14734,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
11,7.41126,0.000380025,3.72646,-0.0953275,354.625,-4.88872,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
12,7.40156,-0.000569545,3.71183,-0.196985,420.006,-8.1047,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
13,7.3935,0.00386582,4.46947,-0.0923051,343.608,-8.73657,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
14,7.45724,0.00166752,5.12737,-0.102832,386.01,-3.18647,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
15,7.45146,0.00231993,5.25589,-0.177219,393.434,-5.63655,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
16,7.39853,0.0028995,5.42294,-0.176876,541.584,-4.79162,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
17,7.40795,0.003044,3.26991,-0.162994,356.629,-4.91331,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
18,7.38557,-0.00388883,4.49404,-0.311433,276.519,-9.10482,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
19,7.41926,-3.4608e-05,3.83185,-0.198087,418.557,-15.3317,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
20,7.39081,-0.00346786,4.67806,-0.0227,294.013,-6.76301,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
21,7.3707,0.0001409,4.48444,-0.380829,316.41,-9.40745,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
22,7.34557,-0.000262235,3.91343,-0.231936,455.298,-5.17821,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
23,7.36735,0.00267942,3.68378,-0.0952119,479.482,-3.71064,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
24,7.37832,0.00272144,4.2081,-0.181416,405.157,-0.719003,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
25,7.4026,0.0035969,2.99037,-0.0362159,360.837,-0.15474,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
26,7.37125,0.0115204,4.26422,-0.128589,502.377,-13.3962,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
27,7.46654,0.0012784,4.38108,-0.0897479,216.327,-7.02064,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
28,7.36957,0.00433113,4.80803,-0.149888,525.701,-10.4887,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
29,7.45044,0.00687702,4.47017,-0.121629,305.893,-2.61383,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
30,7.34109,-0.00353021,3.71169,-0.310489,340.474,-6.63793,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
31,7.42049,0.00184262,3.96048,-0.126912,321.031,-11.4263,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
32,7.37676,0.00152701,5.16822,-0.26019,74.3079,-0.58224,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
33,7.36905,0.009078,4.05884,-0.24304,326.203,-0.793819,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
34,7.4143,0.0112462,4.59382,-0.142598,277.689,-8.17147,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
35,7.39559,0.00380958,4.14955,-0.241582,189.722,-4.61965,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
36,7.42409,-0.00332576,3.71062,-0.145957,302.026,-10.3935,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
37,7.44224,0.00415002,5.1557,-0.177082,472.206,-4.38061,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
38,7.43159,-0.00181583,3.63604,-0.132878,389.291,-2.55281,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
39,7.38372,0.00110743,4.55075,-0.0657373,361.438,-4.91932,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
40,7.45245,0.00279468,4.3408,-0.195059,320.159,-4.8595,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
41,7.4214,0.00438686,4.28387,-0.223871,498.59,-5.3353,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
42,7.39185,0.00059681,4.24966,-0.0747461,313.992,-5.46439,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
43,7.41475,0.0017832,3.26673,-0.137223,286.503,1.14899,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
44,7.43209,0.00265589,5.66264,-0.113614,309.172,-5.18059,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
45,7.4179,0.00179233,3.78676,-0.0854439,391.681,-0.990442,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
46,7.43479,0.00295541,3.98111,-0.176868,342.812,-5.32186,0.0832135,0.0919021,0.710829,0.138381,-11.6055,0.466924,3.75986e-09,5.02324,-0.20974,-0.000640029
