b0_pop,1,-0.011517,-0.00065501,0.11701,-0.091911,0.26479,0.0046942,-0.048652,-0.13948,-0.013587,-0.066363
b1_pop,-0.011517,1,0.21707,-0.062705,-0.73169,0.70686,-0.062599,0.059418,-0.48703,-0.11064,0.0081814
h1_pop,-0.00065501,0.21707,1,-0.05254,-0.37698,0.22271,-0.89619,0.011279,-0.18479,-0.042665,0.014259
h2_pop,0.11701,-0.062705,-0.05254,1,0.095573,-0.13678,0.027309,-0.80491,0.023844,0.024123,-0.0051476
alpha1_pop,-0.091911,-0.73169,-0.37698,0.095573,1,-0.7324,0.10529,-0.001798,0.54734,0.069197,-0.0084719
alpha2_pop,0.26479,0.70686,0.22271,-0.13678,-0.7324,1,-0.053379,-0.043214,-0.47334,-0.038841,-0.050453
beta_hcov1_score4C,0.0046942,-0.062599,-0.89619,0.027309,0.10529,-0.053379,1,-0.022601,0.046965,0.020434,-0.0030646
beta_hcov2_score4C,-0.048652,0.059418,0.011279,-0.80491,-0.001798,-0.043214,-0.022601,1,0.0068562,-0.021166,0.0067926
omega_b0,-0.13948,-0.48703,-0.18479,0.023844,0.54734,-0.47334,0.046965,0.0068562,1,0.063752,-0.29647
omega_b1,-0.013587,-0.11064,-0.042665,0.024123,0.069197,-0.038841,0.020434,-0.021166,0.063752,1,-0.25695
e_b,-0.066363,0.0081814,0.014259,-0.0051476,-0.0084719,-0.050453,-0.0030646,0.0067926,-0.29647,-0.25695,1
