b01_pop,1,-0.12458,0.084045,-0.093846,-0.0022559,-0.00099911,-0.0055711,0.0091092,-0.0023726,0.0031687,-0.0017669,0.0043095,0.0061633,-0.0086793,0.0014369,0.0045184,-0.016133,0.0030286,-0.003548,-0.0039614,-2.5289e-05,-0.0028422,3.0524e-05,0.0020862,2.0722e-05,0.00025971,0.21101,0.11505,0.057172,-0.012763,3.7874e-05,-0.0058171,0.0017118,-0.0017703,0.00041175,0.0028191,-0.0031491,-0.0058444,-0.056217,-0.0012823,-0.00028336,-0.0024118,-0.00044278
b11_pop,-0.12458,1,0.6661,0.1267,0.016596,-0.0098385,0.018964,-0.026908,-0.010272,0.0047257,0.0010332,-0.005746,-0.046743,0.032389,0.022413,0.0016752,0.049317,-0.0089994,0.025218,0.014509,0.00013691,0.055211,-8.9784e-05,0.0011569,-4.3331e-05,-0.0061288,-0.069802,-0.65222,-0.39561,0.15913,0.0017179,-0.0017141,9.791e-05,0.011204,-0.0066075,0.010396,-0.011697,-0.017537,0.014966,-0.0026177,0.0083377,-0.016251,0.0047811
b21_pop,0.084045,0.6661,1,0.030862,0.017827,-0.014177,0.017504,-0.015928,-0.015155,0.013165,-0.0033925,0.0053286,-0.014192,0.020565,0.013645,-0.017453,0.021791,-0.014589,0.0031361,-0.0010569,6.6871e-05,-0.015364,-6.7674e-05,0.0087061,-4.4962e-05,-0.0025803,0.015561,-0.50869,-0.49875,0.1967,-0.00079289,-0.0062665,0.0030323,0.0081652,-0.0043937,0.018618,-0.0158,-0.015501,0.035872,-0.0027902,0.0095887,-0.024676,0.0027318
a1_pop,-0.093846,0.1267,0.030862,1,0.015803,-0.0055713,-0.00068378,-0.0062211,-0.00048589,-0.0076434,0.012026,-0.022185,-0.039191,0.002405,0.01281,0.010652,0.10733,-0.020645,0.0080356,0.015501,0.00018424,0.016157,3.4277e-05,-0.0076057,5.1001e-05,-0.010008,-0.065346,-0.43142,-0.30583,-0.57458,0.014161,0.016836,-0.0092552,0.010128,0.0096071,0.012893,0.01654,-0.0027717,-0.049751,-0.0061552,0.0070111,-0.0072653,-0.014521
b02_pop,-0.0022559,0.016596,0.017827,0.015803,1,-0.25093,0.00072231,-0.00040471,-0.0013801,0.002313,-0.00019269,0.00093212,-0.0021658,0.042568,-0.0002948,-0.0003259,0.0083249,-0.0029739,0.0027009,0.0033599,-4.5211e-06,0.0044143,-0.00016664,-2.2473e-05,-0.00012834,0.0022994,-0.0028743,-0.018275,-0.020174,-0.0066146,0.011949,0.01228,0.0040336,0.00043928,-0.00049366,0.00087333,-0.001199,0.0017359,-0.0001764,-0.00070307,0.00043854,-0.00070422,0.00030208
b12_pop,-0.00099911,-0.0098385,-0.014177,-0.0055713,-0.25093,1,-0.0014511,0.010754,0.0002641,0.0022447,-0.0010846,0.00075353,0.066775,-0.080075,0.002076,-0.0011693,-0.043699,0.022296,-0.02391,-0.027344,-0.00019181,-0.0091917,0.00032506,0.005746,0.00024666,-0.01028,0.00023233,0.010481,0.0079815,0.010557,-0.0045982,-0.018367,-0.0030615,0.0092138,0.0025156,-0.0019218,0.0028009,-0.0039932,-0.0017035,-0.0029026,-0.0018632,-0.0012387,-0.0018804
b03_pop,-0.0055711,0.018964,0.017504,-0.00068378,0.00072231,-0.0014511,1,-0.14566,0.00063938,-0.00047417,0.00060259,-0.0015771,0.0079042,-0.032665,-0.0041369,0.013551,-0.0047582,-0.0053327,-0.011707,-0.0015989,3.5367e-05,-0.0058473,0.00012451,-0.0025728,9.2794e-05,0.00069985,-0.0059043,-0.014326,-0.014869,0.013477,-0.0023749,-0.0021338,-0.0069631,0.004396,0.00078308,0.00045733,-0.0012905,-0.0015609,0.0032919,0.00086615,-0.0019231,0.00054118,0.00092711
b13_pop,0.0091092,-0.026908,-0.015928,-0.0062211,-0.00040471,0.010754,-0.14566,1,0.00044871,-0.0045272,-0.0016674,0.0034788,-0.059551,0.073851,0.041837,-0.036437,0.036948,-0.0030151,0.020792,0.022433,7.5199e-05,0.013035,-0.0002682,0.04893,-0.00018852,0.00044286,0.0095732,0.021018,0.020394,-0.017586,-0.0011659,0.0015405,0.0025288,-0.029327,-0.00032134,0.0012551,0.0024649,0.0022211,-0.0030661,-0.0010985,0.002773,-0.0028776,-0.00054884
b05_pop,-0.0023726,-0.010272,-0.015155,-0.00048589,-0.0013801,0.0002641,0.00063938,0.00044871,1,-0.16116,0.00093367,-0.0028266,0.002919,-0.0065463,0.00098347,-0.00025484,-0.0062858,0.0022511,0.0017919,-0.008079,-2.3944e-05,-0.0006253,2.797e-05,0.00090085,2.2078e-05,-0.0020723,0.0004874,0.0075547,0.0040982,-0.0021699,0.00072097,0.00048992,-0.00094105,0.00098284,0.052885,-0.028841,0.00058665,0.0010572,-0.00054946,-0.00046287,0.00054831,-0.016618,0.00095531
b15_pop,0.0031687,0.0047257,0.013165,-0.0076434,0.002313,0.0022447,-0.00047417,-0.0045272,-0.16116,1,0.0001551,0.00049438,-0.011151,0.012694,-0.0016541,0.00076736,0.0097571,-0.0025509,0.00026891,0.0076629,2.904e-05,0.0017154,-4.9118e-05,-0.001417,-3.6676e-05,0.0013802,0.0011754,-0.0007794,-0.0040796,0.011738,-0.0043962,-0.0011682,0.0025018,-0.0025282,-0.042598,0.092913,0.0014176,0.0023527,-0.00029804,0.00089958,-0.0014279,-0.0076011,-0.0013939
b07_pop,-0.0017669,0.0010332,-0.0033925,0.012026,-0.00019269,-0.0010846,0.00060259,-0.0016674,0.00093367,0.0001551,1,-0.16125,-0.0016858,-0.00063527,0.00056793,0.0022262,0.0021378,-0.0028315,0.00011157,0.0014755,5.7054e-05,0.0012253,-1.208e-05,0.00028081,-1.349e-05,0.0053174,-0.00027828,-0.0053424,0.00045624,-0.010969,0.0023754,0.00098899,-0.000772,-0.00044545,-0.00026531,-0.0029746,0.049641,-0.039837,-0.00082935,-0.0011185,0.0011386,0.00025452,0.012137
b17_pop,0.0043095,-0.005746,0.0053286,-0.022185,0.00093212,0.00075353,-0.0015771,0.0034788,-0.0028266,0.00049438,-0.16125,1,-0.006419,0.0043235,0.0012828,-0.019123,-0.00062339,-0.01792,-0.0097157,0.027257,0.00028409,-0.00083286,-0.00026699,-0.0011881,-0.00029236,0.078855,-0.0012771,0.01482,-0.012141,0.019598,-0.0044095,-0.0082075,0.0029676,0.0024561,-0.0017111,0.00043274,-0.055294,0.10504,0.0047155,0.0023669,-0.0036842,0.0006773,0.0052605
p1_pop,0.0061633,-0.046743,-0.014192,-0.039191,-0.0021658,0.066775,0.0079042,-0.059551,0.002919,-0.011151,-0.0016858,-0.006419,1,-0.41989,-0.039099,-0.0049264,-0.67976,0.36434,-0.63257,-0.32108,-0.0036312,-0.12832,0.0017926,0.052227,0.0012665,-0.099861,0.0037893,-0.014032,0.024861,0.054987,-0.0047103,-0.027198,0.011167,-0.02022,0.0037018,-0.0049956,-0.0038535,-0.00012098,-0.012289,0.0017937,-0.0087738,-0.0022672,0.0015794
