b0_pop,1,-0.21632,-0.005074,-0.0048759,0.048397,0.025557,0.00081309,0.00046126,0.2471,-0.088147,-0.10846
b1_pop,-0.21632,1,0.022199,0.0065464,-0.14156,-0.02082,-0.0044141,0.0065913,-0.15716,0.17446,0.014162
h1_pop,-0.005074,0.022199,1,-0.00053824,-0.011346,0.0046157,-0.93182,0.00021177,-0.0018451,-0.0034859,0.0018248
h2_pop,-0.0048759,0.0065464,-0.00053824,1,0.036973,-0.17496,-0.0011247,-0.84025,-0.0016763,0.0046546,-0.0044735
alpha1_pop,0.048397,-0.14156,-0.011346,0.036973,1,-0.21311,-0.026943,-0.0068836,0.0076907,0.05732,-0.019463
alpha2_pop,0.025557,-0.02082,0.0046157,-0.17496,-0.21311,1,0.0052275,0.052058,0.0051478,0.0053567,0.0076748
beta_hcov1_score4C,0.00081309,-0.0044141,-0.93182,-0.0011247,-0.026943,0.0052275,1,0.00026955,0.00019081,0.0030603,-0.0012975
beta_hcov2_score4C,0.00046126,0.0065913,0.00021177,-0.84025,-0.0068836,0.052058,0.00026955,1,0.00013624,-0.0015077,0.0019739
omega_b0,0.2471,-0.15716,-0.0018451,-0.0016763,0.0076907,0.0051478,0.00019081,0.00013624,1,-0.22625,-0.21082
omega_b1,-0.088147,0.17446,-0.0034859,0.0046546,0.05732,0.0053567,0.0030603,-0.0015077,-0.22625,1,-0.18258
e_b,-0.10846,0.014162,0.0018248,-0.0044735,-0.019463,0.0076748,-0.0012975,0.0019739,-0.21082,-0.18258,1
