rep,id,b02,b12,b03,b13,p1,g1,p2,g2,alpha12,alpha13,alpha22,alpha23,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,7.35051262758197,0.00510489305407739,5.03619404126911,-0.153161507347828,0.0356783388338417,0.117386666923436,0.722233501722487,0.126060901085316,-11.8208429183211,0.662883827911333,3.69170774189082,-0.176982096403948,-0.0493474232203699,0.00201597432736973,0.88769706609607,-0.0121095133245222,0,0,0,0,0,0,0,0
2,1,7.40600266040673,-0.00483163340069462,4.08313227092355,0.0250977718606085,0.0356783388338417,0.117386666923436,0.722233501722487,0.126060901085316,-11.8208429183211,0.662883827911333,3.69170774189082,-0.176982096403948,0.00614260960438529,-0.00792055212740228,-0.0653647042494887,0.166149765883915,0,0,0,0,0,0,0,0
3,1,7.391006269238,-0.000493998508727005,4.82357052830441,-0.245537080507161,0.0356783388338417,0.117386666923436,0.722233501722487,0.126060901085316,-11.8208429183211,0.662883827911333,3.69170774189082,-0.176982096403948,-0.00885378156434236,-0.00358291723543466,0.675073553131372,-0.104485086483855,0,0,0,0,0,0,0,0
1,2,7.43958165386026,0.000251916301366711,3.95553412940033,-0.140276737767677,0.0356783388338417,0.117386666923436,0.722233501722487,0.126060901085316,-11.8208429183211,0.662883827911333,3.69170774189082,-0.176982096403948,0.0397216030579202,-0.00283700242534095,-0.192962845772705,0.000775256255628659,0,0,0,0,0,0,0,0
2,2,7.45260127605891,-0.00119075283467096,2.86814977956378,-0.0784628077953316,0.0356783388338417,0.117386666923436,0.722233501722487,0.126060901085316,-11.8208429183211,0.662883827911333,3.69170774189082,-0.176982096403948,0.0527412252565709,-0.00427967156137862,-1.28034719560925,0.0625891862279745,0,0,0,0,0,0,0,0
3,2,7.42494928481582,0.00158249884912296,3.54056637811218,-0.120131090856034,0.0356783388338417,0.117386666923436,0.722233501722487,0.126060901085316,-11.8208429183211,0.662883827911333,3.69170774189082,-0.176982096403948,0.0250892340134774,-0.0015064198775847,-0.607930597060855,0.0209209031672716,0,0,0,0,0,0,0,0
1,3,7.37885575544932,0.00758895152368602,4.73137250762089,-0.364669633632131,0.0356783388338417,0.117386666923436,0.722233501722487,0.126060901085316,-11.8208429183211,0.662883827911333,3.69170774189082,-0.176982096403948,-0.0210042953530234,0.00450003279697836,0.58287553244785,-0.223617639608825,0,0,0,0,0,0,0,0
2,3,7.37920523504329,0.00659156354251548,5.00332261913637,-0.34946744408854,0.0356783388338417,0.117386666923436,0.722233501722487,0.126060901085316,-11.8208429183211,0.662883827911333,3.69170774189082,-0.176982096403948,-0.0206548157590518,0.00350264481580782,0.854825643963328,-0.208415450065234,0,0,0,0,0,0,0,0
3,3,7.36690996801857,0.00679580205742624,4.08334252690254,-0.302022881500892,0.0356783388338417,0.117386666923436,0.722233501722487,0.126060901085316,-11.8208429183211,0.662883827911333,3.69170774189082,-0.176982096403948,-0.0329500827837697,0.00370688333071858,-0.0651544482705013,-0.160970887477586,0,0,0,0,0,0,0,0
1,4,7.39365536473402,0.0033412797359472,4.30036595344333,0.0228470486041928,0.0356783388338417,0.117386666923436,0.722233501722487,0.126060901085316,-11.8208429183211,0.662883827911333,3.69170774189082,-0.176982096403948,-0.00620468606831892,0.000252361009239541,0.151868978270297,0.163899042627499,0,0,0,0,0,0,0,0
