rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha17,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,alpha27
1,1,7.29174517499762,-0.17370375906032,-0.119447485958155,0.474942465567304,7.42843132723527,-0.00924637533002681,6.26125383076522,-0.284430992757599,5.90293110072102,0.0679424301613751,8.42154489300521,-0.0273863355852222,6.17626769274471,-0.0692879117195331,445.301779524416,-3.38733898552965,0.0336908682823629,0.156945106078426,0.76248281693622,0.105770048751065,0.190451985983894,0.0115671975801584,0.799921348495202,-0.298093197101923,-2.0562624323704e-10,-0.282581669557442,-1.96053610331281e-16,-0.0813694122870435,1.10370057072166e-13,2.53046035873516e-14,0.135782740570985,-0.341153070754759,-1.23349789340889e-16,-1.37241942338723e-06
2,1,4.44301102389556,-0.264966639273645,-0.0692774719729541,9.87455349094176,7.39763511423105,-0.00150649082258976,7.16992595689954,0.179690405620617,6.6180346862746,0.023554389045625,8.26990680106097,0.0701523856299155,6.10974208875803,-0.239748519940441,456.353725154468,-7.20118685177701,0.0336908682823629,0.156945106078426,0.76248281693622,0.105770048751065,0.190451985983894,0.0115671975801584,0.799921348495202,-0.298093197101923,-2.0562624323704e-10,-0.282581669557442,-1.96053610331281e-16,-0.0813694122870435,1.10370057072166e-13,2.53046035873516e-14,0.135782740570985,-0.341153070754759,-1.23349789340889e-16,-1.37241942338723e-06
3,1,4.81267768227146,-0.012218698075616,-0.148671878773575,23.008847488464,7.45842306438124,0.00604661405459845,6.96243094337325,-0.0638346592546747,6.09974152100172,0.022278666036065,7.91696355700661,-0.0812470128670285,5.64725838954897,0.0915275234328775,527.719055627815,3.25424628070714,0.0336908682823629,0.156945106078426,0.76248281693622,0.105770048751065,0.190451985983894,0.0115671975801584,0.799921348495202,-0.298093197101923,-2.0562624323704e-10,-0.282581669557442,-1.96053610331281e-16,-0.0813694122870435,1.10370057072166e-13,2.53046035873516e-14,0.135782740570985,-0.341153070754759,-1.23349789340889e-16,-1.37241942338723e-06
1,2,4.75100202498536,-0.0819762480385672,-0.106787059050912,4.89660110322294,7.37351804738385,-0.00571328620294025,3.77854614096376,-0.301749847752724,5.34919599110184,0.0148630010935621,5.95530068142715,-0.171674261736326,4.50476820137238,-0.16112366777877,295.408729731974,-3.14358877412714,0.0336908682823629,0.156945106078426,0.76248281693622,0.105770048751065,0.190451985983894,0.0115671975801584,0.799921348495202,-0.298093197101923,-2.0562624323704e-10,-0.282581669557442,-1.96053610331281e-16,-0.0813694122870435,1.10370057072166e-13,2.53046035873516e-14,0.135782740570985,-0.341153070754759,-1.23349789340889e-16,-1.37241942338723e-06
2,2,4.79002333747135,-0.142325759473197,-0.157030738483798,8.36328407693516,7.34036102943403,0.0008013999237561,2.60472468902999,-0.0253719525643744,5.3364313818673,0.142147660063611,6.05423038288592,0.0110085985124654,5.61834430629152,-0.296350934912616,352.731506547074,-11.667958625128,0.0336908682823629,0.156945106078426,0.76248281693622,0.105770048751065,0.190451985983894,0.0115671975801584,0.799921348495202,-0.298093197101923,-2.0562624323704e-10,-0.282581669557442,-1.96053610331281e-16,-0.0813694122870435,1.10370057072166e-13,2.53046035873516e-14,0.135782740570985,-0.341153070754759,-1.23349789340889e-16,-1.37241942338723e-06
3,2,4.96460831445333,-0.185567574954066,-0.11984511187807,11.1486469220323,7.35362662115608,-0.00208965788606438,3.47360995663317,-0.133239759428905,5.60881418359622,-0.0204462074679026,6.10943892357894,-0.293654310453711,4.68193664367553,-0.118947986292175,323.739834702063,-12.7778332548685,0.0336908682823629,0.156945106078426,0.76248281693622,0.105770048751065,0.190451985983894,0.0115671975801584,0.799921348495202,-0.298093197101923,-2.0562624323704e-10,-0.282581669557442,-1.96053610331281e-16,-0.0813694122870435,1.10370057072166e-13,2.53046035873516e-14,0.135782740570985,-0.341153070754759,-1.23349789340889e-16,-1.37241942338723e-06
1,3,5.3622693448522,-0.159874383670985,-0.119175233640543,4.68651352380719,7.47418412462226,0.00362470775578028,3.7823629236396,-0.0384535160105038,7.92384879889477,-0.0537213443010343,7.48287447938703,0.119617088968157,4.75004044838697,-0.197693460806273,324.045330766824,-11.3732498484952,0.0336908682823629,0.156945106078426,0.76248281693622,0.105770048751065,0.190451985983894,0.0115671975801584,0.799921348495202,-0.298093197101923,-2.0562624323704e-10,-0.282581669557442,-1.96053610331281e-16,-0.0813694122870435,1.10370057072166e-13,2.53046035873516e-14,0.135782740570985,-0.341153070754759,-1.23349789340889e-16,-1.37241942338723e-06
2,3,5.0668819073032,-0.247067269557243,-0.128241032569431,0.861941085520552,7.44189223542807,0.015790190353555,5.09994957421264,-0.056334704509462,6.23316940647167,0.100059682044633,7.43616934221121,0.0329672735323334,4.95132728972033,-0.333436083399974,328.19403574645,-0.928691938056752,0.0336908682823629,0.156945106078426,0.76248281693622,0.105770048751065,0.190451985983894,0.0115671975801584,0.799921348495202,-0.298093197101923,-2.0562624323704e-10,-0.282581669557442,-1.96053610331281e-16,-0.0813694122870435,1.10370057072166e-13,2.53046035873516e-14,0.135782740570985,-0.341153070754759,-1.23349789340889e-16,-1.37241942338723e-06
3,3,5.13544970131611,-0.103813335049275,-0.0790781121832449,1.38485164613604,7.45178174385228,0.0139554225587937,4.27338797902683,0.00230763219592648,7.78149619685577,-0.019798686949751,7.84341112107647,-0.0753063923289631,4.45649117729041,-0.0951768918222983,326.593198481833,-6.13139848815389,0.0336908682823629,0.156945106078426,0.76248281693622,0.105770048751065,0.190451985983894,0.0115671975801584,0.799921348495202,-0.298093197101923,-2.0562624323704e-10,-0.282581669557442,-1.96053610331281e-16,-0.0813694122870435,1.10370057072166e-13,2.53046035873516e-14,0.135782740570985,-0.341153070754759,-1.23349789340889e-16,-1.37241942338723e-06
1,4,8.27258074602216,-0.168644046303767,-0.126931356854969,23.6227274740945,7.39506855128968,0.0108536607028705,4.0363479113496,0.049840436809564,6.54095060523098,0.108052719387039,8.70190836365312,0.0748187641621179,5.30530727358231,0.0568505147759962,379.164016551041,-0.463428417607488,0.0336908682823629,0.156945106078426,0.76248281693622,0.105770048751065,0.190451985983894,0.0115671975801584,0.799921348495202,-0.298093197101923,-2.0562624323704e-10,-0.282581669557442,-1.96053610331281e-16,-0.0813694122870435,1.10370057072166e-13,2.53046035873516e-14,0.135782740570985,-0.341153070754759,-1.23349789340889e-16,-1.37241942338723e-06
