rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-1.0091238599246,-0.221000943756003,0,0,0,0,0,0,11
2,1,-3.53951988886755,0.0119596513479762,0,0,0,0,0,0,11
3,1,-0.411786644765925,-0.0997419774707311,0,0,0,0,0,0,11
4,1,4.57648241495608,-0.378508722806923,0,0,0,0,0,0,11
5,1,1.33229311466611,-0.243110812546725,0,0,0,0,0,0,11
6,1,-6.76232429476512,-0.551605841822722,0,0,0,0,0,0,11
7,1,-4.87475218265891,-0.249152939595583,0,0,0,0,0,0,11
8,1,1.23088423136561,-0.457312955596331,0,0,0,0,0,0,11
9,1,-2.12397621096017,-0.173661171007253,0,0,0,0,0,0,11
10,1,-4.7065843343435,0.279597153029062,0,0,0,0,0,0,11
1,2,4.4499266536083,0.545151909816413,0,0,0,0,0,0,5
2,2,-2.84247075636105,-0.194784319703729,0,0,0,0,0,0,5
3,2,1.84199589270989,0.454879632764752,0,0,0,0,0,0,5
4,2,0.942295507534524,0.463079884663031,0,0,0,0,0,0,5
5,2,4.73484115535517,0.181225781884083,0,0,0,0,0,0,5
6,2,1.86915732867561,-0.796238114201189,0,0,0,0,0,0,5
7,2,2.08278123199237,-0.459929177884341,0,0,0,0,0,0,5
8,2,-1.5831434466793,0.459878150823382,0,0,0,0,0,0,5
9,2,3.93357987599875,0.675348759161637,0,0,0,0,0,0,5
10,2,1.5149219529858,-0.894321737487407,0,0,0,0,0,0,5
1,3,-6.30862174267219,-0.299720680871662,0,0,0,0,0,0,6
2,3,-6.27615181773376,-1.10846089778495,0,0,0,0,0,0,6
3,3,-5.34107230666723,0.647814057606207,0,0,0,0,0,0,6
4,3,-4.26546223167226,0.208553945535788,0,0,0,0,0,0,6
5,3,-9.48955557222739,0.0264712526085774,0,0,0,0,0,0,6
6,3,-3.94267962843689,-0.670105386871317,0,0,0,0,0,0,6
7,3,-6.94257701898466,-0.284229002710737,0,0,0,0,0,0,6
8,3,-1.74059110268537,-0.2501841246307,0,0,0,0,0,0,6
9,3,-4.93373338996751,-0.176169969221093,0,0,0,0,0,0,6
10,3,-8.23545372950058,0.0520417673427566,0,0,0,0,0,0,6
1,4,4.59033430832925,0.0269367584554058,0,0,0,0,0,0,8
2,4,9.83885051979343,0.0419160293554753,0,0,0,0,0,0,8
3,4,7.86004342115753,-0.44325052233976,0,0,0,0,0,0,8
4,4,4.21764593470724,0.196270480874846,0,0,0,0,0,0,8
5,4,5.46381624380544,0.260470984336684,0,0,0,0,0,0,8
6,4,3.54460951949748,-0.233119323992859,0,0,0,0,0,0,8
7,4,3.26822908853944,0.369809854864497,0,0,0,0,0,0,8
8,4,5.65434146191116,-0.584320813390764,0,0,0,0,0,0,8
9,4,4.56311605674944,0.0191639354382134,0,0,0,0,0,0,8
10,4,5.60605358576488,-0.363572704061511,0,0,0,0,0,0,8
1,5,0.631545687953505,-0.264239065820213,0,0,0,0,0,0,3
2,5,2.35614585779692,-0.347491292944911,0,0,0,0,0,0,3
3,5,1.83979918452826,-0.244950144638941,0,0,0,0,0,0,3
4,5,3.10946318503471,-0.396356912651076,0,0,0,0,0,0,3
5,5,-1.95548398098141,-0.198801838465214,0,0,0,0,0,0,3
6,5,3.27715915854989,-0.368975259291522,0,0,0,0,0,0,3
7,5,1.63004039694445,-0.176573730554155,0,0,0,0,0,0,3
8,5,0.89041007648305,-0.144535759065531,0,0,0,0,0,0,3
9,5,1.88081650297434,-0.44690819619343,0,0,0,0,0,0,3
10,5,2.25846358377476,-0.276246379405951,0,0,0,0,0,0,3
1,6,1.01207111778275,0.5895483452604,0,0,0,0,0,0,2
2,6,2.33724506388137,-0.177052593008447,0,0,0,0,0,0,2
3,6,1.7194594115989,0.234801420177372,0,0,0,0,0,0,2
4,6,0.24263305536472,0.569487512971296,0,0,0,0,0,0,2
5,6,5.48635795650213,0.561431524217813,0,0,0,0,0,0,2
6,6,1.12357506136841,0.47116079208374,0,0,0,0,0,0,2
7,6,1.09149573822231,0.126714021034013,0,0,0,0,0,0,2
8,6,-2.20763235573128,0.0163816652917199,0,0,0,0,0,0,2
9,6,-0.35967154698146,-0.277910805293176,0,0,0,0,0,0,2
10,6,1.16623724939544,-0.725518058391346,0,0,0,0,0,0,2
1,7,-6.6883689732901,-0.33306923388078,0,0,0,0,0,0,12
2,7,-4.09008175530072,0.344136703733789,0,0,0,0,0,0,12
3,7,-0.523028995652723,-0.401681306304587,0,0,0,0,0,0,12
4,7,1.75141132663813,0.468514099976642,0,0,0,0,0,0,12
5,7,0.923372474976972,0.0798472853349442,0,0,0,0,0,0,12
6,7,-0.829033135396386,-0.384262167651951,0,0,0,0,0,0,12
7,7,-5.01276845789526,-0.288032438471946,0,0,0,0,0,0,12
8,7,-4.93447323862033,-0.0488295064273573,0,0,0,0,0,0,12
9,7,-2.24713973174943,-0.394803225431598,0,0,0,0,0,0,12
10,7,-3.30505491538072,0.491500141400473,0,0,0,0,0,0,12
1,8,-1.22473367198629,-0.739812003767004,0,0,0,0,0,0,7
2,8,3.90312314545542,-0.13360551760099,0,0,0,0,0,0,7
3,8,0.964062182737067,0.303214698214161,0,0,0,0,0,0,7
