rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha21,alpha22,alpha23,alpha24,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24
1,1,5.80905329517597,0.111684307337821,-0.118090527487234,7.13377586932429,7.42306338307191,0.00251739508157138,4.56107967253986,-0.34448792193102,5.20978209772802,0.0292797369699709,0.0337948818852528,0.127178184155124,0.763351629403502,0.149164749915084,0.177812746205481,-13.8584108746709,0.671920417491166,-0.0496153787085291,-0.104586070655086,5.03280634410874,-0.215976163892672,-2.46300672763519e-07,1.30599670546784,0.243537483825787,0.0330159915704405,0.300828994751355,0.0201327341192536,-2.28868355683018e-05,0.27547248692553,-0.185108283952891,0.0326066478978948,0.0239648955006884,0,0,0,0,0,0,0,0,0,0,0,0
2,1,6.04431637080044,0.0997892389386067,-0.198772618674624,10.1135949230002,7.43966510933305,-0.00422998085648245,4.96239097816173,-0.406127999201119,6.05030420080299,-0.0143285450340739,0.0337948818852528,0.127178184155124,0.763351629403502,0.149164749915084,0.177812746205481,-13.8584108746709,0.671920417491166,-0.0496153787085291,-0.104586070655086,5.03280634410874,-0.215976163892672,-2.46300672763519e-07,1.54125978109231,0.231642415426572,-0.0476660996169493,0.649868876298657,0.036734460380397,-0.00677026277362212,0.676783792547395,-0.246748361222989,0.873128750972868,-0.0196433865033563,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6.41321692579381,0.0930888305948417,-0.288174835627402,5.23844490134151,7.42139790099762,-0.00325346121408226,3.74023275106696,-0.287451902891924,5.05573087782579,0.0637932416583485,0.0337948818852528,0.127178184155124,0.763351629403502,0.149164749915084,0.177812746205481,-13.8584108746709,0.671920417491166,-0.0496153787085291,-0.104586070655086,5.03280634410874,-0.215976163892672,-2.46300672763519e-07,1.91016033608568,0.224942007082807,-0.137068316569727,-0.00798699470630004,0.0184672520449665,-0.00579374313122193,-0.545374434547374,-0.128072264913795,-0.12144457200433,0.058478400189066,0,0,0,0,0,0,0,0,0,0,0,0
1,2,6.03147003084031,-0.170203994061782,-0.203893831443542,6.62742454247983,7.44023427678402,0.00485999164670919,3.65705500418986,-0.1034621377539,2.67392955226,0.00759816014099374,0.0337948818852528,0.127178184155124,0.763351629403502,0.149164749915084,0.177812746205481,-13.8584108746709,0.671920417491166,-0.0496153787085291,-0.104586070655086,5.03280634410874,-0.215976163892672,-2.46300672763519e-07,1.52841344113219,-0.0383508175738162,-0.0527873123858668,0.227204599158463,0.0373036278313625,0.00231970972956951,-0.628552181424472,0.0559175002242295,-2.50324589757013,0.00228331867171128,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4.64438826039378,-0.0873315586674337,-0.173516024202589,4.89318523974704,7.4352844828702,-0.000889498093359343,4.04936880753327,-0.185455640945017,1.84197039091159,0.097182151698478,0.0337948818852528,0.127178184155124,0.763351629403502,0.149164749915084,0.177812746205481,-13.8584108746709,0.671920417491166,-0.0496153787085291,-0.104586070655086,5.03280634410874,-0.215976163892672,-2.46300672763519e-07,0.141331670685653,0.0445216178205318,-0.0224095051449143,-0.0761682047364076,0.0323538339175471,-0.00342978001049902,-0.236238378081063,-0.0260760029668878,-3.33520505891853,0.0918673102291955,0,0,0,0,0,0,0,0,0,0,0,0
3,2,6.52570157910339,-0.110461516795304,-0.162653630278979,9.93938503389642,7.44285305901609,0.00914629182390192,4.33691744657221,-0.418489641255739,1.21804890324645,0.0792072615279115,0.0337948818852528,0.127178184155124,0.763351629403502,0.149164749915084,0.177812746205481,-13.8584108746709,0.671920417491166,-0.0496153787085291,-0.104586070655086,5.03280634410874,-0.215976163892672,-2.46300672763519e-07,2.02264498939527,0.0213916596926619,-0.0115471112213038,0.632493476497508,0.0399224100634372,0.00660600990676225,0.0513102609578748,-0.259110003277609,-3.95912654658368,0.073892420058629,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5.4775681772555,-0.194123057399251,-0.155324665744061,2.03810146880705,7.39230494516395,-0.00250908609377751,4.22654653744604,-0.364575031856386,3.98220305015046,-0.0207583507257545,0.0337948818852528,0.127178184155124,0.763351629403502,0.149164749915084,0.177812746205481,-13.8584108746709,0.671920417491166,-0.0496153787085291,-0.104586070655086,5.03280634410874,-0.215976163892672,-2.46300672763519e-07,0.974511587547372,-0.062269880911286,-0.00421814668638654,-0.951992952455212,-0.0106257037887039,-0.00504936801091718,-0.0590606481682912,-0.205195393878257,-1.19497239967967,-0.026073192195037,0,0,0,0,0,0,0,0,0,0,0,0
2,3,5.61462263118052,-0.251839313574216,-0.102976224923314,6.17367671269804,7.36931376832267,-0.000683459280002658,4.14810300689494,-0.379933393708315,3.70702552785901,0.02610849926241,0.0337948818852528,0.127178184155124,0.763351629403502,0.149164749915084,0.177812746205481,-13.8584108746709,0.671920417491166,-0.0496153787085291,-0.104586070655086,5.03280634410874,-0.215976163892672,-2.46300672763519e-07,1.11156604147239,-0.11998613708625,0.0481302941343609,0.156282887570443,-0.0336168806299826,-0.00322374119714234,-0.137504178719394,-0.220553755730185,-1.47014992197111,0.0207936577931275,0,0,0,0,0,0,0,0,0,0,0,0
3,3,6.8411385121927,-0.290056322747538,-0.0824815318225365,6.8661202611768,7.39146968816084,-0.00247135198239632,4.12519970594843,-0.354253008792988,3.0630824757776,0.0518530111567826,0.0337948818852528,0.127178184155124,0.763351629403502,0.149164749915084,0.177812746205481,-13.8584108746709,0.671920417491166,-0.0496153787085291,-0.104586070655086,5.03280634410874,-0.215976163892672,-2.46300672763519e-07,2.33808192248457,-0.158203146259573,0.0686249872351383,0.262587535906427,-0.0114609607918181,-0.00501163389953599,-0.160407479665904,-0.194873370814858,-2.11409297405252,0.0465381696875002,0,0,0,0,0,0,0,0,0,0,0,0
1,4,3.55835434633355,-0.058133222274729,-0.2334560807065,12.8278498701636,7.43210529471803,0.00796836786670662,2.73518116848601,-0.383050075396965,4.58959359591981,0.0228663337410619,0.0337948818852528,0.127178184155124,0.763351629403502,0.149164749915084,0.177812746205481,-13.8584108746709,0.671920417491166,-0.0496153787085291,-0.104586070655086,5.03280634410874,-0.215976163892672,-2.46300672763519e-07,-0.944702243374578,0.0737199542132365,-0.0823495616488253,0.887606904030086,0.0291746457653748,0.00542808594956695,-1.55042601712832,-0.223670437418835,-0.587581853910316,0.0175514922717794,0,0,0,0,0,0,0,0,0,0,0,0
