rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b06,b16,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha16,alpha17,alpha21,alpha22,alpha23,alpha26,alpha27,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha26,eta_alpha27
1,1,5.1650257580284,-0.00879241697928527,-0.11264285498315,8.42313830971438,7.32869590221671,0.00833303764675304,3.96047585513753,-0.12899991916506,5.00749017561384,-0.0506078334650733,345.486577846472,-1.71143203025377,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,0.575562916648878,0.152182035862455,0.0430252977677559,0.558442991196129,-0.0693073521708243,0.00569680370693302,-0.191933727199484,0.0277240772681738,-0.18477700068337,0.0322656260237415,14.6138890742961,2.36515716267745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4.66445679327355,-0.00633698726939511,-0.160559622028929,5.23009224273423,7.38693343524246,0.00436504283548285,3.95104501661992,-0.102309272066924,5.14236772433477,-0.0540984279382872,365.013495720958,2.28273755808178,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,0.0749939518940339,0.154637465572346,-0.00489146927802284,0.0818894266717467,-0.01106981914507,0.00172880889566283,-0.201364565717092,0.05441472436631,-0.0498994519624327,0.0287750315505276,34.1408069487815,6.359326751013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,5.35590137956416,0.0148908282013705,-0.119567966314673,3.10004696539099,7.37442704738061,0.00556819724068816,3.9129258639899,-0.113099949240008,4.76122012760366,-0.0556788767330279,334.36116218571,0.285688240297652,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,0.766438538184646,0.175865281043111,0.0361001864362329,-0.441122226981165,-0.0235762070069212,0.00293196330086815,-0.239483718347112,0.0436240471932255,-0.431047048693542,0.0271945827557869,3.48847341353348,4.36227743322887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1.74529093913548,-0.279315328279015,-0.118901364908451,3.96001869945539,7.43754425699278,0.00568522623301281,5.01846983905189,-0.179335899676453,5.13197522511224,-0.270146277753165,199.140350039244,-5.23109744756168,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-2.84417190224404,-0.118340875437274,0.0367667878424547,-0.196290741143693,0.0395410026052527,0.00304899229319279,0.86606025671488,-0.0226119032432194,-0.060291951184964,-0.187272818264351,-131.732338732932,-1.15450825463046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2.48618396832785,-0.28808626431904,-0.0659082008819502,3.99371641599187,7.43006325443513,0.00940020332438417,5.26011847402027,-0.183876031802404,5.07299648701527,-0.267064418683895,183.276492179992,-7.07032375206436,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-2.10327887305167,-0.1271118114773,0.0897599518689558,-0.187817258516594,0.0320600000475979,0.00676396938456415,1.10770889168326,-0.0271520353691706,-0.119270689281935,-0.18419095919508,-147.596196592184,-2.99373455913314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2.13650902087871,-0.27219434111057,-0.0910001171780974,4.16149753235954,7.45095683400318,0.0064128036839335,5.28666445609236,-0.211789578524126,5.62254110969835,-0.297650637390525,189.695818323535,-6.22290869447381,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-2.45295382050081,-0.11121988826883,0.0646680355728086,-0.146664495248783,0.0529535796156537,0.00377656974411348,1.13425487375535,-0.055065582090892,0.43027393340114,-0.21477717790171,-141.176870448641,-2.14631950154259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1.24271436343606,-0.177736663003857,-0.216676822132338,4.30706638959603,7.35736539247848,0.0013648250682015,3.03653319144799,-0.0509853718623993,6.16180037985354,-0.0159592651425355,245.662494990354,-1.85831116355133,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-3.34674847794346,-0.0167622101621162,-0.0610086693814321,-0.112282468182642,-0.0406378619090502,-0.00127140887161852,-1.11587639088902,0.105738624570834,0.969533203556331,0.0669141943462793,-85.2101937818225,2.21827802937989,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1.45635753947574,-0.227634342900296,-0.122289054500623,36.2137919916469,7.3901851559275,-0.000857866408472935,3.47991999548605,-0.146449389939736,5.49930678509855,0.0139679098684436,292.201659008602,-4.82847652516456,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-3.13310530190378,-0.0666598900585556,0.0333790982502828,2.01690055203261,-0.00781809846003334,-0.00349410034829295,-0.672489586850958,0.0102746064934975,0.307039608801349,0.0968413693572583,-38.6710297635741,-0.751887332233343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2.31124643277953,-0.0425031454013159,-0.271108932489696,7.29092712448632,7.42253743195141,0.00110098292083212,3.93210751714382,-0.00323945944949422,5.11220671072909,-0.211349164292981,311.782806334633,-9.8617262358194,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-2.27821640859998,0.118471307440425,-0.11544077973879,0.414091227020696,0.0245341775638765,-0.0015352510189879,-0.220302065193188,0.153484536983739,-0.080060465568117,-0.128475704804166,-19.0898824375427,-5.78513704288818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,3.88106898932204,-0.298611040225839,-0.0552102366342688,0.876323200505245,7.39380869558874,0.003444364556606,4.93876323257891,-0.307741475795842,4.68798628484054,-0.13777613810675,272.754753161413,4.92755555127631,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-0.708393852057476,-0.137636587384098,0.100457916116637,-1.70455979422636,-0.00419455879878949,0.000808130616785986,0.7863536502419,-0.151017479362608,-0.504280891456664,-0.0549026786179348,-58.1179356107627,9.00414474420753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5.11898700299497,-0.504125111231823,-0.138483051222614,3.65573182370126,7.40082096484022,-0.00124680241250284,4.73139309627782,-0.336909008897446,4.67243306649087,-0.181865429156685,342.422405093021,-0.810872691856117,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,0.529524161615456,-0.343150658390082,0.0171851015282917,-0.276243189961448,0.00281771045269252,-0.00388303635232286,0.578983513940813,-0.180185012464212,-0.519834109806336,-0.0989919696678705,11.5497163208447,3.2657165010751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,3.84183074576459,-0.119098805932029,-0.209691615675233,3.09782462770901,7.38432678681544,-0.00127301563510858,4.6812769938298,-0.288939709400125,4.5309361005188,-0.182060432938991,302.628561770303,-2.16598417303929,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-0.747632095614931,0.0418756469097112,-0.0540234629243272,-0.441839356319467,-0.013676467572088,-0.0039092495749286,0.52886741149279,-0.132215712966892,-0.661331075778406,-0.0991869734501761,-28.244127001873,1.91060501989193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,4.7836089823585,-0.32411816437621,-0.140664385888536,35.6316452396579,7.35462920904017,0.00645353467879409,4.37862556250332,-0.443295794111765,4.78672502836399,0.00768853390504733,380.930320921006,-6.18363014408709,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,0.194146140978983,-0.16314371153447,0.01500376686237,2.00069466575309,-0.043374045347357,0.00381730073897407,0.226215980166311,-0.286571797678532,-0.405542147933215,0.0905619933938621,50.0576321488301,-2.10704095115587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,4.93724264077118,-0.368607009706069,-0.0555119633358593,13.3289929830914,7.29868976649579,0.00288974296080263,3.74996087203313,-0.28006101689255,4.90763113816125,-0.0437336546158053,330.512454672938,-0.224153837025107,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,0.347779799391667,-0.207632556864328,0.100156189415047,1.01740209769887,-0.0993134878917363,0.000253509020982607,-0.402448710303877,-0.123337020459316,-0.284636038135952,0.0391398048730095,-0.360234099238141,3.85243535590611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4.17429451582984,-0.233024104663795,-0.0415968944068207,16.83196994082,7.35639021697719,0.00155934160506565,3.46254983418436,-0.274679781787668,4.49274284584181,0.0445626246818447,418.278108917284,-0.424545019891449,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-0.415168325549677,-0.0720496518220549,0.114071258344085,1.25074056223476,-0.0416130374103361,-0.00107689233475437,-0.689859748152648,-0.117955785354435,-0.699524330455398,0.127436084170659,87.4054201451084,3.65204417303977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,3.65608501499882,-0.204501920148499,0.0173010100443129,2.1357537772659,7.37899314179844,-0.000469390516832574,4.42270278261548,-0.217276915869624,4.61392454410145,-0.209406290871199,361.162172198457,-3.31938577571726,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-0.933377826380699,-0.0435274673067582,0.172969162795219,-0.813719846845692,-0.0190101125890907,-0.00310562445665259,0.270293200278472,-0.0605529194363907,-0.578342632195754,-0.126532831382384,30.2894834262809,0.757203417213965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,3.02994970491779,-0.120978406578711,0.0135568172184242,1.97584603208065,7.39537503942485,-0.00199918995354586,4.51411870298653,-0.202401570324802,4.28026562580747,-0.194259190499575,455.442481503002,-7.03927023568334,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-1.55951313646173,0.03999604626303,0.16922496996933,-0.891542811181321,-0.00262821496267662,-0.00463542389336588,0.361709120649517,-0.0456775738915683,-0.912001550489739,-0.111385731010761,124.569792730826,-2.96268104275212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,3.05643710868252,-0.0707461679108152,0.0110043946934225,2.32373855972978,7.40056940090989,-0.00182174154386177,4.14337501690502,-0.212161896003466,4.84088844762018,-0.217827886950002,395.434036506339,-4.86859138981716,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-1.533025732697,0.0902282849309255,0.166672547444328,-0.729362151635439,0.00256614652236298,-0.00445797548368178,-0.00903456543199077,-0.0554378995702328,-0.351378728677028,-0.134954427461187,64.5613477341631,-0.792002196885937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,2.79068534871148,-0.363678309594658,-0.150142372393024,3.75263910502505,7.3640244881806,0.00472814582486419,4.38127486990527,-0.107248896719739,6.15188427432287,3.03507006235021e-05,425.140105959396,1.45314374595871,0.0541402077961995,0.125317582463457,0.727211688942648,0.109556263295603,0.138490547241287,-8.50179732684662,0.689106009492175,-0.316222162638815,3.28136165637052e-08,-0.0982766745137416,7.27584952756121e-07,-0.202446921681624,1.43981879657989e-05,-4.64551098646278e-10,-1.79877749266804,-0.202703856752917,0.0055257803578819,-0.250080134685183,-0.0339787662069266,0.00209191188504417,0.228865287568261,0.0494750997134946,0.959617098025662,0.0829038101894383,94.2674171872201,5.52973293888993,0,0,0,0,0,0,0,0,0,0,0,0,0,0
