parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,2.63539816439619,0.118007208557911,4.47777531881785,
b1_pop,-1.11362215195547,0.51360383736322,46.1201168153268,
b2_pop,-0.917971620003304,0.585428392181536,63.7741275900696,
a_pop,0.40770836474805,0.383459372586547,94.0523682469728,
h1_pop,0.0010866043417652,0.000404159395555682,37.1947156864035,
h2_pop,0.10838953744428,0.0131041553793011,12.0898711151319,
alpha1_pop,1.58181661410083e-12,3.21118446457571e-11,2030.06115623654,
alpha2_pop,0.0401442528562495,0.0138228797584508,34.4330228487462,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231818238365159,0.0407733565877095,17.588502472995,1.30405786169518e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126619311828127,0.0173960720600264,13.7388774341467,3.37285754881123e-13
omega_b0,0.289994140151094,0.171187766447044,59.0314571038749,
omega_b1,0.247478846830872,0.113927566915509,46.0352746808165,
omega_b2,0.449827797429656,0.197855096397738,43.9846309028242,
omega_a,1.29849604978201,0.839661797883383,64.6641780715733,
e_b,0.437862625057213,0.0193463927629654,4.41837043306393,
