b01_pop,1,-0.16085,0.081014,-0.036871,-0.0019537,-0.0012366,-0.011014,0.0064216,0.0057569,7.2276e-05,0.022276,0.0058678,-0.022124,-0.003794,0.11531,0.089098,-0.020647,-0.014794,-0.0059002,0.00035332,-0.0025748,0.0053759
b11_pop,-0.16085,1,0.54616,0.0642,0.008291,-0.018352,-0.01158,-0.0022076,0.0051149,-0.0015572,-0.012797,0.013611,0.039075,0.0085729,0.010594,-0.53179,-0.41588,0.073144,0.011094,-0.011377,-0.038266,-0.004979
b21_pop,0.081014,0.54616,1,0.017039,0.0099311,-0.015614,-0.040356,0.038284,0.014528,-0.0095013,0.037985,0.041509,-0.031847,-0.011074,0.06749,-0.3572,-0.62441,0.020128,0.010793,-0.016495,0.016361,0.0035915
a1_pop,-0.036871,0.0642,0.017039,1,-0.0041781,0.0066795,-0.036701,0.024352,0.016621,-0.00929,0.071625,0.031058,-0.059193,-0.0045174,-0.12128,-0.33942,-0.2694,-0.57956,0.020292,-0.0074079,0.023556,-0.015092
b03_pop,-0.0019537,0.008291,0.0099311,-0.0041781,1,-0.15755,0.011669,-0.045624,-0.012519,0.029937,-0.016181,-0.013117,0.021529,-0.0090793,0.011485,0.0018487,-0.0042553,-0.011714,-0.0038015,0.018245,-0.0082615,-0.0018468
b13_pop,-0.0012366,-0.018352,-0.015614,0.0066795,-0.15755,1,-0.10422,0.12346,0.089918,-0.074763,0.074717,0.08151,-0.062574,0.051163,-0.0099824,-0.017019,0.0031603,0.010722,0.0069264,-0.039821,0.0093675,-0.00063479
p1_pop,-0.011014,-0.01158,-0.040356,-0.036701,0.011669,-0.10422,1,-0.64113,-0.20089,0.097365,-0.78262,-0.94113,0.56334,0.11727,0.038962,0.020061,0.038252,-0.013545,0.035778,-0.077742,-0.054519,-0.036781
g1_pop,0.0064216,-0.0022076,0.038284,0.024352,-0.045624,0.12346,-0.64113,1,0.20872,-0.11818,0.66713,0.53406,-0.62435,-0.082041,-0.047744,-0.002438,-0.028997,0.01356,-0.051679,0.1225,0.060135,0.012818
p2_pop,0.0057569,0.0051149,0.014528,0.016621,-0.012519,0.089918,-0.20089,0.20872,1,-0.24645,0.20489,0.1787,-0.27219,0.22119,-0.0173,0.0083169,-0.015169,0.0083531,-0.011735,0.034814,0.017448,0.0072044
g2_pop,7.2276e-05,-0.0015572,-0.0095013,-0.00929,0.029937,-0.074763,0.097365,-0.11818,-0.24645,1,-0.097512,-0.078469,0.12836,-0.52381,0.016425,-0.010503,0.011891,-0.0021357,-0.0037552,-0.0099896,-0.017029,0.0078546
alpha11_pop,0.022276,-0.012797,0.037985,0.071625,-0.016181,0.074717,-0.78262,0.66713,0.20489,-0.097512,1,0.69036,-0.81045,-0.17739,-0.059316,-0.05799,-0.045453,0.00021381,-0.047947,0.075825,0.10427,0.027262
alpha13_pop,0.0058678,0.013611,0.041509,0.031058,-0.013117,0.08151,-0.94113,0.53406,0.1787,-0.078469,0.69036,1,-0.46761,-0.11142,-0.038342,-0.015664,-0.037896,0.0085418,-0.039849,0.048396,0.047679,0.046951
alpha21_pop,-0.022124,0.039075,-0.031847,-0.059193,0.021529,-0.062574,0.56334,-0.62435,-0.27219,0.12836,-0.81045,-0.46761,1,0.17203,0.070287,0.033289,0.024602,-0.010907,0.045032,-0.069646,-0.10917,-0.021077
alpha23_pop,-0.003794,0.0085729,-0.011074,-0.0045174,-0.0090793,0.051163,0.11727,-0.082041,0.22119,-0.52381,-0.17739,-0.11142,0.17203,1,0.0028204,0.018613,0.0028324,-0.0023253,0.021583,-0.030724,-0.012657,-0.027145
omega_b01,0.11531,0.010594,0.06749,-0.12128,0.011485,-0.0099824,0.038962,-0.047744,-0.0173,0.016425,-0.059316,-0.038342,0.070287,0.0028204,1,0.023818,0.044124,0.0056337,-0.0081382,0.012725,-0.34626,-0.0019644
omega_b11,0.089098,-0.53179,-0.3572,-0.33942,0.0018487,-0.017019,0.020061,-0.002438,0.0083169,-0.010503,-0.05799,-0.015664,0.033289,0.018613,0.023818,1,0.41454,0.035667,-0.012084,0.0071884,-0.050097,0.0094861
omega_b21,-0.020647,-0.41588,-0.62441,-0.2694,-0.0042553,0.0031603,0.038252,-0.028997,-0.015169,0.011891,-0.045453,-0.037896,0.024602,0.0028324,0.044124,0.41454,1,0.070727,-0.019473,0.020889,-0.10749,0.0027913
omega_a1,-0.014794,0.073144,0.020128,-0.57956,-0.011714,0.010722,-0.013545,0.01356,0.0083531,-0.0021357,0.00021381,0.0085418,-0.010907,-0.0023253,0.0056337,0.035667,0.070727,1,-0.023746,-0.0027485,0.044912,0.016633
omega_b03,-0.0059002,0.011094,0.010793,0.020292,-0.0038015,0.0069264,0.035778,-0.051679,-0.011735,-0.0037552,-0.047947,-0.039849,0.045032,0.021583,-0.0081382,-0.012084,-0.019473,-0.023746,1,-0.059149,0.0035709,-0.060276
omega_b13,0.00035332,-0.011377,-0.016495,-0.0074079,0.018245,-0.039821,-0.077742,0.1225,0.034814,-0.0099896,0.075825,0.048396,-0.069646,-0.030724,0.012725,0.0071884,0.020889,-0.0027485,-0.059149,1,-0.0082932,-0.045477
b_1,-0.0025748,-0.038266,0.016361,0.023556,-0.0082615,0.0093675,-0.054519,0.060135,0.017448,-0.017029,0.10427,0.047679,-0.10917,-0.012657,-0.34626,-0.050097,-0.10749,0.044912,0.0035709,-0.0082932,1,0.0028268
a_3,0.0053759,-0.004979,0.0035915,-0.015092,-0.0018468,-0.00063479,-0.036781,0.012818,0.0072044,0.0078546,0.027262,0.046951,-0.021077,-0.027145,-0.0019644,0.0094861,0.0027913,0.016633,-0.060276,-0.045477,0.0028268,1
