b01_pop,1,-0.17116,0.11036,-0.10689,-0.00025045,-0.0013833,-0.00024837,0.0018579,0.0022881,-0.0091886,-0.0026471,0.0037712,-0.0048377,0.0014508,-0.0068039,0.037014,8.4044e-05,0.0053671,0.1409,0.14046,-0.040113,0.038021,-0.0031771,-4.8243e-05,-0.00028857,0.00081616,nan,0.0012068,-0.00081363
b11_pop,-0.17116,1,0.54544,0.14518,-0.0027081,0.0056542,6.8085e-05,-0.016125,-0.031911,0.019806,0.049984,-0.016396,0.039934,-0.0059082,0.016049,-0.071313,0.00085788,0.0029298,-0.0063055,-0.593,-0.47698,0.13795,-0.012452,0.0030804,0.0053065,-0.0033414,nan,0.00046469,-0.0057738
b21_pop,0.11036,0.54544,1,-0.071676,-0.0062681,0.0044886,0.0015765,-0.0097704,-0.0066274,0.018832,0.014105,-0.020693,0.0031769,-0.0039795,0.0069827,-0.005819,0.00038856,0.0015669,0.067129,-0.31158,-0.71214,0.26735,-0.021902,0.010378,0.0073031,-0.0038201,nan,0.0026286,-0.0081275
a1_pop,-0.10689,0.14518,-0.071676,1,0.0016642,0.002031,-0.002213,-0.0044163,-0.0020231,-0.013186,0.018834,0.0026848,0.031703,0.011008,0.0019706,-0.0741,-0.00091142,-0.0053516,-0.033125,-0.43179,-0.12049,-0.53669,-0.0019196,-0.00034822,-0.0058135,0.01806,nan,-0.00075581,-0.00075021
b02_pop,-0.00025045,-0.0027081,-0.0062681,0.0016642,1,-0.22328,2.487e-05,0.00060393,0.01111,0.030474,-0.00073407,0.00085333,-0.0020537,0.002614,0.0011846,-3.9835e-05,0.00018691,-0.00069552,-0.00030953,-0.00060584,0.003345,0.0047376,-0.010687,-0.011846,0.00014304,-0.0025412,nan,0.004592,-0.00025989
b12_pop,-0.0013833,0.0056542,0.0044886,0.002031,-0.22328,1,-0.001121,0.01202,0.062037,-0.072664,0.0018412,-0.0039398,-0.028351,0.050204,-0.013101,0.0003001,0.0029808,0.0075731,0.0029525,-0.0054336,-0.0051793,-0.0034781,-0.010936,0.044343,0.0024377,0.0072506,nan,-0.0097864,-0.0015324
b03_pop,-0.00024837,6.8085e-05,0.0015765,-0.002213,2.487e-05,-0.001121,1,-0.15545,-0.005198,-0.030098,-0.0014001,0.014866,-0.00021253,0.0049849,0.0042724,0.0013829,4.0091e-05,-0.0013822,-0.00027271,0.0033904,-0.00043921,-0.0030762,0.00018394,0.0030184,-0.0086759,-0.0012481,nan,-0.00039884,0.0041225
b13_pop,0.0018579,-0.016125,-0.0097704,-0.0044163,0.00060393,0.01202,-0.15545,1,-0.057572,0.07021,0.046222,-0.035489,0.025099,-0.024539,0.013841,0.004028,0.00030724,0.021123,0.00052146,-0.00074861,0.011097,0.0089514,-0.0041028,-0.0083404,0.017138,0.011882,nan,0.0018003,-0.0086839
p1_pop,0.0022881,-0.031911,-0.0066274,-0.0020231,0.01111,0.062037,-0.005198,-0.057572,1,-0.26223,0.0091581,-0.023457,-0.39182,0.53118,-0.6655,0.012554,-0.002361,0.068916,0.0073263,-0.01806,0.0053278,-0.0079028,0.013572,-0.014193,-0.0026614,-0.024488,nan,-0.0070475,-0.0041483
g1_pop,-0.0091886,0.019806,0.018832,-0.013186,0.030474,-0.072664,-0.030098,0.07021,-0.26223,1,0.011128,0.010591,0.26393,-0.2302,-0.1087,-0.0041714,0.0011222,-0.029262,-0.017224,0.030546,-0.013036,0.0058769,-0.022572,0.026476,-0.011502,0.058335,nan,0.0052595,-0.0046535
